segmentnr	original	analyzed
SA_GSP31_samkhsuu-0	viṣayādhyāyaḥ	viṣaya adhyāyaḥ 
SA_GSP31_samkhsuu-1	atha trividhaduḥkhātyantanivṛttiḥ atyanta puruṣārthaḥ / KapSs_1.1 /	atha trividha duḥkha atyanta nivṛttiḥ atyanta puruṣa arthaḥ 
SA_GSP31_samkhsuu-2	(paramapuruṣārthasvarūpaṃ)	            
SA_GSP31_samkhsuu-3	na dṛṣṭāt tatsiddhiḥ,	na dṛṣṭāt tad siddhiḥ 
SA_GSP31_samkhsuu-4	nivṛtte 'pyanuvṛtti darśanāt / KapSs_1.2 /	nivṛtte pi anuvṛtti darśanāt 
SA_GSP31_samkhsuu-5	(laukikopāyaiḥ duḥkhanivṛttyanupapattiḥ)	            
SA_GSP31_samkhsuu-6	prātyahika kṣutpratīkāravat tatpratīkāra ceṣṭanāt puruṣārthatvaṃ / KapSs_1.3 /	prātyahika kṣudh pratīkāra vat tad pratīkāra ceṣṭanāt puruṣa artha tvam 
SA_GSP31_samkhsuu-7	(laukikopāyaiḥ duḥkhanivṛttyanupapattiḥ)	            
SA_GSP31_samkhsuu-8	sarvāsambhavāt,	sarva asambhavāt 
SA_GSP31_samkhsuu-9	sambhave 'pi sattāsambhavāt heyaḥ pramāṇakuśalaiḥ / KapSs_1.4 /	sambhave pi sattā sambhavāt heyaḥ pramāṇa kuśalaiḥ 
SA_GSP31_samkhsuu-10	(laukikopāyaiḥ duḥkhanivṛttyanupapattiḥ)	            
SA_GSP31_samkhsuu-11	utkarṣādapi mokṣasya sarvotkarṣaśruteḥ / KapSs_1.5 /	utkarṣāt api mokṣasya sarva utkarṣa śruteḥ 
SA_GSP31_samkhsuu-12	(laukikopāyaiḥ duḥkhanivṛttyanupapattiḥ)	            
SA_GSP31_samkhsuu-13	aviśeṣaścobhayoḥ / KapSs_1.6 /	aviśeṣaḥ ca ubhayoḥ 
SA_GSP31_samkhsuu-14	(vaidikopāyānāmapi duḥkhanivṛttyanupāyatā)	vaidika upāyānām api duḥkha nivṛtti anupāya tā 
SA_GSP31_samkhsuu-15	na svabhāvato baddhasya mokṣasādhanopadeśavidhiḥ / KapSs_1.7 /	na svabhāvataḥ baddhasya mokṣa sādhana upadeśa vidhiḥ 
