segmentnr	original	analyzed
MBagamakalpalataHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBagamakalpalataHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00117	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBagamakalpalataHK-2	Uniform title: āgamakalpalatā	uniform title āgamakalpalatā 
MBagamakalpalataHK-3	Main title: āgamakalpalatā	main title āgamakalpalatā 
MBagamakalpalataHK-4	Author : yadunātha	authoḥ yadunātha 
MBagamakalpalataHK-5	Alternate name : yadunāthacakravartti	name yadu nātha cakravartti 
MBagamakalpalataHK-6	Manuscript : ngmcp a145/3	manuscript 
MBagamakalpalataHK-7	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBagamakalpalataHK-8	Revision 0: Sept. 16, 2008	revision 
MBagamakalpalataHK-9	Internet publisher : Internet publisher: Muktabodha Indological Research Institut	internet publisher internet publisher muktabodha indological research institut
MBagamakalpalataHK-10	Publication year : 2008	publication year 
MBagamakalpalataHK-11	Publication country : United States	publication country united states 
MBagamakalpalataHK-12	oṃ namaḥ śrīgaṇeśāye namaḥ |	om namaḥ śrī gaṇeśa āye namaḥ 
MBagamakalpalataHK-13	śrītripurasundaryai namaḥ |	śrī tripurasundaryai namaḥ 
