segmentnr	original	analyzed
SA_MB_sriitatvanidhiHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_sriitatvanidhiHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00238	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_sriitatvanidhiHK-2	Uniform title: śrītattvanidhiḥ	uniform title śrī tattva nidhiḥ 
SA_MB_sriitatvanidhiHK-3	Author : kṛṣṇarāja vodeyar	authoḥ kṛṣṇa rāja 
SA_MB_sriitatvanidhiHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_sriitatvanidhiHK-5	Revision 0: Sept. 18, 2011	revision 
SA_MB_sriitatvanidhiHK-6	Publisher : Shri Venkateshvar Press	publisher shri venkateshvar press 
SA_MB_sriitatvanidhiHK-7	Publication year : 1908	publication year 
SA_MB_sriitatvanidhiHK-8	Publication city : Bombay	publication citi bombay 
SA_MB_sriitatvanidhiHK-9	Publication country : India	publication country india 
SA_MB_sriitatvanidhiHK-10	śrīrastu |	śrīḥ astu 
SA_MB_sriitatvanidhiHK-11	atha śrītattvanidhiḥ |	atha śrī tattva nidhiḥ 
SA_MB_sriitatvanidhiHK-12	tatrādimo mahāśakti devatānāṃ lakṣaṇanidhiḥ |	tatra ādimaḥ mahā śakti devatānām lakṣaṇa nidhiḥ 
SA_MB_sriitatvanidhiHK-13	śubhamastu ||	śubham astu 
SA_MB_sriitatvanidhiHK-14	nirvighnamastu ||	nirvighnam astu 
SA_MB_sriitatvanidhiHK-15	śrīgaṇādhipataye namaḥ ||	śrī gaṇādhipataye namaḥ 
SA_MB_sriitatvanidhiHK-16	śrīmaccaṃḍikāyai namaḥ ||	śrīmat caṃḍikāyai namaḥ 
SA_MB_sriitatvanidhiHK-17	śuklāṃbaradharaṃ viṣṇuṃ śaśivarṇaṃ caturbhujam ||	śukla aṃbara dharam viṣṇum śaśi varṇam catur bhujam 
SA_MB_sriitatvanidhiHK-18	prasannavadanaṃ dhyāyet sarvavighnopaśāṃtaye || 1 ||	prasanna vadanam dhyāyet sarva vighna upaśāṃtaye 
SA_MB_sriitatvanidhiHK-19	lakṣmīpradānasamaye navavidrumābhāṃ vidyāpradānasamaye śaradiṃduśubhrām ||	lakṣmī pradāna samaye nava vidruma ābhām vidyā pradāna samaye śarad iṃdu śubhrām 
SA_MB_sriitatvanidhiHK-20	vidveṣivargavijaye harinīlavarṇāmaṃbāṃ trilokajananīmajaniṃ prapadme || 2 ||	vidveṣi varga vijaye hari nīla varṇām aṃbām triloka jananīm ajanim prapadme 
SA_MB_sriitatvanidhiHK-21	jayatvaṃ devicāmuṇḍe jayabhūtārtihāriṇi ||	jaya tvam devi cāmuṇḍe jaya bhūta ārti hāriṇi 
SA_MB_sriitatvanidhiHK-22	jaya sarvagate devi bhadrakāli namostute || 3 ||	jaya sarvagate devi bhadrakāli namaḥ stute   
SA_MB_sriitatvanidhiHK-23	śrīmaccāmuṇḍikā devī kaṭākṣaśubhavīkṣaṇāt ||	              
SA_MB_sriitatvanidhiHK-24	nigamāgamataṃtrāṇāṃ purāṇavacasāmapi || 1 ||	nigama āgama taṃtrāṇām purāṇa vacasām api 
SA_MB_sriitatvanidhiHK-25	dharmaśāstreti hāsānāmupataṃtragirāmapi ||	dharma śāstra iti hāsānām upataṃtra girām api 
SA_MB_sriitatvanidhiHK-26	maṃtrajyotiṣaśilpānāṃ sāraṃ saṃgṛhya tattvataḥ || 2 || ||	maṃtra jyotiṣa śilpānām sāram saṃgṛhya tattvataḥ 
SA_MB_sriitatvanidhiHK-27	cāmuṃḍā pramukhānāṃ ca devatānāṃ pṛthak pṛthak ||	cāmuṃḍā pramukhānām ca devatānām pṛthak pṛthak 
SA_MB_sriitatvanidhiHK-28	svarūpāyudhavarṇānāṃ bhūṣāvāhanalakṣmaṇām || 3 ||	sva rūpa āyudha varṇānām bhūṣā vāhana lakṣmaṇām 
SA_MB_sriitatvanidhiHK-29	puṣpābhidheya vastrāṇāṃ prabhedāśca tataḥ param ||	puṣpa abhidheya vastrāṇām prabhedāḥ ca tatas param 
SA_MB_sriitatvanidhiHK-30	viṣṇvīśa brahmaśakrādi devānāṃ lakṣaṇāni ca || 4 ||	viṣṇu īśa brahma śakra ādi devānām lakṣaṇāni ca 
SA_MB_sriitatvanidhiHK-31	yugādikālabhedāśca kālajātaguṇāguṇāḥ |	yuga ādi kāla bhedāḥ ca kāla jāta guṇa aguṇāḥ 
SA_MB_sriitatvanidhiHK-32	etat prasaṃgādanyeṣāṃ vaktavyānāṃ kramā api || 5 ||	etat prasaṃgāt anyeṣām vaktavyānām kramāḥ api 
SA_MB_sriitatvanidhiHK-33	mahīśūra purādhīśakṛṣṇarājamahībhujā ||	mahīśūra pura adhīśa kṛṣṇa rāja mahībhujā 
SA_MB_sriitatvanidhiHK-34	graṃthe śrītattvanidhyākhye navanidhyātmake śubhe || 6 ||	graṃthe śrī tattvanidhi ākhye navanidhi ātmake śubhe 
SA_MB_sriitatvanidhiHK-35	prapaṃcasyopakārāya prakāśyaṃte yathā mati ||	prapaṃcasya upakārāya prakāśyaṃte yathā mati 
SA_MB_sriitatvanidhiHK-36	vakṣyāmāṇeṣu vidhiṣu jñātavyoyaṃ tvanukramaḥ || 7 || ||	vakṣyāmāṇeṣu vidhiṣu jñātavyaḥ ayam tu anukramaḥ 
SA_MB_sriitatvanidhiHK-37	cāmuṃḍādi mahāśaktilakṣaṇaṃ prathame nidhau ||	cāmuṃḍa ādi mahā śakti lakṣaṇam prathame nidhau 
SA_MB_sriitatvanidhiHK-38	viṣṇumūrtiprabhedānāṃ lakṣmaproktaṃ dvitīyake || 8 ||	viṣṇu mūrti prabhedānām lakṣma proktam dvitīyake 
SA_MB_sriitatvanidhiHK-39	p. 2)	p 
SA_MB_sriitatvanidhiHK-40	tṛtīye śivaśaivādi mūrtīnāṃ lakṣaṇaṃ matam ||	tṛtīye śiva śaiva ādi mūrtīnām lakṣaṇam matam 
SA_MB_sriitatvanidhiHK-41	turīye brahmaśakrādidevarūpanirūpaṇam || 9 ||	turīye brahma śakra ādi deva rūpa nirūpaṇam 
SA_MB_sriitatvanidhiHK-42	paṃcame grahanakṣatrakālādīnāṃ ca lakṣaṇam ||	paṃcame graha nakṣatra kāla ādīnām ca lakṣaṇam 
SA_MB_sriitatvanidhiHK-43	ṣaṣṭhe proktaṃ harikṣetraśāligrāmādilakṣaṇam || 10 ||	ṣaṣṭhe proktam harikṣetra śāligrāma ādi lakṣaṇam 
SA_MB_sriitatvanidhiHK-44	saptame tu śivakṣetraśivaliṃgādilakṣaṇam ||	saptame tu śiva kṣetra śiva liṃga ādi lakṣaṇam 
