segmentnr	original	analyzed
SA_GP12_skprevku-0	Skandapurāṇa: Revākhaṇḍa (RKS)	skanda purāṇa revākhaṇḍa rks 
SA_GP12_skprevku-1	RKS adhyāya 1	rks adhyāya 
SA_GP12_skprevku-2	majjanamātaṅgagaṇḍacyutamadamadirāmodamattālijālam /	                 
SA_GP12_skprevku-3	snānaiḥ siddhāṅganānāṃ kucayugavigalatkuṅkumāsaṅgapiṅgam // RKS_1.1 //	snānaiḥ siddha aṅganānām kuca yuga vigalat kuṅkuma āsaṅga piṅgam 
SA_GP12_skprevku-4	sāyaṃ prātarmunīnāṃ kuśakusumacayācchannatīrasthanīram /	sāyam prātar munīnām kuśa kusuma caya ācchanna tīra stha nīram 
SA_GP12_skprevku-5	pāyādvo narmadāmbhaḥ karikarabhakarākrāntarahastaraṅgam // RKS_1.2 //	pāyāt vaḥ narmadā ambhaḥ kari karabhakara ākrānta rahaḥ taraṅgam 
SA_GP12_skprevku-6	mārkaṇḍeya uvāca:	mārkaṇḍeyaḥ uvāca 
SA_GP12_skprevku-7	himavacchikhare ramye siddhagandharvasevite /	himavat śikhare ramye siddha gandharva sevite 
SA_GP12_skprevku-8	yakṣavidyādharākīrṇe nānāgaṇasamanvite // RKS_1.3 //	yakṣa vidyādhara ākīrṇe nānā gaṇa samanvite 
SA_GP12_skprevku-9	brahmaviṣṇusurāḥ sarve skandanandigaṇeśvarāḥ /	brahma viṣṇu surāḥ sarve skanda nandi gaṇa īśvarāḥ 
SA_GP12_skprevku-10	candrādityau grahaiḥ sārdhaṃ nakṣatradhruvamaṇḍalam // RKS_1.4 //	candra ādityau grahaiḥ sārdham nakṣatra dhruva maṇḍalam 
SA_GP12_skprevku-11	vāyuśca varuṇaścaiva kubero 'tha yamastathā /	vāyuḥ ca varuṇaḥ ca eva yamaḥ tathā 
SA_GP12_skprevku-12	indrādyā devatās sarve gandharvagaṇa eva ca // RKS_1.5 //	indra ādyāḥ devatāḥ sarve gandharva gaṇaḥ eva ca 
SA_GP12_skprevku-13	brāhmyādyā mātaraśca ṛṣayaśca tapodhanāḥ /	brāhmī ādyāḥ mātaraḥ ca ṛṣayaḥ ca tapodhanāḥ 
SA_GP12_skprevku-14	mūrtimantaśca tīrthāni caṇḍabhṛṅgimahābalāḥ // RKS_1.6 //	mūrtimantaḥ ca tīrthāni caṇḍa bhṛṅgi mahā balāḥ 
SA_GP12_skprevku-15	dānavāsuradaityāśca piśācā bhūtarākṣasāḥ /	dānava asura daityāḥ ca piśācāḥ bhūta rākṣasāḥ 
SA_GP12_skprevku-16	sūryakoṭisamaprakhyaṃ maṇimāṇikyaśobhitam // RKS_1.7 //	sūrya koṭi sama prakhyam maṇi māṇikya śobhitam 
SA_GP12_skprevku-17	ratnavaidūryasopānavāpīkūpasahasrakam /	ratna vaidūrya sopāna vāpī kūpa sahasrakam 
SA_GP12_skprevku-18	padmanīlotpalopetaṃ nānāvṛkṣasamanvitam // RKS_1.8 //	padma nīlotpala upetam nānā vṛkṣa samanvitam 
SA_GP12_skprevku-19	kāmyakāmaphalair vṛkṣaiḥ puṣpitaiḥ phalitair yutam /	kāmya kāma phalaiḥ vṛkṣaiḥ puṣpitaiḥ phalitaiḥ yutam 
SA_GP12_skprevku-20	haṃsakāraṇḍavākīrṇaṃ cakravākopakūjitam // RKS_1.9 //	haṃsa kāraṇḍava ākīrṇam cakravāka upakūjitam 
SA_GP12_skprevku-21	kokakokilasaṃghuṣṭaṃ nānāpakṣisamākulam /	koka kokila saṃghuṣṭam nānā pakṣi samākulam 
SA_GP12_skprevku-22	sthānaṃ sarve harasyāpuḥ siddhaiśca parisevitam // RKS_1.10 //	sthānam sarve harasya āpuḥ siddhaiḥ ca parisevitam 
SA_GP12_skprevku-23	tatrāsīnaṃ mahādevaṃ śaṅkaraṃ lokaśaṅkaram /	tatra āsīnam mahādevam śaṅkaram loka śaṅkaram 
SA_GP12_skprevku-24	stuvantaḥ ke 'pi deveśaṃ kecin nṛtyanti cāgrataḥ // RKS_1.11 //	stuvantaḥ ke deveśam kecid nṛtyanti ca agratas 
SA_GP12_skprevku-25	divyasiṃhāsanāsīnam umayā sahitaṃ haram /	divya siṃhāsana āsīnam umayā sahitam haram 
SA_GP12_skprevku-26	teṣāṃ madhye samutthāya skando vacanam abravīt // RKS_1.12 //	teṣām madhye samutthāya skandaḥ vacanam abravīt 
SA_GP12_skprevku-27	kṛtāñjalipuṭo bhūtvā sāṣṭāṅgaṃ praṇipatya ca /	kṛta añjali puṭaḥ bhūtvā sa aṣṭāṅgam praṇipatya ca 
SA_GP12_skprevku-28	sṛṣṭisaṃhārakarttāraṃ surāsuranamaskṛtam // RKS_1.13 //	sṛṣṭi saṃhāra karttāram sura asura namaskṛtam 
SA_GP12_skprevku-29	brahmaviṣṇvindravaradaṃ bhaktānāṃ bhaktavatsalam /	brahma viṣṇu indra vara dam bhaktānām bhakta vatsalam 
SA_GP12_skprevku-30	tryambakasitakaṇṭhāya jñātājñātasvarūpiṇe // RKS_1.14 //	               
