segmentnr	original	analyzed
SA_GSP33_yamis_pu-0	tatra kasyacid ekasya vaśe viśvaṃ pravartate /	tatra kasyacid ekasya vaśe viśvam pravartate 
SA_GSP33_yamis_pu-1	iti sādhayituṃ pūrvaṃ pūrvapakṣaṃ pracakṣmahe // YIs_1 //	iti sādhayitum pūrvam pūrvapakṣam pracakṣmahe 
SA_GSP33_yamis_pu-2	tatra mīmāṃsakāḥ prāhuḥ nāyaṃ sarvārthadarśanaśaktisampannaḥ puruṣo 'bhyupagamam arhati,	tatra mīmāṃsakāḥ prāhuḥ na ayam sarva artha darśana śakti sampannaḥ puruṣaḥ abhyupagamam arhati 
SA_GSP33_yamis_pu-3	atipatitasakalasādhakapramāṇasambhāvanābhūmitvāt sphuṭavividhabādhakatvāc ca /	atipatita sakala sādhaka pramāṇa sambhāvanā bhūmi tvāt sphuṭa vividha bādhaka tvāt ca 
SA_GSP33_yamis_pu-4	tathā hi asya pratyakṣam anyad vā sādhakaṃ bhavet ?	tathā hi asya pratyakṣam anyat vā sādhakam bhavet 
SA_GSP33_yamis_pu-5	pratyakṣam api laukikaṃ yaugikaṃ vā ?	pratyakṣam api laukikam yaugikam vā 
SA_GSP33_yamis_pu-6	vyavasthitamitasvārthaṃ na tāvad iha laukikam /	vyavasthita mita sva artham na tāvat iha laukikam 
SA_GSP33_yamis_pu-7	sādhanaṃ tena sarvārthatajjñānāder asiddhitaḥ // YIs_2 //	sādhanam tena sarva artha tad jñāna ādeḥ asiddhitaḥ 
SA_GSP33_yamis_pu-8	sarvārthadarśanaśaktiśālinam avagamayatā hi deśakālasvabhāvaviprakarṣavyavadhānajuṣaḥ sarva evārthās darśanaṃ śaktiś ca gocarayitavyāni /	sarva artha darśana śakti śālinam avagamayatā hi deśa kāla svabhāva viprakarṣa vyavadhāna juṣaḥ sarve eva arthāḥ darśanam śaktiḥ ca gocarayitavyāni 
SA_GSP33_yamis_pu-9	na ca vidyamānendriyasannikarṣayogyakatipayaviṣayaniyatavṛtter laukikapratyakṣasya niravadhir ayaṃ mahimā saṃbhāvanābhūmir iti katham iva tad  #	na ca vidyamāna indriya sannikarṣa yogya katipaya viṣaya niyata vṛtteḥ laukika pratyakṣasya niravadhiḥ ayam mahimā saṃbhāvanā bhūmiḥ iti katham iva tat  /
SA_GSP33_yamis_pu-10	iha sādhanam iti manyemahi /	iha sādhanam iti manyemahi 
SA_GSP33_yamis_pu-11	nāpi yogipratyakṣam asya sādhakam; yataḥ	nā api yogi pratyakṣam asya sādhakam yatas 
SA_GSP33_yamis_pu-12	pratyakṣatve tad apy evaṃ vidyamānaikagocaram /	pratyakṣa tve tat api evam vidyamāna eka gocaram 
SA_GSP33_yamis_pu-13	bhūtādigocaraṃ naiva pratyakṣaṃ pratibhādivat // YIs_3 //	bhūta ādi gocaram nā eva pratyakṣam pratibhā ādi vat 
SA_GSP33_yamis_pu-14	tat khalu yogivijñānam aindriyakaṃ na vā ?	tat khalu yogi vijñānam aindriyakam na vā 
SA_GSP33_yamis_pu-15	aindriyakam api bahirindriyasambhavam āntarakaraṇajanitaṃ vā ?	aindriyakam api bahis indriya sambhavam āntara karaṇa janitam vā 
SA_GSP33_yamis_pu-16	bahirindriyāṇi tāvat samadhigatanijaviṣayasannikarṣasahakārīṇi tadgocarajñānajananānīti jagati viditam /	bahis indriyāṇi tāvat samadhigata nija viṣaya sannikarṣa sahakārīṇi tad gocara jñāna jananāni iti jagati viditam 
SA_GSP33_yamis_pu-17	ato na rasanādibhir ajātātivṛttavyavahitādisakalaviṣayavedanaprasaṅgaḥ /	atas na rasanā ādibhiḥ ajāta ativṛtta vyavahita ādi sakala viṣaya vedana prasaṅgaḥ 
SA_GSP33_yamis_pu-18	na cāvidyamānair ajātādibhiḥ saṃbhavati sannikarṣaḥ;	na ca avidyamānaiḥ ajāta ādibhiḥ saṃbhavati sannikarṣaḥ 
SA_GSP33_yamis_pu-19	tasya hy āśrayatvād āśrayābhāve tadasambhavāt /	tasya hi āśraya tvāt āśraya abhāve tad asambhavāt 
