segmentnr	original	analyzed
SA_GK19_srngt_pu-0	Rudrabhaṭṭaḥ:	        
SA_GK19_srngt_pu-1	Śṛṅgāratilakaḥ	      
SA_GK19_srngt_pu-2	prathamaḥ paricchedaḥ	prathamaḥ paricchedaḥ 
SA_GK19_srngt_pu-3	śṛṅgārī girijānane sakaruṇo ratyāṃ pravīraḥ smare	śṛṅgārī girijānane sa karuṇaḥ ratyām pravīraḥ smare 
SA_GK19_srngt_pu-4	bībhatso'sthibhir utphaṇī ca bhayakṛn mūrtyādbhutas tuṅgayā /	bībhatsa usthibhiḥ utphaṇī ca bhaya kṛt mūrtyā adbhutaḥ tuṅgayā 
SA_GK19_srngt_pu-5	raudro dakṣavimardane ca hasakṛn nagnaḥ praśāntaś cirād	raudraḥ dakṣa vimardane ca hasakṛt nagnaḥ praśāntaḥ cirāt 
SA_GK19_srngt_pu-6	itthaṃ sarvarasāśrayaḥ paśupatir bhūyāt satāṃ bhūtaye // ST_1.1 //	ittham sarva rasa āśrayaḥ paśupatiḥ bhūyāt satām bhūtaye 
SA_GK19_srngt_pu-7	ākhyātanāmaracanācaturasrasandhi	ākhyāta nāma racanā catur asra sandhi 
SA_GK19_srngt_pu-8	sadvāgalaṅkṛtiguṇaṃ sarasaṃ suvṛttam /	sat vāc alaṅkṛti guṇam sarasam su vṛttam 
SA_GK19_srngt_pu-9	āseduṣām api divaṃ kavipuṅgavānāṃ	āseduṣām api divam kavi puṅgavānām 
SA_GK19_srngt_pu-10	tiṣṭhaty akhaṇḍam iha kāvyamayaṃ śarīram // ST_1.2 //	tiṣṭhati akhaṇḍam iha kāvya mayam śarīram 
SA_GK19_srngt_pu-11	kāvye śubhe'pi racite khalu no khalebhyaḥ	kāvye śubhe ipi racite khalu no khalebhyaḥ 
SA_GK19_srngt_pu-12	kaścid guṇo bhavati yadyapi sampratīha /	kaścid guṇaḥ bhavati yadi api samprati iha 
SA_GK19_srngt_pu-13	kṛpāṃ tathāpi sujanārtham idaṃ yataḥ kiṃ	kṛpām tathā api su jana artham idam yatas kim 
SA_GK19_srngt_pu-14	yūkābhayena paridhānavimokṣaṇaṃ syāt // ST_1.3 //	yūkā bhayena paridhāna vimokṣaṇam syāt 
SA_GK19_srngt_pu-15	sānandapramadākaṭākṣaviśikhair yeṣāṃ na bhinnaṃ mano	sa ānanda pramadā kaṭākṣa viśikhaiḥ yeṣām na bhinnam manaḥ 
SA_GK19_srngt_pu-16	yaiḥ saṃsārasamudrapātavidhur eṣv anyeṣu potayitam /	yaiḥ saṃsāra samudra pāta vidhuḥ eṣu anyeṣu potayitam 
SA_GK19_srngt_pu-17	yair niḥsīmasarasvatīvilasitaṃ dvitraiḥ padaiḥ saṃhṛtaṃ	yaiḥ niḥsīma sarasvatī vilasitam dvitraiḥ padaiḥ saṃhṛtam 
SA_GK19_srngt_pu-18	teṣām apy upari sphuranti matayaḥ kasyāpi puṇyātmanaḥ // ST_1.4 //	teṣām api upari sphuranti matayaḥ kasya api puṇya ātmanaḥ 
SA_GK19_srngt_pu-19	prāyo nāṭyaṃ prati proktā bharatādyai rasasthitiḥ /	prāyas nāṭyam prati proktā bharata ādyaiḥ rasa sthitiḥ 
SA_GK19_srngt_pu-20	yathāmati mayāpy eṣā kāvyaṃ prati nigadyate // ST_1.5 //	yathāmati mayā api eṣā kāvyam prati nigadyate 
