segmentnr	original	analyzed
SA_GV05_ndbiuppu-0	Nādabindūpaniṣat oṃ	     
SA_GV05_ndbiuppu-1	akāro dakṣiṇaḥ pakṣa ukāras tūttaraḥ smṛtaḥ /	akāraḥ dakṣiṇaḥ pakṣaḥ ukāraḥ tu uttaraḥ smṛtaḥ 
SA_GV05_ndbiuppu-2	makāras tasya pucchaṃ vā ardhamātrā śiras tathā // NbiUp_1 //	makāraḥ tasya puccham vai ardha mātrā śiraḥ tathā 
SA_GV05_ndbiuppu-3	pādau rajas tamas tasya śarīraṃ sattvam ucyate /	pādau rajaḥ tamaḥ tasya śarīram sattvam ucyate 
SA_GV05_ndbiuppu-4	dharmaś ca dakṣiṇaṃ cakṣur adharmaś cottaraṃ smṛtam // NbiUp_2 //	dharmaḥ ca dakṣiṇam cakṣuḥ adharmaḥ ca uttaram smṛtam 
SA_GV05_ndbiuppu-5	bhūr lokaḥ pādayos tasya bhuvar lokas tu jānunoḥ /	bhūḥ lokaḥ pādayoḥ tasya bhuvar lokaḥ tu jānunoḥ 
SA_GV05_ndbiuppu-6	svar lokaḥ kaṭideśe tu nābhideśe mahar jagat // NbiUp_3 //	svar lokaḥ kaṭi deśe tu nābhi deśe mahar jagat 
SA_GV05_ndbiuppu-7	janalokas tu hṛdaye kaṇṭhadeśe tapas tataḥ /	janalokaḥ tu hṛdaye kaṇṭha deśe tapaḥ tatas 
SA_GV05_ndbiuppu-8	bhruvor lalāṭamadhye tu satyaloko vyavasthitaḥ // NbiUp_4 //	bhruvoḥ lalāṭa madhye tu satyalokaḥ vyavasthitaḥ 
SA_GV05_ndbiuppu-9	sahasram iti cātra mantra eva pradarśitaḥ /	sahasram iti ca atra mantraḥ eva pradarśitaḥ 
SA_GV05_ndbiuppu-10	evam enaṃ samārūḍho haṃsaṃ yogavicakṣaṇaḥ // NbiUp_5 //	evam enam samārūḍhaḥ haṃsam yoga vicakṣaṇaḥ 
SA_GV05_ndbiuppu-11	na badhyate karmacārī pāpakoṭiśatair api /	na badhyate karma cārī pāpa koṭi śataiḥ api 
SA_GV05_ndbiuppu-12	āgneyī prathamā mātrā vāyavyaiṣā vaśānugā // NbiUp_6 //	āgneyī prathamā mātrā vāyavyā eṣā vaśa anugā 
SA_GV05_ndbiuppu-13	bhānumaṇḍalasaṃkāśā bhaven mātrā tathottarā /	bhānu maṇḍala saṃkāśā bhavet mātrā tathā uttarā 
SA_GV05_ndbiuppu-14	paramā cārdhamātrā ca vāruṇīṃ tāṃ vidur budhāḥ // NbiUp_7 //	paramā ca ardha mātrā ca vāruṇīm tām viduḥ budhāḥ 
SA_GV05_ndbiuppu-15	kalātrayānanā vāpi tāsāṃ mātrāpratiṣṭhitā /	kalā traya ānanā vā api tāsām mātrā pratiṣṭhitā 
SA_GV05_ndbiuppu-16	eṣa oṃkāra ākhyāto dhāraṇābhir nibodhata // NbiUp_8 //	eṣaḥ oṃkāraḥ ākhyātaḥ dhāraṇābhiḥ nibodhata 
SA_GV05_ndbiuppu-17	yoṣiṇī prathamā mātrā vidyunmālā tathāparā /	prathamā mātrā vidyunmālā tathā aparā 
SA_GV05_ndbiuppu-18	pataṃgī ca tṛtīyā syāc caturthī vāyuveginī // NbiUp_9 //	pataṃgī ca tṛtīyā syāt caturthī vāyuveginī 
SA_GV05_ndbiuppu-19	pañcamīnām adheyā ca ṣaṣṭhī caindrī vidhīyate /	pañcamīnām adheyā ca ṣaṣṭhī ca aindrī vidhīyate 
SA_GV05_ndbiuppu-20	saptamī vaiṣṇavī nāma śaṃkarī ca tathāṣṭamī // NbiUp_10 //	saptamī vaiṣṇavī nāma śaṃkarī ca tathā aṣṭamī 
SA_GV05_ndbiuppu-21	navamī mahatī nāma dhruveti daśamī matā /	navamī mahatī nāma dhruvā iti daśamī matā 
SA_GV05_ndbiuppu-22	ekādaśī bhaven maunī brāhmīti dvādaśī matā // NbiUp_11 //	ekādaśī bhavet maunī brāhmī iti dvādaśī matā 
SA_GV05_ndbiuppu-23	prathamāyāṃ tu mātrāyāṃ yadi prāṇair viyujyate /	prathamāyām tu mātrāyām yadi prāṇaiḥ viyujyate 
SA_GV05_ndbiuppu-24	sa rājā bhārate varṣe sārvabhaumaḥ prajāyate // NbiUp_12 //	sa rājā bhārate varṣe sārvabhaumaḥ prajāyate 
SA_GV05_ndbiuppu-25	dvitīyāyāṃ samutkrānto bhaved yakṣo mahātmavān /	dvitīyāyām samutkrāntaḥ bhavet yakṣaḥ mahā ātmavān 
SA_GV05_ndbiuppu-26	vidyādharas tṛtīyāyāṃ gandharvas tu caturthikām // NbiUp_13 //	vidyādharaḥ tṛtīyāyām gandharvaḥ tu caturthikām 
SA_GV05_ndbiuppu-27	pañcamyām atha mātrāyāṃ yadi prāṇair viyujyate /	pañcamyām atha mātrāyām yadi prāṇaiḥ viyujyate 
SA_GV05_ndbiuppu-28	uṣitaḥ sahadevatvaṃ somaloke mahīyate // NbiUp_14 //	uṣitaḥ saha deva tvam soma loke mahīyate 
SA_GV05_ndbiuppu-29	ṣaṣṭhyām indrasya sāyujyaṃ saptamyāṃ vaiṣṇavaṃ padam /	ṣaṣṭhyām indrasya sāyujyam saptamyām vaiṣṇavam padam 
SA_GV05_ndbiuppu-30	aṣṭamyāṃ vrajate rudraṃ paśūnāṃ ca patiṃ tathā // NbiUp_15 //	aṣṭamyām vrajate rudram paśūnām ca patim tathā 
SA_GV05_ndbiuppu-31	navamyāṃ ca maharlokaṃ daśamyāṃ ca dhruvaṃ vrajet /	navamyām ca mahar lokam daśamyām ca dhruvam vrajet 
SA_GV05_ndbiuppu-32	ekādaśyāṃ tapolokaṃ dvādaśyāṃ brahma śāśvatam // NbiUp_16 //	ekādaśyām tapolokam dvādaśyām brahma śāśvatam 
SA_GV05_ndbiuppu-33	tataḥ paraṃ śuddhaṃ vyāpakaṃ niṣkalaṃ śivam /	tatas param śuddham vyāpakam niṣkalam śivam 
SA_GV05_ndbiuppu-34	sadoditaṃ paraṃ brahma jyotiṣām udayo yataḥ // NbiUp_17 //	sadā uditam param brahma jyotiṣām udayaḥ yatas 
SA_GV05_ndbiuppu-35	atīndriyaṃ guṇātītaṃ mano līnaṃ yadā bhavet /	atīndriyam guṇa atītam manaḥ līnam yadā bhavet 
SA_GV05_ndbiuppu-36	anaupamyam abhāvaṃ ca yogayuktaṃ tadādiśet // NbiUp_18 //	anaupamyam abhāvam ca yoga yuktam tadā ādiśet 
SA_GV05_ndbiuppu-37	tadbhaktas tatsamāsaktaḥ śanair muñcet kalevaram /	tad bhaktaḥ tad samāsaktaḥ śanais muñcet kalevaram 
SA_GV05_ndbiuppu-38	susthito yogacāreṇa sarvasaṅgavivarjitaḥ // NbiUp_19 //	susthitaḥ yoga cāreṇa sarva saṅga vivarjitaḥ 
SA_GV05_ndbiuppu-39	tato vilīnapāśo 'sau vimalaḥ kevalaḥ prabhuḥ /	tatas sau vimalaḥ kevalaḥ prabhuḥ 
SA_GV05_ndbiuppu-40	tenaiva brahmabhāvena paramānandam aśnute // NbiUp_20 //	tena eva brahma bhāvena parama ānandam aśnute 
