segmentnr	original	analyzed
SA_MB_purascaryaarnava-I-HK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_purascaryaarnava-I-HK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00045	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_purascaryaarnava-I-HK-2	Uniform title: puraścaryārṇava volume 1	uniform title puraścaryā arṇava volume 
SA_MB_purascaryaarnava-I-HK-3	Main title: puraścaryārṇavaḥ volume 1	main title puraścaryā arṇavaḥ volume 
SA_MB_purascaryaarnava-I-HK-4	Editor : muralidhara jhā	e t itoḥ murali dhara jhā 
SA_MB_purascaryaarnava-I-HK-5	"Description: Compiled by H. H. The Maharaja pratapa ""Simha Saha Bahadur of Nepal."	description compiled by h h the maharaja pratapa simha saha bahadur of nepal 
SA_MB_purascaryaarnava-I-HK-6	Notes: The texts have been transcribed by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski .  Revision 0 Jan 28, 2007	notes the texts have been transcribed by the staff of muktabodha under the direction of mark s g dyczkowski   revision  jan 
SA_MB_purascaryaarnava-I-HK-7	Publisher : Prabhakari and Co	publisher 
SA_MB_purascaryaarnava-I-HK-8	Publication year : 1901	publication year 
SA_MB_purascaryaarnava-I-HK-9	Publication city : Benaras	publication citi benaras 
SA_MB_purascaryaarnava-I-HK-10	Publication country : India	publication country india 
SA_MB_purascaryaarnava-I-HK-11	atha puraścaryārṇavaḥ	atha puraścaryā arṇavaḥ 
SA_MB_purascaryaarnava-I-HK-12	śrīdakṣiṇāmūrtigurubhyo namaḥ |	śrī dakṣiṇāmūrti gurubhyaḥ namaḥ 
SA_MB_purascaryaarnava-I-HK-13	śuṇḍādaṇḍapracaṇḍaprahatihaṭhadalatprauḍhadorddaṇḍadṛpya-	śuṇḍā daṇḍa pracaṇḍa prahati haṭha dalat prauḍha dorddaṇḍa dṛpya 
SA_MB_purascaryaarnava-I-HK-14	ddaityendrānīkaśuṇḍotkararacitasamittāṇḍavakṣoṇiśobhaḥ |	                  
SA_MB_purascaryaarnava-I-HK-15	pratyūhadhvāntadhāmādhipatiradhipatiḥ siddhasiddho gaṇānāṃ	pratyūha dhvānta dhāmā adhipatiḥ adhipatiḥ siddha siddhaḥ gaṇānām 
