segmentnr	original	analyzed
SA_GS39_minsmaru-0	harakopānalenaiva bhasmībhūyākarot smaraḥ /	hara kopa analena eva bhasmībhūya akarot smaraḥ 
SA_GS39_minsmaru-1	arddhaṃ nārīśarīraṃ hi yaś ca tasmai namo 'stu te // MinSd_1 //	arddham nārī śarīram hi yaḥ ca tasmai namaḥ stu te 
SA_GS39_minsmaru-2	samyag ārādhitaḥ kāmaḥ sugandhikusumādibhiḥ /	samyak ārādhitaḥ kāmaḥ sugandhi kusuma ādibhiḥ 
SA_GS39_minsmaru-3	vidadhāti varastrīṇāṃ mānagranthivimocanam // MinSd_2 //	vidadhāti vara strīṇām māna granthi vimocanam 
SA_GS39_minsmaru-4	smaran nirjitya rudreṇa paścād uddīpitaḥ smaraḥ /	smaran nirjitya rudreṇa paścāt uddīpitaḥ smaraḥ 
SA_GS39_minsmaru-5	tena tannāmadheyena nirmitā smaradīpikā // MinSd_3 //	tena tad nāmadheyena nirmitā smaradīpikā 
SA_GS39_minsmaru-6	anekakāmaśāstrāṇāṃ sāram ākṛṣya yatnataḥ /	aneka kāmaśāstrāṇām sāram ākṛṣya yatnataḥ 
SA_GS39_minsmaru-7	bālavyutpattaye strīṇāṃ cittasantoṣaṇāya ca /	bāla vyutpattaye strīṇām citta santoṣaṇāya ca 
SA_GS39_minsmaru-8	prabodhāya varastrīṇāṃ tuṣṭyai ratisukhāya ca // MinSd_4 //	prabodhāya vara strīṇām tuṣṭyai rati sukhāya ca 
SA_GS39_minsmaru-9	gargeṇābhāṣitāṃ samyag vakṣyāmi smaradīpikām /	gargeṇa ābhāṣitām samyak vakṣyāmi smaradīpikām 
SA_GS39_minsmaru-10	yasya vijñānamātreṇa mūrkho 'pi ratiraṅgadhīḥ // MinSd_5 //	yasya vijñāna mātreṇa rati raṅga dhīḥ 
SA_GS39_minsmaru-11	bālikā taruṇī prauḍhā vṛddhā ceti viśeṣataḥ /	bālikā taruṇī prauḍhā vṛddhā ca iti viśeṣataḥ 
