segmentnr	original	analyzed
SA_GK19_bahcarpu-0	pariśiṣṭam	pariśiṣṭam 
SA_GK19_bahcarpu-1	bāṇa-praśastayaḥ	bāṇa praśastayaḥ 
SA_GK19_bahcarpu-2	śleṣe kecana śabdagumphaviṣaye kecid rase cāpare	śleṣe kecana śabda gumpha viṣaye kecid rase ca apare 
SA_GK19_bahcarpu-3	'laṅkāre katicitsadarthaviṣaye cānye kathāvarṇane /	laṅkāre katicid sat artha viṣaye ca anye kathā varṇane 
SA_GK19_bahcarpu-4	āḥ sarvatra gabhīradhīrakavitāvindyāṭavīcāturī-	āḥ sarvatra gabhīra dhīra kavi tā vindya aṭavī cāturī 
SA_GK19_bahcarpu-5	sañcārī kavikumbhikumbhabhiduro bāṇastu pañcānanaḥ // 1 //	sañcārī kavi kumbhi kumbha bhiduraḥ bāṇaḥ tu pañcānanaḥ 
SA_GK19_bahcarpu-6	(śrīcandradevasya)	śrī candradevasya 
SA_GK19_bahcarpu-7	hemno bhāraśatāni vā madamucāṃ vṛndāni vā dantināṃ	hemnaḥ bhāra śatāni vā mada mucām vṛndāni vā dantinām 
SA_GK19_bahcarpu-8	śrīharṣeṇa samarpitāni kavaye bāṇāya kutrādya tat /	śrī harṣeṇa samarpitāni kavaye bāṇāya kutra adya tat 
SA_GK19_bahcarpu-9	yā bāṇena tu tasya sūktinikarairuṭṭaṅkitāḥ kīrtayas	yāḥ bāṇena tu tasya su ukti nikaraiḥ uṭṭaṅkitāḥ kīrtayaḥ 
SA_GK19_bahcarpu-10	tāḥ kalpapralaye 'pi yānti na manāṅ manye parimlānatām // 2 //	tāḥ kalpa pralaye pi yānti na manāk manye parimlāna tām 
SA_GK19_bahcarpu-11	(ruyyakakṛtavyaktivivekavyākhyāne)	ruyyaka kṛta vyaktiviveka vyākhyāne 
SA_GK19_bahcarpu-12	artheśvaraṃ hanta bhaje 'bhinandaṃ vāgīśvaraṃ vākpatirājamīḍe /	artha īśvaram hanta bhaje bhinandam vāc īśvaram vākpati rājam īḍe 
SA_GK19_bahcarpu-13	raseśvaraṃ naumi ca kālidāsaṃ bāṇaṃ tu sarvaśvaramānato 'smi // 3 //	raseśvaram naumi ca kālidāsam bāṇam tu smi  /
