segmentnr	original	analyzed
SA_MB_kaalahastiisavilaasaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kaalahastiisavilaasaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00235	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kaalahastiisavilaasaHK-2	Uniform title: kālahastīśavilāsa	uniform title kālahastin īśa vilāsa 
SA_MB_kaalahastiisavilaasaHK-3	Manuscript : IFP/EFEO transcript T0378	manuscript 
SA_MB_kaalahastiisavilaasaHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_kaalahastiisavilaasaHK-5	Revision 0: Sept. 18, 2011	revision 
SA_MB_kaalahastiisavilaasaHK-6	Publication country : India	publication country india 
SA_MB_kaalahastiisavilaasaHK-7	oṃ	om 
SA_MB_kaalahastiisavilaasaHK-8	kālahastīśavilāsaḥ ||	        
SA_MB_kaalahastiisavilaasaHK-9	|| kālahastīśavilāsaḥ ||	        
SA_MB_kaalahastiisavilaasaHK-10	śrīdevyai namaḥ śrīkāla * * * *	śrī devyai namaḥ śrīkāla 
SA_MB_kaalahastiisavilaasaHK-11	śāṃkaraṃ sarvotkarṣamavaimi tatra bhavatā pā * * * rūpaṃ	śāṃkaram sarva utkarṣam avaimi tatra bhavatā rūpam 
SA_MB_kaalahastiisavilaasaHK-12	namāmyaham | nanu ko'yaṃ brahma śa * * * * hmetyucyate | sa	namāmi aham nanu kaḥ yam brahma sa 
SA_MB_kaalahastiisavilaasaHK-13	cāpamākīṭa pataṃgebhyaḥ ādaiva * * * * miṣayatā pratipadyate |	cāpa mākīṭa pataṃgebhyaḥ ādā eva      miṣayatā pratipadyate 
SA_MB_kaalahastiisavilaasaHK-14	tathāpi yasmādbrahma * * * di pariṇāma pitṛtvā yogāt | dehādi	tathā api yasmāt brahma 
SA_MB_kaalahastiisavilaasaHK-15	pariṇāmarū * * * * vā dvilakṣaṇaḥ parama puruṣaḥ parameśvara	vā dvi lakṣaṇaḥ parama puruṣaḥ parameśvara 
