segmentnr	original	analyzed
SA_GR13_mabhedtu-0	Mātṛkābhedatantra	      
SA_GR13_mabhedtu-1	Mātṛkābhedatantra,	      
SA_GR13_mabhedtu-2	prathamaḥ paṭalaḥ	prathamaḥ paṭalaḥ 
SA_GR13_mabhedtu-3	kailāsaśikhare ramye nānāratnopaśobhite /	kailāsa śikhare ramye nānā ratna upaśobhite 
SA_GR13_mabhedtu-4	papraccha parayā bhaktyā bhairavaṃ parameśvaram // MBhT_1.1	papraccha parayā bhaktyā bhairavam parameśvaram 
SA_GR13_mabhedtu-5	śrīcaṇḍikovāca /	śrī caṇḍikā uvāca 
SA_GR13_mabhedtu-6	tripurāpūjanaṃ nātha svarṇaratnair viśeṣataḥ /	tripurā pūjanam nātha svarṇa ratnaiḥ viśeṣataḥ 
SA_GR13_mabhedtu-7	kalikāle svarṇarūpyaṃ guptabhāvaṃ tathā maṇim // MBhT_1.2	kali kāle svarṇa rūpyam gupta bhāvam tathā maṇim 
SA_GR13_mabhedtu-8	kenopāyena deveśa svarṇarūpyādi labhyate /	kena upāyena deveśa svarṇa rūpya ādi labhyate 
SA_GR13_mabhedtu-9	tad vadasva viśeṣeṇa yathā ratnādikaṃ bhavet // MBhT_1.3	tat vadasva viśeṣeṇa yathā ratna ādikam bhavet 
SA_GR13_mabhedtu-10	yan noktaṃ sarvatantreṣu tad vadasva dayānidhe // MBhT_1.4	yat nā uktam sarva tantreṣu tat vadasva dayā nidhe 
SA_GR13_mabhedtu-11	śrīśaṅkara uvāca /	śrī śaṅkaraḥ uvāca 
SA_GR13_mabhedtu-12	śṛṇu devi pravakṣyāmi yathā ratnādikaṃ bhavet /	śṛṇu devi pravakṣyāmi yathā ratna ādikam bhavet 
SA_GR13_mabhedtu-13	mattejasā pāradena kiṃ ratnaṃ na hi labhyate // MBhT_1.5	mad tejasā pāradena kim ratnam na hi labhyate 
SA_GR13_mabhedtu-14	tathā sāmudrakeṇaiva suśubhralavaṇena ca /	tathā sāmudrakeṇa eva suśubhra lavaṇena ca 
SA_GR13_mabhedtu-15	sambalasya prakāraṃ hi śṛṇu devi prayatnataḥ // MBhT_1.6	sambalasya prakāram hi śṛṇu devi prayatnataḥ 
SA_GR13_mabhedtu-16	cīnatantrānusāreṇa pūjayet siddhakālikām /	cīna tantra anusāreṇa pūjayet siddha kālikām 
SA_GR13_mabhedtu-17	athavā pūjayed devīṃ dakṣiṇāṃ kālikāṃ parām /	athavā pūjayet devīm dakṣiṇām kālikām parām 
SA_GR13_mabhedtu-18	kālītantroktavidhinā saptāhaṃ japapūjanam // MBhT_1.7	            
SA_GR13_mabhedtu-19	satye caikaṃ tu tretāyāṃ dviguṇaṃ dvāpare trayam /	satye ca ekam tu tretāyām dviguṇam dvāpare trayam 
SA_GR13_mabhedtu-20	evaṃ sarvatra jānīyāc caturguṇajapaḥ kalau // MBhT_1.8	evam sarvatra jānīyāt caturguṇa japaḥ kalau 
SA_GR13_mabhedtu-21	ānīya bahuyatnena sambalaṃ toladvayam /	ānīya bahu yatnena sambalam tola dvayam 
SA_GR13_mabhedtu-22	vasur ādyaṃ śivaṃ cādyaṃ māyābinduvibhūṣitam /	vasuḥ ādyam śivam ca ādyam māyā bindu vibhūṣitam 
SA_GR13_mabhedtu-23	bījatrayaṃ cāṣṭaśataṃ prajapet sambalopari // MBhT_1.9	bīja trayam ca aṣṭaśatam prajapet sambala upari 
SA_GR13_mabhedtu-24	aśītitolakaṃ mānaṃ kṛṣṇadhenusamudbhavam /	aśīti tolakam mānam kṛṣṇa dhenu samudbhavam 
