segmentnr	original	analyzed
SA_MB_pranagnihotraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_pranagnihotraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00268	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_pranagnihotraHK-2	Uniform title: prāṇāgnihotra	uniform title prāṇa agnihotra 
SA_MB_pranagnihotraHK-3	Manuscript : BHU C4257	manuscript bhu 
SA_MB_pranagnihotraHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S.G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark sg dyczkowski 
SA_MB_pranagnihotraHK-5	Revision 0: April 7, 2012	revision april 
SA_MB_pranagnihotraHK-6	Publication country : India	publication country india 
SA_MB_pranagnihotraHK-7	p. 251a)	p 
SA_MB_pranagnihotraHK-8	oṃ namo gurave ||	om namaḥ gurave 
SA_MB_pranagnihotraHK-9	alpavittānarā ye ca agnihotraṃ na kurvate |	alpa vitta anarāḥ ye ca agnihotram na kurvate 
SA_MB_pranagnihotraHK-10	teṣāṃ prāṇāgnihotraṃ tu prasādaṃ kuru śūlabhṛt || 1 ||	teṣām prāṇa agni hotram tu prasādam kuru śūlabhṛt 
SA_MB_pranagnihotraHK-11	śarīresmin katyagnayaḥ ko yajamānaḥ kā patnī ka ṛtvik |	śarīresmin kati agnayaḥ kaḥ yajamānaḥ kā patnī kaḥ ṛtvij 
SA_MB_pranagnihotraHK-12	ko dhvayuḥ? | ko hotā | ka utgataḥ | ka upadraṣṭā | kaḥ pratiprasutā | kaḥ snātakaḥ	kaḥ dhvayuḥ kaḥ hotā  kaḥ utgataḥ kaḥ upadraṣṭā kaḥ pratiprasutā kaḥ snātakaḥ 
SA_MB_pranagnihotraHK-13	| ka indraḥ | ka indrāgnī | kiṃ havirdhānaṃ | kimindhanaṃ | kaḥ kalaśaḥ | kā	kaḥ indraḥ kaḥ indra agnī kim havirdhānam kim indhanam kaḥ kalaśaḥ kā 
SA_MB_pranagnihotraHK-14	āpaḥ | korghaḥ | kimarghapātraṃ |	āpaḥ kaḥ orghaḥ kim arghapātram 
SA_MB_pranagnihotraHK-15	p. 250b) ko gandhaḥ | kiṃ puṣpam | ko dhūpaḥ | ko dīpaḥ | kā vediḥ | kā	kaḥ gandhaḥ kim puṣpam kaḥ dhūpaḥ kaḥ dīpaḥ kā vediḥ kā 
SA_MB_pranagnihotraHK-16	antarvediḥ | imidhmaṃ | ke paridhayaḥ | ko yūpā | kāraṇiḥ | kaśca samaḥ | kaḥ	antarvediḥ ke paridhayaḥ kaḥ yūpā kā araṇiḥ kaḥ ca samaḥ kaḥ 
SA_MB_pranagnihotraHK-17	paśuḥ | ko homaḥ | kā rasanā | ka upayāmaḥ | kau sruk sruvau | kaḥ puroḍāśaḥ |	paśuḥ kaḥ homaḥ kā rasanā kaḥ upayāmaḥ kau sruc sruvau kaḥ puroḍāśaḥ 
SA_MB_pranagnihotraHK-18	kāni bhuvanāni | ke lokāḥ | kāni lokāntarāṇi | kiṃ juhoti | ka umādevatāḥ |	kāni bhuvanāni ke lokāḥ kāni loka antarāṇi kim juhoti kaḥ umā devatāḥ 
SA_MB_pranagnihotraHK-19	prītā bhavaṃti | ityetatsṛṣṭi tatvaṃ tu bhagavanvaktu marhasi || ||	prītāḥ bhavanti tu bhagavan vaktu m arhasi 
SA_MB_pranagnihotraHK-20	ati guhyataraṃ praśnaṃ yattvayā coditaṃ param |	ati guhyataram praśnam yat tvayā coditam param 
SA_MB_pranagnihotraHK-21	yanna kasya cidākhyātaṃ śṛṇu vakṣyāmi ṣaṇmukha ||	yat na kasya cit ākhyātam śṛṇu vakṣyāmi ṣaṇmukha 
SA_MB_pranagnihotraHK-22	idaṃ rahasyaṃ paramaṃ na deyaṃ yasya kasya cit |	idam rahasyam paramam na deyam yasya kasya cit 
