segmentnr	original	analyzed
SA_MB_moksasopanaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_moksasopanaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00315	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_moksasopanaHK-2	Uniform title: mokṣasopāna	uniform title mokṣa sopāna 
SA_MB_moksasopanaHK-3	Main title: mokṣasopāna with commentary tīkā	main title mokṣasopāna with commentary tīkā 
SA_MB_moksasopanaHK-4	Author : kāṇḍadvayātītayogī	authoḥ kāṇḍa dvaya atīta yogī 
SA_MB_moksasopanaHK-5	Manuscript : NGMCP manuscript No. 1-1397 Reel No. A-179/8	manuscript 
SA_MB_moksasopanaHK-6	Description: Description by Mark S.G. Dyczkowski:	description description by mark sg 
SA_MB_moksasopanaHK-7	Nothing is known about the author of the Mokṣasopāna or the author of	nothing is known abuut the author of the mokṣasopāna or the author of 
SA_MB_moksasopanaHK-8	the Tīkā .  According to the catalogus catalogorum	the tīkā according to the 
SA_MB_moksasopanaHK-9	he was called Kāṇḍadvayātītayogī. The goddess Kubjikā is mentioned a	he was called kāṇḍa dvaya atīta yogī the goddess kubjikā is mentioned as
SA_MB_moksasopanaHK-10	dozen times and a number of verses in the root text can be traced to	dozen times and a number of verses in the root text can be traced to 
SA_MB_moksasopanaHK-11	Kubjikā Tantras. It deals with the stages of Yoga and inner worship	kubjikā tantras it deals with the stages of yoga and inner worship 
SA_MB_moksasopanaHK-12	in a manner typical of the Kubjikā Tantras.	in a manner typical of the kubjikā tantras 
