segmentnr	original	analyzed
SA_GK20_hdratn_u-0	Harṣadeva: Ratnāvalīnāṭikā	       
SA_GK20_hdratn_u-1	(Act I)	a c t i 
SA_GK20_hdratn_u-2	pādāgrasthitayā muhuḥ stanabhareṇānītayā namratāṃ	pāda agra sthitayā muhur stana bhareṇa ānītayā namra tām 
SA_GK20_hdratn_u-3	śaṃbhoḥ saspṛhalocanatrayapathaṃ yāntyā tadārādhane /	śaṃbhoḥ sa spṛhā locana traya patham yāntyā tad ārādhane 
SA_GK20_hdratn_u-4	hrīmatyā śirasīhitaḥ sapulakasvedodgamotkampayā	hrīmatyā śirasi hitaḥ sa pulaka sveda udgama utkampayā 
SA_GK20_hdratn_u-5	viśliṣyan kusumāñjalir girijayā kṣipto 'ntare pātu vaḥ // 1 // (1.1)	viśliṣyan kusumāñjaliḥ girijayā kṣiptaḥ ntare pātu vaḥ    
SA_GK20_hdratn_u-6	api ca /	api ca 
SA_GK20_hdratn_u-7	autsukyena kṛtatvarā sahabhuvā vyāvartamānā hriyā	autsukyena kṛta tvarā saha bhuvā vyāvartamānā hriyā 
SA_GK20_hdratn_u-8	tais tair bandhuvadhūjanasya vacanair nītābhimukhyaṃ punaḥ /	taiḥ taiḥ bandhu vadhū janasya vacanaiḥ nīta ābhimukhyam punar 
SA_GK20_hdratn_u-9	dṛṣṭvāgre varam āttasādhvasarasā gaurī nave saṃgame	dṛṣṭvā agre varam ātta sādhva sarasā gaurī nave saṃgame 
SA_GK20_hdratn_u-10	saṃrohatpulakā hareṇa hasatā śliṣṭā śivāyāstu vaḥ // 2 // (1.2)	saṃrohat pulakā hareṇa hasatā śliṣṭā śivāya astu vaḥ    
SA_GK20_hdratn_u-11	api ca /	api ca 
SA_GK20_hdratn_u-12	krodheddhair dṛṣtipātais tribhir upaśamitā vahnayo 'mī trayo 'pi	krodha iddhaiḥ dṛṣtipātaiḥ tribhiḥ upaśamitāḥ vahnayaḥ trayaḥ pi 
SA_GK20_hdratn_u-13	trāsārtā ṛtvijo 'dhaś capalagaṇahṛtoṣṇīṣapaṭṭāḥ patanti /	trāsa ārtāḥ ṛtvijaḥ capala gaṇa hṛta uṣṇīṣa paṭṭāḥ patanti 
SA_GK20_hdratn_u-14	dakṣaḥ stautyasya patnī vilapati kṛpaṇaṃ vidrutaṃ cāpi devaiḥ	dakṣaḥ stauti asya patnī vilapati kṛpaṇam vidrutam ca api devaiḥ 
SA_GK20_hdratn_u-15	śaṃsan nityāttahāso makhamathanavidhau pātu devyai śivo vaḥ // 3 // (1.3)	śaṃsan nitya ātta hāsaḥ makha mathana vidhau pātu devyai śivaḥ vaḥ  /
SA_GK20_hdratn_u-16	api ca /	api ca 
SA_GK20_hdratn_u-17	jitam uḍupatinā namaḥ surebhyo	jitam uḍupatinā namaḥ surebhyaḥ 
SA_GK20_hdratn_u-18	dvijavṛṣabhā nirupadravā bhavantu /	dvija vṛṣabhāḥ nirupadravāḥ bhavantu 
SA_GK20_hdratn_u-19	bhavatu ca pṛthivī samṛddhasasyā	bhavatu ca pṛthivī samṛddha sasyā 
SA_GK20_hdratn_u-20	pratapatu candravapur narendracandraḥ // 4 // (1.4)	pratapatu candra vapuḥ narendra candraḥ   
SA_GK20_hdratn_u-21	(1.1) nāndyante	na andyante 
SA_GK20_hdratn_u-22	Sūtradhāraḥ /	sūtradhāraḥ 
SA_GK20_hdratn_u-23	alam ativistareṇa /	alam ati vistareṇa 
SA_GK20_hdratn_u-24	adyāhaṃ vasantotsave sabahumānam āhūya nānādigdeśāgatena rājñaḥ śrīharṣadevasya pādapadmopajīvinā rājasamūhenokto yathā /	adya aham vasanta utsave sa bahu mānam āhūya nānā diś deśa āgatena rājñaḥ śrī harṣa devasya pāda padma upajīvinā rāja samūhena uktaḥ yathā 
SA_GK20_hdratn_u-25	asmatsvāminā śrīharṣadevenāpūrvavasturacanālaṅkṛtā ratnāvalī nāma nāṭikā kṛtety asmābhiḥ śrotraparamparayā śrutā na tu prayogato dṛṣṭā /	asmad svāminā śrī harṣadevena apūrva vastu racanā alaṅkṛtā ratnāvalī nāma nāṭikā kṛtā iti asmābhiḥ śrotra paramparayā śrutā na tu prayogataḥ dṛṣṭā 
SA_GK20_hdratn_u-26	tat tasyaiva rājñaḥ sakalajanahṛdayāhlādino bahumānād asmāsu cānugrahabuddhyā yathāvat prayogeṇa tvayā nāṭayitavyeti /	tat tasya eva rājñaḥ sakala jana hṛdaya āhlādinaḥ bahu mānāt asmāsu ca anugraha buddhyā yathāvat prayogeṇa tvayā nāṭayitavyā iti 
SA_GK20_hdratn_u-27	tad yāvad idānīṃ nepathyaracanāṃ kṛtvā yathābhilaṣitaṃ saṃpādayāmi /	tat yāvat idānīm nepathya racanām kṛtvā yathā abhilaṣitam saṃpādayāmi 
SA_GK20_hdratn_u-28	parikramyāvalokya ca /	parikramya avalokya ca 
SA_GK20_hdratn_u-29	aye /	aye 
SA_GK20_hdratn_u-30	āvarjitāni sakalasāmājikānāṃ manāṃsīti me niścayaḥ / kutaḥ /	āvarjitāni sakala sāmājikānām manāṃsi iti me niścayaḥ kutas 
SA_GK20_hdratn_u-31	śrīharṣo nipuṇaḥ kaviḥ pariṣad apy eṣā guṇagrāhiṇī	śrī harṣaḥ nipuṇaḥ kaviḥ pariṣad api eṣā guṇa grāhiṇī 
SA_GK20_hdratn_u-32	loke hāri ca vatsarājacaritaṃ nāṭye ca dakṣā vayaṃ /	loke hāri ca vatsa rāja caritam nāṭye ca dakṣāḥ vayam 
SA_GK20_hdratn_u-33	vastv ekaikam apīha vāñchitaphalaprāpteḥ padaṃ kiṃ punar	vastu ekaikam api iha vāñchita phala prāpteḥ padam kim punar 
SA_GK20_hdratn_u-34	madbhāgyopacayād ayaṃ samuditaḥ sarvo guṇānāṃ gaṇaḥ // 5 // (1.5)	mad bhāgya upacayāt ayam samuditaḥ sarvaḥ guṇānām gaṇaḥ 
SA_GK20_hdratn_u-35	tad yāvad ahaṃ gṛhaṃ gatvā gṛhiṇīm āhūya saṃgītakam anutiṣṭhāmi /	tat yāvat aham gṛham gatvā gṛhiṇīm āhūya saṃgītakam anutiṣṭhāmi 
SA_GK20_hdratn_u-36	parikramya nepathyābhimukham avalokya ca /	parikramya nepathya abhimukham avalokya ca 
SA_GK20_hdratn_u-37	idam asmadīyaṃ gṛham /	idam asmadīyam gṛham 
SA_GK20_hdratn_u-38	yāvat praviśāmi /	yāvat praviśāmi 
SA_GK20_hdratn_u-39	uccaiḥ /	uccais 
SA_GK20_hdratn_u-40	ārye / itas tāvat /	ārye itas tāvat 
SA_GK20_hdratn_u-41	(1.2) praviśya	praviśya 
SA_GK20_hdratn_u-42	Naṭī / ajjautta /	naṭī ajjautta 
SA_GK20_hdratn_u-43	iamhi /	iamhi 
SA_GK20_hdratn_u-44	āṇavedu ajjo /	ajjaḥ 
SA_GK20_hdratn_u-45	ko ṇioo aṇuciṭṭhīadu tti /	kaḥ ṇioo tti 
SA_GK20_hdratn_u-46	(1.3) Sūtradhāraḥ /	sūtradhāraḥ 
SA_GK20_hdratn_u-47	ārye /	ārye 
SA_GK20_hdratn_u-48	ratnāvalīdarśanotsuko 'yaṃ rājalokaḥ /	ratnāvalī darśana utsukaḥ yam rāja lokaḥ 
SA_GK20_hdratn_u-49	tad gṛhyatāṃ nepathyam /	tat gṛhyatām nepathyam 
SA_GK20_hdratn_u-50	(1.4) Naṭī / sodvegam /	naṭī sa udvegam 
SA_GK20_hdratn_u-51	ajja /	ajja 
SA_GK20_hdratn_u-52	ṇiccinto dāṇiṃ si tumaṃ /	dāṇim si tumam 
SA_GK20_hdratn_u-53	tā kīsa ṇa ṇaccasi /	tā kīsa ṇa ṇaccasi 
SA_GK20_hdratn_u-54	mama uṇa mandabhāiṇīe ekkā jjevva duhidā /	mama uṇa manda bhāiṇīe ekkā jjevva duhidā 
SA_GK20_hdratn_u-55	sā vi tae kahiṃ pi desantare diṇṇā /	sā vi tae kahim pi desa antare diṇṇā 
SA_GK20_hdratn_u-56	dūraṭṭhideṇa jāmāduṇā se pāṇiggahaṇaṃ kadhaṃ bhavissadi tti imāe cintāe appā vi ṇa me paḍibhādi /	dūra ṭṭhideṇa jāmāduṇā se pāṇiggahaṇam kadham bhavissadi tti imāe cintāe appā vi ṇa me paḍibhādi 
SA_GK20_hdratn_u-57	kiṃ uṇa ṇaccidavvaṃ /	kim uṇa 
SA_GK20_hdratn_u-58	(1.5) Sūtradhāraḥ /	sūtradhāraḥ 
SA_GK20_hdratn_u-59	ārye /	ārye 
SA_GK20_hdratn_u-60	dūrasthitenety alam udvegena / paśya /	dūra sthitena iti alam udvegena paśya 
SA_GK20_hdratn_u-61	dvīpād anyasmād api madhyād api jalanidher diśo 'py antāt /	dvīpāt anyasmāt api madhyāt api jalanidheḥ diśaḥ pi antāt 
SA_GK20_hdratn_u-62	ānīya jhaṭiti ghaṭayati vidhir abhimatam abhimukhībhūtaḥ // 6 // (1.6)	ānīya jhaṭiti ghaṭayati vidhiḥ abhimatam abhimukhībhūtaḥ    
SA_GK20_hdratn_u-63	(1.6) Nepathye / sādhu bharataputra sādhu /	nepathye sādhu bharata putra sādhu 
SA_GK20_hdratn_u-64	evam etat /	evam etat 
SA_GK20_hdratn_u-65	kaḥ saṃdehaḥ /	kaḥ saṃdehaḥ 
SA_GK20_hdratn_u-66	dvīpād anyasmād iti punaḥ paṭhati /	dvīpāt anyasmāt iti punar paṭhati 
SA_GK20_hdratn_u-67	(1.7) Sūtradhāraḥ /	sūtradhāraḥ 
SA_GK20_hdratn_u-68	ākarṇya nepathyābhimukham avalokya ca /	ākarṇya nepathya abhimukham avalokya ca 
SA_GK20_hdratn_u-69	ārye /	ārye 
SA_GK20_hdratn_u-70	kim ataḥ paraṃ vilambase /	kim atas param vilambase 
SA_GK20_hdratn_u-71	nanv ayaṃ mama kanīyān bhrātā gṛhītayaugandharāyaṇabhūmikaḥ prāpta eva /	nanu ayam mama kanīyān bhrātā gṛhīta yaugandharāyaṇa bhūmikaḥ prāptaḥ eva 
SA_GK20_hdratn_u-72	tad ehi /	tat ehi 
SA_GK20_hdratn_u-73	nepathyagrahaṇāya sajjībhavāva /	nepathya grahaṇāya sajjībhavāva 
SA_GK20_hdratn_u-74	iti niṣkrāntau /	iti niṣkrāntau 
SA_GK20_hdratn_u-75	iti prastāvanā /	iti prastāvanā 
SA_GK20_hdratn_u-76	tataḥ praviśati yaugandharāyaṇaḥ /	tatas praviśati yaugandharāyaṇaḥ 
SA_GK20_hdratn_u-77	(1.8) Yaugandharāyaṇaḥ /	yaugandharāyaṇaḥ 
SA_GK20_hdratn_u-78	evam etat /	evam etat 
SA_GK20_hdratn_u-79	kaḥ saṃdehaḥ /	kaḥ saṃdehaḥ 
SA_GK20_hdratn_u-80	dvīpād anyasmād iti punaḥ paṭhati /	dvīpāt anyasmāt iti punar paṭhati 
SA_GK20_hdratn_u-81	anyathā kva siddhādeśapratyayaprārthitāyāḥ siṃhaleśvaraduhituḥ samudre pravahaṇabhaṅganimagnāyāḥ	anyathā kva siddhādeśa pratyaya prārthitāyāḥ siṃhala īśvara duhituḥ samudre pravahaṇa bhaṅga nimagnāyāḥ 
SA_GK20_hdratn_u-82	phalakāsādanaṃ kva ca kauśāmbīyena vaṇijā siṃhalebhyaḥ pratyāgacchatā tadavasthāyāḥ	phalaka āsādanam kva ca kauśāmbīyena vaṇijā siṃhalebhyaḥ pratyāgacchatā tad avasthāyāḥ 
SA_GK20_hdratn_u-83	saṃbhāvanaṃ ratnamālācihnāyāś cehānayanam /	saṃbhāvanam ratna mālā cihnāyāḥ ca iha ānayanam 
SA_GK20_hdratn_u-84	sarvathā spṛśanti naḥ svāminam abhyudayāḥ /	sarvathā spṛśanti naḥ svāminam abhyudayāḥ 
SA_GK20_hdratn_u-85	vicintya /	vicintya 
SA_GK20_hdratn_u-86	mayāpi caināṃ devīhaste sagauravaṃ nikṣipatā yuktam evānuṣṭhitam /	mayā api ca enām devī haste sa gauravam nikṣipatā yuktam evā anuṣṭhitam 
SA_GK20_hdratn_u-87	śrutaṃ ca mayā /	śrutam ca mayā 
