segmentnr	original	analyzed
MBlaksmiitantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBlaksmiitantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00206	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBlaksmiitantraHK-2	Uniform title: lakṣmītantra	uniform title lakṣmītantra 
MBlaksmiitantraHK-3	Main title: lakṣmītantra edited with sanskrit gloss by: paṇḍita kṛṣṇamacarya	main title lakṣmītantra edited with sanskrit gloss by paṇḍita kṛṣṇamacarya 
MBlaksmiitantraHK-4	Commentator : paṇḍita kṛṣṇamacarya	paṇḍita 
MBlaksmiitantraHK-5	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBlaksmiitantraHK-6	Revision 0: April 5, 2010	revision april 
MBlaksmiitantraHK-7	Revision 1: Sept. 18, 2010 chapters 45 to end added.	revision sept chapters to end add 
MBlaksmiitantraHK-8	Publisher : Adyar Library and Research Center	publisher adyar library and research center 
MBlaksmiitantraHK-9	Publication year : 1959	publication year 
MBlaksmiitantraHK-10	Publication city : Adyar	publication citi adyar 
MBlaksmiitantraHK-11	Publication country : India	publication country india 
MBlaksmiitantraHK-12	śrīḥ	śrīḥ 
MBlaksmiitantraHK-13	lakṣmītantram	      
MBlaksmiitantraHK-14	prathamo'dhyāyaḥ	prathamaḥ udhyāyaḥ 
MBlaksmiitantraHK-15	namo nityānavadyāya jagataḥ sarvahetave |	namaḥ nitya anavadyāya jagataḥ sarva hetave 
MBlaksmiitantraHK-16	jñānāya nistaraṅgāya lakṣmīnārāyaṇātmane [B and C add the following	jñānāya nistaraṅgāya lakṣmī nārāyaṇa ātmane a and c add the following 
MBlaksmiitantraHK-17	verses in the beginning: tuṣārādrisamacchāyaṃ tulasīdāmabhūṣaṇam |	verses in the beginning tuṣārādri sama chāyam tulasī dāma bhūṣaṇam 
MBlaksmiitantraHK-18	turaṃgamamukhaṃ vande tuṅgasārasvatapradam || jñānānandamayaṃ	turaṃgama mukham vande tuṅga sārasvata pradam jñāna ānanda mayam 
MBlaksmiitantraHK-19	devaṃ nirmalasphaṭikākṛtim | ādhāraṃ sarvavidyānāṃ	devam nirmala sphaṭika ākṛtim ādhāram sarva vidyānām 
MBlaksmiitantraHK-20	hayagrīvamupāsmahe ||] || 1 - 1 ||	hayagrīvam upāsmahe 
MBlaksmiitantraHK-21	khagāsanaṃ ghṛṇādhāramīdṛśaṃ somabhūṣitam |	khaga āsanam ghṛṇā ādhāram īdṛśam soma bhūṣitam 
MBlaksmiitantraHK-22	akalaṅkendusūryāgniṃ lakṣmīrūpamupāsmahe || 1 - 2 ||	akalaṅka indu sūrya agnim lakṣmī rūpam upāsmahe 
MBlaksmiitantraHK-23	vedavedāntatattvajñaṃ [āll ṃss. read wrongly:  ṛṇādhāraṃ]	veda vedānta tattva jña read wrongly 
MBlaksmiitantraHK-24	sarvaśāstraviśāradam |	sarva śāstra viśāradam 
MBlaksmiitantraHK-25	sarvasiddhāntatatvajñaṃ dharmāṇāmāgatāgamam || 1 - 3 ||	sarva siddhānta tatva jñam dharmāṇām āgata āgamam 
MBlaksmiitantraHK-26	jitendriyaṃ jitādhāraṃ rāgadveṣāvaśīkṛtam |	jita indriyam jita ādhāram rāga dveṣa a vaśīkṛtam 
MBlaksmiitantraHK-27	caturdaśāṅgayogasthaṃ prasaṃkhyānaparāyaṇam || 1 - 4 ||	caturdaśa aṅga yoga stham prasaṃkhyāna parāyaṇam 
MBlaksmiitantraHK-28	ṭippaṇī	ṭippaṇī 
MBlaksmiitantraHK-29	namasyāmaḥ śriyaṃ devīṃ devo dīvyati yatsakhaḥ |	namasyāmaḥ śriyam devīm devaḥ dīvyati yad sakhaḥ 
MBlaksmiitantraHK-30	traiguṇyaphalake citre kṣiptairbrahmādipāśakaiḥ ||	traiguṇya phalake citre kṣiptaiḥ brahma ādi pāśakaiḥ 
MBlaksmiitantraHK-31	lakṣmītantramahāmbhodhau tattvaratnāni cinvatām |	              
MBlaksmiitantraHK-32	tattvaprakāśanī ṭīkā sāhāyyaṃ kartumīhate ||	tattva prakāśanī ṭīkā sāhāyyam kartum īhate 
MBlaksmiitantraHK-33	1. nama iti viśiṣṭopāyasya, lakṣmīnārāyaṇātmana iti viśiṣṭopeyasya ca	namaḥ iti viśiṣṭa upāyasya lakṣmī nārāyaṇa ātmanaḥ iti viśiṣṭa upeyasya ca 
MBlaksmiitantraHK-34	nirdeśaḥ | nityānavadyāyeti nārāyaṇasya	nirdeśaḥ nitya anavadyāya iti nārāyaṇasya 
MBlaksmiitantraHK-35	jagadupādānatvaśaṅkitasavikāratvanirāsaḥ	             
MBlaksmiitantraHK-36	baddhamuktajīvavailakṣaṇyaṃ coktam | jagataḥ sarvahetave	baddha mukta jīva vailakṣaṇyam ca uktam jagataḥ sarva hetave 
MBlaksmiitantraHK-37	ityaupaniṣadamabhinnanimittopādānatvaṃ nityajīvavailakṣaṇyaṃ coktam |	iti aupaniṣadam abhinna nimitta upādāna tvam nitya jīva vailakṣaṇyam ca uktam 
MBlaksmiitantraHK-38	jñānāyeti jagatkāraṇatvaupayikaguṇagaṇapūrtiḥ	jñānāya iti jagat kāraṇatva aupayika guṇa gaṇa pūrtiḥ 
MBlaksmiitantraHK-39	svarūpanirūpakadharmaścoktaḥ | nistaraṅgāyeti ṣaḍūrmirāhityaṃ	svarūpa nirūpaka dharmaḥ ca uktaḥ nistaraṅgāya iti ṣaḍūrmi rāhityam 
MBlaksmiitantraHK-40	satatapariṇāmyacidvailakṣaṇyaṃ coktam |	              
MBlaksmiitantraHK-41	2. īdṛśamityādi | īkārarūpamityarthaḥ | akalaṅketyādi |	īdṛśam ityādi īkāra rūpam iti arthaḥ akalaṅka ityādi 
MBlaksmiitantraHK-42	svarasparśavyāpakākṣararūpamiti devyā vāksvarūpatvamuktaṃ bhavati |	svara sparśa vyāpaka akṣara rūpam iti devyāḥ vāc svarūpa tvam uktam bhavati 
MBlaksmiitantraHK-43	yathoktaṃ prapañcasāre - svarākhyāḥ ṣoḍaśa proktāḥ sparśākhyāḥ	yathā uktam prapañcasāre svara ākhyāḥ ṣoḍaśa proktāḥ sparśa ākhyāḥ 
MBlaksmiitantraHK-44	pañcaviṃśatiḥ | vyāpakāśca daśaite syuḥ somenāgnyātmakāḥ kramāt	pañcaviṃśatiḥ vyāpakāḥ ca daśā ete syuḥ somena agni ātmakāḥ kramāt 
MBlaksmiitantraHK-45	|| iti |	iti 
MBlaksmiitantraHK-46	p. 2)	p 
MBlaksmiitantraHK-47	viddhe svarbhānunā bhānau purā tapanatāṃ gatam |	viddhe svarbhānunā bhānau purā tapana tām gatam 
MBlaksmiitantraHK-48	nidānaṃ tapasāmādyaṃ tejorāśimanāmayam || 1 - 5 ||	nidānam tapasām ādyam tejaḥ rāśim anāmayam 
MBlaksmiitantraHK-49	atrimatriguṇopetamatrivargasthamavyayam |	atrim atri guṇa upetam a trivarga stham avyayam 
MBlaksmiitantraHK-50	prātaḥ saṃdhyāmupāsīnamṛṣiṃ hutahutāśanam || 1 - 6 ||	prātar saṃdhyām upāsīnam ṛṣim huta hutāśanam 
MBlaksmiitantraHK-51	pativratānāṃ paramā dharmapatnī yaśasvinī |	pativratānām paramā dharma patnī yaśasvinī 
MBlaksmiitantraHK-52	brahmaviṣṇumaheśānāṃ jananī kāraṇāntare || 1 - 7 ||	brahma viṣṇu maheśānām jananī kāraṇa antare 
MBlaksmiitantraHK-53	devairabhiṣṭatā śaśvacchāntinityā tapasvinī |	devaiḥ abhiṣṭatā śaśvat śānti nityā tapasvinī 
MBlaksmiitantraHK-54	viduṣī sarvadharmajñā nityaṃ patimanuvratā || 1 - 8 ||	viduṣī sarva dharma jñā nityam patim anuvratā 
MBlaksmiitantraHK-55	patyuḥ śrutavatī tāstā vividhā dharmasaṃhitāḥ |	patyuḥ śrutavatī tāḥ tāḥ vividhāḥ dharma saṃhitāḥ 
MBlaksmiitantraHK-56	praṇipātapuraskāramanasūyā vaco'bravīt || 1 - 9 ||	praṇipāta puraskāram anasūyā vacaḥ bravīt     
MBlaksmiitantraHK-57	anasūyā -	anasūyā 
MBlaksmiitantraHK-58	bhagavan sarvadharmajña mama nātha jagatpate |	bhagavan sarva dharma jña mama nātha jagatpate 
MBlaksmiitantraHK-59	tvatta eva śrutā dharmāste te bahuvidhātmakāḥ || 1 - 10 ||	tvattaḥ eva śrutāḥ dharmāḥ te te bahuvidha ātmakāḥ     
MBlaksmiitantraHK-60	jñānāni ca vicitrāṇi phalarūpādibhedataḥ |	jñānāni ca vicitrāṇi phala rūpa ādi bhedataḥ 
MBlaksmiitantraHK-61	etebhyo bhagavaddharmo viśiṣṭo vidhṛto mayā || 1 - 11 ||	etebhyaḥ bhagavat dharmaḥ viśiṣṭaḥ vidhṛtaḥ mayā 
MBlaksmiitantraHK-62	tvayā kathayatā tāstā bhagavaddharmasaṃhitāḥ [bhagavan B.C.] |	tvayā kathayatā tāḥ tāḥ bhagavat dharma saṃhitāḥ bhagavan 
MBlaksmiitantraHK-63	sūcitaṃ tatra tatraiva lakṣmīmāhātmyamuttamam || 1 - 12 ||	sūcitam tatra tatra eva lakṣmī māhātmyam uttamam 
MBlaksmiitantraHK-64	rahasyatvādapṛṣṭatvānna tvayā prakaṭīkṛtam |	rahasya tvāt apṛṣṭa tvāt na tvayā prakaṭīkṛtam 
MBlaksmiitantraHK-65	tadahaṃ śrotumicchāmi lakṣmīmāhātmyamuttamam || 1 - 13 ||	tat aham śrotum icchāmi lakṣmī māhātmyam uttamam 
MBlaksmiitantraHK-66	yatsvabhāvā hi sā devī yatsvarūpā yadudbhavā |	yad svabhāvā hi sā devī yad svarūpā yad udbhavā 
MBlaksmiitantraHK-67	yatpramāṇā yadādhārā yadupāyātha [ca C.E.] yatphalā || 1 - 14 ||	yad pramāṇā yad ādhārā yad upāyā atha ca ce yad phalā        
MBlaksmiitantraHK-68	tadahaṃ śrotumicchāmi tvatto brahmavidāṃ vara |	tat aham śrotum icchāmi tvattaḥ brahma vidām vara 
MBlaksmiitantraHK-69	bhaveyaṃ kṛtakṛtyāhaṃ yasya vijñānayogataḥ || 1 - 15 ||	bhaveyam kṛtakṛtyā aham yasya vijñāna yogataḥ 
MBlaksmiitantraHK-70	[tanme B.ṅ.] taṃ me darśaya panthānamupasannāsmyadhīhi [smyahaṃ	tat me bṅ tam me darśaya panthānam upasannā asmi adhīhi smi aham 
MBlaksmiitantraHK-71	vibho] bho |	vibho bho 
MBlaksmiitantraHK-72	[B.C.E. omit this line] iti tasyā vacaḥ śrutvā bhagavānatrirabravīt || 1 - 16 ||	bce omit this line iti tasyāḥ vacaḥ śrutvā bhagavān atriḥ abravīt      
MBlaksmiitantraHK-73	atriḥ -	atriḥ 
MBlaksmiitantraHK-74	[samyak C.ḍ.E.ṅ.] sādhu saṃbodhito'smyadya dharmajñe dharmacāriṇi |	samyak sādhu saṃbodhitaḥ asmi adya dharma jñe dharma cāriṇi 
MBlaksmiitantraHK-75	mayā pṛṣṭena vaktavyamiti noddhāṭitaṃ purā || 1 - 17 ||	mayā pṛṣṭena vaktavyam iti na uddhāṭitam purā 
MBlaksmiitantraHK-76	arhā tvamasi kalyāṇi lakṣmīmāhātmyamuttamam |	arhā tvam asi kalyāṇi lakṣmī māhātmyam uttamam 
MBlaksmiitantraHK-77	śrotuṃ śrutiśiraḥśreṇihṛdayasthaṃ sanātanam || 1 - 18 ||	śrotum śrutiśiraḥ śreṇi hṛdaya stham sanātanam 
MBlaksmiitantraHK-78	purā malayaśailasthā munayo dharmatatparāḥ |	purā malaya śaila sthāḥ munayaḥ dharma tatparāḥ 
MBlaksmiitantraHK-79	śrutasāttvatavijñānā nāradāddevadarśanāt || 1 - 19 ||	śruta sāttvata vijñānā nāradāt devadarśanāt 
MBlaksmiitantraHK-80	apṛcchannetamevārthaṃ bhagavantaṃ sanātanam |	apṛcchan etam eva artham bhagavantam sanātanam 
MBlaksmiitantraHK-81	nāradaṃ brahmasaṃkāśaṃ bhagavaddharmavedinam || 1 - 20 ||	nāradam brahma saṃkāśam bhagavat dharma vedinam 
MBlaksmiitantraHK-82	ṛṣayaḥ	ṛṣayaḥ 
MBlaksmiitantraHK-83	[bhagavattaḥ ā.B.C.] bhagavaṃstvacchruto'smābhiḥ sāttvataḥ	bhagavattaḥ āp bhagavan tvad śrutaḥ smābhiḥ sāttvataḥ 
MBlaksmiitantraHK-84	sattvasaṃśrayaḥ |	sattva saṃśrayaḥ 
MBlaksmiitantraHK-85	śuddho [bhagavato ā.B.C.ṅ.] bhāgavato dharmo mokṣaikaphalalakṣaṇaḥ || 1	śuddhaḥ bhagavataḥ bhāgavataḥ dharmaḥ mokṣa eka phala lakṣaṇaḥ 
MBlaksmiitantraHK-86	ṭippaṇī	ṭippaṇī 
MBlaksmiitantraHK-87	4. caturdaśeti | bhaktinyāsayogetyarthaḥ |	caturdaśa iti bhakti nyāsa yoga iti arthaḥ 
MBlaksmiitantraHK-88	5. viddha iti | atra mahābhāratānuśāsanike 260	viddhaḥ iti atra mahābhārata ānuśāsanike 
MBlaksmiitantraHK-89	adhyāyoktamanusaṃdheyam |	adhyāya uktam anusaṃdheyam 
MBlaksmiitantraHK-90	6. atriguṇetyādinā mahaṣeratrināmno'nvarthatvaṃ vyajyate |	atriguṇa ityādinā mahaṣeḥ atri nāmnaḥ anvartha tvam vyajyate 
MBlaksmiitantraHK-91	7. brahmetyādi | purā trimūrtayo'nasūyāyāḥ pātivratyaṃ	brahma ityādi purā pātivratyam 
MBlaksmiitantraHK-92	parīkṣitumayatanta | tena kruddhayā tayā te dvihāyanāḥ śiśavo'kriyanta |	parīkṣitum ayatanta tena kruddhayā tayā te dvi hāyanāḥ śiśavaḥ kriyanta 
MBlaksmiitantraHK-93	tatastanmahiṣībhiḥ prasāditā sā tān yathāpuramakaroditi paurāṇikī	tatas tad mahiṣībhiḥ prasāditā sā tān yathāpuram akarot iti paurāṇikī 
MBlaksmiitantraHK-94	kathātrānusaṃdheyā |	kathā atra anusaṃdheyā 
MBlaksmiitantraHK-95	11. bhagavaddharmaḥ | bhagavatprāptiphalo nivṛttidharmaḥ |	            
