segmentnr	original	analyzed
MBkaalottaratantramHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBkaalottaratantramHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : E00012	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBkaalottaratantramHK-2	Uniform title: kāllotara	uniform title 
MBkaalottaratantramHK-3	Main title: kāllotara mahātantra	main title kāllotara mahātantra 
MBkaalottaratantramHK-4	Secondary title: bṛhadkālottara	secondary title bṛhadkālottara 
MBkaalottaratantramHK-5	Manuscript : NGMPP Reel No. B 29/59 Manuscript No. pra - 89	manuscript no b 
MBkaalottaratantramHK-6	Description: A version of the Kālottara called Bṛhadkālottara - the Great Kālottara, so called because of it size.	description a version of the kālottara caled bṛhadkālottara the great kālottara so called because of it size 
MBkaalottaratantramHK-7	Called  Mahātantra in the collophon,	called mahātantra in the collection 
MBkaalottaratantramHK-8	Notes: Revision 0: Feb. 16, 2013   Part 1	notes revision feb      
MBkaalottaratantramHK-9	Revision 1: Dec. 16, 2013 Part II added (now complete)	revision dec  part ii added now complete 
MBkaalottaratantramHK-10	Internet publisher : Muktabodha	internet publisher mukta bodha 
MBkaalottaratantramHK-11	Publication year : 2013	publication year 
MBkaalottaratantramHK-12	Publication country : United States	publication country united states 
MBkaalottaratantramHK-13	oṃ namaḥ paraśivāya ||	om namaḥ para śivāya 
MBkaalottaratantramHK-14	kārtikeya uvāca	kārtikeyaḥ uvāca 
MBkaalottaratantramHK-15	sarvajñāya namastubhyaṃ sarvvakarta namostu te |	sarvajñāya namaḥ tubhyam sarvvakarta namaḥ astu te 
MBkaalottaratantramHK-16	aviluptasvarūpāya cinmātrāya namostu te ||	a vilupta svarūpāya cit mātrāya namaḥ astu te 
MBkaalottaratantramHK-17	aviluptasvarūpāya cinmātrāya namostu te |	a vilupta svarūpāya cit mātrāya namaḥ astu te 
