segmentnr	original	analyzed
SA_MB_cinmayadiksavidhanamHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_cinmayadiksavidhanamHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : E0004	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_cinmayadiksavidhanamHK-2	Uniform title: cinmayadīkṣāvidhāna	uniform title cit maya dīkṣā vidhāna 
SA_MB_cinmayadiksavidhanamHK-3	Manuscript : IFP transcript T0569	manuscript ifp transcript 
SA_MB_cinmayadiksavidhanamHK-4	Description: IFP transcript no. 569 copied from MS no 67963 (21-e-34) belonging to the Adyar Library	description ifp transcript no copied from ms no  belonging to the adyar library 
SA_MB_cinmayadiksavidhanamHK-5	This short work describes a rite of initiation and Liṅga worship.	this short work describes a rite of initiation and liṅga worship 
SA_MB_cinmayadiksavidhanamHK-6	See Muktabodha digital library, IFP/EFEO collection at www.muktabodha.org for full bibliographic details.	see muktabodha digital library ifpefeo collection at www muktabodha org for full bibliographic details 
SA_MB_cinmayadiksavidhanamHK-7	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_cinmayadiksavidhanamHK-8	Revision 0: Feb. 16, 2013	revision feb 
SA_MB_cinmayadiksavidhanamHK-9	Internet publisher : Muktabodha	internet publisher mukta bodha 
SA_MB_cinmayadiksavidhanamHK-10	Publication year : 2013	publication year 
SA_MB_cinmayadiksavidhanamHK-11	Publication country : United States	publication country united states 
SA_MB_cinmayadiksavidhanamHK-12	|| cinmayadīkṣāvidhānam ||	         
SA_MB_cinmayadiksavidhanamHK-13	mallikārjunaṃ devaṃ cidghanaṃ channasaṃjñikam |	            
SA_MB_cinmayadiksavidhanamHK-14	gurubhakteśvarammānaṃ guṇātītamupāsmahe ||	guru bhakta īśvaram mānam guṇa atītam upāsmahe 
SA_MB_cinmayadiksavidhanamHK-15	pūrvāgameṣu bahuśo dīkṣā santi śubhatmikā |	pūrva āgameṣu bahuśas dīkṣā santi 
SA_MB_cinmayadiksavidhanamHK-16	tān yorbhedo mahasarvamupādhinā ||	tān yoḥ bhedaḥ maha sarvam upādhinā 
SA_MB_cinmayadiksavidhanamHK-17	uttareṣvāgameṣūktā malatrayavibhedinī |	uttareṣu āgameṣu uktā mala traya vibhedinī 
SA_MB_cinmayadiksavidhanamHK-18	taspāpaṃ hyekayorbhedo nekṣyate nirupādhinā ||	hi ekayoḥ bhedaḥ na īkṣyate nirupādhinā 
SA_MB_cinmayadiksavidhanamHK-19	ātanya cinmayābhikhyā śivajīvaikyakāriṇī |	ātanya cit maya abhikhyā śiva jīva aikya kāriṇī 
SA_MB_cinmayadiksavidhanamHK-20	tadvidhi vakṣya sakalaṃ śivadeśikavākyataḥ ||	sakalam śiva deśika vākyataḥ 
SA_MB_cinmayadiksavidhanamHK-21	atha yathoktalakṣaṇaṃ ācāryaḥ uktalakṣaṇam |	atha yathā ukta lakṣaṇam ācāryaḥ ukta lakṣaṇam 
SA_MB_cinmayadiksavidhanamHK-22	śiṣyaṃ labdhvā vihitakāle vihitadeśe yāgānāṃ dravyāṇyāhṛtya |	śiṣyam labdhvā vihita kāle vihita deśe yāgānām dravyāṇi āhṛtya 
SA_MB_cinmayadiksavidhanamHK-23	maṇṭapādikaṃ yathoktalakṣaṇaṃ vidhāya tadyathā- ślokam -	maṇṭapa ādikam yathā ukta lakṣaṇam vidhāya tat yathā ślokam 
SA_MB_cinmayadiksavidhanamHK-24	navapañcatrihastairvā maṇṭapaṃ kārayedguruḥ |	nava pañca tri hastaiḥ vā maṇṭapam kārayet guruḥ 
SA_MB_cinmayadiksavidhanamHK-25	navapañca kṛtaṃ jñeyaṃ dvādaśastaṃbhasaṃyutam ||	nava pañca kṛtam jñeyam dvādaśa staṃbha saṃyutam 
SA_MB_cinmayadiksavidhanamHK-26	catustaṃbhasamāyuktaṃ trihastaṃ kṛtamaṇṭapam |	catur staṃbha samāyuktam tri hastam kṛta maṇṭapam 
SA_MB_cinmayadiksavidhanamHK-27	eteṣāṃ maṇṭapānāñca pañcahastonnataṃ viduḥ ||	eteṣām maṇṭapānām ca pañca hasta unnatam viduḥ 
SA_MB_cinmayadiksavidhanamHK-28	catusrā caturdvāraṃ catustoraṇa bhūṣitam |	catur dvāram catur toraṇa bhūṣitam 
