segmentnr	original	analyzed
MBtejobinduupanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBtejobinduupanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00114	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBtejobinduupanisatHK-2	Uniform title: tejobindūpaniṣat	uniform title tejobindūpaniṣad 
MBtejobinduupanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
MBtejobinduupanisatHK-4	Secondary title: tejobindu upaniṣat	secondary title tejobindu upaniṣad 
MBtejobinduupanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
MBtejobinduupanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
MBtejobinduupanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
MBtejobinduupanisatHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
MBtejobinduupanisatHK-9	Revision 0: January 28, 2007	revision january 
MBtejobinduupanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
MBtejobinduupanisatHK-11	Publication year : 1920	publication year 
MBtejobinduupanisatHK-12	Publication city : Madras	publication citi madras 
MBtejobinduupanisatHK-13	Publication country : India	publication country india 
