segmentnr	original	analyzed
SA_K12_mprsvdhu-0	Mahāpratisarāvidyādhāraṇī	mahāpratisarā avidyā dhāraṇī 
SA_K12_mprsvdhu-1	āryamahāpratisarāvidyādhāraṇī	         
SA_K12_mprsvdhu-2	om namo bhagavatyai āryamahāpratisarāyai /	om namaḥ bhagavatyai ārya mahāpratisarāyai 
SA_K12_mprsvdhu-3	namo buddhāya namo dharmāya namaḥ saṃghāya /	namaḥ buddhāya namaḥ dharmāya namaḥ saṃghāya 
SA_K12_mprsvdhu-4	namaḥ sarvatathāgatebhyo namaḥ sarvabuddhabodhisattvebhyo 'tītānāgatapratyutpannebhyo namaḥ /	namaḥ sarva tathāgatebhyaḥ namaḥ sarva buddha bodhisattvebhyaḥ tīta anāgata pratyutpannebhyaḥ namaḥ 
SA_K12_mprsvdhu-5	om vipulagarbha vipulavimale vimalagarbhe vimale jayagarbhe vajrajvālāgarbhe gatigahane gaganaviśodhani sarvapāpaviśodhani /	om vipulagarbha vipulavimale vimalagarbhe vimale jayagarbhe vajrajvālāgarbhe gati gahane gagana viśodhani sarva pāpa viśodhani 
SA_K12_mprsvdhu-6	om guṇavati gaganavicāriṇi-gaganavicāriṇi giri-giri giriṇi-giriṇi gabhari-garddhabhari	om guṇavati gagana vicāriṇi gagana vicāriṇi giri giri giriṇi gariṇi 
SA_K12_mprsvdhu-7	gamari-gamari gabhari-gabhari gaha-gaha gargāri-gargāri gagari-gagari gaṃbhari-gaṃbhari	gamari gamari gabhari gabhari gaha gaha gargāri gargāri gagari gaṃbhari gaṃbhari 
SA_K12_mprsvdhu-8	gabhi-gabhi gahi-gahi gamani-gamani guha-guha guru-guru (Mpv-Dh_131)	gabhi gabhi gahi gahi gamani gamani guha guha guru guru 
SA_K12_mprsvdhu-9	guruṇi cale mucale samucale guhaṇi-guhaṇi guruṇi-guruṇi culu-culu cale-cale mucale	guruṇi cale mucale samucale guhaṇi guhaṇi guruṇi guruṇi culuculu calecale mucale 
SA_K12_mprsvdhu-10	jayavijaye jayavati aparājite sarvabhayavigate sarvagarbhasaṃrakṣaṇi siri-siri bhiri-bhiri	jaya vijaye jayavati aparājite sarva bhaya vigate sarva garbha saṃrakṣaṇi siri siri bhiri bhiri 
SA_K12_mprsvdhu-11	miri-miri giri-giri piri-piri samantākarṣaṇi sarvaśatrūn pramathani rakṣa-rakṣa māṃ	mirimiri girigiri piripiri samanta ākarṣaṇi sarva śatrūn pramathani rakṣarakṣa mām 
SA_K12_mprsvdhu-12	sarvasattvāṃśca sarvadā bhayebhyaḥ sarvopadravebhyaḥ sarvavyādhibhyaḥ cili-cili viri-viri	sarva sattvān ca sarvadā bhayebhyaḥ sarva upadravebhyaḥ sarva vyādhibhyaḥ cilicili viriviri 
SA_K12_mprsvdhu-13	dhiri-dhiri vigatāvaraṇaviśodhani vividhāvaraṇavināśini /	dhiridhiri vigata āvaraṇa viśodhani vividha āvaraṇa vināśini 
SA_K12_mprsvdhu-14	muci-muci muri-muri muli-muli kili-kili mili-mili kamale vimale-vimale jayavijayāvahe jayavati viśeṣavati bhagavati ratnamakuṭamālādhari bahuvividhavicitraveśadhāriṇi	muci muci muri muri muli muli kili kili mili mili kamale vimale vimale jayavijaya āvahe jayavati viśeṣavati bhagavati ratna makuṭa mālā dhari bahu vividha vicitra veśa dhāriṇi 
SA_K12_mprsvdhu-15	bhagavati mahāvidyā devi rakṣa rakṣa māṃ sarvasattvāṃśca samantātsarvapāpaviśodhani /	bhagavati mahāvidyā devi rakṣa rakṣa mām sarva sattvān ca samantāt sarva pāpa viśodhani 
SA_K12_mprsvdhu-16	hulu-hulu mulu-mulu rakṣa-rakṣa māṃ sarvasattvānāñcā(ttvāṃścā)	hulu hulu mulu mulu rakṣa rakṣa mām 
SA_K12_mprsvdhu-17	nāthānatrāṇāna(nni)	nātha anatra aṇa ananni 
SA_K12_mprsvdhu-18	rayanānaśaraṇānaparāyaṇān parimocaya sarvaduḥkhebhyaḥ /	rayanān aśaraṇān aparāyaṇān parimocaya sarva duḥkhebhyaḥ 
SA_K12_mprsvdhu-19	caṇḍi-caṇḍi caṇḍini-caṇḍini vegavati sarvaduṣṭanivāriṇi vijayavāhini /	caṇḍi caṇḍi caṇḍini caṇḍini vegavati sarva duṣṭa nivāriṇi vijaya vāhini 
SA_K12_mprsvdhu-20	huru-huru curu-curu turu-turu āyuḥpāla(li)	huru huru curu curu turu turu āyuḥ pālali 
