segmentnr	original	analyzed
SA_MB_ksurikopanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_ksurikopanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00108	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_ksurikopanisatHK-2	Uniform title: kṣurikopaniṣat	uniform title kṣurikā upaniṣad 
SA_MB_ksurikopanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
SA_MB_ksurikopanisatHK-4	Secondary title: kṣurika upaniṣat	secondary title kṣurika upaniṣad 
SA_MB_ksurikopanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
SA_MB_ksurikopanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
SA_MB_ksurikopanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
SA_MB_ksurikopanisatHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_ksurikopanisatHK-9	Revision 0: June 14, 2007	revision june 
SA_MB_ksurikopanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
SA_MB_ksurikopanisatHK-11	Publication year : 1920	publication year 
SA_MB_ksurikopanisatHK-12	Publication city : Madras	publication citi madras 
SA_MB_ksurikopanisatHK-13	Publication country : India	publication country india 
SA_MB_ksurikopanisatHK-14	kṣurikopaniṣat	kṣurikā upaniṣad 
SA_MB_ksurikopanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
SA_MB_ksurikopanisatHK-16	yogādhikāraḥ	yoga adhikāraḥ 
SA_MB_ksurikopanisatHK-17	kṣurikāṃ saṃpravakṣyāmi dhāraṇāṃ yogasiddhaye |	kṣurikām saṃpravakṣyāmi dhāraṇām yoga siddhaye 
SA_MB_ksurikopanisatHK-18	yāṃ prāpya na punarjanma yogayuktasya jāyate || 1 ||	yām prāpya na punarjanma yoga yuktasya jāyate  /
SA_MB_ksurikopanisatHK-19	vedatattvārthavihitaṃ yathoktaṃ hi svayaṃbhuvā |	veda tattva artha vihitam yathā uktam hi svayaṃbhuvā 
SA_MB_ksurikopanisatHK-20	vivaraṇam	vivaraṇam 
SA_MB_ksurikopanisatHK-21	kaivalyanāḍikāntasthaparābhūmivarāsanam |	             
SA_MB_ksurikopanisatHK-22	kṣurikopaniṣadyogabhāsuraṃ rāmamāśraye ||	kṣurikā upaniṣad yoga bhāsuram rāmam āśraye 
