segmentnr	original	analyzed
SA_MB_dhyaanabinduupanisatHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_dhyaanabinduupanisatHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00106	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_dhyaanabinduupanisatHK-2	Uniform title: dhyānabindūpaniṣat	uniform title dhyānabindūpaniṣad 
SA_MB_dhyaanabinduupanisatHK-3	Main title: yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin	main title yoga upaniṣads with the commentary of śrī upaniṣad brahmayogin 
SA_MB_dhyaanabinduupanisatHK-4	Secondary title: dhyānabindu upaniṣat	secondary title dhyānabindu upaniṣad 
SA_MB_dhyaanabinduupanisatHK-5	Commentator : brahmayogin	commentatoḥ brahmayogin 
SA_MB_dhyaanabinduupanisatHK-6	Alternate name : śrī upaniṣad brahmayogin	alternate name śrī upaniṣad brahmayogin 
SA_MB_dhyaanabinduupanisatHK-7	Editor : śāstrī mahādeva	e t itoḥ śāstrī mahādeva 
SA_MB_dhyaanabinduupanisatHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_dhyaanabinduupanisatHK-9	Revision 0: June 14, 2007	revision june 
SA_MB_dhyaanabinduupanisatHK-10	Publisher : Adyar library and research centre	publisher adyar library and research centre 
SA_MB_dhyaanabinduupanisatHK-11	Publication year : 1920	publication year 
SA_MB_dhyaanabinduupanisatHK-12	Publication city : Madras	publication citi madras 
SA_MB_dhyaanabinduupanisatHK-13	Publication country : India	publication country india 
SA_MB_dhyaanabinduupanisatHK-14	dhyānabindūpaniṣat	      
SA_MB_dhyaanabinduupanisatHK-15	saha nāvavatu- iti śāntiḥ	saha nau avatu iti śāntiḥ 
SA_MB_dhyaanabinduupanisatHK-16	brahmadhyānayogamahimā	          
SA_MB_dhyaanabinduupanisatHK-17	yadi śailasamaṃ pāpaṃ vistīrṇaṃ bahuyojanam |	yadi śaila samam pāpam vistīrṇam bahu yojanam 
SA_MB_dhyaanabinduupanisatHK-18	bhidyate dhyānayogena nānyo bhedaḥ kadācana || 1 ||	bhidyate dhyāna yogena na anyaḥ bhedaḥ kadācana 
SA_MB_dhyaanabinduupanisatHK-19	bījākṣaraṃ paraṃ vindu nādaṃ tasyopari sthitam |	bījākṣaram param vindu nādam tasya upari sthitam 
SA_MB_dhyaanabinduupanisatHK-20	saśabdaścākṣare kṣīṇe niḥśabdaṃ paramaṃ padam || 2 ||	sa śabdaḥ ca akṣare kṣīṇe niḥśabdam paramam padam 
SA_MB_dhyaanabinduupanisatHK-21	anāhataṃ tu yacchabdaṃ tasya śabdasya yatparam |	anāhatam tu yat śabdam tasya śabdasya yat param 
SA_MB_dhyaanabinduupanisatHK-22	tatparaṃ vindate yastu sa yogī chinnasaṃśayaḥ || 3 ||	tat param vindate yaḥ tu sa yogī chinna saṃśayaḥ 
SA_MB_dhyaanabinduupanisatHK-23	vivaraṇam	vivaraṇam 
SA_MB_dhyaanabinduupanisatHK-24	dhyātvā yadbrahmamātraṃ te svāvaśeṣadhiyā yayuḥ |	dhyātvā yat brahma mātram te sva avaśeṣa dhiyā yayuḥ 
SA_MB_dhyaanabinduupanisatHK-25	yogatattvajñānaphalaṃ tat svamātraṃ vicintaye ||	yoga tattva jñāna phalam tat sva mātram vicintaye 
SA_MB_dhyaanabinduupanisatHK-26	iha khalu kṛṣṇayajurvedapravibhakteyaṃ dhyānabindūpaniṣat	iha khalu kṛṣṇayajurveda pravibhaktā iyam dhyānabindu upaniṣad 
SA_MB_dhyaanabinduupanisatHK-27	nirviśeṣabrahmamātraparyavasannāntaḥpraṇavārthaprakāśinī	                 
SA_MB_dhyaanabinduupanisatHK-28	tadupāyājapāhaṃsavidyātadupāyaṣaḍaṅgayogaprakāśinī ca satī	tad upāya ajapā haṃsa vidyā tad upāya ṣaḍaṅga yoga prakāśinī ca satī 
