segmentnr	original	analyzed
SA_GP12_mkp1-93u-0	śrīmanmaharṣivedavyāsapraṇītaṃ	śrīmat mahā ṛṣi vedavyāsa praṇītam 
SA_GP12_mkp1-93u-1	śrīmārkaṇḍeyapurāṇam	śrī mārkaṇḍeyapurāṇam 
SA_GP12_mkp1-93u-2	prathamo 'dhyāyaḥ	prathamaḥ dhyāyaḥ 
SA_GP12_mkp1-93u-3	ārambhamaṅgalam	ārambha maṅgalam 
SA_GP12_mkp1-93u-4	yadyogibhirbhavabhayārtivināśayogyam	yat yogibhiḥ bhava bhaya ārti vināśa yogyam 
SA_GP12_mkp1-93u-5	āsādya vanditamatīva vivaktacittaiḥ /	āsādya vanditam atīva vivakta cittaiḥ 
SA_GP12_mkp1-93u-6	tadvaḥ punātu haripādasarojayugmam	tat vaḥ punātu hari pāda saroja yugmam 
SA_GP12_mkp1-93u-7	avirbhavatkramavilaṅghitabhūrbhuvaḥ svaḥ // MarkP_Mang.1 //	avirbhavat krama vilaṅghita bhūḥ bhuvaḥ svar 
SA_GP12_mkp1-93u-8	pāyāt sa vaḥ sakalakalmaṣabhedadakṣaḥ	pāyāt sa vaḥ sakala kalmaṣa bheda dakṣaḥ 
SA_GP12_mkp1-93u-9	kṣīrodakukṣiphaṇibhoganiviṣṭamūrtiḥ /	kṣīroda kukṣi phaṇi bhoga niviṣṭa mūrtiḥ 
SA_GP12_mkp1-93u-10	śvāsāvadhūtasalilotkaṇikākarālaḥ	śvāsa avadhūta salila utkaṇikā karālaḥ 
SA_GP12_mkp1-93u-11	sindhuḥ pranṛtyamiva yasya karoti saṅgāt // MarkP_Mang.2 //	sindhuḥ pranṛtyam iva yasya karoti saṅgāt 
SA_GP12_mkp1-93u-12	nārāyaṇaṃ samaskṛtya naraṃ caiva narottamam /	nārāyaṇam samaskṛtya naram ca eva narottamam 
SA_GP12_mkp1-93u-13	devīṃ sarasvatīṃ vyāsaṃ tato jayamudīrayet // MarkP_Mang.3 //	devīm sarasvatīm vyāsam tatas jayam udīrayet 
SA_GP12_mkp1-93u-14	tapaḥ svādhyāyanirataṃ mārkaṇḍeyaṃ mahāmunim /	tapaḥ svādhyāya niratam mārkaṇḍeyam mahā munim 
SA_GP12_mkp1-93u-15	vyāsaśiṣyo mahātejā jaiminiḥ paryapṛcchata // MarkP_1.1 //	vyāsa śiṣyaḥ mahā tejāḥ jaiminiḥ paryapṛcchata 
SA_GP12_mkp1-93u-16	bhagavan bhāratākhyānaṃ vyāsenoktaṃ mahātmanā /	bhagavan bhārata ākhyānam vyāsena uktam mahātmanā 
SA_GP12_mkp1-93u-17	pūrṇamastamalaiḥ śubhrairnānāśāstrasamuccayaiḥ // MarkP_1.2 //	pūrṇa masta malaiḥ śubhraiḥ nānā śāstra samuccayaiḥ 
SA_GP12_mkp1-93u-18	jātiśuddhisamāyuktaṃ sādhuśabdopaśobhitam /	jāti śuddhi samāyuktam sādhu śabda upaśobhitam 
SA_GP12_mkp1-93u-19	pūrvapakṣoktisiddhāntapariniṣṭhāsamanvitam // MarkP_1.3 //	           
