segmentnr	original	analyzed
SA_K02_sspp2_1u-0	Śatasāhasrikā Prajñaparamitā	śata sāhasrikā prajñaparamitā 
SA_K02_sspp2_1u-1	oṃ namaḥ sarvabuddhabodhisattvebhyaḥ.	om namaḥ sarva buddha bodhisattvebhyaḥ 
SA_K02_sspp2_1u-2	pṛthivīdhātvasattayāyuṣmañ chāradvatīputra pūrvāntato bodhisattvo nopaiti,	pṛthivī dhātu asat tayā āyuṣmam chāradvatī putra pūrva antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-3	pṛthivīdhātuśūnyatayā pūrvāntato bodhisattvo nopaiti,	pṛthivī dhātu śūnyatayā pūrva antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-4	pṛthivīdhātuviviktatayā pūrvāntato bodhisattvo nopaiti,	pṛthivī dhātu vivikta tayā pūrva antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-5	pṛthivīdhātvasvabhāvatayā pūrvāntato bodhisattvo nopaiti,	pṛthivī dhātu asvabhāva tayā pūrva antataḥ bodhisattvaḥ nā upaiti 
SA_K02_sspp2_1u-6	pṛthivīdhātvasattayāparāntato bodhisattvo nopaiti,	pṛthivī dhātu asattayā apara antataḥ bodhisattvaḥ nā upaiti 
SA_K02_sspp2_1u-7	pṛthivīdhātuśūnyatayāparāntato bodhisattvo nopaiti,	pṛthivī dhātu śūnyatayā apara antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-8	pṛthivīdhātuviviktatayāparāntato bodhisattvo nopaiti,	pṛthivī dhātu vivikta tayā apara antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-9	pṛthivīdhātvasvabhāvatayāparāntato bodhisattvo nopaiti,	pṛthivī dhātu asvabhāva tayā apara antataḥ bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-10	pṛthivīdhātvasattayā madhyato bodhisattvo nopaiti,	pṛthivī dhātu asattayā madhyatas bodhisattvaḥ na upaiti 
SA_K02_sspp2_1u-11	pṛthivīdhātuśūnyatayā madhyato bodhisattvo nopaiti,	pṛthivī dhātu śūnya tayā madhyatas bodhisattvaḥ nā upaiti 
SA_K02_sspp2_1u-12	pṛthivīdhātuviviktatayā madhyato bodhisattvo nopaiti,	pṛthivī dhātu vivikta tayā madhyatas bodhisattvaḥ nā upaiti 
SA_K02_sspp2_1u-13	pṛthivīdhātvasvabhāvatayā madhyato bodhisattvo nopaiti. tat kasya hetoḥ?	pṛthivī dhātu asvabhāva tayā madhyatas bodhisattvaḥ nā upaiti tat kasya hetoḥ 
SA_K02_sspp2_1u-14	na hy āyuṣmañ chāradvatīputra pṛthivīdhātvasattāyāṃ pṛthivīdhātuśūnyatāyāṃ pṛthivīdhātuviviktatāyāṃ	na hi āyuṣmam śāradvatī putra pṛthivī dhātu asattāyām pṛthivī dhātu śūnyatāyām pṛthivī dhātu vivikta tāyām 
SA_K02_sspp2_1u-15	pṛthivīdhātvasvabhāvatāyāṃ pūrvānta upalabhyate nāparānta upalabhyate na madhyam	pṛthivī dhātu asvabhāva tāyām pūrva antaḥ upalabhyate na apara antaḥ upalabhyate na madhyam 
SA_K02_sspp2_1u-16	upalabhyate. na cānyā pṛthivīdhātvasattānyā pṛthivīdhātuśūnyatānyā pṛthivīdhātuviviktatānyā	upalabhyate na ca anyā pṛthivī dhātu asattā anyā pṛthivī dhātu śūnyatā anyā pṛthivī dhātu vivikta tā anyā 
SA_K02_sspp2_1u-17	pṛthivīdhātvasvabhāvatānyo bodhisattvo 'nyaḥ pūrvānto 'nyo 'parānto 'nyan madhyam	pṛthivī dhātu asvabhāva tā anyaḥ bodhisattvaḥ nyaḥ pūrva antaḥ para antaḥ madhyam 
SA_K02_sspp2_1u-18	iti hy āyuṣmañ chāradvatīputra yā ca pṛthivīdhātvasattā yā ca pṛthivīdhātuśūnyatā	iti hi āyuṣmam śāradvatī putra yā ca pṛthivī dhātu asattā yā ca pṛthivī dhātu śūnyatā 
SA_K02_sspp2_1u-19	yā ca pṛthivīdhātuviviktatā yā ca pṛthivīdhātvasvabhāvatā yaś ca bodhisattvo yaś	yā ca pṛthivī dhātu vivikta tā yā ca pṛthivī dhātu asvabhāva tā yaḥ ca bodhisattvaḥ yaḥ 
