segmentnr	original	analyzed
SA_GK19_kragh_pu-0	vāgarthāv iva saṃpṛktau vāgarthapratipattaye /	vāc arthau iva saṃpṛktau vāc artha pratipattaye 
SA_GK19_kragh_pu-1	jagataḥ pitarau vande pārvatīparameśvarau // Ragh_1.1 //	jagataḥ pitarau vande pārvatī parameśvarau 
SA_GK19_kragh_pu-2	kva sūryaprabhavo vaṃśaḥ kva cālpaviṣayā matiḥ /	kva sūrya prabhavaḥ vaṃśaḥ kva ca alpa viṣayā matiḥ 
SA_GK19_kragh_pu-3	titīrṣur dustaram mohād uḍupenāsmi sāgaram // Ragh_1.2 //	titīrṣuḥ dustaram mohāt uḍupena asmi sāgaram 
SA_GK19_kragh_pu-4	mandaḥ kaviyaśaḥ prārthī gamiṣyāmy upahāsyatām /	mandaḥ kavi yaśaḥ prārthī gamiṣyāmi upahāsya tām 
SA_GK19_kragh_pu-5	prāṃśulabhye phale lobhād udbāhur iva vāmanaḥ // Ragh_1.3 //	prāṃśu labhye phale lobhāt udbāhuḥ iva vāmanaḥ 
SA_GK19_kragh_pu-6	atha vā kṛtavāgdvāre vaṃśe 'smin pūrvasūribhiḥ /	atha vā kṛta vāgdvāre vaṃśe smin pūrva sūribhiḥ 
SA_GK19_kragh_pu-7	maṇau vajrasamutkīrṇe sūtrasyevāsti me gatiḥ // Ragh_1.4 //	maṇau vajra samutkīrṇe sūtrasya iva asti me gatiḥ 
SA_GK19_kragh_pu-8	so 'ham ājanamaśuddhānām āphalodayakarmaṇām /	saḥ ham ājanam aśuddhānām ā phala udaya karmaṇām 
SA_GK19_kragh_pu-9	āsamudrakṣitīśānām ānākarathavartmanām // Ragh_1.5 //	ā samudra kṣitīśānām ā nāka ratha vartmanām 
SA_GK19_kragh_pu-10	yathāvidhihutāgnīnāṃ yathākāmārcitārthinām /	yathāvidhi huta agnīnām yathākāma arcita arthinām 
SA_GK19_kragh_pu-11	yathāparādhadaṇḍānāṃ yathākālaprabhodhinām // Ragh_1.6 //	yathā aparādha daṇḍānām yathā kāla prabhodhinām 
SA_GK19_kragh_pu-12	tyāgāya saṃbhṛtārthānāṃ satyāya mitabhāṣiṇām /	tyāgāya saṃbhṛta arthānām satyāya mita bhāṣiṇām 
SA_GK19_kragh_pu-13	yaśase vijigīṣuṇāṃ prajāyai gṛhamendhinām // Ragh_1.7 //	yaśase vijigīṣuṇām prajāyai gṛham endhinām 
SA_GK19_kragh_pu-14	śaiśave 'bhyastavidyānāṃ yauvane viṣayaiṣiṇām /	śaiśave bhyasta vidyānām yauvane viṣaya eṣiṇām 
SA_GK19_kragh_pu-15	vārdhhake munivṛttīnāṃ yogenānte tanutyajām // Ragh_1.8 //	vārdhhake muni vṛttīnām yogena ante tanutyajām 
SA_GK19_kragh_pu-16	raghūṇām anvayaṃ vakṣye tanuvāgvibhavo 'pi san /	raghūṇām anvayam vakṣye san 
SA_GK19_kragh_pu-17	tadguṇaiḥ karṇam āgatya cāpalāya pracoditaḥ // Ragh_1.9 //	tad guṇaiḥ karṇam āgatya cāpalāya pracoditaḥ 
SA_GK19_kragh_pu-18	taṃ santaḥ śrotum arhanti sadasadvyaktihetavaḥ /	tam santaḥ śrotum arhanti sat asat vyakti hetavaḥ 
SA_GK19_kragh_pu-19	hemnaḥ saṃlakṣyate hy agnau viśuddhiḥ śyāmikāpi vā // Ragh_1.10 //	hemnaḥ saṃlakṣyate hi agnau viśuddhiḥ śyāmikā api vā 
SA_GK19_kragh_pu-20	vaivasato manur nāma mānanīyo manīṣiṇām /	vaivasataḥ manuḥ nāma mānanīyaḥ manīṣiṇām 
SA_GK19_kragh_pu-21	āsīn mahīkṣitām ādyaḥ praṇavaś chandasām iva // Ragh_1.11 //	āsīt mahīkṣitām ādyaḥ praṇavaḥ chandasām iva 
SA_GK19_kragh_pu-22	tadanvaye śuddhimati prasūtaḥ śuddhimattaraḥ /	tad anvaye śuddhimati prasūtaḥ śuddhimattaraḥ 
SA_GK19_kragh_pu-23	dilīpa iti rājendur induḥ kṣīranidhāv iva // Ragh_1.12 //	dilīpaḥ iti rājā induḥ induḥ kṣīranidhau iva 
SA_GK19_kragh_pu-24	vyūḍhorasko vṛṣaskandhaḥ śālaprāṃśur mahābhujaḥ /	vyūḍha uraskaḥ vṛṣa skandhaḥ śāla prāṃśuḥ mahā bhujaḥ 
SA_GK19_kragh_pu-25	ātmakarmakṣamaṃ dehaṃ kṣātro dharma ivāśritaḥ // Ragh_1.13 //	ātma karma kṣamam deham kṣātraḥ dharmaḥ iva āśritaḥ 
SA_GK19_kragh_pu-26	sarvātiritasāreṇa sarvatejo'bhibhāvinā /	sarva atirita sāreṇa sarva tejobhi bhāvinā 
SA_GK19_kragh_pu-27	sthitaḥ sarvonnatenorvīṃ krāntvā merur ivātmanā // Ragh_1.14 //	sthitaḥ sarva unnatena urvīm krāntvā meruḥ iva ātmanā 
SA_GK19_kragh_pu-28	ākārasadṛśaprajñaḥ prajñayā sadṛśāgamaḥ /	ākāra sadṛśa prajñaḥ prajñayā sadṛśa āgamaḥ 
SA_GK19_kragh_pu-29	āgamaiḥ sadṛśārambha[ḥ] ārambhasadṛśodayaḥ // Ragh_1.15 //	āgamaiḥ sadṛśa ārambhaḥ ārambha sadṛśa udayaḥ 
SA_GK19_kragh_pu-30	bhīmakāntair nṛpaguṇaiḥ sa bhabhūvopajīvinām /	bhīma kāntaiḥ nṛpa guṇaiḥ sa bhabhūva upajīvinām 
SA_GK19_kragh_pu-31	adhṛṣyaś cābhi gamyaś ca yādhoratnair ivārṇavaḥ // Ragh_1.16 //	adhṛṣyaḥ ca abhi gamyaḥ ca yā adhaḥ ratnaiḥ iva arṇavaḥ 
SA_GK19_kragh_pu-32	rekhāmātram api kṣuṇṇād ā manor vartmanaḥ param /	rekhā mātram api kṣuṇṇāt ā manoḥ vartmanaḥ param 
SA_GK19_kragh_pu-33	na vyatīyuḥ prajās tasya niyantur nemivṛttayaḥ // Ragh_1.17 //	na vyatīyuḥ prajāḥ tasya niyantuḥ nemi vṛttayaḥ 
SA_GK19_kragh_pu-34	prajānām eva bhūty arthaṃ sa tābyho balim agrahīt /	prajānām eva bhūti artham sa tābyhaḥ balim agrahīt 
SA_GK19_kragh_pu-35	sahasraguṇam utsraṣṭum ādatte hi rasaṃ raviḥ // Ragh_1.18 //	sahasraguṇam utsraṣṭum ādatte hi rasam raviḥ 
SA_GK19_kragh_pu-36	senā paricchadas tasya dvayam evārthasādhanam /	senā paricchadaḥ tasya dvayam eva artha sādhanam 
SA_GK19_kragh_pu-37	śāstreṣv akuṇṭhitā buddhir maurvī dhanuṣi cātatā // Ragh_1.19 //	śāstreṣu akuṇṭhitā buddhiḥ maurvī dhanuṣi cāta tā 
SA_GK19_kragh_pu-38	tasya saṃvṛtamantrasya gūdhākāreṅgitasya ca /	tasya saṃvṛta mantrasya gūdha ākāra iṅgitasya ca 
SA_GK19_kragh_pu-39	phalānumeyāḥ prārambhāḥ saṃskārāḥ prāktanā iva // Ragh_1.20 //	phala anumeyāḥ prārambhāḥ saṃskārāḥ prāktanāḥ iva 
SA_GK19_kragh_pu-40	jugopātmānam atrasto bheje dharmam anāturaḥ /	jugopa ātmānam atrastaḥ bheje dharmam anāturaḥ 
SA_GK19_kragh_pu-41	agṛdhnur ādade so 'rtham asaktaḥ sukham anvabhūt // Ragh_1.21 //	agṛdhnuḥ ādade saḥ ṛtham asaktaḥ sukham anvabhūt 
