segmentnr	original	analyzed
SA_MB_jnanasiddhyagamaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_jnanasiddhyagamaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : E0006	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_jnanasiddhyagamaHK-2	Uniform title: jñānasiddhyāgama	uniform title jñānasiddhi āgama 
SA_MB_jnanasiddhyagamaHK-3	Manuscript : IFP transcript T0178	manuscript ifp transcript 
SA_MB_jnanasiddhyagamaHK-4	Description: IFP transcript 178 copied from a MS belonging to the GOML, Madras. No. R 16810	description ifp transcript copied from a ms belonging to the goml madras 
SA_MB_jnanasiddhyagamaHK-5	Although it calls itself an Aagama this text reads more like a tract	although it calls itself an aagama this text reads more like a tract 
SA_MB_jnanasiddhyagamaHK-6	dealing a miscellenia of topics related to śaiva Yoga.	dealing a miscellenia of topics related to śaiva yoga 
SA_MB_jnanasiddhyagamaHK-7	See Muktabodha digital library, IFP/EFEO collection at www.muktabodha.org for full bibliographic details.	see muktabodha digital library ifpefeo collection at www muktabodha org for full bibliographic details 
SA_MB_jnanasiddhyagamaHK-8	Notes: Transcribed by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes transcribed by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_jnanasiddhyagamaHK-9	Revision 0: Feb. 16, 2013	revision feb 
SA_MB_jnanasiddhyagamaHK-10	Internet publisher : Muktabodha	internet publisher mukta bodha 
SA_MB_jnanasiddhyagamaHK-11	Publication year : 2013	publication year 
SA_MB_jnanasiddhyagamaHK-12	Publication country : United States	publication country united states 
SA_MB_jnanasiddhyagamaHK-13	|| jñānasiddhyāgamaḥ ||	      
SA_MB_jnanasiddhyagamaHK-14	jñānaṃ rāṣṭrādyathā jñeyaṃ grāmaṃ mālākalāṃśakam |	jñānam rāṣṭrāt yathā jñeyam grāmam mālā kalā aṃśakam 
