segmentnr	original	analyzed
SA_K10_ahovcs_u-0	Ahorātravratacaityasevānuśaṃsāvadāna	ahorātra vrata caitya sevā anuśaṃsa avadāna 
SA_K10_ahovcs_u-1	oṃ namo ratnatrayāya /	om namaḥ ratnatrayāya 
SA_K10_ahovcs_u-2	śrīmad ratnatrayaṃ natvā tridhātubhuvanādhipam /	śrīmat ratnatrayam natvā tri dhātu bhuvana adhipam 
SA_K10_ahovcs_u-3	ahorātravratakathāṃ vakṣye gurūpadeśataḥ // Avc_1 //	ahorātra vrata kathām vakṣye guru upadeśataḥ 
SA_K10_ahovcs_u-4	kukkuṭārāmam āsīnam upaguptaṃ yatīśvaram /	kukkuṭārāmam āsīnam upaguptam yati īśvaram 
SA_K10_ahovcs_u-5	kṛtāñjalipuṭo 'śokaḥ prārthayad evam ādarāt // Avc_2 //	kṛta añjali puṭaḥ śokaḥ prārthayat evam ādarāt 
SA_K10_ahovcs_u-6	{A different verse in BCDE as follows:	a different verse in bcde as follows 
SA_K10_ahovcs_u-7	athāśoko mahīpāla upaguptaṃ yatiṃ ca tam /	athā aśokaḥ mahīpālaḥ upaguptam yatim ca tam 
SA_K10_ahovcs_u-8	kṛtāñjalipuṭo natvā prārthayad evam ādarāt // Avc_2* //}	kṛta añjali puṭaḥ natvā prārthayat evam ādarāt 
SA_K10_ahovcs_u-9	bhadanta śrotum icchāmi caityavratavidhiṃ punaḥ /	bhadanta śrotum icchāmi caitya vrata vidhim punar 
SA_K10_ahovcs_u-10	ahorātravratasyāpi vidhiṃ puṇyāni sadguro // Avc_3 //	ahorātra vratasya api vidhim puṇyāni sat guro 
SA_K10_ahovcs_u-11	tad bhavān sadguruḥ śāstā lokapuṇyapravṛddhaye /	tat bhavān sat guruḥ śāstā loka puṇya pravṛddhaye 
SA_K10_ahovcs_u-12	ahorātravratasyātra vidhim ādeṣṭum arhati // Avc_4 //	ahorātra vratasya atra vidhim ādeṣṭum arhati 
SA_K10_ahovcs_u-13	iti tena narendreṇa prārthitaṃ sa sudhīr yatiḥ /	iti tena narendreṇa prārthitam sa sudhīḥ yatiḥ 
SA_K10_ahovcs_u-14	śrutvā taṃ nṛpam ālokya punar evam upādiśat // Avc_5 //	śrutvā tam nṛpam ālokya punar evam upādiśat 
SA_K10_ahovcs_u-15	śṛṇu sādhu mahārāja yathā me guruṇoditam /	śṛṇu sādhu mahā rāja yathā me guruṇā uditam 
SA_K10_ahovcs_u-16	tathāhaṃ te pravakṣyāmi śrutvā caivaṃ samācara // Avc_6 //	tathā aham te pravakṣyāmi śrutvā ca evam samācara 
SA_K10_ahovcs_u-17	purā sa bhagavāñ chāstā śākyasiṃho jagadguruḥ /	purā sa bhagavān śāstā śākyasiṃhaḥ jagadguruḥ 
SA_K10_ahovcs_u-18	śrāvakair bhikṣubhiḥ sārdhaṃ cailakaiś cāpy upāsakaiḥ // Avc_7 //	śrāvakaiḥ bhikṣubhiḥ sārdham cailakaiḥ ca api upāsakaiḥ 
SA_K10_ahovcs_u-19	bhikṣuṇībhiḥ suśīlābhir bodhisattvagaṇair api /	bhikṣuṇībhiḥ su śīlābhiḥ bodhisattva gaṇaiḥ api 
SA_K10_ahovcs_u-20	vihāre jetakāraṇye vyaharat saugatāśrame // Avc_8 //	vihāre jetaka araṇye vyaharat saugata āśrame 
SA_K10_ahovcs_u-21	tadā sa bhagavān buddho lokānāṃ puṇyavṛddhaye /	tadā sa bhagavān buddhaḥ lokānām puṇya vṛddhaye 
SA_K10_ahovcs_u-22	sabhāmadhye samāsīno dharmam ādeṣṭum ārabhat // Avc_9 //	sabhā madhye samāsīnaḥ dharmam ādeṣṭum ārabhat 
SA_K10_ahovcs_u-23	tadā sarve 'marendrādilokapālā maharddhikāḥ /	tadā sarve mara indra ādi lokapālāḥ maharddhikāḥ 
SA_K10_ahovcs_u-24	tat saddharmāmṛtaṃ pātuṃ śraddhayā samupāgatāḥ // Avc_10 //	tat saddharma amṛtam pātum śraddhayā samupāgatāḥ 
SA_K10_ahovcs_u-25	brahmādibrāhmaṇāś cāpi maharṣayas tapasvinaḥ /	brahma ādi brāhmaṇāḥ ca api mahā ṛṣayaḥ tapasvinaḥ 
SA_K10_ahovcs_u-26	catvāraś ca mahārājāḥ sasainyaparicārakāḥ // Avc_11 //	catvāraḥ ca mahā rājāḥ sa sainya paricārakāḥ 
SA_K10_ahovcs_u-27	daityendrā nāgarājāś ca yakṣagandharvakinnarāḥ /	daitya indrāḥ nāga rājāḥ ca yakṣa gandharva kinnarāḥ 
