segmentnr	original	analyzed
SA_GSD36_sa_vijJAnezvara-mitAkSarA-0	śrīgaṇeśāya namaḥ	śrī gaṇeśāya namaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-1	dharmādharmau tadvipākas trayo 'pi kleśāḥ pañca prāṇinām āyatante /	dharma adharmau tad vipākaḥ trayaḥ pi kleśāḥ pañca prāṇinām āyatante 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-2	yasminn etair no parāmṛṣta īśo yas taṃ vande viṣṇum oṃkāravācyam //	yasmin etaiḥ na u parāmṛṣtaḥ īśaḥ yaḥ tam vande viṣṇum oṃkāra vācyam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-3	yājñavalkyamunibhāṣitaṃ muhur viśvarūpavikaṭoktivistṛtam /	yājñavalkya muni bhāṣitam muhur viśvarūpa vikaṭa ukti vistṛtam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-4	dharmaśāstram ṛjubhir mitākṣarair bālabodhavidhaye vivicyate //	dharma śāstram ṛjubhiḥ mita akṣaraiḥ bāla bodha vidhaye vivicyate 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-5	yājñavalkyaśiṣyaḥ kaś cit praśnottararūpaṃ yājñavalkyamunipraṇītaṃ dharmaśāstraṃ saṃkṣipya kathayām āsa yathā manupraṇītaṃ bhṛguḥ /	yājñavalkya śiṣyaḥ kaḥ cit praśna uttara rūpam yājñavalkya muni praṇītam dharma śāstram saṃkṣipya kathayām āsa yathā manu praṇītam bhṛguḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-6	tasya cāyam ādyaḥ ślokaḥ /	tasya ca ayam ādyaḥ ślokaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-7	yogīśvaraṃ yājñavalkyaṃ saṃpūjya munayo 'bruvan /	yogi īśvaram yājñavalkyam saṃpūjya munayaḥ bruvan 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-8	varṇāśrametarāṇāṃ no brūhi dharmān aśeṣataḥ // YDh_1.1	varṇa āśrama itarāṇām naḥ brūhi dharmān aśeṣatas 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-9	yogināṃ sanakādinām īśvaraḥ śreṣṭhas taṃ yājñavalkyaṃ saṃpūjya manovākkāyakarmabhiḥ pūjayitvā munayaḥ sāmaśravaḥprabhṛtayaḥ śravaṇadhāraṇayogyā  #	yoginām sanaka ādinām īśvaraḥ śreṣṭhaḥ tam yājñavalkyam saṃpūjya manaḥ vāc kāya karmabhiḥ pūjayitvā munayaḥ sāma śravaḥ prabhṛtayaḥ śravaṇa dhāraṇa yogyā 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-10	abruvan uktavantaḥ dharmān no 'smabhyaṃ brūhīti /	abruvan uktavantaḥ dharmān naḥ smabhyam brūhi iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-11	katham /	katham 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-12	aśeṣataḥ kārtsnyena /	aśeṣatas kārtsnyena 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-13	keṣām /	keṣām 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-14	varṇāśrametarāṇām /	varṇa āśrama itarāṇām 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-15	varṇā brāhmaṇādayaḥ,	varṇāḥ brāhmaṇa ādayaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-16	āśramā brahmacāriprabhṛtayaḥ,	āśramāḥ brahmacāri prabhṛtayaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-17	itare 'nulomapratilomajātā mūrdhāvasiktādayaḥ	itare nuloma pratiloma jātāḥ mūrdhāvasikta ādayaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-18	/ itaraśabdasya dvandve ca iti (Pāṇ 1.1.31)	itara śabdasya dvandve ca iti pāṇ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-19	sarvanāmasaṃjñāpratiṣedhaḥ /	sarvanāma saṃjñā pratiṣedhaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-20	atra ca dharmaśabdaḥ ṣaḍvidhasmārtadharmaviṣayaḥ / tad	atra ca dharma śabdaḥ ṣaḍvidha smārta dharma viṣayaḥ tat 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-21	yathā varṇadharma āśramadharmo varṇāśramadharmo guṇadharmo nimittadharmaḥ sādhāraṇadharmaś	yathā varṇa dharmaḥ āśrama dharmaḥ varṇa āśrama dharmaḥ guṇa dharmaḥ nimitta dharmaḥ sādhāraṇa dharmaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-22	ceti / tatra varṇadharmo brāhmaṇo nityaṃ madyaṃ varjayed ityādiḥ /	ca iti tatra varṇa dharmaḥ brāhmaṇaḥ nityam madyam varjayet ityādiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-23	āśramadharmo 'gnīndhanabhaikṣacaryādiḥ /	āśrama dharmaḥ gni indhana bhaikṣa caryā ādiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-24	varṇāśramadharmaḥ pālāśo daṇḍo brāhmaṇasya ity evamādiḥ /	varṇa āśrama dharmaḥ pālāśaḥ daṇḍaḥ brāhmaṇasya iti evamādiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-25	guṇadharmaḥ śāstrīyābhiṣekādiguṇayuktasya rājñaḥ prajāparipālanādiḥ	guṇa dharmaḥ śāstrīya abhiṣeka ādi guṇa yuktasya rājñaḥ prajā paripālana ādiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-26	/ nimittadharmo vihitākaraṇapratiṣiddhasevananimittaṃ prāyaścittam /	nimitta dharmaḥ vihita akaraṇa pratiṣiddha sevana nimittam prāyaścittam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-27	sādhāraṇadharmo	sādhāraṇa dharmaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-28	'hiṃsādiḥ / na hiṃsyāt sarvā bhūtāni ity ācaṇḍālaṃ sādhāraṇo dharmaḥ /	hiṃsā ādiḥ na hiṃsyāt sarvā bhūtāni iti ācaṇḍālam sādhāraṇaḥ dharmaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-29	śaucācārāṃś ca śikṣayet (YDh 1.15)	śauca ācārān ca śikṣayet 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-30	ity ācāryakaraṇavidhiprayuktatvād dharmaśāstrādhyayanasya prayojanādikathanaṃ nātīvopayujyate	iti ācārya karaṇa vidhi prayukta tvāt dharma śāstra adhyayanasya prayojana ādi kathanam na atīva upayujyate 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-31	/ tatra cāyaṃ kramaḥ /	tatra ca ayam kramaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-32	prāg upanayanāt kāmacārakāmavādakāmabhakṣāḥ /	prāk upanayanāt kāmacāra kāma vāda kāma bhakṣāḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-33	ūrdhvam upanayanāt	ūrdhvam upanayanāt 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-34	prāg vedādhyayanopakramād dharmaśāstrādhyayanaṃ,	prāk veda adhyayana upakramāt dharma śāstra adhyayanam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-35	tato dharmaśāstravihitayamaniyamopetasya	tatas dharma śāstra vihita yama niyama upetasya 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-36	vedādhyayanaṃ,	veda adhyayanam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-37	tatas tadarthajijñāsā,	tatas tad artha jijñāsā 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-38	tatas tadarthānuṣṭhānam iti /	tatas tad artha anuṣṭhānam iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-39	tatra yady api	tatra yadi api 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-40	dharmārthakāmamokṣāḥ śāstreṇānena pratipādyante tathāpi dharmasya prādhānyād dharmagrahaṇam	dharma artha kāma mokṣāḥ śāstreṇa anena pratipādyante tathā api dharmasya prādhānyāt dharma grahaṇam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-41	/ prādhānyaṃ ca dharmamūlatvād itareṣām /	prādhānyam ca dharma mūla tvāt itareṣām 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-42	na ca vaktavyaṃ dharmamūlo 'rtho 'rthamūlo	na ca vaktavyam dharma mūlaḥ rthaḥ rtha mūlaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-43	dharma ity aviśeṣa iti /	dharmaḥ iti aviśeṣaḥ iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-44	yato 'rtham antareṇāpi japatapastīrthayātrādinā dharmaniṣpattir	yatas ṛtham antareṇa api japa tapaḥ tīrtha yātrā ādinā dharma niṣpattiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-45	arthaleśo 'pi na dharmam antareṇeti /	artha leśaḥ na dharmam antareṇa iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-46	evaṃ kāmamokṣāv āpīti // 1.1 //	evam kāma mokṣau āpi iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-47	evaṃ pṛṣṭaḥ kim uvācety āha /	evam pṛṣṭaḥ kim uvāca iti āha 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-48	mithilāsthaḥ sa yogīndraḥ kṣaṇaṃ dhyātvābravīn munīn /	mithilā sthaḥ sa yogi indraḥ kṣaṇam dhyātvā abravīt munīn 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-49	yasmin deśe mṛgaḥ kṛṣṇas tasmin dharmān nibodhata // YDh_1.2	yasmin deśe mṛgaḥ kṛṣṇaḥ tasmin dharmān nibodhata 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-50	mithilānāma nagarī tatrāvasthitaḥ sa yājñavalkyo yogīśvaraḥ kṣaṇaṃ dhyātvā kiṃcit kālaṃ manaḥ samādhāya ete śravaṇādhikāriṇo vinayena pṛcchantīti  #	mithilā nāma nagarī tatra avasthitaḥ sa yājñavalkyaḥ yogi īśvaraḥ kṣaṇam dhyātvā kiṃcid kālam manaḥ samādhāya ete śravaṇa adhikāriṇaḥ vinayena pṛcchanti iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-51	yuktam etebhyo vaktum ity uktavān munīn /	yuktam etebhyaḥ vaktum iti uktavān munīn 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-52	kim /	kim 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-53	yasmin deśe mṛgaḥ kṛṣṇas tasmin dharmān nibodhata iti /	yasmin deśe mṛgaḥ kṛṣṇaḥ tasmin dharmān nibodhata iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-54	kṛṣṇasāro mṛgo yasmin deśe svacchandaṃ viharati tasmin deśe vakṣyamāṇalakṣaṇā	kṛṣṇasāraḥ mṛgaḥ yasmin deśe svacchandam viharati tasmin deśe vakṣyamāṇa lakṣaṇā 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-55	dharmā anuṣṭheyā nānyatrety abhiprāyaḥ // 1.2 //	dharmāḥ anuṣṭheyāḥ na anyatra iti abhiprāyaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-56	śaucācārāṃś ca śikṣayet (YDh 1.15)	śauca ācārān ca śikṣayet 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-57	ity ācāryasya dharmaśāstrādhyāpanavidhiḥ /	iti ācāryasya dharma śāstra adhyāpana vidhiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-58	śiṣyeṇa tadadhyayanaṃ kartavyam iti kuto	śiṣyeṇa tad adhyayanam kartavyam iti kutas 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-59	'vagamyata ity ata āha /	vagamyate iti atas āha 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-60	purāṇanyāyamīmāṃsādharmaśāstrāṅgamiśritāḥ /	purāṇa nyāya mīmāṃsā dharma śāstra aṅga miśritāḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-61	vedāḥ sthānāni vidyānāṃ dharmasya ca caturdaśa // YDh_1.3	vedāḥ sthānāni vidyānām dharmasya ca caturdaśa 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-62	purāṇaṃ brāhmādi /	purāṇam brāhma ādi 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-63	nyāyas tarkavidyā /	nyāyaḥ tarkavidyā 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-64	mīmāṃsā vedavākyavicāraḥ /	         
SA_GSD36_sa_vijJAnezvara-mitAkSarA-65	dharmaśāstraṃ mānavādi /	dharma śāstram mānava ādi 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-66	aṅgāni vyākaraṇādīni ṣaṭ /	aṅgāni vyākaraṇa ādīni ṣaḍ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-67	etair upetāś catvāro vedāḥ /	etaiḥ upetāḥ catvāraḥ vedāḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-68	vidyāḥ puruṣārthasādhanāni /	vidyāḥ puruṣa artha sādhanāni 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-69	tāsāṃ sthānāni ca caturdaśa /	tāsām sthānāni ca caturdaśa 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-70	dharmasya ca caturdaśa sthānāni hetavaḥ /	dharmasya ca caturdaśa sthānāni hetavaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-71	etāni ca traivarṇikair adhyetavyāni,	etāni ca traivarṇikaiḥ adhyetavyāni 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-72	tadantarbhūtatvād dharmaśāstram	tad antarbhūta tvāt dharmaśāstram 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-73	apy adhyetavyam /	api adhyetavyam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-74	tatraitāni brāhmaṇena vidyāprāptaye dharmānuṣṭhānāya cādhigantavyāni	tatra etāni brāhmaṇena vidyā prāptaye dharma anuṣṭhānāya ca adhigantavyāni 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-75	/ kṣatriyavaiśyābhyāṃ dharmānuṣṭhānāya /	kṣatriya vaiśyābhyām dharma anuṣṭhānāya 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-76	tathā ca śaṅkhena vidyāsthānāny upakramyoktam:	tathā ca śaṅkhena vidyā sthānāni upakramya uktam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-77	etāni brāhmaṇo 'dhikurute sa ca vṛttiṃ darśayatītareṣām iti /	etāni brāhmaṇaḥ adhikurute sa ca vṛttim darśayati itareṣām iti 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-78	manur api dvijātīnāṃ dharmaśāstrādhyāyane 'dhikāraḥ brāhmaṇasya pravacane nānyasyeti darśayati /	manuḥ api dvijātīnām dharma śāstra adhyāyane dhikāraḥ brāhmaṇasya pravacane na anyasya iti darśayati 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-79	niṣekādiśmaśānānto mantrair yasyodito vidhiḥ /	niṣeka ādi śmaśāna antaḥ mantraiḥ yasya uditaḥ vidhiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-80	tasya śāstre 'dhikāro 'smin jñeyo nānyasya karhi cit //	tasya śāstre dhikāraḥ smin jñeyaḥ na anyasya karhi cit 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-81	viduṣā brāhmaṇenedam adhyetavyaṃ prayatnataḥ /	viduṣā brāhmaṇena idam adhyetavyam prayatnataḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-82	śiṣyebhyaś ca pravaktavyaṃ samyaṅ nānyena kena cit //	śiṣyebhyaḥ ca pravaktavyam samyak na anyena kena cid 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-83	iti / (MDh 2.16, 1.103) //1.3 //	ro-0 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-84	astu dharmaśāśtram adhyetavyaṃ,	astu dharma śāśtram adhyetavyam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-85	yājñavalkyapraṇītasyāsya śāstrasya kim āyātam ity ata āha /	yājñavalkya praṇītasya asya śāstrasya kim āyātam iti atas āha 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-86	manvatriviṣṇuhārītayājñavalkyośano 'ṅgirāḥ /	manu atri viṣṇu hārīta yājñavalkya uśanaḥ ṅgirāḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-87	yamāpastambasaṃvartāḥ kātyāyanabṛhaspatī // YDh_1.4	yama āpastamba saṃvartāḥ kātyāyana bṛhaspatī 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-88	parāśaravyāsaśaṅkhalikhitā dakṣagautamau /	parāśara vyāsa śaṅkha likhitāḥ dakṣa gautamau 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-89	śātātapo vasiṣṭhaś ca dharmaśāstraprayojakāḥ // YDh_1.5	śātātapaḥ vasiṣṭhaḥ ca dharmaśāstra prayojakāḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-90	uśanaḥśabdaparyanto dvandvaikavadbhāvaḥ /	uśanaḥ śabda paryantaḥ dvandva ekavadbhāvaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-91	yājñavalkyapraṇītam idaṃ dharmaśāstram adhyetavyam ity abhiprāyaḥ /	yājñavalkya praṇītam idam dharma śāstram adhyetavyam iti abhiprāyaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-92	neyaṃ parisaṃkhyā kiṃ tu	na iyam parisaṃkhyā kim tu 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-93	pradarśanārtham etat /	pradarśana artham etat 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-94	ato baudhāyanāder api dharmaśāstratvam aviruddham /	atas baudhāyana ādeḥ api dharma śāstra tvam aviruddham 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-95	eteṣāṃ pratyekaṃ prāmāṇye 'pi sākāṅkṣāṇām ākāṅkṣāparipūraṇam	eteṣām pratyekam prāmāṇye sa ākāṅkṣāṇām ākāṅkṣā paripūraṇam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-96	anyataḥ kriyate /	anyatas kriyate 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-97	virodhe vikalpaḥ // 1.4-1.5 //	virodhe vikalpaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-98	idānīṃ dharmasya kārakahetūn āha /	idānīm dharmasya kāraka hetūn āha 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-99	deśe kāla upāyena dravyaṃ śraddhāsamanvitam /	deśe kāle upāyena dravyam śraddhā samanvitam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-100	pātre pradīyate yat tat sakalaṃ dharmalakṣaṇam // YDh_1.6	pātre pradīyate yat tat sakalam dharma lakṣaṇam 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-101	deśo yasmin deśe mṛgaḥ kṛṣṇaḥ (YDh 1.2)	deśaḥ yasmin deśe mṛgaḥ kṛṣṇaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-102	ity uktalakṣaṇaḥ /	iti ukta lakṣaṇaḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-103	kālaḥ saṃkrāntyādiḥ /	kālaḥ saṃkrānti ādiḥ 
SA_GSD36_sa_vijJAnezvara-mitAkSarA-104	upāyaḥ śāstroktetikartavyatākalāpaḥ /	           
