segmentnr	original	analyzed
SA_GR14_laghbh_u-0	Laghubhāgavatāmṛta	        
SA_GR14_laghbh_u-1	pūrva-khaṇḍam śrī-kṛṣṇāmṛtam prathama-paricchedaḥ	                 
SA_GR14_laghbh_u-2	svayaṃrūpa-vilāsa-svāṃśāveśa-prakāśa-lakṣaṇa-bhagavat-tattva-nirūpaṇam /	                                        
SA_GR14_laghbh_u-3	oṃ namaḥ śrī-kṛṣṇāya --	om namaḥ śrī kṛṣṇāya 
SA_GR14_laghbh_u-4	namas tasmai bhagavate kṛṣṇāyākuṇṭha-medhase /	namaḥ tasmai bhagavate kṛṣṇāya akuṇṭha medhase 
SA_GR14_laghbh_u-5	yo dhatte sarva-bhūtānām abhavāyośatīḥ kalāḥ // Lbh_1,1.1 //	yaḥ dhatte sarva bhūtānām abhavāya uśatīḥ kalāḥ 
SA_GR14_laghbh_u-6	(BhP 10.87.46)	bhp 
SA_GR14_laghbh_u-7	kṛṣṇa-varṇaṃ tviṣākṛṣṇaṃ sāṅgopāṅgāstra-pārṣadam /	kṛṣṇa varṇam tviṣā kṛṣṇam sa aṅga upāṅga astra pārṣadam 
SA_GR14_laghbh_u-8	yajñaiḥ saṅkīrtana-prāyair yajanti hi su-medhasaḥ // Lbh_1,1.2 //	yajñaiḥ saṅkīrtana prāyaiḥ yajanti hi sumedhasaḥ 
SA_GR14_laghbh_u-9	(BhP 11.5.32)	bhp 
SA_GR14_laghbh_u-10	mukhāravinda-nisyanda-maranda-bhara-tundilā /	mukha aravinda nisyanda maranda bhara tundilā 
SA_GR14_laghbh_u-11	mamānandaṃ mukundasya sandugdhāṃ veṇu-kākalī // Lbh_1,1.3 //	mama ānandam mukundasya sandugdhām veṇukā kalī 
SA_GR14_laghbh_u-12	śrī-caitanya-mukhodgīrṇā hare-kṛṣṇeti varṇakāḥ /	                      
SA_GR14_laghbh_u-13	majjayanto jagat premṇi vijayantāṃ tad-āhvayāḥ // Lbh_1,1.4 //	majjayantaḥ jagat premṇi vijayantām tad āhvayāḥ 
SA_GR14_laghbh_u-14	śrīmat-prabhupādāmbhojaiḥ śrīmad-bhāgavatāmṛtam /	                 
SA_GR14_laghbh_u-15	yad-vyatāni tad evedaṃ saṅkṣepeṇa niṣevyate // Lbh_1,1.5 //	tat eva idam saṅkṣepeṇa niṣevyate 
SA_GR14_laghbh_u-16	idaṃ śrī-kṛṣṇa-tad-bhakta-sambandhād amṛtaṃ dvidhā /	               
SA_GR14_laghbh_u-17	ādau kṛṣṇāmṛtaṃ tatra suhṛdbhyaḥ pariveṣyate // Lbh_1,1.6 //	ādau kṛṣṇa amṛtam tatra suhṛdbhyaḥ pariveṣyate 
SA_GR14_laghbh_u-18	nirbandhaṃ yukti-vistāre mayātra parimuñcatā /	nirbandham yukti vistāre mayā atra parimuñcatā 
SA_GR14_laghbh_u-19	pradhānatvāt parmāṇeṣu śabda eva pramāṇyate // Lbh_1,1.7 //	pradhāna tvāt parmāṇeṣu śabdaḥ eva pramāṇyate 
SA_GR14_laghbh_u-20	yatas taiḥ śāstra-yonitvāt iti nyāya-pradarśanāt /	yatas taiḥ śāstra yoni tvāt iti nyāya pradarśanāt 
SA_GR14_laghbh_u-21	śabdasyaiva pramāṇatvaṃ svīkṛtaṃ paramarṣibhiḥ // Lbh_1,1.8 //	śabdasya eva pramāṇa tvam svīkṛtam parama ṛṣibhiḥ 
SA_GR14_laghbh_u-22	kiṃ ca tarkāpratiṣṭhānāt iti nyāya-vidhānataḥ /	kim ca tarka apratiṣṭhānāt iti nyāya vidhānataḥ 
SA_GR14_laghbh_u-23	amībhir eva suvyaktaṃ tarkasyānādaraḥ kṛtaḥ // Lbh_1,1.9 //	amībhiḥ eva su vyaktam tarkasya anādaraḥ kṛtaḥ 
SA_GR14_laghbh_u-24	athopāsyeṣu mukhyatvaṃ vaktum utkarṣa-bhūmataḥ /	atha upāsyeṣu mukhya tvam vaktum utkarṣa bhūmataḥ 
SA_GR14_laghbh_u-25	kṛṣṇasya tat-svarūpāṇi nirūpyante kramād iha // Lbh_1,1.10 //	            
SA_GR14_laghbh_u-26	svayaṃ rūpas tad-ekātma-rūpa āveśa-nāmakaḥ /	svayam rūpaḥ tad eka ātma rūpaḥ āveśa nāmakaḥ 
SA_GR14_laghbh_u-27	ity asau trividhaṃ bhāti prapañcātīta-dhāmasu // Lbh_1,1.11 //	iti asau trividham bhāti prapañca atīta dhāmasu 
SA_GR14_laghbh_u-28	tatra svayaṃrūpaḥ --	tatra svayaṃrūpaḥ 
