segmentnr	original	analyzed
SA_GV00_sa_paippalAdasaMhitA-0	Kāṇḍa 1	kāṇḍa 
SA_GV00_sa_paippalAdasaMhitA-1	śaṃ no devīr abhiṣṭaya	śam naḥ devīḥ abhiṣṭaya 
SA_GV00_sa_paippalAdasaMhitA-2	āpo bhavantu pītaye /	āpaḥ bhavantu pītaye 
SA_GV00_sa_paippalAdasaMhitA-3	śaṃ yor abhi sravantu naḥ // PS_1,1.1	śam yos abhi sravantu naḥ 
SA_GV00_sa_paippalAdasaMhitA-4	āpaḥ pṛṇīta bheṣajaṃ	āpaḥ pṛṇīta bheṣajam 
SA_GV00_sa_paippalAdasaMhitA-5	varūthaṃ tanve mama /	varūtham tanve mama 
SA_GV00_sa_paippalAdasaMhitA-6	jyok ca sūryaṃ dṛśe // PS_1,1.2	jyok ca sūryam dṛśe 
SA_GV00_sa_paippalAdasaMhitA-7	apsu me somo abravīd	apsu me somaḥ abravīt 
SA_GV00_sa_paippalAdasaMhitA-8	antar viśvāni bheṣajā /	antar viśvāni bheṣajā 
SA_GV00_sa_paippalAdasaMhitA-9	agniṃ ca viśvaśaṃbhuvam // PS_1,1.3	agnim ca viśva śaṃbhuvam 
SA_GV00_sa_paippalAdasaMhitA-10	īśānā vāryāṇāṃ	īśānā vāryāṇām 
SA_GV00_sa_paippalAdasaMhitA-11	kṣayantīś carṣaṇīnām /	kṣayantīḥ carṣaṇīnām 
SA_GV00_sa_paippalAdasaMhitA-12	apo yācāmi bheṣajam // PS_1,1.4 (1)	apaḥ yācāmi bheṣajam 
SA_GV00_sa_paippalAdasaMhitA-13	ambayo yanty adhvabhir	ambayaḥ yanti adhvabhiḥ 
SA_GV00_sa_paippalAdasaMhitA-14	jāmayo adhvarīyatām /	jāmayaḥ adhvarīyatām 
SA_GV00_sa_paippalAdasaMhitA-15	pṛñcatīr madhunā payaḥ // PS_1,2.1	pṛñcatīḥ madhunā payaḥ 
SA_GV00_sa_paippalAdasaMhitA-16	amūr yā upa sūrye	amūḥ yāḥ upa sūrye 
SA_GV00_sa_paippalAdasaMhitA-17	yābhir vā sūryaḥ saha /	yābhiḥ vā sūryaḥ saha 
