segmentnr	original	analyzed
MBtimirodghataHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBtimirodghataHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00258	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBtimirodghataHK-2	Uniform title: timirodhghāṭatantra	uniform title timirodhghāṭatantra 
MBtimirodghataHK-3	Manuscript : NGMPP access no. 5/690 reel no: A 1380/9	no reel no a 
MBtimirodghataHK-4	Description: Copied from NGMPP manuscript access no. 5/690 reel no: A 1380/9	description copied from ngmpp manuscript access no 
MBtimirodghataHK-5	Notes: Data entered by the staff of Muktabodha under the direction of Mark S.G. Dyczkowski.	notes data entered by the staff of muktabodha under the direction of mark sg dyczkowski 
MBtimirodghataHK-6	Revision 0: April 6, 2012	revision april 
MBtimirodghataHK-7	Publication country : India	publication country india 
MBtimirodghataHK-8	ta keśavārjunā ||	ta keśava arjunā 
MBtimirodghataHK-9	saṃjaya uvāca ||	saṃjayaḥ uvāca 
MBtimirodghataHK-10	ubhāyārathamā * * * * *?sāntamo? |	sāntamaḥ 
MBtimirodghataHK-11	tasmiṃ pitṛgaṇaṃ pūjyaniviṣṭau sulakṣaṇau ||	tasmin pitṛ gaṇam pūjya niviṣṭau su lakṣaṇau 
MBtimirodghataHK-12	ekānte ca * * * * * ?lyate ca parasparam |	ekānte ca     ca parasparam 
MBtimirodghataHK-13	kṛtāṅjalipuṭi * *? arjunāvākyamavravīt ||	kṛta aṅjali puṭi arjunā vākyam avravīt 
MBtimirodghataHK-14	arjuna uvāca ||	arjunaḥ uvāca 
MBtimirodghataHK-15	sainyayorubhayorūḍhā udyato yuddhapāṇayaḥ |	sainyayoḥ ubhayoḥ ūḍhāḥ udyataḥ yuddha pāṇayaḥ 
MBtimirodghataHK-16	śaṅkhatūryaiśca bheriśca siṃhanāda ha?teradhau ||	śaṅkha tūryaiḥ ca bheriḥ ca siṃhanāda 
MBtimirodghataHK-17	gītayā kathitampūrvaṃ vyākulestasya me name |	gītayā kathitam pūrvam vyākuleḥ tasya me name 
MBtimirodghataHK-18	nāvadhāritayā kṛṣṇa tajjñeyaṃ mamaraṃ padam ||	na avadhāritayā kṛṣṇa tat jñeyam mamaram padam 
MBtimirodghataHK-19	pūrvayuddhe svayameva punaḥ punare? bhāṣase |	pūrva yuddhe svayam eva punar bhāṣase 
MBtimirodghataHK-20	cchindabhindavadhasveti rājyakuryāda ka *?ka ||	cchinda bhinda vadhasva iti rājī akuryāt ka ka 
MBtimirodghataHK-21	pradhānaśatrū vākyeti vadhayastu marindamaḥ |	pradhāna śatrū vadhayaḥ tu marindamaḥ 
MBtimirodghataHK-22	jñāna tena punarvaktya sarvaśatru vadhe kṛte ||	jñāna tena punarvaktya sarvaśatru vadhe kṛte 
MBtimirodghataHK-23	bhagavānuvāca |	bhagavān uvāca 
MBtimirodghataHK-24	yathā na lipyate pārtha punaḥ pāpaiḥ kathañcana |	yathā na lipyate pārtha punar pāpaiḥ kathañcana 
MBtimirodghataHK-25	yogayuktaṃ sa vijñānampaścāccetkathayāmyaham ||	yoga yuktam sa vijñānam paścāt ced kathayāmi aham 
MBtimirodghataHK-26	p. 2)	p 
MBtimirodghataHK-27	arjuna uvāca ||	arjunaḥ uvāca 
MBtimirodghataHK-28	havvā sahodarā bhrātṛjñātīnāñca kulakṣayam |	sahodarāḥ bhrātṛ jñātīnām ca kula kṣayam 
MBtimirodghataHK-29	bhītāsmiṃ narakasyehaṃ jñeyaṃ kathayasva me ||	bhītā asmin narakasya iham jñeyam kathayasva me 
MBtimirodghataHK-30	kathaṃ jñāna kathaṃ jñeyaṃ paramātmā kathambhava |	katham jñāna katham jñeyam paramātmā kathambhava 
MBtimirodghataHK-31	ātmānamvai kathañcehamantarātmā kathambhavet ||	ātmānam vai katham ca iha antarātmā katham bhavet 
MBtimirodghataHK-32	sarvametat samākhyāhi yathā jñāsyanti tatvataḥ |	sarvam etat samākhyāhi yathā jñāsyanti tatvataḥ 
MBtimirodghataHK-33	ye nāhaṃ yogayuktātmā duṣkṛtaṃ tarayāmyaham ||	ye na aham yoga yukta ātmā duṣkṛtam tarayāmi aham 
MBtimirodghataHK-34	saṃsārasāgarai ghore putradārauharākule |	saṃsāra sāgaraiḥ ghore putra dārau hara ākule 
MBtimirodghataHK-35	jñāti vāndhavamīnārmerartha grāhabhayāvahe ||?	jñāti grāha bhaya āvahe 
MBtimirodghataHK-36	agādhe me plabdha? durge mahāpātaistu dustara |	agādhe me durge mahāpātaiḥ tu dustara 
MBtimirodghataHK-37	majjayānāṃ ca mātrā hi yasmiṃ saṃsārasāgare ||	ca mātrā hi yasmin saṃsāra sāgare 
MBtimirodghataHK-38	kulālamiva vajrasya suḥkhaduḥkhamaśeṣataḥ |	kulālam iva vajrasya suḥkha duḥkham aśeṣatas 
MBtimirodghataHK-39	svarganarake bhramacchīghraṃ cakradātāhataṃ ||	svarga narake bhramat śīghram cakra dāta āhatam 
MBtimirodghataHK-40	yathātvaṃ abdasyapi? vā āgacchanti vrajanti ca |	yathātvam vā āgacchanti vrajanti ca 
MBtimirodghataHK-41	evaṃ sarvajagatkṛṣṇa bhramanti saṃsārasāgarāt? ||	evam sarva jagat kṛṣṇa bhramanti saṃsāra sāgarāt 
MBtimirodghataHK-42	jñānaṃ me kathaya kṛṣṇa yena sūyāga?sambhava |	jñānam me kathaya kṛṣṇa yena sū yāga sambhava 
MBtimirodghataHK-43	jñātaṃ me kathaya kṛṣṇa yena tūryā? sambhava ||	jñātam me kathaya kṛṣṇa yena tūryā sambhava 
MBtimirodghataHK-44	upa? saṃ? na hisāṃ sā hi saraṇā * * * * * ||	upa sam na hisām sā hi saraṇā        
MBtimirodghataHK-45	tā * * * * * * * * * * * * * * *? |	ro-0
MBtimirodghataHK-46	p. 2b)	p b 
MBtimirodghataHK-47	yasyāhaṃ prāvayiṣyāmi prasīda mama mādhavaḥ |	yasya aham prāvayiṣyāmi prasīda mama mādhavaḥ 
MBtimirodghataHK-48	yasya taṃ lokanāthasya sadā tu graho * * *? ||	yasya tam loka nāthasya sadā tu graho 
MBtimirodghataHK-49	tena? rahiraṃmadurga nātrakārya vacāraṇāḥ |?	tena nātrakārya 
MBtimirodghataHK-50	tadyevayamida * * *? namparamadurlabham ||	          
MBtimirodghataHK-51	ye nāhaṃ puṇyapāpebhyo na vadhnīyā kadācana |	ye na aham puṇya pāpebhyaḥ na vadhnīyāḥ kadācana 
MBtimirodghataHK-52	bhagavānuvāca ||	bhagavān uvāca 
MBtimirodghataHK-53	hantate kathayiṣyāmi * * ? kha sukhāvaha |	hantate kathayiṣyāmi    kha sukha āvaha 
MBtimirodghataHK-54	yathā na lipyate karmai padmapatramivāmbhasi ||	yathā na lipyate padma patram iva ambhasi 
MBtimirodghataHK-55	śarīrepi sthitannityaṃ na vindantya vibodhataḥ |	śarīre api vibodhataḥ 
