segmentnr	original	analyzed
SA_GSP29_snyayvpu-0	* tarkapañcānanaśrīsiddhasenamahāmativiracitaḥ *	tarkapañcānana śrī siddhasena mahāmati viracitaḥ 
SA_GSP29_snyayvpu-1	nyāyāvatāraḥ	      
SA_GSP29_snyayvpu-2	śrīdevabhadrasūrikṛtaṭippanasaṃvalitaśrīsiddharṣigaṇikṛtaṭīkāsahitaḥ	                     
SA_GSP29_snyayvpu-3	aviyutasāmānyaviśeṣadeśinaṃ vardhamānam ānamya /	a viyuta sāmānya viśeṣa deśinam vardhamānam ānamya 
SA_GSP29_snyayvpu-4	nyāyāvatāravivṛtiḥ smṛtibījavivṛddhaye kriyate // NAV_0:0 //	                    
SA_GSP29_snyayvpu-5	[NAV_0.0] asya cedam ādivākyam:	asya ca idam ādi vākyam 
SA_GSP29_snyayvpu-6	[NAV_0] pramāṇavyutpādanārtham idam ārabhyate.	pramāṇa vyutpādana artham idam ārabhyate 
SA_GSP29_snyayvpu-7	[NAV_0.1] pramāṇetyādi anena ca tādātmyatadutpattilakṣaṇasaṃbandhavikalatayā dhvaner	pramāṇa ityādi anena ca tādātmya tad utpatti lakṣaṇa saṃbandha vikala tayā dhvaneḥ 
SA_GSP29_snyayvpu-8	bahirarthaṃ prati prāmāṇyāyogād abhidheyādisūcanadvarotpannārthasaṃśayamukhenaśrotāraḥ	bahis artham prati prāmāṇya ayogāt abhidheya ādi sūcana dvara utpanna artha saṃśaya mukhena śrotāraḥ 
SA_GSP29_snyayvpu-9	śravaṇaṃ prati protsāhyanta iti dharmottaro manyate. tad ayuktam. yadi hi śabdasyārthaprakāśanaṃ	śravaṇam prati protsāhyante iti dharma uttaraḥ manyate tat ayuktam yadi hi śabdasya artha prakāśanam 
SA_GSP29_snyayvpu-10	prati sāmarthyaṃ na samasti,	prati sāmarthyam na samasti 
SA_GSP29_snyayvpu-11	tat katham asāv abhidheyādisūcane 'pi paṭiṣṭhaḥ syāt?	tat katham asau abhidheya ādi sūcane pi paṭiṣṭhaḥ syāt 
