segmentnr	original	analyzed
SA_GR14_ps27-43u-0	atha saptaviṃśo 'dhyāyaḥ	atha saptaviṃśaḥ dhyāyaḥ 
SA_GR14_ps27-43u-1	śrībhagavānuvāca ---	śrī bhagavān uvāca 
SA_GR14_ps27-43u-2	evaṃ kṛtvā yathāśāstraṃ divyamabjaja vai purā /	evam kṛtvā yathāśāstram divyam abjaja vai purā 
SA_GR14_ps27-43u-3	pitryaṃ tadanu vai kuryāt vidhidṛṣṭena karmaṇā // Paus_27.1 //	pitryam tadanu vai kuryāt vidhi dṛṣṭena karmaṇā 
SA_GR14_ps27-43u-4	pauṣkarauvāca---	pauṣkarā uvāca 
SA_GR14_ps27-43u-5	jñātum icchāmi bhagavān tvacchāsanasthitaiḥ /	jñātum icchāmi bhagavān tvad śāsana sthitaiḥ 
SA_GR14_ps27-43u-6	samuddiśya pitṛśrāddhaṃ kāryam ācāryapūrvakaiḥ // Paus_27.2 //	samuddiśya pitṛ śrāddham kāryam ācārya pūrvakaiḥ 
SA_GR14_ps27-43u-7	keṣāṃ keṣāṃ ca tat kāryaṃ kasya kasya ca kīdṛśam /	keṣām keṣām ca tat kāryam kasya kasya ca kīdṛśam 
SA_GR14_ps27-43u-8	vidadhāti pañca pañcaiva (?	vidadhāti pañca pañca eva 
SA_GR14_ps27-43u-9	kathaṃcaiva)	kathaṃca eva 
SA_GR14_ps27-43u-10	samyaṅnirvartitaṃ hi yat // Paus_27.3 //	samyak nirvartitam hi yat 
SA_GR14_ps27-43u-11	śrī bhagavānuvāca ---	śrī bhagavān uvāca 
SA_GR14_ps27-43u-12	kartavyatvena vai kuryāt karmasanyāsināṃ sadā /	kartavya tvena vai kuryāt karma sanyāsinām sadā 
SA_GR14_ps27-43u-13	nirvāṇadīkṣitānāṃ ca bhaktānām api cābjaja // Paus_27.4 //	nirvāṇa dīkṣitānām ca bhaktānām api ca abjaja 
SA_GR14_ps27-43u-14	anirdiṣṭakramāṇāṃ ca caturthāśramiṇāṃ tu vai /	a nirdiṣṭa kramāṇām ca caturtha āśramiṇām tu vai 
SA_GR14_ps27-43u-15	bhagavad padalipsūnāṃ jñānināṃ ca tathaiva hi // Paus_27.5 //	bhagavat pada lipsūnām jñāninām ca tathā eva hi 
SA_GR14_ps27-43u-16	prītaye manyasiddhānāṃ sādhakānāṃ tu pauṣkara /	prītaye manya siddhānām sādhakānām tu pauṣkara 
SA_GR14_ps27-43u-17	śubhajanmāptaye śaśvanmanyasāmukhyasiddhaye // Paus_27.6 //	śubha janma āptaye śaśvat manya sāmukhya siddhaye 
SA_GR14_ps27-43u-18	kāryaṃ tatputrakāṇāṃ tu kṛpayā deśikādikaiḥ /	kāryam tat putrakāṇām tu kṛpayā deśika ādikaiḥ 
SA_GR14_ps27-43u-19	kuryād vai samayajñānāṃ nityaṃ saddharmavṛddhaye // Paus_27.7 //	kuryāt vai samaya jñānām nityam saddharma vṛddhaye 
SA_GR14_ps27-43u-20	bhūyaḥ sujanmalābhāya sadvidhādhigamāya ca /	bhūyas su janma lābhāya sadvidha adhigamāya ca 
SA_GR14_ps27-43u-21	bāndhavānāmāto 'nyeṣāṃ bhaktānām evam eva hi // Paus_27.8 //	bāndhavānām ātas nyeṣām bhaktānām evam eva hi 
SA_GR14_ps27-43u-22	sadyo duṣkṛtaśāntyarthaṃ kṛpayā nityam ācaret /	sadyas duṣkṛta śānti artham kṛpayā nityam ācaret 
