segmentnr	original	analyzed
SA_GSP31_tttvsamu-0	aṣṭau prakṛtayaḥ // Tats_1 //	aṣṭau prakṛtayaḥ 
SA_GSP31_tttvsamu-1	ṣoḍaśa vikārāḥ // Tats_2 //	ṣoḍaśa vikārāḥ 
SA_GSP31_tttvsamu-2	puruṣaḥ // Tats_3 //	puruṣaḥ 
SA_GSP31_tttvsamu-3	traiguṇyam // Tats_4 //	traiguṇyam 
SA_GSP31_tttvsamu-4	saṃcaraḥ // Tats_5 //	saṃcaraḥ 
SA_GSP31_tttvsamu-5	pratisaṃcaraḥ // Tats_6 //	pratisaṃcaraḥ 
SA_GSP31_tttvsamu-6	adhyātmam adhibhūtam adhidaivataṃ ca // Tats_7 //	adhyātmam adhibhūtam adhidaivatam ca 
SA_GSP31_tttvsamu-7	pañcābhibuddhayaḥ // Tats_8 //	pañca abhibuddhayaḥ 
SA_GSP31_tttvsamu-8	pañca karmayonayaḥ // Tats_9 //	pañca karmayonayaḥ 
SA_GSP31_tttvsamu-9	pañca vāyavaḥ // Tats_10 //	pañca vāyavaḥ 
SA_GSP31_tttvsamu-10	pañca karmātmānaḥ // Tats_11 //	pañca karma ātmānaḥ 
SA_GSP31_tttvsamu-11	pañcaparvāvidyā // Tats_12 //	pañca parvā avidyā 
SA_GSP31_tttvsamu-12	aṣṭāviṃśatidhāśaktiḥ // Tats_13 //	aṣṭāviṃśatidhā śaktiḥ 
SA_GSP31_tttvsamu-13	navadhā tuṣṭiḥ // Tats_14 //	navadhā tuṣṭiḥ 
SA_GSP31_tttvsamu-14	aṣṭadhā siddhiḥ // Tats_15 //	aṣṭadhā siddhiḥ 
SA_GSP31_tttvsamu-15	daśa mūlikārthāḥ // Tats_16 //	daśa mūlikā arthāḥ 
SA_GSP31_tttvsamu-16	anugrahasargaḥ // Tats_17 //	anugraha sargaḥ 
SA_GSP31_tttvsamu-17	caturdaśavidho bhūtasargaḥ // Tats_18 //	caturdaśavidhaḥ bhūta sargaḥ 
SA_GSP31_tttvsamu-18	trividho bandhaḥ // Tats_19 //	trividhaḥ bandhaḥ 
SA_GSP31_tttvsamu-19	trividho mokṣaḥ // Tats_20 //	trividhaḥ mokṣaḥ 
SA_GSP31_tttvsamu-20	trividhaṃ pramāṇam // Tats_21 //	trividham pramāṇam 
SA_GSP31_tttvsamu-21	trividhaṃ duḥkham // Tats_22 //	trividham duḥkham 
SA_GSP31_tttvsamu-22	etat paramparayā yāthātathyam // Tats_23 //	etat paramparayā yāthātathyam 
SA_GSP31_tttvsamu-23	etat sarvaṃ jñātvā kṛtakṛtyaḥ syāt // Tats_24 //	etat sarvam jñātvā kṛtakṛtyaḥ syāt 
SA_GSP31_tttvsamu-24	na punastrividhena duḥkhenābhibhūyate // Tats_25 //	na punar trividhena duḥkhena abhibhūyate 
SA_GSP31_tttvsamu-25	according to Bhāvāgaṇeśa's Tattvayāthārthyadīpana comm.	tattva yāthārthya dīpana 
SA_GSP31_tttvsamu-26	(cf. separate file)	cf separate file 
SA_GSP31_tttvsamu-27	aṣṭau prakṛtayaḥ // Tats_1 //	aṣṭau prakṛtayaḥ 
SA_GSP31_tttvsamu-28	ṣoḍaśa vikārāḥ // Tats_2 //	ṣoḍaśa vikārāḥ 
SA_GSP31_tttvsamu-29	puruṣaḥ // Tats_3 //	puruṣaḥ 
SA_GSP31_tttvsamu-30	traiguṇyam // Tats_4 //	traiguṇyam 
SA_GSP31_tttvsamu-31	saṃcaraḥ // Tats_5 //	saṃcaraḥ 
SA_GSP31_tttvsamu-32	pratisaṃcaraḥ // Tats_6 //	pratisaṃcaraḥ 
SA_GSP31_tttvsamu-33	adhyātmam // Tats_7 //	adhyātmam 
SA_GSP31_tttvsamu-34	adhibhūtam // Tats_8 //	adhibhūtam 
SA_GSP31_tttvsamu-35	adhidaivam // Tats_9 //	adhidaivam 
SA_GSP31_tttvsamu-36	pañcābhibuddhayaḥ // Tats_10 //	pañca abhibuddhayaḥ 
SA_GSP31_tttvsamu-37	pañca karmayonayaḥ // Tats_11 //	pañca karmayonayaḥ 
SA_GSP31_tttvsamu-38	pañca vāyavaḥ // Tats_12 //	pañca vāyavaḥ 
SA_GSP31_tttvsamu-39	pañca karmātmānaḥ // Tats_13 //	pañca karma ātmānaḥ 
SA_GSP31_tttvsamu-40	pañcaparvāvidyā // Tats_14 //	pañca parvā avidyā 
SA_GSP31_tttvsamu-41	aṣṭaviṃśatidhāśaktiḥ // Tats_15 //	aṣṭaviṃśatidhā śaktiḥ 
SA_GSP31_tttvsamu-42	navadhā tuṣṭiḥ // Tats_16 //	navadhā tuṣṭiḥ 
SA_GSP31_tttvsamu-43	aṣṭadhā siddhiḥ // Tats_17 //	aṣṭadhā siddhiḥ 
SA_GSP31_tttvsamu-44	daśa mūlikārthāḥ // Tats_18 //	daśa mūlikā arthāḥ 
SA_GSP31_tttvsamu-45	anugrahasargaḥ // Tats_19 //	anugraha sargaḥ 
SA_GSP31_tttvsamu-46	caturdaśavidho bhūtasargaḥ // Tats_20 //	caturdaśavidhaḥ bhūta sargaḥ 
SA_GSP31_tttvsamu-47	trividho bandhaḥ // Tats_21 //	trividhaḥ bandhaḥ 
SA_GSP31_tttvsamu-48	trividho mokṣaḥ // Tats_22 //	trividhaḥ mokṣaḥ 
SA_GSP31_tttvsamu-49	trividhaṃ pramāṇam // Tats_23 //	trividham pramāṇam 
SA_GSP31_tttvsamu-50	trividhaṃ duḥkham // Tats_24 //	trividham duḥkham 
SA_GSP31_tttvsamu-51	etatparaṃ yāthārthyaṃ etajjñātvā kṛtakṛtyaḥ syānna punastrividhaduḥkhenābhibhūyate // Tats_25 //	etad param yāthārthyam etat jñātvā kṛtakṛtyaḥ syāt na punar trividha duḥkhena abhibhūyate 
SA_GSP31_tttvsamu-52	according to the Sāṃkhyasūtravivaraṇa comm.	according to the sāṃkhyasūtravivaraṇa comm
SA_GSP31_tttvsamu-53	(cf. separate file)	cf separate file 
SA_GSP31_tttvsamu-54	aṣṭau prakṛtayaḥ // Tats_1 //	aṣṭau prakṛtayaḥ 
SA_GSP31_tttvsamu-55	ṣoḍaśa vikārāḥ // Tats_2 //	ṣoḍaśa vikārāḥ 
SA_GSP31_tttvsamu-56	puruṣaḥ // Tats_3 //	puruṣaḥ 
SA_GSP31_tttvsamu-57	traiguṇyam // Tats_4 //	traiguṇyam 
SA_GSP31_tttvsamu-58	saṃcaraḥ // Tats_5 //	saṃcaraḥ 
SA_GSP31_tttvsamu-59	pratisaṃcaraḥ // Tats_6 //	pratisaṃcaraḥ 
SA_GSP31_tttvsamu-60	adhyātmam // Tats_7 //	adhyātmam 
SA_GSP31_tttvsamu-61	adhibhūtam //	adhibhūtam 
SA_GSP31_tttvsamu-62	Tats_8 //	tats 
SA_GSP31_tttvsamu-63	adhidaivam // Tats_9 //	adhidaivam 
SA_GSP31_tttvsamu-64	pañcābhibuddhayaḥ // Tats_10 //	pañca abhibuddhayaḥ 
SA_GSP31_tttvsamu-65	pañca karmayonayaḥ // Tats_11 //	pañca karmayonayaḥ 
SA_GSP31_tttvsamu-66	pañca vāyavaḥ // Tats_12 //	pañca vāyavaḥ 
SA_GSP31_tttvsamu-67	pañca karmātmānaḥ // Tats_13 //	pañca karma ātmānaḥ 
SA_GSP31_tttvsamu-68	pañcaparvāvidyā // Tats_14 //	pañca parvā avidyā 
SA_GSP31_tttvsamu-69	aṣṭaviṃśatidhāśaktiḥ // Tats_15 //	aṣṭaviṃśatidhā śaktiḥ 
SA_GSP31_tttvsamu-70	navadhā tuṣṭiḥ //	navadhā tuṣṭiḥ 
SA_GSP31_tttvsamu-71	aṣṭadhā siddhiḥ // Tats_17 //	aṣṭadhā siddhiḥ 
SA_GSP31_tttvsamu-72	daśa mūlikārthāḥ // Tats_18 //	daśa mūlikā arthāḥ 
SA_GSP31_tttvsamu-73	anugrahasargaḥ // Tats_19 //	anugraha sargaḥ 
SA_GSP31_tttvsamu-74	caturdaśavidho bhūtasargaḥ // Tats_20 //	caturdaśavidhaḥ bhūta sargaḥ 
SA_GSP31_tttvsamu-75	trividho bandhaḥ // Tats_21 //	trividhaḥ bandhaḥ 
