segmentnr	original	analyzed
SA_K12_manjnspu-0	advayaparamārthā nāmasaṃgīti	           
SA_K12_manjnspu-1	oṃ namaḥ śrīmahāmañjunāthāya	om namaḥ śrī mahāmañju nāthāya 
SA_K12_manjnspu-2	atha vajradharaḥ śrīmān durdāntadamakaḥ paraḥ /	atha vajradharaḥ śrīmān durdānta damakaḥ paraḥ 
SA_K12_manjnspu-3	trilokavijayī vīro guhyarāṭ kuliśeśvaraḥ // Mns_1 //	            
SA_K12_manjnspu-4	vibuddhapuṇḍarīkākṣaḥ protphullakamalānanaḥ /	            
SA_K12_manjnspu-5	prollālayan vajravaraṃ svakareṇa muhurmuhuḥ // Mns_2 //	prollālayan vajra varam sva kareṇa muhur muhur 
SA_K12_manjnspu-6	bhṛkuṭītaraṅgapramukhair anantair vajrapāṇibhiḥ /	bhṛkuṭī taraṅga pramukhaiḥ anantaiḥ vajra pāṇibhiḥ 
SA_K12_manjnspu-7	durdāntadamakair vīrair vīrabībhatsarūpibhiḥ // Mns_3 //	durdānta damakaiḥ vīraiḥ vīra bībhatsa rūpibhiḥ 
SA_K12_manjnspu-8	ullālayadbhiḥ svakaraiḥ prasphuradvajrakoṭibhiḥ /	ullālayadbhiḥ sva karaiḥ prasphurat vajra koṭibhiḥ 
SA_K12_manjnspu-9	prajñopāyamahākaruṇā- jagadarthakaraiḥ paraḥ // Mns_4 //	             
SA_K12_manjnspu-10	hṛṣṭatuṣṭāśayair muditaiḥ krodhavigraharūpibhiḥ /	hṛṣṭa tuṣṭa āśayaiḥ muditaiḥ krodha vigraha rūpibhiḥ 
SA_K12_manjnspu-11	buddhakṛtyakarair nāthaiḥ sārddhaṃ praṇatavigrahaiḥ // Mns_5 //	buddha kṛtya karaiḥ nāthaiḥ sārddham praṇata vigrahaiḥ 
SA_K12_manjnspu-12	praṇamya nāthaṃ saṃbuddhaṃ bhagavantaṃ tathāgatam /	praṇamya nātham saṃbuddham bhagavantam tathāgatam 
SA_K12_manjnspu-13	kṛtāñjalipuṭo bhūtvā idam āha sthito 'grataḥ // Mns_6 //	kṛta añjali puṭaḥ bhūtvā idam āha sthitaḥ gratas 
SA_K12_manjnspu-14	maddhitāya mamārthāya anukampāya me vibho /	mad hitāya mama arthāya anukampāya me vibho 
SA_K12_manjnspu-15	māyājālābhisaṃbodhiṃ yathā lābhī bhavāmy aham // Mns_7 //	māyā jāla abhisaṃbodhim yathā lābhī bhavāmi aham 
SA_K12_manjnspu-16	ajñānapaṅkamagnānāṃ kleśavyākulacetasām /	ajñāna paṅka magnānām kleśa vyākula cetasām 
SA_K12_manjnspu-17	hitāya sarvasattvānām anuttaraphalāptaye // Mns_8 //	hitāya sarva sattvānām anuttara phala āptaye 
SA_K12_manjnspu-18	prakāśayatu saṃbuddho bhagavāñ śāstā jagadguruḥ /	prakāśayatu saṃbuddhaḥ bhagavām śāstā jagadguruḥ 
SA_K12_manjnspu-19	mahāsamayatattvajña indrayāśayavit paraḥ // Mns_9 //	            
SA_K12_manjnspu-20	bhagavajjñānakāyasya mahoṣṇīṣasya gīṣpateh /	bhagavat jñānakāyasya mahā uṣṇīṣasya gīṣpate 
SA_K12_manjnspu-21	mañjuśrījñānasattvasya jñānamūrteḥ svayambhuvaḥ // Mns_10 //	mañjuśrī jñāna sattvasya jñāna mūrteḥ svayambhuvaḥ 
SA_K12_manjnspu-22	gambhīrārthām udārārthaṃ mahārthām asamāṃ śivām /	gambhīra arthām udāra artham mahārthām asamām śivām 
SA_K12_manjnspu-23	ādimadhyāntakalyāṇīṃ nāmasaṃgītim uttamām // Mns_11 //	ādi madhya anta kalyāṇīm nāma saṃgītim uttamām 
SA_K12_manjnspu-24	yātītair bhāṣitā buddhair bhāṣiṣyante hy anāgatāḥ /	yā atītaiḥ bhāṣitā buddhaiḥ bhāṣiṣyante hi anāgatāḥ 
SA_K12_manjnspu-25	pratyutpannāś ca saṃbuddhā yāṃ bhāṣante punaḥ punaḥ // Mns_12 //	pratyutpannāḥ ca saṃbuddhāḥ yām bhāṣante punar punar 
SA_K12_manjnspu-26	māyājāle mahātantre yā cāsmin saṃpragīyate /	māyā jāle mahā tantre yā ca asmin saṃpragīyate 
SA_K12_manjnspu-27	mahāvajradharair hṛṣṭair ameyair mantradhāribhiḥ // Mns_13 //	mahā vajra dharaiḥ hṛṣṭaiḥ ameyaiḥ mantra dhāribhiḥ 
SA_K12_manjnspu-28	ahaṃ caināṃ dhārayiṣyāmy ā niryāṇāṃ dṛḍhāśayaḥ /	aham ca enām dhārayiṣyāmi ā niryāṇām dṛḍha āśayaḥ 
SA_K12_manjnspu-29	yathā bhavāmy ahaṃ nātha sarvasaṃbuddhaguhyadhṛk // Mns_14 //	yathā bhavāmi aham nātha sarva saṃbuddha guhya dhṛk 
SA_K12_manjnspu-30	prakāśayiṣye sattvānāṃ yathāśayaviśeṣataḥ /	prakāśayiṣye sattvānām yathā āśaya viśeṣataḥ 
SA_K12_manjnspu-31	aśeṣakleśanāśāya aśeṣājñānahānaye // Mns_15 //	aśeṣa kleśa nāśāya aśeṣa ajñāna hānaye 
SA_K12_manjnspu-32	evam adhyeṣya guhyendro vajrapāṇis tathāgatam /	evam adhyeṣya guhya indraḥ vajrapāṇiḥ tathāgatam 
SA_K12_manjnspu-33	kṛtāñjalipuṭo bhūtvā prahvakāyaḥ sthito 'grataḥ // Mns_16 //	kṛta añjali puṭaḥ bhūtvā prahva kāyaḥ sthitaḥ gratas 
SA_K12_manjnspu-34	iti adhyeṣaṇajñānagāthāḥ ṣoḍaśa /	iti adhyeṣaṇa jñāna gāthāḥ ṣoḍaśa 
SA_K12_manjnspu-35	atha śākyamunir bhagavān saṃbuddho dvipadottamaḥ /	atha śākyamuniḥ bhagavān saṃbuddhaḥ dvipada uttamaḥ 
SA_K12_manjnspu-36	nirṇamayyāyatāṃ sphītaṃ svajihvāṃ svamukhāc chubhām // Mns_17 //	nirṇamayya āyatām sphītam sva jihvām sva mukhāt śubhām 
SA_K12_manjnspu-37	smitaṃ saṃdarśya lokānām apāyatrayaśodhanam /	smitam saṃdarśya lokānām apāya traya śodhanam 
SA_K12_manjnspu-38	trilokābhāsakaraṇaṃ caturmārāriśāsanam // Mns_18 //	                
SA_K12_manjnspu-39	trilokam āpūrayantyā brāhmyā madhurayā girā /	tri lokam āpūrayantyā brāhmyā madhurayā girā 
SA_K12_manjnspu-40	pratyabhāṣata guhyendraṃ vajrapāṇiṃ mahābalam // Mns_19 //	pratyabhāṣata guhya indram vajrapāṇim mahā balam 
SA_K12_manjnspu-41	sādhu vajradhara śrīman sādhu te vajrapāṇaye /	sādhu vajradhara śrīman sādhu te vajrapāṇaye 
SA_K12_manjnspu-42	yas taṃ jagaddhitārthāya mahākaruṇayānvitaḥ // Mns_20 //	yaḥ tam jagat hita arthāya mahā karuṇayā anvitaḥ 
SA_K12_manjnspu-43	mahārthāṃ nāmasaṃgītiṃ pavitrām aghanāśinīm /	mahārthām nāma saṃgītim pavitrām agha nāśinīm 
SA_K12_manjnspu-44	mañjuśrījñānakāyasya mattaḥ śrotuṃ samudyataḥ // Mns_21 //	mañjuśrī jñāna kāyasya mattaḥ śrotum samudyataḥ 
SA_K12_manjnspu-45	tat sādhu deśayāmy eṣaḥ ahaṃ te guhyakādhipa /	tat sādhu deśayāmi eṣaḥ aham te guhyaka adhipa 
SA_K12_manjnspu-46	śṛṇu tvam ekāgramanās tat sādhu bhagavann iti // Mns_22 //	śṛṇu tvam ekāgra manāḥ tat sādhu bhagavan iti 
SA_K12_manjnspu-47	iti prativacanajñānagāthāḥ ṣaṭ /	iti prativacana jñāna gāthāḥ ṣaḍ 
