segmentnr	original	analyzed
SA_K03_psp_1u-0	Pañcaviṃśatisāhasrikā Prajñāpāramitā	pañcaviṃśati sāhasrikā prajñāpāramitā 
SA_K03_psp_1u-1	evaṃ mayā śrutam ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūte parvate	evam mayā śrutam ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūte parvate 
SA_K03_psp_1u-2	mahatā bhikṣusaṃghena sārdhaṃ pañcamātrair bhikṣusahasraiḥ sarvair arhadbhiḥ kṣīṇāsravair	mahatā bhikṣu saṃghena sārdham pañca mātraiḥ bhikṣu sahasraiḥ sarvaiḥ arhadbhiḥ kṣīṇa āsravaiḥ 
SA_K03_psp_1u-3	niḥkleśair vaśībhūtaiḥ suvimuktacittaiḥ suvimuktaprajñair ājāneyair mahānāgaiḥ kṛtakṛtyaiḥ	niḥkleśaiḥ vaśībhūtaiḥ su vimukta cittaiḥ su vimukta prajñaiḥ ājāneyaiḥ mahā nāgaiḥ kṛtakṛtyaiḥ 
SA_K03_psp_1u-4	kṛtakaraṇīyair apahṛtabhārair anuprāptasvakārthaiḥ parikṣīṇabhavasaṃyojanaiḥ samyagājñāsuvimuktacittaiḥ	kṛta karaṇīyaiḥ apahṛta bhāraiḥ anuprāpta svaka arthaiḥ parikṣīṇa bhava saṃyojanaiḥ samyak ājñā su vimukta cittaiḥ 
SA_K03_psp_1u-5	sarvacetovaśiparamapāramitāprāptaiḥ pañcamātrair bhikṣunīśatair upāsakair upāsikābhiś	sarva cetaḥ vaśi parama pāramitā prāptaiḥ pañca mātraiḥ bhikṣunī śataiḥ upāsakaiḥ upāsikābhiḥ 
SA_K03_psp_1u-6	ca sārdhaṃ sarvair dṛṣṭadharmair aparimāṇaiś ca bodhisattvakoṭīniyutaśatasahasraiḥ	ca sārdham sarvaiḥ dṛṣṭadharmaiḥ aparimāṇaiḥ ca bodhisattva koṭī niyuta śata sahasraiḥ 
SA_K03_psp_1u-7	sārdhaṃ sarvair dhāraṇīpratilabdhaiḥ śūnyatāvihāribhir ānimittagocaraiḥ praṇidhānākalpitaiḥ	sārdham sarvaiḥ dhāraṇī pratilabdhaiḥ śūnyatā vihāribhiḥ ā nimitta gocaraiḥ praṇidhāna a kalpitaiḥ 
SA_K03_psp_1u-8	kṣāntisamatāpratilabdhair asaṅgadhāraṇīpratilabdhair acyutābhijñair ādeyavacanair	kṣānti samatā pratilabdhaiḥ asaṅga dhāraṇī pratilabdhaiḥ acyuta abhijñaiḥ ādeya vacanaiḥ 
SA_K03_psp_1u-9	akūhakair alapakair apagatajñātralābhacittair nirāmiṣadharmadeśakair gambhīradharmakṣāntipāraṅgatair	a kūhakaiḥ a lapakaiḥ apagata jñātra lābha cittaiḥ nirāmiṣa dharma deśakaiḥ gambhīra dharma kṣānti pāraṅga taiḥ 
SA_K03_psp_1u-10	vaiśāradyaprāptair mārakarmasamatikrāntaiḥ karmāvaraṇapratiprasrabdhair dharmapravicayavibhaktinirdeśakuśalair	vaiśāradya prāptaiḥ māra karma samatikrāntaiḥ karma āvaraṇa pratiprasrabdhaiḥ dharma pravicaya vibhakti nirdeśa kuśalaiḥ 
SA_K03_psp_1u-11	asaṃkhyeyakalpapraṇidhānasusamārabdhaiḥ smitamukhaiḥ pūrvālāpibhir vigatabhṛkuṭīmukhair	asaṃkhyeya kalpa praṇidhāna su samārabdhaiḥ smita mukhaiḥ pūrva ālāpibhiḥ vigata bhṛkuṭī mukhaiḥ 
SA_K03_psp_1u-12	gāthābhir gītālapanakuśalair apagatalīnacittair anācchedyapratibhānair anantaparṣadabhibhavanavaiśāradyasamanvāgatair	gāthābhiḥ gīta ālapana kuśalaiḥ apagata līna cittaiḥ an ācchedya pratibhānaiḥ ananta parṣad abhibhavana vaiśāradya samanvāgataiḥ 
SA_K03_psp_1u-13	anantakalpakoṭīniḥsaraṇakuśalair māyāmarīcidakacandrasvapnapratiśrutkāpratibhāsapratibimbanirmāṇopamadharmādhimuktaiḥ	ananta kalpa koṭī niḥsaraṇa kuśalaiḥ māyā marīci daka candra svapna pratiśrutkā pratibhāsa pratibimba nirmāṇa upama dharma adhimuktaiḥ 
SA_K03_psp_1u-14	sattvagaticaritasūkṣmanānādhimuktyavatārakuśalair apratihatacittair adhimātrakṣāntisamanvāgatair	sattva gati carita sūkṣma nānā adhimukti avatāra kuśalaiḥ apratihata cittaiḥ adhimātra kṣānti samanvāgataiḥ 
SA_K03_psp_1u-15	yāthātmyāvatāraṇakuśalaiḥ sarvabuddhakṣetrānantavyūhapraṇidhānaprasthānaparigṛhītair	yāthātmya avatāraṇa kuśalaiḥ sarva buddhakṣetra ananta vyūha praṇidhāna prasthāna parigṛhītaiḥ 
SA_K03_psp_1u-16	asaṃkhyeyalokadhātubuddhānusmṛtisamāhitasatatasamitābhimukhībhūtair aparimitabuddhādhyeṣaṇakuśalair	asaṃkhyeya lokadhātu buddha anusmṛti samāhita satata samitā abhimukhībhūtaiḥ aparimita buddha adhyeṣaṇa kuśalaiḥ 
SA_K03_psp_1u-17	nānādṛṣṭyanuśayaparyavasthānakleśapraśamanakuśalaiḥ samādhivikrīḍitaśatasahasranirhārakuśalaiḥ.	nānā dṛṣṭi anuśaya paryavasthāna kleśa praśamana kuśalaiḥ samādhi vikrīḍita śata sahasra nirhāra kuśalaiḥ 
SA_K03_psp_1u-18	tadyathā bhadrapālena ca bodhisattvena mahāsattvena ratnākareṇa ca sārthavāhena ca	tat yathā bhadrapālena ca bodhisattvena mahāsattvena ratnākareṇa ca sārthavāhena ca 
SA_K03_psp_1u-19	naradattena ca varuṇadattena ca śubhaguptena ca (PvsP1-1: 2)	naradattena ca varuṇadattena ca śubhaguptena ca 
SA_K03_psp_1u-20	indradattena ca uttaramatinā ca viśeṣamatinā ca vardhamānamatinā ca amoghadarśinā	indradattena ca uttara matinā ca viśeṣa matinā ca vardhamāna matinā ca amogha darśinā 
SA_K03_psp_1u-21	ca susaṃprasthitena ca suvikrāntavikrāmiṇā ca nityodyuktena ca anikṣiptadhūreṇa ca	ca susaṃprasthitena ca su vikrānta vikrāmiṇā ca nitya udyuktena ca a nikṣipta dhūreṇa ca 
SA_K03_psp_1u-22	sūryagarbheṇa ca anupamacintinā ca avalokiteśvareṇa ca mahāsthāmaprāptena ca mañjuśriyā	sūryagarbheṇa ca anupama cintinā ca avalokiteśvareṇa ca mahāsthāmaprāptena ca mañjuśriyā 
SA_K03_psp_1u-23	ca vajramatinā ca ratnamudrāhastena ca nityotkṣiptahastena ca maitreyeṇa ca bodhisattvena mahāsattvena,	ca vajramatinā ca ratna mudrā hastena ca nitya utkṣipta hastena ca maitreyeṇa ca bodhisattvena mahāsattvena 
SA_K03_psp_1u-24	evaṃ pramukhair anekair bodhisattvakoṭīniyutaśatasahasraiḥ sārdham.	evam pramukhaiḥ anekaiḥ bodhisattva koṭī niyuta śata sahasraiḥ sārdham 
SA_K03_psp_1u-25	atha khalu bhagavān svayam eva siṃhāsanaṃ prajñapya nyaṣīdat paryaṅkaṃ baddhvā ṛjukāyaṃ praṇidhāya abhimukhīṃ smṛtim upasthāpya samādhirājaṃ  #	atha khalu bhagavān svayam eva siṃhāsanam prajñapya nyaṣīdat paryaṅkam baddhvā ṛju kāyam praṇidhāya abhimukhīm smṛtim upasthāpya samādhi rājam 
SA_K03_psp_1u-26	nāma samādhiṃ samāpadyate sma,	nāma samādhim samāpadyate sma 
SA_K03_psp_1u-27	yatra sarvasamādhayo 'ntargamān saṃgrahaṃ samavasaraṇaṃ gacchanti.	yatra sarva samādhayaḥ ntargamān saṃgraham samavasaraṇam gacchanti 
SA_K03_psp_1u-28	atha khalu bhagavān smṛtimān saṃprajānaṃs tasmāt samādher vyutthāya divyena cakṣuṣā sarvalokadhātuṃ vyavalokya sarvakāyāt smitam akarot,	atha khalu bhagavān smṛtimān saṃprajānan tasmāt samādheḥ vyutthāya divyena cakṣuṣā sarva lokadhātum vyavalokya sarva kāyāt smitam akarot 
SA_K03_psp_1u-29	tasyādhastāt pādatalayoḥ sahasrābhyāṃ cakrābhyāṃ ṣaṣṭiṣaṣṭīraśmikoṭīniyutaśatasahasrāṇi niśceruḥ,	tasya adhastāt pāda talayoḥ sahasrābhyām cakrābhyām ṣaṣṭi ṣaṣṭī raśmi koṭī niyuta śata sahasrāṇi niśceruḥ 
SA_K03_psp_1u-30	daśabhyaḥ pādāṅgulibhyaḥ ṣaṣṭiṣaṣṭīraśmikoṭīniyutaśatasahasrāṇi niśceruḥ,	daśabhyaḥ pāda aṅgulibhyaḥ ṣaṣṭi ṣaṣṭī raśmi koṭī niyuta śata sahasrāṇi niśceruḥ 
SA_K03_psp_1u-31	evaṃ ṣaṣṭiṣaṣṭir gulphābhyāṃ ṣaṣṭiṣaṣṭir jaṅghābhyāṃ ṣaṣṭiṣaṣṭir jānumaṇḍalābhyām,	evam ṣaṣṭi ṣaṣṭiḥ gulphābhyām ṣaṣṭi ṣaṣṭiḥ jaṅghābhyām ṣaṣṭi ṣaṣṭiḥ jānu maṇḍalābhyām 
SA_K03_psp_1u-32	evaṃ dvābhyām ūrubhyāṃ kaṭinābhimaṇḍalābhyāṃ dvābhyāṃ pārśvābhyāṃ hṛdayaśrīvatsān mahāpuruṣalakṣaṇāt,	evam dvābhyām ūrubhyām kaṭi nābhi maṇḍalābhyām dvābhyām pārśvābhyām hṛdaya śrīvatsāt mahāpuruṣa lakṣaṇāt 
SA_K03_psp_1u-33	evaṃ ṣaṣṭiṣaṣṭir daśabhyo hastāṅgulibhyaḥ ṣaṣṭiṣaṣṭir dvābhyāṃ bāhubhyāṃ ṣaṣṭiṣaṣṭir dvābhyām aṃśābhyām,	evam ṣaṣṭi ṣaṣṭiḥ daśabhyaḥ hasta aṅgulibhyaḥ ṣaṣṭi ṣaṣṭiḥ dvābhyām bāhubhyām ṣaṣṭi ṣaṣṭiḥ dvābhyām aṃśābhyām 
SA_K03_psp_1u-34	evaṃ grīvāyāś catvāriṃśadbhyo dantebhyo dvābhyāṃ ghrāṇābhyāṃ dvābhyāṃ śrotrābhyāṃ	evam grīvāyāḥ catvāriṃśadbhyaḥ dantebhyaḥ dvābhyām ghrāṇābhyām dvābhyām śrotrābhyām 
SA_K03_psp_1u-35	dvābhyāṃ cakṣurbhyāṃ madhyād ūrṇāyā upariṣṭād uṣṇīṣāt ṣaṣṭiṣaṣṭīraśmikoṭīniyutaśatasahasrāṇi	dvābhyām cakṣurbhyām madhyāt ūrṇāyāḥ upariṣṭāt uṣṇīṣāt ṣaṣṭi ṣaṣṭī raśmi koṭī niyuta śata sahasrāṇi 
SA_K03_psp_1u-36	niśceruḥ. yai raśmibhir ayaṃ trisāhasramahāsāhasro lokadhātur avabhāsito 'bhūt parisphuṭaḥ,	niśceruḥ yaiḥ raśmibhiḥ ayam tri sāhasra mahā sāhasraḥ lokadhātuḥ avabhāsitaḥ bhūt parisphuṭaḥ 
SA_K03_psp_1u-37	pūrvasyāṃ diśi gaṅgānadībālukopamā lokadhātavas tena mahatā raśmyavabhāsena sphuṭā avabhāsitāś cābhūvan,	pūrvasyām diśi gaṅgā nadī bālukā upamāḥ lokadhātavaḥ tena mahatā raśmi avabhāsena sphuṭāḥ avabhāsitāḥ ca abhūvan 
SA_K03_psp_1u-38	evaṃ dakṣiṇasyāṃ diśi paścimāyām uttarasyām uttarapūrvasyāṃ pūrvadakṣiṇasyāṃ dakṣiṇapaścimāyāṃ	evam dakṣiṇasyām diśi paścimāyām uttarasyām uttara pūrvasyām pūrva dakṣiṇasyām dakṣiṇa paścimāyām 
SA_K03_psp_1u-39	paścimottarasyām adhastād upariṣṭād diśi gaṅgānadībālukopamā lokadhātavas tena mahatā	paścima uttarasyām adhastāt upariṣṭāt diśi gaṅgā nadī bālukā upamāḥ lokadhātavaḥ tena mahatā 
SA_K03_psp_1u-40	raśmyavabhāsena sphuṭā avabhāsitāś cābhūvan,	raśmi avabhāsena sphuṭāḥ avabhāsitāḥ ca abhūvan 
SA_K03_psp_1u-41	ye ca sattvās tena mahatā raśmyavabhāsena sphuṭā avabhāsitās te sarve niyatā abhūvann anuttarāyāṃ samyaksaṃbodhau.	ye ca sattvāḥ tena mahatā raśmi avabhāsena sphuṭāḥ avabhāsitāḥ te sarve niyatāḥ abhūvan anuttarāyām samyaksaṃbodhau 
SA_K03_psp_1u-42	atha khalu bhagavān punar eva sarvaromakūpebhyaḥ smitam akarot,	atha khalu bhagavān punar eva sarva romakūpebhyaḥ smitam akarot 
SA_K03_psp_1u-43	ekaikataś ca romakūpāt ṣaṣṭiṣaṣṭīraśmikoṭīniyutaśatasahasrāṇi niśceruḥ,	ekaikataḥ ca romakūpāt ṣaṣṭi ṣaṣṭī raśmi koṭī niyuta śata sahasrāṇi niśceruḥ 
SA_K03_psp_1u-44	yair ayaṃ trisāhasramahāsāhasro lokadhātur avabhāsitaḥ sphuṭo 'bhūt,	yaiḥ ayam tri sāhasra mahā sāhasraḥ lokadhātuḥ avabhāsitaḥ sphuṭaḥ bhūt 
SA_K03_psp_1u-45	taiś ca pūrvasyāṃ diśi gaṅgānadībālukopamāḥ sarvalokadhātavo 'vabhāsenāvabhāsitāḥ sphuṭāś cābhūvan,	taiḥ ca pūrvasyām diśi gaṅgā nadī bālukā upamāḥ sarva lokadhātavaḥ vabhāsena avabhāsitāḥ sphuṭāḥ ca abhūvan 
