segmentnr	original	analyzed
SA_K10_sf74_sc-0	Candropama	candra upama 
SA_K10_sf74_sc-1	evaṁ mayā śrutam ekasmiṁ samaye bhagavāṁ rājagṛhe viharati devadattaṁ lābha satkāra	eva mayā śrutam ekasmi samaye bhagavā rājagṛhe viharati devadatta lābha satkāra 
SA_K10_sf74_sc-2	ślokam ārabhya bhikṣūn āmantrayati / candropamā bhikṣavo viharata / nityaṁ navakā	ślokam ārabhya bhikṣūn āmantrayati candra upamāḥ bhikṣavaḥ viharata 
SA_K10_sf74_sc-3	iva hrīmantaḥ kuleṣv apragalbhā avakṛṣya kāyam avakṛṣya cittaṁ kulāny upasaṁkramata /	iva hrīmantaḥ kuleṣu a pragalbhāḥ avakṛṣya kāyam avakṛṣya citta kulāni upasakramata 
SA_K10_sf74_sc-4	tad yathā cakṣuṣmāṁ puruṣo jarodapānaṁ vā nadīdurgaṁ vā parvata viṣamaṁ vā avakṛṣya	tat yathā cakṣuṣmān puruṣaḥ vā nadī durga vā parvata viṣama vā avakṛṣya 
SA_K10_sf74_sc-5	kāyam avakṛṣya cittaṁ vyavalokayed evam eva candropamā viharata nityaṁ navakā iva	kāyam avakṛṣya citta vyavalokayet evam eva candra upamāḥ viharata nitya navakāḥ iva 
SA_K10_sf74_sc-6	hrīmantaḥ kuleṣv apragalbhā avakṛṣya kāyam avakṛṣya cittaṁ kulāny upasaṁkramata /	hrīmantaḥ kuleṣu a pragalbhāḥ avakṛṣya kāyam avakṛṣya citta kulāni upasakramata 
SA_K10_sf74_sc-7	kāśyapo hi bhikṣuś candropamo viharati nityaṁ navaka iva hrīmān kuleṣv apragalbho	kāśyapaḥ hi bhikṣuḥ candra upamaḥ viharati navakaḥ iva hrīmān kuleṣu a pragalbhaḥ 
SA_K10_sf74_sc-8	’vakṛṣya kāyam avakṛṣya cittaṁ kulāny upasaṁkramati / tad yathā cakṣuṣmāṁ puruṣo	vakṛṣya kāyam avakṛṣya citta kulāni upasakramati tat yathā cakṣuṣmā puruṣaḥ 
SA_K10_sf74_sc-9	jarodapānaṁ vā nadī durgaṁ vā parvata viṣamaṁ vā avakṛṣya kāyam avakṛṣya cittaṁ vyavalokayed	jarā udapāna vā nadī durga vā parvata viṣama vā avakṛṣya kāyam avakṛṣya citta vyavalokayet 
SA_K10_sf74_sc-10	evam eva kāśyapo hi bhikṣuś candropamo viharati nityaṁ navaka iva hrīmāṁ kuleṣv apragalbhaḥ	evam eva kāśyapaḥ hi bhikṣuḥ candra upamaḥ viharati navakaḥ iva hrīmā kuleṣu a pragalbhaḥ 
SA_K10_sf74_sc-11	avakṛṣya kāyam avakṛṣya cittaṁ kulāny upasaṁkrāmati / kiṁ manyatha …	avakṛṣya kāyam avakṛṣya citta kulāni upasakrāmati ki manyatha 
