segmentnr	original	analyzed
SA_MB_guhyasamaajatantraHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_guhyasamaajatantraHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00360	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_guhyasamaajatantraHK-2	Uniform title: guhyasamājatantra	uniform title guhya samāja tantra 
SA_MB_guhyasamaajatantraHK-3	Secondary title: tathāgataguhyaka	secondara title tathāgataguhyaka 
SA_MB_guhyasamaajatantraHK-4	Editor : Benoytosh Bhattacharya	editoḥ benoytoḥ bhatta charya 
SA_MB_guhyasamaajatantraHK-5	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_guhyasamaajatantraHK-6	Revision 0: June 26, 2016	revision june 
SA_MB_guhyasamaajatantraHK-7	Publisher : Baroda Oriental Institute	publisher baroda oriental iostitute 
SA_MB_guhyasamaajatantraHK-8	Publication year : 1931	publication year 
SA_MB_guhyasamaajatantraHK-9	Publication city : Baroda	publication citi baroda 
SA_MB_guhyasamaajatantraHK-10	Publication country : India	publication country india 
SA_MB_guhyasamaajatantraHK-11	śrīguhyasamājatantram	         
SA_MB_guhyasamaajatantraHK-12	oṃ namaḥ śrīvajrasattvāya |	om namaḥ śrī vajra sattvāya 
SA_MB_guhyasamaajatantraHK-13	prathamaḥ paṭalaḥ |	prathamaḥ paṭalaḥ 
SA_MB_guhyasamaajatantraHK-14	evaṃ mayā śrutam | ekasmin samaye bhagavān	evam mayā śrutam ekasmin samaye bhagavān 
SA_MB_guhyasamaajatantraHK-15	sarvatathāgatakāyavākcittahṛdayavajrayoṣiḍbhageṣu [kh: adds guhya | ; ṭhe	sarva tathāgata kāya vāc citta hṛdaya vajra yoṣit bhageṣu adds 
SA_MB_guhyasamaajatantraHK-16	explanation of this quaint beginning is given by indrabhūti in his jñānasiddhi	explanation of this quaint beginning is given by indrabhūti in his jñānasiddhi 
SA_MB_guhyasamaajatantraHK-17	(ṅ.O.ṣ.) p. 58 thus :- hṛdayaṃ jñānaṃ tadeva vajjayoṣit	hṛdayam jñānam tat eva vajjayoṣit 
SA_MB_guhyasamaajatantraHK-18	abhedyāpakṣāsvabhāvatvāt tadeva bhagaṃ sarvakleśabhañjanāt |] vijahāra |	abhedya apakṣa asvabhāva tvāt tat eva bhagam sarva kleśa bhañjanāt vijahāra 
SA_MB_guhyasamaajatantraHK-19	anabhilāpyānabhilāpyaiḥ	anabhilāpya anabhilāpyaiḥ 
SA_MB_guhyasamaajatantraHK-20	sarvabuddhakṣetrasumeruparamāṇurajaḥsamairbodhisattvairmahāsattvaiḥ | tadyathā |	sarva buddhakṣetra sumeru paramāṇu rajaḥ samaiḥ bodhisattvaiḥ mahāsattvaiḥ tat yathā 
SA_MB_guhyasamaajatantraHK-21	samayavajreṇa ca nāma bodhisattvena mahāsattvena | kāyavajreṇa ca nāma bodhisattven	samayavajreṇa ca nāma bodhisattvena mahāsattvena kāyavajreṇa ca nāma bodhisattvena 
SA_MB_guhyasamaajatantraHK-22	mahāsattvena | vāgvajreṇa ca nāma bodhisattvena mahāsattvena | cittavajreṇa ca nāma	mahāsattvena vāgvajreṇa ca nāma bodhisattvena mahāsattvena cittavajreṇa ca nāma 
SA_MB_guhyasamaajatantraHK-23	bodhisattvena mahāsattvena | samādhivajreṇa ca nāma bodhisattvena mahāsattvena |	bodhisattvena mahāsattvena samādhivajreṇa ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-24	japavajreṇa ca nāma bodhisattvena mahasattvena | pṛthivīvajreṇa ca nāma bodhisattvena	japavajreṇa ca nāma bodhisattvena mahasattvena pṛthivīvajreṇa ca nāma bodhisattvena 
SA_MB_guhyasamaajatantraHK-25	mahāsattvena | abvajreṇa [kh: āp] ca nāma bodhisattvena mahāsattvena |	mahāsattvena abvajreṇa kh āp ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-26	tejovajreṇa ca nāma bodhisattvena mahāsattvena | vāyuvajreṇa ca nāma bodhisattvena	tejovajreṇa ca nāma bodhisattvena mahāsattvena vāyuvajreṇa ca nāma bodhisattvena 
SA_MB_guhyasamaajatantraHK-27	mahāsattvena [kh: omits] | ākāśavajreṇa ca nāma bodhisattvena mahāsattvena |	mahāsattvena kh omits ākāśavajreṇa ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-28	rūpavajreṇa ca nāma bodhisattvena mahāsattvena | śabdavajreṇa ca nāma bodhisattvena	rūpavajreṇa ca nāma bodhisattvena mahāsattvena śabdavajreṇa ca nāma bodhisattvena 
SA_MB_guhyasamaajatantraHK-29	mahāsattvena | gandhavajreṇa ca	           
SA_MB_guhyasamaajatantraHK-30	pdf 26, p. 2)	p 
SA_MB_guhyasamaajatantraHK-31	nāma bodhisattvena mahāsattvena | rasavajreṇa ca nāma bodhisattvenamahāsattvena |	nāma bodhisattvena mahāsattvena rasavajreṇa ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-32	sparśavajreṇa [k g: praṣṭavya |] ca nāma bodhisattvena mahāsattvena |	sparśa vajreṇa k g praṣṭavya ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-33	dharmadhātuvajreṇa ca nāma bodhisattvena mahāsattvena |	dharmadhātuvajreṇa ca nāma bodhisattvena mahāsattvena 
SA_MB_guhyasamaajatantraHK-34	evaṃpramukhairanabhilāpyānabhilāpyairbuddhakṣetrasumeruparamāṇurajaḥ##-	evaṃpramukhaiḥ anabhilāpya anabhilāpyaiḥ buddhakṣetra sumeru paramāṇu rajaḥ 
SA_MB_guhyasamaajatantraHK-35	g khyātai |] tathāgataiḥ [k; adds sarva |] | tadyathā | akṣobhyavajreṇa ca nama	tathāgata k adds sarva  tat yathā akṣobhya vajreṇa ca nama 
SA_MB_guhyasamaajatantraHK-36	[k: omits] tathāgatena | vairocanavajreṇa ca nām [k: omits] tathāgatena |	k omits tathāgatena vairocanavajreṇa ca nām k omits tathāgatena 
SA_MB_guhyasamaajatantraHK-37	ratnaketuvajreṇa ca nāma [k: omits] tathāgatena | amitavajreṇa [k: tābha |]	ratnaketuvajreṇa ca nāma k omits tathāgatena amitavajreṇa 
SA_MB_guhyasamaajatantraHK-38	ca nāma [k: omits] tathāgatena | amoghavajreṇa ca nāma [k: omits]	ca nāma k omits tathāgatena amoghavajreṇa ca nāma k omits 
SA_MB_guhyasamaajatantraHK-39	tathāgatena |	tathāgatena 
SA_MB_guhyasamaajatantraHK-40	evaṃpramukhaiḥ sarvākāśadhātusamādhmātaiśca [kh g: khyā |] tathāgataiḥ |	evaṃpramukhaiḥ sarva ākāśa dhātu samādhmātaiḥ ca tathāgataiḥ 
SA_MB_guhyasamaajatantraHK-41	tadyathā | api nāma tilabimbamiva paripūrṇaḥ sarvākāśadhātuḥ sarvatathāgataiḥ	tat yathā api nāma tila bimbam iva paripūrṇaḥ sarva ākāśa dhātuḥ sarva tathāgataiḥ 
SA_MB_guhyasamaajatantraHK-42	saṃdṛśyate sma |	saṃdṛśyate sma 
SA_MB_guhyasamaajatantraHK-43	atha bhagavān mahāvairocanastathāgataḥ [kh, g: vacca]	atha bhagavān mahāvairocanaḥ tathāgataḥ 
SA_MB_guhyasamaajatantraHK-44	sarvatathāgatamahārāganayaṃ [kh, g: naya |] nāma samādhiṃ samāpadya	sarva tathāgata mahā rāga nayam kh g naya nāma samādhim samāpadya 
SA_MB_guhyasamaajatantraHK-45	[k: dyate |] taṃ sarvatathāgatavyūhaṃ svakāyavākcittavajreṣu [k; omits ṣu |	tam sarva tathāgata vyūham sva kāya vāc citta vajreṣu 
SA_MB_guhyasamaajatantraHK-46	] praveśayāmāsa [k: praṇidhisa |] | atha te sarvatathāgatā bhagavataḥ [k:	praveśayāmāsa k praṇidhi sa   atha te sarva tathāgatāḥ bhagavataḥ 
SA_MB_guhyasamaajatantraHK-47	ntaḥ |] sarvatathāgatakāyavākcittavajrādhipateḥ paritoṣaṇārthaṃ svabimbāni [k:	sarva tathāgata kāya vāc citta vajra adhipateḥ paritoṣaṇa artham sva bimbāni 
SA_MB_guhyasamaajatantraHK-48	pate pavitro vaśārthaṃ svacitāni |] strībimbānyabhinirmāya [k: nyatra |]	pate pavitraḥ vaśa artham sva citāni strī bimbāni abhinirmāya 
SA_MB_guhyasamaajatantraHK-49	bhagavato vairocanasya kāyādabhiniṣkrāntā [kh, g: hṛdaye |] abhūvan | tatra	bhagavataḥ vairocanasya kāyāt abhiniṣkrāntā kh g hṛdaye abhūvan tatra 
SA_MB_guhyasamaajatantraHK-50	kecit buddhalocanākāreṇa kecit māmakyākāreṇa kecit pāṇḍaravāsinyākāreṇa kecit	kecid buddha locana ākāreṇa kecid māmakī ākāreṇa kecid pāṇḍaravāsinī ākāreṇa kecid 
SA_MB_guhyasamaajatantraHK-51	samayatārākāreṇa saṃsthitā abhūvan |	samaya tārā ākāreṇa saṃsthitāḥ abhūvan 
SA_MB_guhyasamaajatantraHK-52	pdf 26, p. 3)	p 
SA_MB_guhyasamaajatantraHK-53	tatra kecit rūpasvabhāvākāreṇa kecit śabdasvabhāvākāreṇa kecit rasasvabhāvākāreṇa	tatra kecid rūpa svabhāva ākāreṇa kecid śabda svabhāva ākāreṇa kecid rasa svabhāva ākāreṇa 
SA_MB_guhyasamaajatantraHK-54	kecit sparśasvabhāvākāreṇa saṃsthitā abhūvan |	kecid sparśa svabhāva ākāreṇa saṃsthitāḥ abhūvan 
SA_MB_guhyasamaajatantraHK-55	atha khalu akṣobhyastathāgataḥ [kh, g: vajra]	atha khalu akṣobhyaḥ tathāgataḥ vajra 
SA_MB_guhyasamaajatantraHK-56	sarvatathāgatakāyavākcittahṛdayavajrayoṣidbhageṣu [k: omits hṛdaya]	sarva tathāgata kāya vāc citta hṛdaya vajra yoṣit bhageṣu k omits hṛdaya 
SA_MB_guhyasamaajatantraHK-57	caturasraṃ [k: omits] virajaskaṃ mahāsamayamaṇḍalamadhiṣṭhāpayāmāsa |	catur asram k omits virajaskam mahā samaya maṇḍalam adhiṣṭhāpayāmāsa 
SA_MB_guhyasamaajatantraHK-58	svacchaṃ ca tatsvabhāvaṃ ca nānārūpaṃ [k: vajrā] samantataḥ |	svaccham ca tad svabhāvam ca nānā rūpam samantataḥ 
SA_MB_guhyasamaajatantraHK-59	buddhameghasamākīrṇaṃ [kh, g: megha] sphuliṅgagahanajvalam	buddha megha samākīrṇam kh g megha sphuliṅga gahana jvalam 
SA_MB_guhyasamaajatantraHK-60	[kh, g: nākula] |	kh g nākula 
SA_MB_guhyasamaajatantraHK-61	svacchādimaṇḍalairyuktaṃ sarvatāthāgataṃ puram ||	svaccha ādi maṇḍalaiḥ yuktam sarva tāthāgatam puram 
SA_MB_guhyasamaajatantraHK-62	atha bhagavān sarvatathāgataṃkāyavākcittavajrādhipatiḥ sarvatathāgatamaṇḍalamadhye	atha bhagavān sarva tathāgata kāya vāc citta vajra adhipatiḥ sarva tathāgata maṇḍala madhye 
SA_MB_guhyasamaajatantraHK-63	pratiṣtḥāpayāmāsa | atha khalu akṣobhyastathāgataḥ [kh, g: add vajra]	pratiṣtḥāpayāmāsa atha khalu akṣobhyaḥ tathāgataḥ vajra 
SA_MB_guhyasamaajatantraHK-64	ratnaketustathāgataḥ amitāyustathāgataḥ [k: bha] amoghasiddhistathāgataḥ	ratnaketuḥ tathāgataḥ amitāyuḥ tathāgataḥ k bha amoghasiddhiḥ tathāgataḥ 
SA_MB_guhyasamaajatantraHK-65	vairocanastathāgataḥ bodhicittavajrasya tathāgatasya hṛdaye vijahāra |	vairocanaḥ tathāgataḥ bodhicitta vajrasya tathāgatasya hṛdaye vijahāra 
SA_MB_guhyasamaajatantraHK-66	atha bhagavān bodhicittavajrastathāgataḥ sarvatathāgatābhibhavanavajraṃ nāma samādhiṃ	atha bhagavān bodhicittavajraḥ tathāgataḥ sarvatathāgatābhibhavanavajram nāma samādhim 
SA_MB_guhyasamaajatantraHK-67	samāpannaḥ | samanantarasamāpannasya ca sarvatathāgatādhipateḥ athāyaṃ	samāpannaḥ samanantara samāpannasya ca sarva tathāgata adhipateḥ atha ayam 
SA_MB_guhyasamaajatantraHK-68	sarvākāśadhātuḥ sarvatathāgatavajrasamayaḥ saṃsthito'bhūt | atha yāvantaḥ	sarva ākāśa dhātuḥ sarva tathāgata vajra samayaḥ saṃsthitaḥ abhūt atha yāvantaḥ 
SA_MB_guhyasamaajatantraHK-69	sarvākāśadhātusaṃsthitāḥ sarvasattvāḥ sarve ca [k: omits] tena [k: te]	sarva ākāśa dhātu saṃsthitāḥ sarva sattvāḥ sarve ca k omits tena k te 
SA_MB_guhyasamaajatantraHK-70	vajrasattvādhiṣṭhānena sarvatathāgatasukhasaumanasyalābhino'bhūvan |	vajra sattva adhiṣṭhānena sarva tathāgata sukha saumanasya lābhinaḥ bhūvan 
SA_MB_guhyasamaajatantraHK-71	atha bhagavān bodhicittavajrastathāgataḥ	atha bhagavān bodhicittavajraḥ tathāgataḥ 
SA_MB_guhyasamaajatantraHK-72	sarvatathāgatakāyavākcittavajrasamayodbhavavajraṃ [k: dbhavaṃ] nāma	sarva tathāgata kāya vāc citta vajra samaya udbhava vajram k dbhavam nāma 
SA_MB_guhyasamaajatantraHK-73	samādhiṃ samāpadyemāṃ	samādhim samāpadya imām 
SA_MB_guhyasamaajatantraHK-74	pdf 27, p. 4)	p 
SA_MB_guhyasamaajatantraHK-75	mahāvidyāpuruṣamūrtiṃ sarvatathāgatamantrādhiṣṭhānamadhiṣṭhāpayāmāsa |	mahāvidyā puruṣa mūrtim sarva tathāgata mantra adhiṣṭhānam adhiṣṭhāpayāmāsa 
SA_MB_guhyasamaajatantraHK-76	samanantarādhiṣṭhitamātre sa eva bhagavān vairocanavajrastathāgatastrimukhākāreṇa	samanantara adhiṣṭhita mātre saḥ eva bhagavān vairocana vajraḥ tathāgataḥ tri mukha ākāreṇa 
SA_MB_guhyasamaajatantraHK-77	sarvatathāgataiḥ sandṛśyate sma |	sarva tathāgataiḥ san dṛśyate sma 
SA_MB_guhyasamaajatantraHK-78	atha akṣobhyapramukhāḥ sarvatathāgatā bhagavato bodhicittavajrasya [k, kh:	atha akṣobhya pramukhāḥ sarva tathāgatāḥ bhagavataḥ bodhi citta vajrasya 
SA_MB_guhyasamaajatantraHK-79	vairocanasya] hṛdayādabhiniṣkramya idamudānamudānayāmāsuḥ [k: omits	vairocanasya hṛdayāt abhiniṣkramya idam udānam udānayāmāsuḥ k omits 
SA_MB_guhyasamaajatantraHK-80	mudāna]-	mudāna 
SA_MB_guhyasamaajatantraHK-81	aho hi sarvabuddhānāṃ bodhicittapravarttanam |	aho hi sarva buddhānām bodhi citta pravarttanam 
SA_MB_guhyasamaajatantraHK-82	sarvatāthāgataṃ guhyaṃ na prabhavyaṃ manāvilam || iti ||	sarva tāthāgatam guhyam na prabhavyam manāvilam iti 
SA_MB_guhyasamaajatantraHK-83	atha bhagavantaḥ sarvatathāgatāḥ punaḥ [k: pūta] samājamāgamya bhagavantaṃ	atha bhagavantaḥ sarva tathāgatāḥ punar k pūta samājam āgamya bhagavantam 
SA_MB_guhyasamaajatantraHK-84	bodhicittavajraṃ sarvatathāgatābhiṣekapūjāspharaṇasamayatattvaratnameghaiḥ [k:	bodhi citta vajram sarva tathāgata abhiṣeka pūjā spharaṇa samaya tattva ratna meghaiḥ k
SA_MB_guhyasamaajatantraHK-85	sthalena ; k: mayaiḥ] sampūjya praṇipatyaivamāhuḥ-	sthalena k mayaiḥ sampūjya praṇipatya evam āhuḥ 
SA_MB_guhyasamaajatantraHK-86	bhāṣasva bhagavan tattvaṃ [k: tva] vajrasārasamuccayam |	bhāṣasva bhagavan tattvam vajra sāra samuccayam 
SA_MB_guhyasamaajatantraHK-87	sarvatāthāgataṃ guhyaṃ samājaṃ guhyasambhavam || iti ||	sarva tāthāgatam guhyam samājam guhya sambhavam iti 
SA_MB_guhyasamaajatantraHK-88	atha [k: omits] bhagavān [k: omits] bodhicittavajrastathāgatastān	atha k omits bhagavān k omits bodhicittavajraḥ tathāgataḥ tān 
SA_MB_guhyasamaajatantraHK-89	sarvatathāgatān evamāha | sādhu sādhu bhagavantaḥ sarvatathāgatāḥ [k: omits] |	sarva tathāgatān evam āha sādhu sādhu bhagavantaḥ sarva tathāgatāḥ 
SA_MB_guhyasamaajatantraHK-90	kintu [k: adds sādhu sādhu vajrapāṇi sādhu sādhu guṇākara sarvatathāgatān]	kintu k adds sādhu sādhu vajrapāṇi sādhu sādhu guṇa ākara sarva tathāgatān 
SA_MB_guhyasamaajatantraHK-91	servatathāgatānāmapi saṃśayakaro'yaṃ kuto'nyeṣāṃ bodhisattvānāmiti |	sa irva tathāgatānām api saṃśaya karaḥ yam kutas nyeṣām bodhisattvānām iti 
SA_MB_guhyasamaajatantraHK-92	atha bhagavantaḥ sarvatathāgatāḥ āścaryaprāptāḥ adbhutaprāptāḥ |	atha bhagavantaḥ sarva tathāgatāḥ āścarya prāptāḥ adbhuta prāptāḥ 
SA_MB_guhyasamaajatantraHK-93	sarvatathāgatasaṃśayacchettāraṃ [k: samaya] bhagavantaṃ	sarva tathāgata saṃśaya chettāram k bhagavantam 
SA_MB_guhyasamaajatantraHK-94	sarvatathāgatasvāminaṃ papracchuḥ | yadbhagavānevaṃguṇaviśiṣṭe'pi	sarva tathāgata svāminam papracchuḥ yat bhagavān evaṃguṇa viśiṣṭe pi 
SA_MB_guhyasamaajatantraHK-95	sarvatathāgataparṣadi [kh: omits] sarvatathāgatakāyavākcittaguhyaṃ [k:	sarva tathāgata parṣadi kh omits sarva tathāgata kāya vāc citta guhyam kh 
SA_MB_guhyasamaajatantraHK-96	tābhiṣeka ; kh: adds vajra] nirdeṣṭuṃ notsahate tadbhaga [k; tato] vān	vajra nirdeṣṭum na utsahate tatas vān 
