segmentnr	original	analyzed
SA_GSP28_dhebta_u-0	{p. 233}	p 
SA_GSP28_dhebta_u-1	paṇḍitadurvekamiśrakṛto	        
SA_GSP28_dhebta_u-2	hetubinduṭīkālokaḥ /	          
SA_GSP28_dhebta_u-3	[1 b] / 1namo buddhāya /	namaḥ buddhāya 
SA_GSP28_dhebta_u-4	prahīṇāvṛtisaṃghātaṃ praṇipatya tathāgatam /	prahīṇa āvṛti saṃghātam praṇipatya tathāgatam 
SA_GSP28_dhebta_u-5	vivṛṇomi yathāśakti bhaṭṭārcaṭaguror giraḥ //	vivṛṇomi yathāśakti bhaṭṭa arcaṭa guroḥ giraḥ 
SA_GSP28_dhebta_u-6	abhimānadhanā ye ca ye ca buddhidhanā janāḥ /	abhimāna dhanāḥ ye ca ye ca buddhi dhanāḥ janāḥ 
SA_GSP28_dhebta_u-7	na tadartham ayaṃ yatnas tasmān naiva nirarthakaḥ //	na tad artham ayam yatnaḥ tasmāt nā eva nirarthakaḥ 
SA_GSP28_dhebta_u-8	sveṣṭadevatānamaskriyā hi puṇyaprasavabhūmir itaś cāntarāyarahitā īpsitaparisamāptir	sva iṣṭadevatā namaskriyā hi puṇya prasava bhūmiḥ itas ca antarāya rahitā īpsita parisamāptiḥ 
SA_GSP28_dhebta_u-9	bhavatīty āgamād veditā śiṣṭācārānurakṣaṇadharmā 2cāyaṃ dharmākaradatto hetubindutīkāṃ	bhavati iti āgamāt veditā śiṣṭa ācāra anurakṣaṇa dharmā ca ayam dharmākaradattaḥ hetu bindu tīkām 
SA_GSP28_dhebta_u-10	cikīrṣurādita eva svādhidaivataṃ stutipuraḥsaraṃ namasyati /	cikīrṣuḥ āditas eva sva adhidaivatam stuti puraḥsaram namasyati 
SA_GSP28_dhebta_u-11	namaskāraślokakaraṇe cākṣepaparihāraudharmottarapradīpāditanītidiśā anugantavyau /	namaskāra śloka karaṇe ca ākṣepa parihāra audharma uttara pradīpa ādita nīti diśā anugantavyau 
SA_GSP28_dhebta_u-12	āśayaprayogabhedena hetvavasthām ubhayīṃ svārthaparārthaprakarṣabhedena phalāvasthāṃ dvayīṃ darśayiṣyate /	āśaya prayoga bhedena hetu avasthām ubhayīm svārtha parārtha prakarṣa bhedena phala avasthām dvayīm darśayiṣyate 
SA_GSP28_dhebta_u-13	asya hetuphalāvasthopadarśanaṃ3 munīndrasya namasyābhimatā /	asya hetu phala avasthā upadarśanam muni indrasya namasyā abhimatā 
SA_GSP28_dhebta_u-14	bodhisattvāvasthāyāṃ hi bhagavān anekajanmābhyāsayogāt kalyāṇamitrasaṃparkāc ca prathamam āśayaviśeṣasampadam udapīpadat /	bodhisattva avasthāyām hi bhagavān aneka janma abhyāsa yogāt kalyāṇa mitra saṃparkāt ca prathamam āśaya viśeṣa sampadam udapīpadat 
SA_GSP28_dhebta_u-15	yām iha praṇidhibodhicittam ātiṣṭhante tattvavidaḥ /	yām iha praṇidhi bodhi cittam ātiṣṭhante tattva vidaḥ 
SA_GSP28_dhebta_u-16	tasya parastād āśaṃsitārthasaṃpādanāya prayogaviśeṣam aśeṣam akārṣīt /	tasya parastāt āśaṃsita artha saṃpādanāya prayoga viśeṣam aśeṣam akārṣīt 
SA_GSP28_dhebta_u-17	yaṃ prasthānabodhici4ttam ācakṣate /	yam ācakṣate 
