segmentnr	original	analyzed
SA_MB_kulamuktikalloliniHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_kulamuktikalloliniHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00318	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_kulamuktikalloliniHK-2	Uniform title: kulamuktikallolinī	uniform title kulamuktikallolinī 
SA_MB_kulamuktikalloliniHK-3	Author : navamīsiṃha	authoḥ navamīsiṃha 
SA_MB_kulamuktikalloliniHK-4	Alternate name : adyananda	alternate name adyananda 
SA_MB_kulamuktikalloliniHK-5	Manuscript : NGMCP Manuscript No. : 1-1675 Reel No. : B 120/6	manuscript no    reel no  
SA_MB_kulamuktikalloliniHK-6	Description: Description by Mark S.G. Dyczkoski:	description description by 
SA_MB_kulamuktikalloliniHK-7	The author of the Kulamuktikallolinī is Navamīsiṃha	the author of the kulamuktikallolinī is navamīsiṃha 
SA_MB_kulamuktikalloliniHK-8	also called Adyananda.  He introduces himself in the beginning of his	also called adyananda he introduces himself in the beginning of his 
SA_MB_kulamuktikalloliniHK-9	Tantracintāmaṇi (Asiatic Society of Bengal MSs no 6217-8) as the	tantracintāmaṇi asiatic society of bengal mss no as the 
SA_MB_kulamuktikalloliniHK-10	minister of King Bhūpālendra of Nepal who is said to be a pious and	minister of king bhūpāla indra of nepal who is said to be a pious and
SA_MB_kulamuktikalloliniHK-11	learned man. He was probably king Mahīndra Malla or Bhūpālendra	learned man he was prabably king mahīndra malla or bhūpāla indra 
SA_MB_kulamuktikalloliniHK-12	Malla of Kathmandu who ruled for about five years between 1689-1694	malla of kathmandu 
SA_MB_kulamuktikalloliniHK-13	ce.	ce 
SA_MB_kulamuktikalloliniHK-14	The Kulamuktikallolinī deals with śākta tantra ritual and	the kulamuktikallolinī deals with śākta tantra ritual and 
SA_MB_kulamuktikalloliniHK-15	practice, especially the worship of Kālī. Extending for over 9,000	practice especially the worship of kālī 
SA_MB_kulamuktikalloliniHK-16	verses in 22 chapters, it is a compendium that draws from a large	verses in chapters it is a compendium that draws from a large 
SA_MB_kulamuktikalloliniHK-17	number of sources. These include the kulacūḍāmaṇi, rudrayāmala,	number of sources these include the kula cūḍāmaṇi rudrayāmala 
SA_MB_kulamuktikalloliniHK-18	kumārītantra, mahākālasaṃhitā, phetkāriṇītantra, kālitantra,	             
SA_MB_kulamuktikalloliniHK-19	svatantratantra, merutantra, vīracūḍāmaṇi, piṃgalāmata,	            
SA_MB_kulamuktikalloliniHK-20	bhāvacūḍāmaṇi, kulārṇava, mahākapilapaṃcarātra, tattvasāre,	             
SA_MB_kulamuktikalloliniHK-21	ṣoḍaśārṇava, somaśaṃbhupaddhati, vīrāgama, śivapaddhati,	             
SA_MB_kulamuktikalloliniHK-22	devīmata, hayaśīrṣapaṃcarātra, śivasadbhāva, yoginītantra,	devī mata hayaśīrṣa paṃcarātra śiva sadbhāva yoginītantra 
SA_MB_kulamuktikalloliniHK-23	candrayāmala, siddhayāmala, mohaśūrāntara, nāradapaṃcarātra,	candrayāmala siddhayāmala moha śūra antara nāradapaṃcarātra 
SA_MB_kulamuktikalloliniHK-24	matsyasūkta, vaiśaṃpāyanasaṃhitā, and many more. Although the	matsyasūkta vaiśaṃpāyanasaṃhitā 
SA_MB_kulamuktikalloliniHK-25	Navamīsiṃha writes little of his own, it is clear from the sheer	navamīsiṃha writes little of his own it is clear from the sheer 
SA_MB_kulamuktikalloliniHK-26	extent of the sources from which he draws that he was very learned. He	extent of the sources from which he draws that he was very learned he 
SA_MB_kulamuktikalloliniHK-27	draws from Tantras of all schools, including the vaiṣṇava	draws from tantras of all schools including the vaiṣṇava 
SA_MB_kulamuktikalloliniHK-28	pāñcarātra and śaivasiddhānta but has a clear preference for	pāñcarātra and śaivasiddhānta but has a clear prefence for 
SA_MB_kulamuktikalloliniHK-29	kaula zAkta tantras mostly of the latter period. His primary concern	kaula zakta tantras mostly of the lattra period his primary concern 
SA_MB_kulamuktikalloliniHK-30	is with ritual. He begins with the rites of initiation (dīkṣā), and	is with ritual he begins with the rites of initiation dīkṣā and 
SA_MB_kulamuktikalloliniHK-31	continues systematically, chapter by chapter with the rites that	continues systematically chapter by chapter with the rites that 
SA_MB_kulamuktikalloliniHK-32	constitute the worship (pūjā) of the deity. These include the	constitute the worship pūjā of the deity these include the 
SA_MB_kulamuktikalloliniHK-33	fashioning and purification of firepits, the purification of the	fashioning and purification of firepits the purification of the 
SA_MB_kulamuktikalloliniHK-34	sacrificial fire (agnisaṃskāra) and Mantras, daily worship	sacrificial fire agnisaṃskāra and mantras daily worship 
SA_MB_kulamuktikalloliniHK-35	(nityavidhi), rites and Mantras for those who undertake a journey,	nitya vidhi rites and mantras for those who undertake a journey 
SA_MB_kulamuktikalloliniHK-36	the purification of the elements (bhUtazuddhi), the installation of the	the purification of the elements bhuta juddhi the installation of the 
SA_MB_kulamuktikalloliniHK-37	vessel containing the water offered in lustration (arghasthāpana) and	vessel containing the water offered in lustration argha sthāpana 
SA_MB_kulamuktikalloliniHK-38	so on. Although not original, the work, contains interesting and	so on although not original the work contains interesting and 
SA_MB_kulamuktikalloliniHK-39	important source material, not infrequently from unpublished sources.	important source material not infrequently from unpublished sources 
SA_MB_kulamuktikalloliniHK-40	Such compendiums, which became very popular from about the 12th	such compendiums became very popular 
SA_MB_kulamuktikalloliniHK-41	century, can often be roughly dated on the basis of the compiler's	century can often be roughly dated on the basis of the compilers 
SA_MB_kulamuktikalloliniHK-42	date. Thus may contribute substantially to future research in the	date thus may contribute substantially to future research in the 
SA_MB_kulamuktikalloliniHK-43	development of Tantric literature after the 11th century.	develpment of tantric literature after the century 
SA_MB_kulamuktikalloliniHK-44	Notes: Revision 0: Nov. 19, 2014	nov 
SA_MB_kulamuktikalloliniHK-45	Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.	data entered by the staff muktabodha under the direction of mark s g dyczkowski 
SA_MB_kulamuktikalloliniHK-46	Publication country : India	publication country india 
SA_MB_kulamuktikalloliniHK-47	1a)	a 
SA_MB_kulamuktikalloliniHK-48	śrīgurugaṇapatīṣṭa devatābhyo namaḥ ||	śrī guru gaṇapati iṣṭa devatābhyaḥ namaḥ 
SA_MB_kulamuktikalloliniHK-49	namāmaḥ sadānandarūpā sanādyān	namāmaḥ sadānanda rūpā sanādyān 
SA_MB_kulamuktikalloliniHK-50	sagotrāṃ ca gotrāvatārāṃ sunandāṃ |	sagotrām ca gotra avatārām su nandām 
SA_MB_kulamuktikalloliniHK-51	sugotrodbhavāṃ bhāsamānāṃ bhavāc-	su gotra udbhavām bhāsamānām bhavāt 
SA_MB_kulamuktikalloliniHK-52	caunnṛṇāṃ tāriṇīṃ tārasargāmanindyāṃ ||	tāriṇīm tāra sargām anindyām 
SA_MB_kulamuktikalloliniHK-53	vākyānyuccāvacāniprathamapatikṛtānīha vai jñānikair-	vākyāni uccāvacāni prathama pati kṛtāni iha vai jñānikaiḥ 
SA_MB_kulamuktikalloliniHK-54	yānyuktāni vyaktacaryānyanabhihitahṛdāṃ dvāparādhāyakāni |	yāni uktāni vyakta caryāni anabhihita hṛdām dvāpara ādhāyakāni 
SA_MB_kulamuktikalloliniHK-55	tānyevālokyabhāvaṃ bhavacaraṇa sarojārcakānāṃ guruṇāṃ	tāni eva ālokya bhāvam bhava caraṇa saroja arcakānām guruṇām 
SA_MB_kulamuktikalloliniHK-56	jñātvā vakṣyehamādyā bhajana sṛti vibhedāya yat tadvidhānaṃ ||	jñātvā vakṣyā iham ādyāḥ bhajana sṛti vibhedāya yat tat vidhānam 
SA_MB_kulamuktikalloliniHK-57	savyāpasavyapathabhedavivekarūpāṃ niḥśreṇi kāmamalamuktimabhīpsitānāṃ |	savya apasavya patha bheda viveka rūpām niḥśreṇi kāma mala muktim abhīpsitānām 
SA_MB_kulamuktikalloliniHK-58	śrīmānnavāntagatamī mṛgarājasaṃjñaḥ kallolinīṃ vitanute kulamukti pūrvāṃ ||	mṛgarāja saṃjñaḥ kallolinīm vitanute kula mukti pūrvām 
SA_MB_kulamuktikalloliniHK-59	ādyānandana ītyeva khyātanāmā gurormukhāt |	ādya ānandanaḥ khyāta nāmā guroḥ mukhāt 
SA_MB_kulamuktikalloliniHK-60	bhaktyūdrekādaparṇāyāṃ caṃcalatvaṃ vrajāmyahaṃ ||	bhakti ūdrekāt aparṇāyām caṃcala tvam vrajāmi aham 
SA_MB_kulamuktikalloliniHK-61	kulacūḍāmaṇau || śrībhairava uvāca ||	              
