segmentnr	original	analyzed
SA_GSP33_bbdip12u-0	atha dvitīyaḥ pādaḥ //	atha dvitīyaḥ pādaḥ 
SA_GSP33_bbdip12u-1	1. sarvagatatvādhikaraṇam //	sarvagata tva adhikaraṇam 
SA_GSP33_bbdip12u-2	liṅgātmakānāṃ śabdānāṃ viṣṇau pravṛttiṃ darśayatyasmin pāde prādhānyena/	liṅga ātmakānām śabdānām viṣṇau pravṛttim darśayati asmin pāde prādhānyena 
SA_GSP33_bbdip12u-3	pūrvottarapādabhedasya svasminnekavākyatāyāśca siddhaye etatpādapratipādyaṃ darśayati - liṅgeti //	pūrva uttara pāda bhedasya svasmin eka vākya tāyāḥ ca siddhaye etad pāda pratipādyam darśayati liṅga iti 
SA_GSP33_bbdip12u-4	liṅgānumāpako dharmaḥ /	liṅga anumāpakaḥ dharmaḥ 
SA_GSP33_bbdip12u-5	saḥ ātmevātmā pravṛttinimittaṃ yeṣāṃ te tathoktāḥ /	saḥ ātmā iva ātmā pravṛtti nimittam yeṣām te tathā uktāḥ 
SA_GSP33_bbdip12u-6	'nimittanimittinorabhedopacārāt';	nimitta nimittinoḥ abheda upacārāt 
SA_GSP33_bbdip12u-7	iti sudhokteḥ /	iti sudhā ukteḥ 
SA_GSP33_bbdip12u-8	svarūpārtho vā ātmaśabdaḥ /	svarūpa arthaḥ vai ātma śabdaḥ 
SA_GSP33_bbdip12u-9	pūrvayojanāyāmātmapratipādake gauṇī vṛttiḥ /	          
SA_GSP33_bbdip12u-10	dvitīyāyāṃ tu sāmānādhikaraṇyamiti bhedaḥ /	dvitīyāyām tu sāmānādhikaraṇyam iti bhedaḥ 
SA_GSP33_bbdip12u-11	svārthe kaḥ /	svārthe kaḥ 
SA_GSP33_bbdip12u-12	tathā ca vyāpyadharmadvārā dharmibodhakānāmāpātato yaugikānāmityarthaḥ /	tathā ca vyāpya dharma dvārā dharmi bodhakānām āpātataḥ yaugikānām iti arthaḥ 
SA_GSP33_bbdip12u-13	viṣṇoranyatra prasiddhānāmiti ca saṃyojyam 'śabdānāmiti';	viṣṇoḥ anyatra prasiddhānām iti ca saṃyojyam śabdānām iti 
SA_GSP33_bbdip12u-14	ekaprātipadikarūpāṇāmanekapadasamabhivyāhārarūpāṇāṃ cetyarthaḥ /	eka prātipadika rūpāṇām aneka pada samabhivyāhāra rūpāṇām ca iti arthaḥ 
SA_GSP33_bbdip12u-15	'viṣṇau pravṛttiṃ';	viṣṇau pravṛttim 
SA_GSP33_bbdip12u-16	prakarṣeṇa vṛttiṃ mahāyogavidvadrūḍhibhyāṃ viṣṇuparatvamiti yāvat /	prakarṣeṇa vṛttim mahā yoga vidvas rūḍhibhyām viṣṇu para tvam iti yāvat 
SA_GSP33_bbdip12u-17	'pradarśayati';	pradarśayati 
SA_GSP33_bbdip12u-18	prakarṣeṇa sādhayati sūtrakāra ityarthaḥ /	prakarṣeṇa sādhayati sūtrakāraḥ iti arthaḥ 
SA_GSP33_bbdip12u-19	vaiśvānarādhikaraṇe nāmasamanvayakaraṇādavyāptinirāsāya prādhānyena ityuktam /	vaiśvānara adhikaraṇe nāma samanvaya karaṇāt avyāpti nirāsāya prādhānyena iti uktam 
SA_GSP33_bbdip12u-20	tathā ca tatrāpi nāmasamanvayamukhena prādhānyena phalato bahuliṅgasamanvayasyaiva karaṇānnāvyāptiriti bhāvaḥ /	tathā ca tatra api nāma samanvaya mukhena prādhānyena phalatas bahu liṅga samanvayasya eva karaṇāt na avyāptiḥ iti bhāvaḥ 
SA_GSP33_bbdip12u-21	'brahma tatamam';	brahma tatamam 
SA_GSP33_bbdip12u-22	iti sarvagatatvamuktaṃ viṣṇoḥ /	iti sarva gata tvam uktam viṣṇoḥ 
SA_GSP33_bbdip12u-23	tacca 'tasyaitasyāsāvādityo rasaḥ'; (ai.ā. 3-2-3.)	tat ca tasya etasya asau ādityaḥ rasaḥ 
SA_GSP33_bbdip12u-24	ityādinā'dityasya pratīyate /	ityādinā ādityasya pratīyate 
SA_GSP33_bbdip12u-25	yadyapi pūrvapādāntyadhikaraṇenaitatpādādyasya nāvāntarasaṅgatyapakṣeti na sā pradarśanīyā /	yadi api pūrva pāda anti adhikaraṇena etad pāda ādyasya na avāntarasaṅgati apakṣā iti na sā pradarśanīyā 
SA_GSP33_bbdip12u-26	tathāpi iha tasyāḥ sambhavātphalasyāvaśyavaktavyatvācca sā pradarśyata ityāśayena pūrvādhikaraṇasaṅgatiṃ viṣayādikaṃ ca darśayati brahmeti	tathā api iha tasyāḥ sambhavāt phalasya avaśya vaktavya tvāt ca sā pradarśyate iti āśayena pūrva adhikaraṇa saṅgatim viṣaya ādikam ca darśayati brahma iti 
SA_GSP33_bbdip12u-27	iti vākye viṣṇoḥ nivadhikasarvagatatvamuktamityarthaḥ /	iti vākye viṣṇoḥ nivadhika sarva gata tvam uktam iti arthaḥ 
SA_GSP33_bbdip12u-28	tataḥ kimityata āha - tacceti //	tatas kim iti atas āha tat ca iti 
SA_GSP33_bbdip12u-29	tadityāvartate,	tat iti āvartate 
SA_GSP33_bbdip12u-30	uktamiti ca vartate /	uktam iti ca vartate 
SA_GSP33_bbdip12u-31	tathā ca 'brahma tatamam';	tathā ca brahma tatamam 
SA_GSP33_bbdip12u-32	iti yattatamatvamuktaṃ prāṇākhyaviṣṇostattadekadeśabhūtaṃ sarvagatatvāntargataṃ sarvaprāṇihṛdayasthatvaṃ	iti yattatama tvam uktam prāṇa ākhya viṣṇoḥ tat tat eka deśa bhūtam sarvagata tva antargatam sarva prāṇi hṛdaya stha tvam 
SA_GSP33_bbdip12u-33	tatraivaitareyake 'etaṃ hyeva bahvṛcāmahatyukte mīmāṃsanta etamagnāvadhvaryava etaṃ	tatra eva aitareyake etam hi eva bahvṛcāmahati ukte mīmāṃsante etam agnau adhvaryavaḥ etam 
SA_GSP33_bbdip12u-34	mahāvrate chandogāḥ etamasyāmetaṃ divyetaṃ vāyāvetamākāśa etamapsu etamoṣadhīṣvetaṃ	mahāvrate chandogāḥ etam asyām etam divi etam vāyau etam ākāśe etam apsu etam oṣadhīṣu etam 
SA_GSP33_bbdip12u-35	vanaspatiṣvetaṃ candramasyetaṃ nakṣatreṣvetaṃ sarveṣu bhūteṣvetameva brahmetyācakṣate';	vanaspatiṣu etam candramasi etam nakṣatreṣu etam sarveṣu bhūteṣu etam eva brahma iti ācakṣate 
SA_GSP33_bbdip12u-36	ityādau etamityuttaravākyena uktamityarthaḥ /	ityādau etam iti uttara vākyena uktam iti arthaḥ 
SA_GSP33_bbdip12u-37	tato 'pi kimityataḥ sayuktikaṃ pūrvapakṣamāha - tacceti //	tatas pi kim iti atas sa yuktikam pūrvapakṣam āha tat ca iti 
SA_GSP33_bbdip12u-38	co 'vadhāraṇe /	caḥ va dhāraṇe 
SA_GSP33_bbdip12u-39	ādiśabdena 'sa yaścāyamaśarīraḥ prajñātmā yaścāsāvāditya ekametaditi vidyāt tasmāt	ādi śabdena sa yaḥ ca ayam aśarīraḥ prajñā ātmā yaḥ ca asau ādityaḥ ekam etat iti vidyāt tasmāt 
SA_GSP33_bbdip12u-40	puruṣaṃ puruṣaṃ pratyādityo bhavati ..... sūrya ātmā jagatastasthuṣaśca ... etaṃ	puruṣam puruṣam prati ādityaḥ bhavati sūryaḥ ātmā jagataḥ tasthuṣaḥ ca etam 
SA_GSP33_bbdip12u-41	sarveṣu bhūteṣu'; (ai. 3-2-3.)	sarveṣu bhūteṣu ai 
SA_GSP33_bbdip12u-42	ityādivākyaṃ gṛhyate /	ityādi vākyam gṛhyate 
SA_GSP33_bbdip12u-43	atra tasyetyāderupanyāsaḥ etamiti parāmaraśanīyasamarpakatayāvaśyakatvātpūrvapakṣayuktipradarśanārthaṃ ca kṛtaḥ /	atra tasya ityādeḥ upanyāsaḥ etam iti ca kṛtaḥ 
SA_GSP33_bbdip12u-44	tathā ca yatha etamityuttaravākyenoktaṃ sarvaprāṇihṛdayasthatvaṃ tasyetyādinā pūrvavākyena prakṛtatvāttasyādityasyaiva pratīyate,	tathā ca etam iti uttara vākyena uktam sarva prāṇi hṛdaya sthatvam tasya ityādinā pūrva vākyena prakṛta tvāt tasya ādityasya eva pratīyate 
SA_GSP33_bbdip12u-45	atastasyaiva tatpūrvoktaṃ tatamatvamapi bhavet /	atas tasya eva tat pūrva uktam tatama tvam api bhavet 
SA_GSP33_bbdip12u-46	na viṣṇoriti yojanā /	na viṣṇoḥ iti yojanā 
SA_GSP33_bbdip12u-47	atra pūrvapakṣe tatamatvaṃ saṅkucitaṃ sarvabhūtagatatvarūpaṃ vivakṣitam /	atra pūrvapakṣe tatama tvam saṅkucitam sarva bhūta gata tva rūpam vivakṣitam 
SA_GSP33_bbdip12u-48	na caivaṃ siddhāntyabhimataniravadhikasarvagatatvākṣepāprāptiriti vācyam /	na ca evam siddhānti abhimata niravadhika sarvagata tva ākṣepa aprāptiḥ iti vācyam 
SA_GSP33_bbdip12u-49	pūrvapakṣe 'etameva';	pūrvapakṣe etam eva 
SA_GSP33_bbdip12u-50	iti avadhāraṇena viṣṇoranyatrākṣepāt tenāsyākṣepikīsaṅgatiḥ,	iti avadhāraṇena viṣṇoḥ anyatra ākṣepāt tena asya ākṣepikī saṅgatiḥ 
SA_GSP33_bbdip12u-51	viṣayasaṃśayau,	viṣaya saṃśayau 
