segmentnr	original	analyzed
SA_GP12_kurmp1_u-0	kūrmapurāṇam-1	kūrmapurāṇam 
SA_GP12_kurmp1_u-1	atha śrīkūrmapurāṇam	atha śrī kūrmapurāṇam 
SA_GP12_kurmp1_u-2	pūrvavibhāgaḥ	pūrva vibhāgaḥ 
SA_GP12_kurmp1_u-3	nārāyaṇaṃ namaskṛtya naraṃ caiva narottamam /	nārāyaṇam namaskṛtya naram ca eva narottamam 
SA_GP12_kurmp1_u-4	devīṃ sarasvatīṃ caiva tato jayamudīrayet // KūrmP_1,Mang.1 //	devīm sarasvatīm ca eva tatas jayam udīrayet 
SA_GP12_kurmp1_u-5	namaskṛtvāprameyāya viṣṇave kūrmarūpiṇe /	namaskṛtvā aprameyāya viṣṇave kūrma rūpiṇe 
SA_GP12_kurmp1_u-6	purāṇaṃ saṃpravakṣyāmi yaduktaṃ viśvayoninā // KūrmP_1,1.1 //	purāṇam saṃpravakṣyāmi yat uktam viśvayoninā 
SA_GP12_kurmp1_u-7	satrānte sūtamanaghaṃ naimiṣīyā maharṣayaḥ /	satra ante sūtam anagham naimiṣīyāḥ mahā ṛṣayaḥ 
SA_GP12_kurmp1_u-8	purāṇasaṃhitāṃ puṇyāṃ papracchū romaharṣaṇam // KūrmP_1,1.2 //	purāṇa saṃhitām puṇyām papracchuḥ romaharṣaṇam 
SA_GP12_kurmp1_u-9	tvayā sūta mahābuddhe bhagavān brahmavittamaḥ /	tvayā sūta mahābuddhe bhagavān brahma vittamaḥ 
SA_GP12_kurmp1_u-10	itihāsapurāṇārthaṃ vyāsaḥ samyagupāsitaḥ // KūrmP_1,1.3 //	itihāsa purāṇa artham vyāsaḥ samyak upāsitaḥ 
SA_GP12_kurmp1_u-11	tasya te sarvaromāṇi vacasā hṛṣitāni yat /	tasya te sarva romāṇi vacasā hṛṣitāni yat 
SA_GP12_kurmp1_u-12	dvaipāyanasya bhagavāṃstato vai romaharṣaṇaḥ // KūrmP_1,1.4 //	dvaipāyanasya bhagavān tatas vai romaharṣaṇaḥ 
SA_GP12_kurmp1_u-13	bhavantameva bhagavān vyājahāra svayaṃ prabhuḥ /	bhavantam eva bhagavān vyājahāra svayam prabhuḥ 
SA_GP12_kurmp1_u-14	munīnāṃ saṃhitāṃ vaktuṃ vyāsaḥ paurāṇikīṃ purā // KūrmP_1,1.5 //	munīnām saṃhitām vaktum vyāsaḥ paurāṇikīm purā 
SA_GP12_kurmp1_u-15	tvaṃ hi svāyaṃbhuve yajñe sutyāhe vitate hariḥ /	tvam hi svāyaṃbhuve yajñe sutya ahe vitate hariḥ 
SA_GP12_kurmp1_u-16	saṃbhūtaḥ saṃhitāṃ vaktuṃ svāṃśena puruṣottamaḥ // KūrmP_1,1.6 //	saṃbhūtaḥ saṃhitām vaktum sva aṃśena puruṣottamaḥ 
SA_GP12_kurmp1_u-17	tasmād bhavantaṃ pṛcchāmaḥ purāṇaṃ kaurmamuttamam /	tasmāt bhavantam pṛcchāmaḥ purāṇam kaurmam uttamam 
SA_GP12_kurmp1_u-18	vaktumarhasi cāsmākaṃ purāṇārthaviśārada // KūrmP_1,1.7 //	vaktum arhasi ca asmākam purāṇa artha viśārada 
SA_GP12_kurmp1_u-19	munīnāṃ vacanaṃ śrutvā sūtaḥ paurāṇikottamaḥ /	munīnām vacanam śrutvā sūtaḥ paurāṇika uttamaḥ 
SA_GP12_kurmp1_u-20	praṇamya manasā prāha guruṃ satyavatīsutam // KūrmP_1,1.8 //	praṇamya manasā prāha gurum satyavatī sutam 
SA_GP12_kurmp1_u-21	romaharṣaṇa uvāca	romaharṣaṇaḥ uvāca 
SA_GP12_kurmp1_u-22	namaskṛtvā jagadyoniṃ kūrmarūpadharaṃ harim /	namaskṛtvā jagadyonim kūrma rūpa dharam harim 
SA_GP12_kurmp1_u-23	vakṣye paurāṇikīṃ divyāṃ kathāṃ pāpapraṇāśinīm // KūrmP_1,1.9 //	vakṣye paurāṇikīm divyām kathām pāpa praṇāśinīm 
SA_GP12_kurmp1_u-24	yāṃ śrutvā pāpakarmāpi gaccheta paramāṃ gatim /	yām śrutvā pāpa karmā api gaccheta paramām gatim 
