segmentnr	original	analyzed
SA_GV01_rv_08_u-0	RV_08.001.01.1{10} mā cidanyad vi śaṃsata sakhāyo mā riṣaṇyata	mā cit anyat vi śaṃsata sakhāyaḥ mā riṣaṇyata 
SA_GV01_rv_08_u-1	RV_08.001.01.2{10} indramitstotā vṛṣaṇaṃ sacā sute muhurukthā ca śaṃsata	indram id stotā vṛṣaṇam sacā sute muhur ukthā ca śaṃsata 
SA_GV01_rv_08_u-2	RV_08.001.02.1{10} avakrakṣiṇaṃ vṛṣabhaṃ yathājuraṃ gāṃ na carṣaṇīsaham	avakrakṣiṇam vṛṣabham yathā ājuram gām na carṣaṇīsaham 
SA_GV01_rv_08_u-3	RV_08.001.02.2{10} vidveṣaṇaṃ saṃvananobhayaṃkaraṃ maṃhiṣṭhamubhayāvinam	vidveṣaṇam saṃvanana ubhayaṃkaram maṃhiṣṭham ubhayāvinam 
SA_GV01_rv_08_u-4	RV_08.001.03.1{10} yaccid dhi tvā janā ime nānā havanta ūtaye	yat cit hi tvā janāḥ ime nānā havante ūtaye 
SA_GV01_rv_08_u-5	RV_08.001.03.2{10} asmākaṃ brahmedamindra bhūtu te 'ha viśvā ca vardhanam	asmākam brahma idam indra bhūtu te ha viśvā ca vardhanam 
SA_GV01_rv_08_u-6	RV_08.001.04.1{10} vi tartūryante maghavan vipaścito 'ryo vipo janānām	vi tartūryante maghavan vipaścitaḥ ryaḥ vipaḥ janānām 
SA_GV01_rv_08_u-7	RV_08.001.04.2{10} upa kramasva pururūpamā bhara vājaṃ nediṣṭhamūtaye	upa kramasva puru rūpam ā bhara vājam nediṣṭham ūtaye 
SA_GV01_rv_08_u-8	RV_08.001.05.1{10} mahe cana tvāmadrivaḥ parā śulkāya deyām	mahe cana tvām adrivas parā śulkāya deyām 
SA_GV01_rv_08_u-9	RV_08.001.05.2{10} na sahasrāyanāyutāya vajrivo na śatāya śatāmagha	na sahasra ayana ayutāya vajrivas na śatāya śatāmagha 
SA_GV01_rv_08_u-10	RV_08.001.06.1{11} vasyānindrāsi me pituruta bhrāturabhuñjataḥ	vasyān indra asi me pituḥ uta bhrātuḥ abhuñjataḥ 
SA_GV01_rv_08_u-11	RV_08.001.06.2{11} mātā came chadayathaḥ samā vaso vasutvanāya rādhase	mātā came chadayathaḥ samā vaso vasutvanāya rādhase 
SA_GV01_rv_08_u-12	RV_08.001.07.1{11} kveyatha kvedasi purutrā cid dhi te manaḥ	kva iyatha kva idasi purutrā cit hi te manaḥ 
SA_GV01_rv_08_u-13	RV_08.001.07.2{11} alarṣi yudhma khajakṛt purandara pra gāyatrā agāsiṣuḥ	alarṣi yudhma khaja kṛt purandara pra gāyatrā agāsiṣuḥ 
SA_GV01_rv_08_u-14	RV_08.001.08.1{11} prāsmai gāyatramarcata vāvāturyaḥ purandaraḥ	pra asmai gāyatram arcata vāvātuḥ yaḥ purandaraḥ 
SA_GV01_rv_08_u-15	RV_08.001.08.2{11} yābhiḥkāṇvasyopa barhirāsadaṃ yāsad vajrī bhinat puraḥ	yābhiḥkāṇvasya upa barhiḥ āsadam yāsat vajrī bhinat puraḥ 
SA_GV01_rv_08_u-16	RV_08.001.09.1{11} ye te santi daśagvinaḥ śatino ye sahasriṇaḥ	ye te santi daśagvinaḥ śatinaḥ ye sahasriṇaḥ 
SA_GV01_rv_08_u-17	RV_08.001.09.2{11} aśvāso yete vṛṣaṇo raghudruvastebhirnastūyamā gahi	aśvāsaḥ ye te vṛṣaṇaḥ raghudruvaḥ tebhiḥ naḥ tūyamā gahi 
SA_GV01_rv_08_u-18	RV_08.001.10.1{11} ā tvadya sabardughāṃ huve gāyatravepasam	ā tu adya sabardughām huve gāyatra vepasam 
SA_GV01_rv_08_u-19	RV_08.001.10.2{11} indraṃ dhenuṃsudughāmanyāmiṣamurudhārāmaraṃkṛtam	indram dhenuṃsudughām anya āmiṣam uru dhārā maraṃkṛtam 
SA_GV01_rv_08_u-20	RV_08.001.11.1{12} yat tudat sūra etaśaṃ vaṅkū vātasya parṇinā	yat tudat sūraḥ etaśam vaṅkū vātasya parṇinā 
SA_GV01_rv_08_u-21	RV_08.001.11.2{12} vahat kutsamārjuneyaṃ śatakratuḥ tsarad gandharvamastṛtam	vahat kutsam ārjuneyam śatakratuḥ tsarat gandharvam astṛtam 
SA_GV01_rv_08_u-22	RV_08.001.12.1{12} ya ṛte cidabhiśriṣaḥ purā jatrubhya ātṛdaḥ	yaḥ ṛte cit abhiśriṣaḥ purā jatrubhyaḥ ātṛdaḥ 
SA_GV01_rv_08_u-23	RV_08.001.12.2{12} sandhātāsandhiṃ maghavā purūvasuriṣkartā vihrutaṃ punaḥ	sandhātā asandhim maghavā purūvasuḥ iṣkartā vihrutam punar 
SA_GV01_rv_08_u-24	RV_08.001.13.1{12} mā bhūma niṣṭyā ivendra tvadaraṇā iva	mā bhūma niṣṭyāḥ iva indra tvad araṇāḥ iva 
SA_GV01_rv_08_u-25	RV_08.001.13.2{12} vanāni na prajahitānyadrivo duroṣāso amanmahi	vanāni na prajahitāni adrivas duroṣāsaḥ amanmahi 
SA_GV01_rv_08_u-26	RV_08.001.14.1{12} amanmahīdanāśavo 'nugrāsaśca vṛtrahan	amanmahi id anāśavaḥ nugrāsaḥ ca vṛtrahan 
SA_GV01_rv_08_u-27	RV_08.001.14.2{12} sakṛt su te mahatā śūra rādhasānu stomaṃ mudīmahi	sakṛt su te mahatā śūra rādhasā anu stomam mudīmahi 
SA_GV01_rv_08_u-28	RV_08.001.15.1{12} yadi stomaṃ mama śravadasmākamindramindavaḥ	yadi stomam mama śravat asmākam indram indavaḥ 
SA_GV01_rv_08_u-29	RV_08.001.15.2{12} tiraḥ pavitraṃ sasṛvāṃsa āśavo mandantu tugryāvṛdhaḥ	tiras pavitram sasṛvāṃsaḥ āśavaḥ mandantu tugryāvṛdhaḥ 
SA_GV01_rv_08_u-30	RV_08.001.16.1{13} ā tvadya sadhastutiṃ vāvātuḥ sakhyurā gahi	ā tvā adya sadhastutim vāvātuḥ sakhyuḥ ā gahi 
SA_GV01_rv_08_u-31	RV_08.001.16.2{13} upastutirmaghonāṃ pra tvāvatvadhā te vaśmi suṣṭutim	upastutiḥ maghonām pra tvā avatu adhā te vaśmi suṣṭutim 
SA_GV01_rv_08_u-32	RV_08.001.17.1{13} sotā hi somamadribhiremenamapsu dhāvata	sotā hi somam adribhiḥ ema enam apsu dhāvata 
SA_GV01_rv_08_u-33	RV_08.001.17.2{13} gavyā vastreva vāsayanta in naro nirdhukṣan vakṣaṇābhyaḥ	gavyā vastrā iva vāsayantaḥ id naraḥ nirdhukṣan vakṣaṇābhyaḥ 
SA_GV01_rv_08_u-34	RV_08.001.18.1{13} adha jmo adha vā divo bṛhato rocanādadhi	adha jmaḥ adha vā divaḥ bṛhataḥ rocanāt adhi 
SA_GV01_rv_08_u-35	RV_08.001.18.2{13} ayā vardhasva tanvā girā mamā jātā sukrato pṛṇa	ayā vardhasva tanvā girā mamā jātā su krato pṛṇa 
SA_GV01_rv_08_u-36	RV_08.001.19.1{13} indrāya su madintamaṃ somaṃ sotā vareṇyam	indrāya su madintamam somam sotā vareṇyam 
SA_GV01_rv_08_u-37	RV_08.001.19.2{13} śakra eṇaṃ pīpayad viśvayā dhiyā hinvānaṃ na vājayum	śakraḥ eṇam pīpayat viśvayā dhiyā hinvānam na vājayum 
SA_GV01_rv_08_u-38	RV_08.001.20.1{13} mā tvā somasya galdayā sadā yācannahaṃ girā	mā tvā somasya galdayā sadā yācan aham girā 
SA_GV01_rv_08_u-39	RV_08.001.20.2{13} bhūrṇiṃ mṛgaṃ na savaneṣu cukrudhaṃ ka īśānaṃ na yāciṣat	bhūrṇim mṛgam na savaneṣu cukrudham kaḥ īśānam na yāciṣat 
SA_GV01_rv_08_u-40	RV_08.001.21.1{14} madeneṣitaṃ madamugramugreṇa śavasā	madena iṣitam madam ugram ugreṇa śavasā 
SA_GV01_rv_08_u-41	RV_08.001.21.2{14} viśveṣāṃ tarutāraṃ madacyutaṃ made hi ṣmā dadāti naḥ	viśveṣām tarutāram mada cyutam made hi sma dadāti naḥ 
SA_GV01_rv_08_u-42	RV_08.001.22.1{14} śevāre vāryā puru devo martāya dāśuṣe	śevāre vāryā puru devaḥ martāya dāśuṣe 
SA_GV01_rv_08_u-43	RV_08.001.22.2{14} sa sunvate castuvate ca rāsate viśvagūrto ariṣṭutaḥ	sa sunvate castuvate ca rāsate viśva gūrtaḥ ariṣṭutaḥ 
SA_GV01_rv_08_u-44	RV_08.001.23.1{14} endra yāhi matsva citreṇa deva rādhasā	ā indra yāhi matsva citreṇa deva rādhasā 
SA_GV01_rv_08_u-45	RV_08.001.23.2{14} saro na prāsyudaraṃ sapītibhirā somebhiruru sphiram	saraḥ na prāsi udaram sapītibhiḥ ā somebhiḥ uru sphiram 
SA_GV01_rv_08_u-46	RV_08.001.24.1{14} ā tvā sahasramā śataṃ yuktā rathe hiraṇyaye	ā tvā sahasramā śatam yuktā rathe hiraṇyaye 
SA_GV01_rv_08_u-47	RV_08.001.24.2{14} brahmayujo haraya indra keśino vahantu somapītaye	brahma yujaḥ harayaḥ indra keśinaḥ vahantu soma pītaye 
SA_GV01_rv_08_u-48	RV_08.001.25.1{14} ā tvā rathe hiraṇyaye harī mayūraśepyā	ā tvā rathe hiraṇyaye harī mayūra śepyā 
SA_GV01_rv_08_u-49	RV_08.001.25.2{14} śitipṛṣṭhā vahatāṃ madhvo andhaso vivakṣaṇasya pītaye	śiti pṛṣṭhāḥ vahatām madhvaḥ andhasaḥ vivakṣaṇasya pītaye 
SA_GV01_rv_08_u-50	RV_08.001.26.1{15} pibā tvasya girvaṇaḥ sutasya pūrvapā iva	pibā tvasya girvaṇaḥ sutasya pūrva pāḥ iva 
SA_GV01_rv_08_u-51	RV_08.001.26.2{15} pariṣkṛtasya rasina iyamāsutiścārurmadāya patyate	pariṣkṛtasya rasinaḥ iyam āsutiḥ cāruḥ madāya patyate 
SA_GV01_rv_08_u-52	RV_08.001.27.1{15} ya eko asti daṃsanā mahānugro abhi vrataiḥ	yaḥ ekaḥ asti daṃsanā mahān ugraḥ abhi vrataiḥ 
SA_GV01_rv_08_u-53	RV_08.001.27.2{15} gamat sa śiprī na sa yoṣadā gamad dhavaṃ na pari varjati	gamat sa śiprī na sa yoṣadā gamat havam na pari varjati 
SA_GV01_rv_08_u-54	RV_08.001.28.1{15} tvaṃ puraṃ cariṣṇvaṃ vadhaiḥ śuṣṇasya saṃ piṇak	tvam puram cariṣṇvam vadhaiḥ śuṣṇasya sam piṇak 
