segmentnr	original	analyzed
SA_T08_suvrnavu-0	Suvarṇavarṇāvadāna	suvarṇa varṇa avadāna 
SA_T08_suvrnavu-1	Sva Roy 1,1	sva roī 
SA_T08_suvrnavu-2	om namo buddhāya //	om namaḥ buddhāya 
SA_T08_suvrnavu-3	Sva Roy 1,1 - 5	sva roy  /
SA_T08_suvrnavu-4	[1] evam anuśrūyate sthavira mahākāśyape parinirvṛte sthavirānando mahātmā śāradvatīputrasamanuprajñayā	evam anuśrūyate sthavira mahākāśyape parinirvṛte sthavira ānandaḥ mahātmā śāradvatī putra samanuprajñayā 
SA_T08_suvrnavu-5	samanvāgatas tathāgata iva kāruṇyāt teṣu teṣu grāmanagaranigamapallīpattanādiṣu tāṃs	samanvāgataḥ tathāgataḥ iva kāruṇyāt teṣu teṣu grāma nagara nigama pallī pattana ādiṣu tān 
SA_T08_suvrnavu-6	tān vaineyāṃs tais tair upāyaviśeṣair vinayati sma /	tān vaineyān taiḥ taiḥ upāya viśeṣaiḥ vinayati sma 
SA_T08_suvrnavu-7	yāvad apareṇa samayena vineyavaśād anekāni sattvakoṭiniyutaśatasahastrāṇi saddharmmadeśanāmṛtavarṣābhiṣekeṇa santarpayan vaiśālyām viharaty  #	yāvat apareṇa samayena vineya vaśāt anekāni sattva koṭi niyuta śata sahastrāṇi saddharmma deśanā amṛta varṣābhiṣekeṇa santarpayan vaiśālyām viharati  /
SA_T08_suvrnavu-8	āmrapālīvane /	āmra pālī vane 
SA_T08_suvrnavu-9	Sva Roy 1,5 - 3,2	sva roy  /
SA_T08_suvrnavu-10	[2] tena khalu punaḥ samayena rājagṛhe nagare divākaro nāma sārthavāhaḥ prativasaty	tena khalu punar samayena rājagṛhe nagare divākaraḥ nāma sārthavāhaḥ prativasati 
SA_T08_suvrnavu-11	āḍhyo mahādhano mahābhogo vistīrṇaviśālaparigraho vaiśravaṇadhanasamudito vaiśravaṇadhanapratisparddhī /	āḍhyaḥ mahādhanaḥ mahā bhogaḥ vistīrṇa viśāla parigrahaḥ vaiśravaṇa dhana samuditaḥ vaiśravaṇa dhana pratisparddhī 
SA_T08_suvrnavu-12	tena sadṛśāt kulāt kalatram ānītam /	tena sadṛśāt kulāt kalatram ānītam 
SA_T08_suvrnavu-13	sa tayā sārddha krīḍati ramate paricārayati sma /	sa tayā sārddha krīḍati ramate paricārayati sma 
SA_T08_suvrnavu-14	tasya krīḍato ramamāṇasya paricārayato na putro na duhitā /	tasya krīḍataḥ ramamāṇasya paricārayataḥ na putraḥ na duhitā 
SA_T08_suvrnavu-15	so 'putraḥ putrahetor utkaṇṭhitaḥ paritapyate /	saḥ u putraḥ putra hetoḥ utkaṇṭhitaḥ paritapyate 
SA_T08_suvrnavu-16	deveṣu trayastriṃśeṣv anyatamasya puṇyamaheśākhyasya devaputrasya pañcapūrvanimittāni prādurbhūtāni /	deveṣu trayastriṃśeṣu anyatamasya puṇya maheśākhyasya deva putrasya pañca pūrva nimittāni prādurbhūtāni 
SA_T08_suvrnavu-17	sa buddhotpādavibhūṣitaṃ lokam avalokya nirvāṇābhilāṣīcchati manuṣyeṣu pratisaṃdhiṃ grahītum /	sa buddha utpāda vibhūṣitam lokam avalokya nirvāṇa abhilāṣī icchati manuṣyeṣu pratisaṃdhim grahītum 
SA_T08_suvrnavu-18	Sva Roy 3,2 - 4,5	sva roy  /
