segmentnr	original	analyzed
MBmahaanirvaanatantramHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBmahaanirvaanatantramHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00049	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBmahaanirvaanatantramHK-2	Uniform title: mahānirvānatantra	uniform title mahānirvānatantra 
MBmahaanirvaanatantramHK-3	Main title: mahānirvānatantra with the commentary of hariharānanda bharati	main title mahānirvānatantra with the commentary of hariharānanda bharati 
MBmahaanirvaanatantramHK-4	Commentator : hariharānanda bharati	hari hara ānanda bharati 
MBmahaanirvaanatantramHK-5	Editor : arthur avalon	editoḥ arthuḥ avalon 
MBmahaanirvaanatantramHK-6	Alternate name : John Woodroffe	alternate name john woodroffe 
MBmahaanirvaanatantramHK-7	Description: Data entered from the Tantrik Series Vol. 13 edited by Arthur Avalon (Sir John Woodroffe)	description data entered from the tantrik series vol edited by arthur avalon sir john woodroffe 
MBmahaanirvaanatantramHK-8	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
MBmahaanirvaanatantramHK-9	Publisher : luzac and company	publisher luzac and company 
MBmahaanirvaanatantramHK-10	Publication year : 1926	publication year 
MBmahaanirvaanatantramHK-11	Publication city : calcutta	publication citi calcutta 
MBmahaanirvaanatantramHK-12	Publication country : India	publication country india 
MBmahaanirvaanatantramHK-13	mahānirvāṇatantram	      
MBmahaanirvaanatantramHK-14	prathamollāsaḥ	prathama ullāsaḥ 
MBmahaanirvaanatantramHK-15	girīndraśikhare ramye nānāratnopaśobhite |	girīndra śikhare ramye nānā ratna upaśobhite 
