segmentnr	original	analyzed
SA_GSP31_stk-0	Published for the	published for the 
SA_GSP31_stk-1	Price 2 Rupees.B	price 
SA_GSP31_stk-2	of	oḥ 
SA_GSP31_stk-3	For the little we know of Vâchaspati Miśra the reader	for the little we know of vchaspati miśra the reader 
SA_GSP31_stk-4	is referred to the Sanskrit Introduction; wherein it is shown	is referred to the sanskrit introduction wherein it is shown 
SA_GSP31_stk-5	that he was a Maithila Brâhmana and flourished somewhere	that he was a maithila brhmana and flourished somewhere 
SA_GSP31_stk-6	about the 9th Century A. D. For Udayanâchârya the author	about the th century a d for udayanchrya the author 
SA_GSP31_stk-7	"of the ""Parisuddi"" on Vâchaspati Miśra's ""Tâtparya-Tikâ,"""	of the parisuddi on vchaspati miśraḥ t paryatik 
SA_GSP31_stk-8	flourished in the reign of king Lakshmana Sen of Bengal,-of	flourished in the reign of king lakshmana sen of bengalof
SA_GSP31_stk-9	whose era we have just commenced the 8th century; and at	and at 
SA_GSP31_stk-10	least a century must have elapsed before a work could	least a century must have elapsed before a work could 
SA_GSP31_stk-11	deserve the honor of a commentary at the hands of	deserve the honor of a commentary at the hands of 
SA_GSP31_stk-12	Udayanâchârya.	udayan śrya 
SA_GSP31_stk-13	I take this opportunity to thank my friend Balu Govinda-	take this opportunity to thank my frind govinda 
SA_GSP31_stk-14	dasa of Benares, to whom I owe more than I can express,	dasa of benares to whom i owe more than i can express 
SA_GSP31_stk-15	who has been chiefly instrumental in my undertaking and	has been chiefly instrumental in my undertaking and 
SA_GSP31_stk-16	finishing-not only of the present translation, but also of the	finishing not only of the present translation 
SA_GSP31_stk-17	Kâvyaprakâsa and the Nyâya-Muktavali, and some works on	kvyapraksa and the nyyamuktavali and some works on
SA_GSP31_stk-18	Mimânsâ. My thanks are also due to Tookaram Tatya Esq.	are also due to tookaram tatya esq
SA_GSP31_stk-19	of Bombay for his publication of the work, and also to the	of bombay for his publication of the work 
SA_GSP31_stk-20	"proprietors of the ""Theosophist"" of Madras for allowing a"	proprietors of the theosphist of madras for allowing a
SA_GSP31_stk-21	reprint of the translation which first appeared in the columns	reprint of the translation which first appeared in the columns 
SA_GSP31_stk-22	of that excellent journal.	of that excellent journal 
SA_GSP31_stk-23	1st July 1896.	st julī 
SA_GSP31_stk-24	-*Introduction	introduction 
SA_GSP31_stk-25	1 Benediction	benediction 
SA_GSP31_stk-26	2 Introduction to Karika I	introduction to karika i 
SA_GSP31_stk-27	3 Necessity of Scientific Enquiry	necessity of scientific enquiry 
SA_GSP31_stk-28	4 Threcfold Division of Pain	threcfold division of pain 
SA_GSP31_stk-29	Objection-Inquiry Superfluous	objectioninquiry superfluous 
SA_GSP31_stk-30	6 Reply	reply 
SA_GSP31_stk-31	7 Auspiciousness of the beginning word	auspiciousness of the beginning word 
SA_GSP31_stk-32	8 Objection-Adequacy of Vedic means...	objection adequacy or vedic means 
SA_GSP31_stk-33	9 Similarity of the Vedic with the Obvious means	similarity of the vedic with the obvious means 
SA_GSP31_stk-34	10 Impurity, Decay and Excessiveness of the Vedic means	impurity decay and excessiveness of the vedic means 
SA_GSP31_stk-35	11 The Impurity of animal-slaughter in Sacrifice	the impurity of animal slaughter in sacrifice 
SA_GSP31_stk-36	12 Nonpermanence and Excess of the results of Vedic rites	nonpermanence and excess of the results of vedic rites 
SA_GSP31_stk-37	13 Immortality from Vedic rites means long-durability	immortality from vedic rites means long durability 
SA_GSP31_stk-38	14 Discriminative wisdom the only means	discriminative wisdom the only means 
SA_GSP31_stk-39	15 Literal Interpretation of the Karika...	literal interpretation of the karika 
SA_GSP31_stk-40	16 Source of discriminative Knowledge...	source of discriminative knowledge 
SA_GSP31_stk-41	17 Fourfold Division of Categories	fourfold division of categories 
SA_GSP31_stk-42	18 The Productive (1)	the productive 
SA_GSP31_stk-43	19 The Productive-product (2)	the producti veproduct
SA_GSP31_stk-44	20 The Products (3)	the products 
SA_GSP31_stk-45	21 The non-product-non-productive (4)	the nonproductnonproductive 
SA_GSP31_stk-46	22 The three kinds of Proof	the three kinds of proof 
SA_GSP31_stk-47	29 Specific definitions of the proofs	specific definitions of the proofs 
SA_GSP31_stk-48	"30 Perception,"" defined"	perception defined 
SA_GSP31_stk-49	23 Proof defined	proof defined 
SA_GSP31_stk-50	24 The three-foldness of proof	the threefoldness of proof 
SA_GSP31_stk-51	25 Only three kinds of proof	only three kinds of proof 
SA_GSP31_stk-52	26 The inclusion of all other proofs in the above-mentioned	the inclusion of all other proofs in the above mentioned 
SA_GSP31_stk-53	27 Necessity of enquiry into the different kinds of proof	necessity of enquiry into the different kinds of proof 
SA_GSP31_stk-54	28 The order of Explanation	the order of explanation 
SA_GSP31_stk-55	xvii-xxxii.	xviixxxii 
SA_GSP31_stk-56	31 Insentience of Buddhi	insentience of buddhi 
SA_GSP31_stk-57	"32 Differentiation of ""Perception"" from the other forms of proof"	differentiation of perception from the other forms of proof 
SA_GSP31_stk-58	as a distinct form of proof	as a distinct form or proof 
SA_GSP31_stk-59	34 Inference defined	inference defined 
SA_GSP31_stk-60	"""Inference"	inference 
SA_GSP31_stk-61	35 The three kinds of Inference	the three kinds of inference 
SA_GSP31_stk-62	36 The first Division of Inference	the first division of inference 
SA_GSP31_stk-63	vi	vi 
SA_GSP31_stk-64	37 The Negative-a posteriori-Inference	the 
SA_GSP31_stk-65	38 The Affirmative-a priori-Inference	the 
SA_GSP31_stk-66	"39 ""Valid Testimony "" based on Inference"	valid testimony based on inference 
SA_GSP31_stk-67	40 Self-evidence of Sruti ...	selfevidence of sruti 
SA_GSP31_stk-68	41 Srutis and Puranas included in Valid Testimony	srutis and puranas included in valid testimony 
SA_GSP31_stk-69	Pretended Revelations ...	pretended revelations 
SA_GSP31_stk-70	Differentiation of Valid Testimony from Inference	differentiation of valid testimony from inference 
SA_GSP31_stk-71	Other kinds of proof set aside or included in above	other kinds of proof set aside or included in above 
SA_GSP31_stk-72	Analogy, included in Valid Testimony	analogy included in valid testimony 
SA_GSP31_stk-73	"46 ""Apparent Inconsistency"" included in"	apparent inconsistency included in 
SA_GSP31_stk-74	"47 ""Negation"" included in "" Perception"	negation included in perception 
SA_GSP31_stk-75	"48 ""Probability"" in Inference"	probability in inference 
SA_GSP31_stk-76	49 Rumour discarded	rumour discarded 
SA_GSP31_stk-77	Inference	inference 
SA_GSP31_stk-78	50 Introduction	introduction 
SA_GSP31_stk-79	51 Knowledge of Nature &c., through Inference	knowledge of nature c through inference 
SA_GSP31_stk-80	52 Knowledge of others by Revelation	knowledge of others by revelation 
SA_GSP31_stk-81	58 Such effects mentioned	such effects mentioned 
SA_GSP31_stk-82	62 Bauddha view refuted	bauddha view refuted 
SA_GSP31_stk-83	63 Vedanta view refuted	vedanta view refuted 
SA_GSP31_stk-84	53 Objection-Nature &c., being not amenable to the senses, are	objection nature c being not amenable to the senses are 
SA_GSP31_stk-85	non-existing	no nexisting 
SA_GSP31_stk-86	57 Objection-existence of Nature can be denied like that of sky-	objection existence of nature can be denied like that of sky 
SA_GSP31_stk-87	flowers-started, and set aside: there are effects bearing testimony	flowers tarted and set aside there are effects bearing testimony 
SA_GSP31_stk-88	to the existence of Nature	to the existence of nature 
SA_GSP31_stk-89	Different views with regard to the nature of an effect	different views with regard to the nature of an effet 
SA_GSP31_stk-90	60 Impossibility of the existence of Nature being proved in accord-	impossibility of the existence of nature being proved in accord 
SA_GSP31_stk-91	ance with the Vedanta and Bauddha tenets	ance with the vedanta and bauddha tenets 
SA_GSP31_stk-92	Effect declared to be a permanent Entity	effect declared to be a permanent entity 
SA_GSP31_stk-93	54,55 Different causes of non-perception of objects by the Senses 24-25	different causes of nonperception of objects by the senses 
SA_GSP31_stk-94	56 Non-perception of an object, no proof of non-existence	non perception of an object no proof of nonexistence 
SA_GSP31_stk-95	2864 Yoga and Vaiseshika views criticised and the Sankhya view	yoga and vaiseshika views criticised and the sankhya view
SA_GSP31_stk-96	established; the first argument in favour there of	established the first argument in favour there of 
SA_GSP31_stk-97	65 The second argument in favour of the effect being an entity	the second argument in favour of the effect being an entity 
SA_GSP31_stk-98	66 The third argument	the third argument 
SA_GSP31_stk-99	67 The fourth argument	the fourth argument 
SA_GSP31_stk-100	68 The fifth argument	the fifth argument 
SA_GSP31_stk-101	77 Introduction to the consideration of the Manifested	introduction to the consideration of the manifested 
SA_GSP31_stk-102	78 The Manifested-as having a cause	the manifestedas having a cause 
SA_GSP31_stk-103	being non-eternal	being no neternal 
SA_GSP31_stk-104	69 Proofs of the non-difference of cause and effect	proofs of the nondifference of cause and effect 
SA_GSP31_stk-105	70 The effect only a particular development of the cause	the effect only a particular development of the cause 
SA_GSP31_stk-106	71 Difference of purpose and action no ground of difference	difference of purpose and action no ground of difference 
SA_GSP31_stk-107	72 Objection based on the nature of the manifestation of the effect...	objection based on the nature of the manifestation of the effect 
SA_GSP31_stk-108	73 Objection set aside as being common to both theories	objection set aside as being common to both theories 
SA_GSP31_stk-109	74 Production of the cloth not identical with the cloth	production of the cloth not identical with the cloth 
SA_GSP31_stk-110	75 Necessity of causal operation	necessity of causal operation 
SA_GSP31_stk-111	76 Conclusion of the Karika	conclusion of the karika 
SA_GSP31_stk-112	vii	vii 
SA_GSP31_stk-113	active	active 
SA_GSP31_stk-114	'multi-form	multiform 
SA_GSP31_stk-115	dependent	dependent 
SA_GSP31_stk-116	predicative	predicative 
