segmentnr	original	analyzed
SA_GR13_karatopu-0	atha karatoyāmāhātmyam //	atha karatoyāmāhātmyam 
SA_GR13_karatopu-1	§śrīpārvaty uvāca /	śrī pārvatī uvāca 
SA_GR13_karatopu-2	aparaṃ kathyatāṃ deva nadīnāṃ ca viśeṣataḥ /	aparam kathyatām deva nadīnām ca viśeṣataḥ 
SA_GR13_karatopu-3	pauṇḍrakṣetrasya māhātmyaṃ na śrutaṃ vistarāt prabho // KtoM_01 //	pauṇḍra kṣetrasya māhātmyam na śrutam vistarāt prabho 
SA_GR13_karatopu-4	kadotpattiḥ kathaṃ tasyāḥ kasmāc caiva viśeṣaṭaḥ /	kadā utpattiḥ katham tasyāḥ kasmāt ca eva 
SA_GR13_karatopu-5	śrotum icchāmi bhūteśa yadi syān mayy anugrahaḥ // KtoM_02 //	śrotum icchāmi bhūteśa yadi syāt mayi anugrahaḥ 
SA_GR13_karatopu-6	kena prākāśitā sā ca nadī karajalā bhuvi /	kena prākāśitā sā ca nadī karajalā bhuvi 
SA_GR13_karatopu-7	kathaṃ vā plāvitaṃ kṣetraṃ śubhaṃ pauṇḍram anuttamam // KtoM_03 //	katham vā plāvitam kṣetram śubham pauṇḍram anuttamam 
SA_GR13_karatopu-8	§īśvara uvāca /	īśvaraḥ uvāca 
SA_GR13_karatopu-9	pāṇigrahaṇakāle te devi himavatā jalam /	pāṇigrahaṇa kāle te devi himavatā jalam 
SA_GR13_karatopu-10	saṃpradattaṃ matkarāc ca nirgataṃ karajā bhuvi // KtoM_04 //	saṃpradattam mad karāt ca nirgatam karajāḥ bhuvi 
SA_GR13_karatopu-11	puraiva kathitaṃ sarvaṃ pauṇḍrasya ca sureśvari /	purā eva kathitam sarvam pauṇḍrasya ca sureśvari 
SA_GR13_karatopu-12	tatraiva kathitaṃ tubhyaṃ karatoyāphalaṃ yathā // KtoM_05 //	tatra eva kathitam tubhyam kara toyā phalam yathā 
