segmentnr	original	analyzed
MBsuprabhedagamaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
MBsuprabhedagamaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00090	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
MBsuprabhedagamaHK-2	Uniform title: suprabhedāgama	uniform title 
MBsuprabhedagamaHK-3	Main title: suprabhedāgama (kriyāpāda and caryāpāda)	main title suprabheda āgama kriyāpāda and caryāpāda 
MBsuprabhedagamaHK-4	Description: Transcribed from the Devakottai series.	description transcribed from the devakottai series 
MBsuprabhedagamaHK-5	Notes: Transcribed by the staff of Muktabodha under the directions of Mark S. G. Dyczkowski.    Revision 1: Reformatted Apr. 13 2007	notes transcribed by the staff of muktabodha under the directions of mark s g dyczkowski     revision reformatted apr 
MBsuprabhedagamaHK-6	Publisher : śivāgama siddhānta paripalana saṅgham	publisher śiva āgama siddhānta paripalana saṅgham 
MBsuprabhedagamaHK-7	Publication year : 1931	publication year 
MBsuprabhedagamaHK-8	Publication city : devakottai	publication citi 
MBsuprabhedagamaHK-9	Publication country : India	publication country india 
MBsuprabhedagamaHK-10	oṃ	om 
MBsuprabhedagamaHK-11	śivamayam	śiva mayam 
MBsuprabhedagamaHK-12	suprabhedam	su prabhedam 
MBsuprabhedagamaHK-13	atha kriyāpāde praśnavidhipaṭalaḥ |	atha kriyā pāde praśnavidhi paṭalaḥ 
MBsuprabhedagamaHK-14	kailāśaśikharāsīnaṃ munisaṅghaiḥ samāvṛtam |	kailāśa śikhara āsīnam muni saṅghaiḥ samāvṛtam 
MBsuprabhedagamaHK-15	devairyakṣaiḥ sagandharvaiḥ siddhavidyādharairapi || 1-1 ||	devaiḥ yakṣaiḥ sa gandharvaiḥ siddha vidyādharaiḥ api 
MBsuprabhedagamaHK-16	brahmāmṛgāṅkasūryaiśca lokeśairihasaṃvṛtam |	brahmā mṛgāṅka sūryaiḥ ca lokeśaiḥ iha saṃvṛtam 
MBsuprabhedagamaHK-17	dṛṣṭvā praṇamya deveśaṃ vighneśovākyamabravit || 1-2 ||	dṛṣṭvā praṇamya deveśam vighneśaḥ vākyam abravit 
MBsuprabhedagamaHK-18	bhagavan devadeveśa lokanāthajagatpate |	bhagavan devadeveśa lokanātha jagatpate 
MBsuprabhedagamaHK-19	ananyamānaso bhūtvā śivajñānaṃ paraṃ vada || 1-3 ||	an anya mānasaḥ bhūtvā śiva jñānam param vada 
MBsuprabhedagamaHK-20	yadavāpyanarāḥ sarve muktimāyānti kevalām |	yat avāpya narāḥ sarve muktim āyānti kevalām 
MBsuprabhedagamaHK-21	jñānayogakriyācaryāḥ purāproktāḥ savistarāḥ || 1-4 ||	jñāna yoga kriyā caryāḥ purā proktāḥ sa vistarāḥ 
MBsuprabhedagamaHK-22	puṃsāmanugrahārthāya saṃkṣepād vakumarhasi |	puṃsām anugraha arthāya saṃkṣepāt vakum arhasi 
MBsuprabhedagamaHK-23	tantrāṇāmudbhavaṃ kiñcit mantrāṇāmudbhavaṃ katham || 1-5 ||	tantrāṇām udbhavam kiñcid mantrāṇām udbhavam katham 
MBsuprabhedagamaHK-24	kiṃ śaucā camanaṃ deva snānaṃ bhasmavidhiḥ katham |	kim śaucā camanam deva snānam bhasma vidhiḥ katham 
MBsuprabhedagamaHK-25	arcanāṅgañca pūjā ca mudrāṇāṃ lakṣaṇaṃ katham || 1-6 ||	arcana aṅgam ca pūjā ca mudrāṇām lakṣaṇam katham 
MBsuprabhedagamaHK-26	naivedyaṃ cāgnikāryaśca agnikuṇḍabaliḥ katham |	naivedyam ca agni kāryaḥ ca agnikuṇḍa baliḥ katham 
MBsuprabhedagamaHK-27	utsavasyavidhiḥ kovā snapanasya vidhiḥ katham || 1-7 ||	utsavasya vidhiḥ kaḥ u vā snapanasya vidhiḥ katham 
MBsuprabhedagamaHK-28	śītakumbhaṃ kathaṃ deva navanaivedya lakṣaṇam |	śītakumbham katham deva nava naivedya lakṣaṇam 
MBsuprabhedagamaHK-29	kārtikyāṅkṛttikādīpamāṣāḍhe pūrakarmakam || 1-8 ||	kārtikyām kṛttikā dīpa māṣāḍhe pūrakarmakam   
MBsuprabhedagamaHK-30	phalapāka vidhānañca ācāryasya ca lakṣaṇam |	phalapāka vidhānañca ācāryasya ca lakṣaṇam 
MBsuprabhedagamaHK-31	lakṣaṇaṃ karaṇānāñca grāmādīnāṃ kathaṃ prabho || 1-9 ||	lakṣaṇam karaṇānām ca grāma ādīnām katham prabho 
MBsuprabhedagamaHK-32	vibhava niścayaṃ kiṃ vā karṣaṇasya vidhiḥ katham |	vibhava niścayam kim vā karṣaṇasya vidhiḥ katham 
MBsuprabhedagamaHK-33	bālālayavidhiḥ kovā dhāmavāstu vidhi katham || 1-10 ||	bāla ālaya vidhiḥ kovā katham 
MBsuprabhedagamaHK-34	ādyeṣṭakāvidhānaṃ kiṃ garbhanyāsavidhiḥ katham |	ādya iṣṭakā vidhānam kim garbhanyāsa vidhiḥ katham 
MBsuprabhedagamaHK-35	aṅgulīnāṃ vidhānaṃ kiṃ kathaṃ prāsādalakṣaṇam || 1-11 ||	aṅgulīnām vidhānam kim katham prāsāda lakṣaṇam 
MBsuprabhedagamaHK-36	mūrdhne'ṣṭakāvidhānaṃ kiṃ kathaṃ vā liṅgalakṣaṇam |	mūrdhnā iṣṭakā vidhānam kim katham vā liṅga lakṣaṇam 
MBsuprabhedagamaHK-37	pratimālakṣaṇaṃ kiṃ vā aṅkurārpaṇalakṣaṇam || 1-12 ||	pratimā lakṣaṇam kim vā aṅkura arpaṇa lakṣaṇam 
MBsuprabhedagamaHK-38	liṅgasaṃsthāpanaṃ kiñca sakalasthāpanaṃ katham |	liṅga saṃsthāpanam kiñca sakala sthāpanam katham 
MBsuprabhedagamaHK-39	śaktināṃ sthāpanaṃ kiṃ vā parivārasya lakṣaṇam || 1-13 ||	śaktinām sthāpanam kim vā parivārasya lakṣaṇam 
MBsuprabhedagamaHK-40	p. 2) athāṣṭa parivārāṇāṃ sthāpanañca pṛthak pṛthak |	atha aṣṭa parivārāṇām sthāpanam ca pṛthak pṛthak 
MBsuprabhedagamaHK-41	indrādīnāṃ pratiṣṭhā ca ādityasthāpanaṃ katham || 1-14 ||	indra ādīnām pratiṣṭhā ca āditya sthāpanam katham 
MBsuprabhedagamaHK-42	kṣetrapālapratiṣṭhā ca śūlasya sthāpanaṃ katham |	kṣetrapāla pratiṣṭhā ca śūlasya sthāpanam katham 
MBsuprabhedagamaHK-43	astrarājapratiṣṭhā ca śāstuśca sthāpanaṃ katham || 1-15 ||	astra rāja pratiṣṭhā ca śāstuḥ ca sthāpanam katham 
MBsuprabhedagamaHK-44	jīrṇoddhāravidhiḥ kiṃ vā prāyaścittavidhiḥ katham |	jīrṇoddhāra vidhiḥ kim vā prāyaścitta vidhiḥ katham 
MBsuprabhedagamaHK-45	tantrāṇāṃ saṅkaropetaṃ kriyāpāde kathaṃ prabho || 1-16 ||	tantrāṇām saṅkara upetam kriyā pāde katham prabho 
MBsuprabhedagamaHK-46	caryā pāde ca śaivānāmudbhavañca kathaṃ prabho |	caryā pāde ca śaivānām udbhavan ca katham prabho 
