segmentnr	original	analyzed
SA_MB_pratisthalaksanasarasamuccayaHK-0	Muktabodha E-text in UTF-8	muktabodha etext in utf
SA_MB_pratisthalaksanasarasamuccayaHK-1	###########################################################################MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww.muktabodha.org©2011 Muktabodha Indological Research Institute  All Rights Reserved.E-texts may be viewed only online or downloaded for private study.E-texts may not, under any circumstances, be copied, republished,reproduced, distributed or sold, either in original or altered form, withoutthe express permission of Muktabodha Indological Research Institute in writing.Data-entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.Catalog number : M00065	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /
SA_MB_pratisthalaksanasarasamuccayaHK-2	Uniform title: pratiṣṭhālakṣaṇasārasamuccaya	uniform title pratiṣṭhā lakṣaṇa sāra samuccaya 
SA_MB_pratisthalaksanasarasamuccayaHK-3	Main title: pratiṣṭhālakṣaṇasārasamuccayaḥ	main title pratiṣṭhā lakṣaṇa sāra samuccaya 
SA_MB_pratisthalaksanasarasamuccayaHK-4	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 
SA_MB_pratisthalaksanasarasamuccayaHK-5	Revision 0: June 16, 2009	revision june 
SA_MB_pratisthalaksanasarasamuccayaHK-6	Publication year : Pre-1900	publication year 
SA_MB_pratisthalaksanasarasamuccayaHK-7	Publication country : India	publication country india 
SA_MB_pratisthalaksanasarasamuccayaHK-8	śrīḥ	śrīḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-9	nepālarājakīya-	nepāla rājakīya 
SA_MB_pratisthalaksanasarasamuccayaHK-10	pustakālayasthahastalikhitaprācīnapustakānām	pustaka ālaya stha hasta likhita prācīna pustakānām 
SA_MB_pratisthalaksanasarasamuccayaHK-11	anyatamaḥ	anyatamaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-12	pratiṣṭhālakṣaṇasārasamuccayaḥ	         
SA_MB_pratisthalaksanasarasamuccayaHK-13	tasyāyam	tasya ayam 
SA_MB_pratisthalaksanasarasamuccayaHK-14	ekādaśādhyāyaparyantaḥ	ekādaśa adhyāya paryantaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-15	prathamo bhāgaḥ	prathamaḥ bhāgaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-16	paṇḍitabuddhisāgaraśarmaṇo'dhyakṣatāyāṃ	paṇḍita buddhisāgara śarmaṇā udhyakṣa tāyām 
SA_MB_pratisthalaksanasarasamuccayaHK-17	vedācāryadāmodaraśarmaṇā saṃpāditaḥ	veda ācārya dāmodaraśarmaṇā saṃpāditaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-18	saṃpādakena vedāntaśāstri paṃ bābukṛṣṇaśarmaṇā ca	saṃpādakena vedāntaśāstri pam bābukṛṣṇaśarmaṇā ca 
SA_MB_pratisthalaksanasarasamuccayaHK-19	saṃśodhitaḥ	saṃśodhitaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-20	nepālarājakīyapustakālayataḥ prakāśitaḥ	nepāla rājakīya pustaka ālayataḥ prakāśitaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-21	śrīḥ	śrīḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-22	atha pratiṣṭhālakṣaṇasārasamuccayaḥ	atha pratiṣṭhā lakṣaṇa sāra samuccayaḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-23	prārabhyate	prārabhyate 
SA_MB_pratisthalaksanasarasamuccayaHK-24	oṃ namastasyai [kh: oṃ namaḥśivāyeti nāsti]	om namaḥ tasyai om namaḥśivāya iti na asti 
SA_MB_pratisthalaksanasarasamuccayaHK-25	tattvatrayatridahanatriguṇatriliṅga [g: tanutrayeti]	tanu traya iti 
SA_MB_pratisthalaksanasarasamuccayaHK-26	kālatrayatribhuvanatrisurīśarīram |	            
SA_MB_pratisthalaksanasarasamuccayaHK-27	netratrayatripathagāhipavitragotra	netra traya tripathaga ahi pavitra gotra 
SA_MB_pratisthalaksanasarasamuccayaHK-28	putrītriśūlabhṛtamīśamahaṃ praṇamya || 1 ||	putrī triśūla bhṛtam īśam aham praṇamya 
SA_MB_pratisthalaksanasarasamuccayaHK-29	āgamebhyaḥ samākṛṣya kuryāṃ lakṣaṇasaṅgraham |	āgamebhyaḥ samākṛṣya kuryām lakṣaṇa saṅgraham 
SA_MB_pratisthalaksanasarasamuccayaHK-30	ṛjusakṣepasaṃpūrṇaṃ sarvasthāpanasaṅkulam [g: sadguṇamiti] || 2 ||	ṛju sakṣepa saṃpūrṇam sarva sthāpana saṅkulam sat guṇam iti 
SA_MB_pratisthalaksanasarasamuccayaHK-31	asaṃdigdhaṃ sphuṭārthaṃ ca dharmakāmārthamokṣadam |	asaṃdigdham sphuṭa artham ca dharma kāma artha mokṣa dam 
SA_MB_pratisthalaksanasarasamuccayaHK-32	hitāya mandabuddhīnāṃ smaraṇāya manīṣiṇām || 3 ||	hitāya manda buddhīnām smaraṇāya manīṣiṇām 
SA_MB_pratisthalaksanasarasamuccayaHK-33	kiñcit kvacit sphuṭaṃ cāṅgaṃ naikasmin sarvamaṅgakam [kh: sarvagātrakam] |	kiñcid kvacid sphuṭam ca aṅgam na ekasmin sarvam aṅgakam sarvagātrakam 
SA_MB_pratisthalaksanasarasamuccayaHK-34	bahutantrāṇyato vīkṣya krameṇaikatra likhyate || 4 ||	bahu tantrāṇi atas vīkṣya krameṇa ekatra likhyate 
SA_MB_pratisthalaksanasarasamuccayaHK-35	p. 2) siddhiliṅgāśritevaṃ śivaproktaṃ śivāgame |	siddhi liṅga āśritā ivam śiva proktam śivāgame 
SA_MB_pratisthalaksanasarasamuccayaHK-36	tadā [mu. a, k: tantrā] gamānusāreṇa liṅgaṃ vakṣyāmi sāṃpratam || 5 ||	tadā liṅgam vakṣyāmi sāṃpratam 
SA_MB_pratisthalaksanasarasamuccayaHK-37	yato jātamidaṃ sarvaṃ trailokyaṃ sacarācaram |	yatas jātam idam sarvam trailokyam sa carācaram 
SA_MB_pratisthalaksanasarasamuccayaHK-38	līyate pralaye yatra tadidaṃ liṅgamucyate || 6 ||	līyate pralaye yatra tat idam liṅgam ucyate  /
SA_MB_pratisthalaksanasarasamuccayaHK-39	arūpamapramāṇaṃ yattattridhā rūpamānataḥ |	arūpam apramāṇam yat tat tridhā rūpa mānataḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-40	hīnādi [kh: hīmādi] siddhayastasmācchivapūjopacārataḥ || 7 ||	siddhayaḥ tasmāt śiva pūjā upacārataḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-41	dravyānukalpana tyaktvā [k, kh, g: nyastvā] bhaktyā vārādhya tatsadā |	tyaktvā k kh g nyastvā bhaktyā vā ārādhya tat sadā 
SA_MB_pratisthalaksanasarasamuccayaHK-42	sarvajñaṃ sarvadaṃ śuddhaṃ śivatattvaṃ ca mokṣadam || 8 ||	sarvajñam sarva dam śuddham śivatattvam ca mokṣa dam 
SA_MB_pratisthalaksanasarasamuccayaHK-43	mantraiḥ śivoditaiḥ siddhā mukhyā brahmādilokapāḥ |	mantraiḥ śiva uditaiḥ siddhāḥ mukhyāḥ brahma ādi lokapāḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-44	ṛṣayo vasavo rudrā gaṇā yakṣā grahoragāḥ ||	ṛṣayaḥ vasavaḥ rudrāḥ gaṇāḥ yakṣāḥ graha uragāḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-45	daityā rakṣāṃsi siddhādyāḥ paraiśvaryapadaṃ gatāḥ |	daityāḥ rakṣāṃsi siddha ādyāḥ para aiśvarya padam gatāḥ 
SA_MB_pratisthalaksanasarasamuccayaHK-46	ato narādibhistattu liṅgarūpamupāsyate || 10 ||	atas nara ādibhiḥ tat tu liṅga rūpam upāsyate 
SA_MB_pratisthalaksanasarasamuccayaHK-47	liṅgasya darśanaṃ puṇyaṃ sparśanaṃ pāpanāśanam |	liṅgasya darśanam puṇyam sparśanam pāpa nāśanam 
SA_MB_pratisthalaksanasarasamuccayaHK-48	mahārājyapradā pūjā dhyānaṃ mokṣapradāyakam || 11 ||	            
SA_MB_pratisthalaksanasarasamuccayaHK-49	śatāyutāśvamedhānāṃ yajvanāṃ yatphalaṃ [mu. a, k, g, gh: yatphalaṃ lābhato] bhavet |	śata ayuta aśvamedhānām yajvanām yat phalam yad phala lābhataḥ bhavet 
SA_MB_pratisthalaksanasarasamuccayaHK-50	tatphalaṃ dviguṇaṃ samyag liṅgaikasthāpanāpanāddhruvam || 12 ||	tad phalam dviguṇam samyak liṅga eka sthāpanāpanāt dhruvam 
