segmentnr	original	analyzed	translated
['SA_MB_viiraagamaHK-0', 'SA_MB_viiraagamaHK-1', 'SA_MB_viiraagamaHK-2', 'SA_MB_viiraagamaHK-3']	Muktabodha Etext in UTF🔽MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /🔽Uniform title / vīrāgama🔽Manuscript / IFP/EFEO transcript	muktabodha etext in utf muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  / uniform title vīra āgama  manuscript 	Muktabodha Text in UTF-8
['SA_MB_viiraagamaHK-4']	Description / Transcribed from IFP transcript which is copied from a manuscript from Kilvelūr	description transcribed from ifp transcript  which is copied from a manuscript from kilvelūr 	Muktabodha: The Indological Research Institute www.muktabodha.org Muktabodha: The Indological Research Institute. All Rights Reserved. Texts may be downloaded for private study. Texts may not be downloaded and distributed by any means without the expressed permission of the publisher, nor may they be placed on any website or other distribution medium without permission. Muktabodha: The Indological Research Institute, 2017. Digitized and made available in 2017 by the Muktabodha Indological Research Institute. This work is based on the edition by T. Ganapati Sastri, Trivandrum Sanskrit Series 140, Trivandrum: The Superintendent, Government Press, 1946. The text is not proofread.
['SA_MB_viiraagamaHK-5']	See Muktabodha IFP/EFEO online catalog for bibliographic details at www /muktabodha /org /	see muktabodha ifpefeo online catalg for bibliographic details at 	See Muktabodha IFP.Efeo online catalog for bibliographic details at www.muktabodha.org.
['SA_MB_viiraagamaHK-6']	Notes / Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /	notes data entered by the staff muktabodha under the direction of mark s g dyczkowski 	Notes entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski.
['SA_MB_viiraagamaHK-7']	Revision / April /	revision april 	Revision: April 2011.
['SA_MB_viiraagamaHK-8']	Publication country / India	publication country india 	Publication country: India
['SA_MB_viiraagamaHK-9']	p / 	p 	P.🔽🔽
['SA_MB_viiraagamaHK-10']	vīrāgamaḥ //	vīra āgamaḥ 	The Vīrāgama
['SA_MB_viiraagamaHK-11']	vighnavāraṇa vighneśaḥ sarvadeva namaskṛtaḥ /	vighna vāraṇa vighneśaḥ sarva deva namaskṛtaḥ 	The obstacle-removing lord of obstacles, revered by all gods,
['SA_MB_viiraagamaHK-12']	saṃnidhattāṃ ca me vāṇī bhuvanatrayavanditā // //	saṃnidhattām ca me vāṇī bhuvanatraya vanditā 	May my speech, worshipped by the three worlds, be present.
['SA_MB_viiraagamaHK-13']	merumadhye samāsīnaṃ ṛṣisaṃghaissamāvṛtam /	meru madhye samāsīnam ṛṣi saṃghaiḥ samāvṛtam 	Seated in the middle of Meru, surrounded by groups of sages,
['SA_MB_viiraagamaHK-14']	sevitaṃ bhūtasaṃghaiśca bhūtapreta piśācakaiḥ // //	sevitam bhūta saṃghaiḥ ca bhūta preta piśācakaiḥ 	Served by hosts of beings, ghosts, spirits, and demons,
['SA_MB_viiraagamaHK-15']	gandharvaiśca samāyuktaṃ somārghakṛtaśekharam /	gandharvaiḥ ca samāyuktam soma argha kṛta śekharam 	Endowed with gandharvas, with a crest made of Soma's offering,
['SA_MB_viiraagamaHK-16']	tadā brahmā samutthāya praṇamya stutavānprabhum // //	tadā brahmā samutthāya praṇamya stutavān prabhum 	Then Brahmā arose and, bowing, praised the Lord:
['SA_MB_viiraagamaHK-17']	prasīda devadeveśa / prasīdaparameśvara / /	prasīda devadeveśa prasīda parameśvara 	Be gracious, O Lord of the gods, be gracious, O Supreme Lord!
['SA_MB_viiraagamaHK-18']	prasīda jagatāṃ nātha / prasīdānandadāvyaya / // //	prasīda jagatām nātha prasīda ānanda da avyaya 	Be gracious, O lord of the worlds, be gracious, O giver of bliss, O imperishable one!
['SA_MB_viiraagamaHK-19']	sahasraśirase tubhyaṃ sahasrākṣāya te namaḥ /	sahasra śirase tubhyam sahasra akṣāya te namaḥ 	Salutations to you, O thousand-headed one, O thousand-eyed one,
['SA_MB_viiraagamaHK-20']	sahasrapādayuktāya śarvāya paramātmane // //	sahasra pāda yuktāya śarvāya paramātmane  /	To the one with a thousand feet, to Shiva, the supreme Self.
['SA_MB_viiraagamaHK-21']	sahasrarūpaśāntāya maheśāya pinākine /	sahasra rūpa śāntāya maheśāya pinākine 	To the one with a thousand peaceful forms, to Maheshvara, the wielder of the Pinaka bow.
['SA_MB_viiraagamaHK-22']	huṃkārāya namastubhyaṃ vaṣaṭkārāya te namaḥ // //	huṃkārāya namaḥ tubhyam vaṣaṭkārāya te namaḥ 	Salutations to you, the one who makes the sound hum, salutations to you, the one who makes the sound vashat.
['SA_MB_viiraagamaHK-23']	phaṭkārāya namastubhyaṃ svāhākāra namo namaḥ /	phaṭkārāya namaḥ tubhyam svāhākāra namaḥ namaḥ 	Salutations to you, the one who makes the sound phat, salutations again and again to the one who makes the sound svaha.
['SA_MB_viiraagamaHK-24']	sarvajñāya śaraṇyāya sadyo jātāya te namaḥ // //	sarvajñāya śaraṇyāya sadyas jātāya te namaḥ  	Salutations to the omniscient one, the protector, to the one who is born instantly.
['SA_MB_viiraagamaHK-25']	tatpuruṣāya namastubhyaṃ śrīkaṇṭhāya śikhaṇḍine /	tatpuruṣāya namaḥ tubhyam śrīkaṇṭhāya śikhaṇḍine 	Salutations to you, the Tatpurusha, to Shankara, to the one with a peacock's feather crown.
['SA_MB_viiraagamaHK-26']	anantāsana saṃyuktamanantāyānta kāriṇe // //	ananta āsana saṃyuktam anantāya anta kāriṇe  /	To the one seated on the infinite seat, to the one who acts infinitely.
['SA_MB_viiraagamaHK-27', 'SA_MB_viiraagamaHK-28']	vimalāya viśālāya viśākhānāya te namaḥ /🔽yogapīṭhāntarasthāya yogine yogadāyine // //	vimalāya viśālāya viśākhānāya te namaḥ  yogapīṭha antara sthāya yogine yoga dāyine 	To the pure one, the vast one, to the one who is the lord of the constellations, salutations to you.🔽To the one who resides in the seat of yoga, to the yogi, to the giver of yoga.
['SA_MB_viiraagamaHK-29']	yogināṃ hṛdi saṃsthāya yogagamyāya te namaḥ /	yoginām hṛdi saṃsthāya yoga gamyāya te namaḥ 	To the one who resides in the hearts of yogis, to the one who can be reached through yoga, salutations to you.
['SA_MB_viiraagamaHK-30', 'SA_MB_viiraagamaHK-31']	parāya parameśāya nirguṇāya namo'stute // //🔽p / 	parasmai parameśāya nirguṇāya namaḥ stute  p 	Salutations to the supreme one, the highest lord, to the one without qualities.
['SA_MB_viiraagamaHK-32']	ātmatrayoparisthāya niṣkalāya kapardine /	ātma traya upari sthāya niṣkalāya kapardine 	To the one who resides above the three selves, to the one without parts, to the one with matted locks.
['SA_MB_viiraagamaHK-33']	adhvānadāyine tubhyaṃ ṣaḍadhvāya namo'stute // //	adhvāna dāyine tubhyam ṣaḍadhvāya namostute 	To the one who bestows the path, to the one with six paths, salutations to you.
['SA_MB_viiraagamaHK-34']	pratyāhārāya te nityaṃ pratyāhārāya te namaḥ /	pratyāhārāya te nityam pratyāhārāya te namaḥ 	Salutations to you, the one who is always in pratyahara, salutations to you, the one who is in pratyahara.
