segmentnr	original	analyzed	translated
['SA_GR14_dhyggs_u-0']	śrīpāda dhyānacandra gosvāmī	       	Shri Pada Dhyana Chandra Goswami
['SA_GR14_dhyggs_u-1']	sādhako brāhmamuhūrte cotthāya nijeṣṭanāmāni smaret kīrtayed vā	sādhakaḥ brāhma muhūrte ca utthāya nija iṣṭa nāmāni smaret kīrtayet vā 	The practitioner, having risen during the Brahma Muhurta, should remember or recite his own chosen names.
['SA_GR14_dhyggs_u-2', 'SA_GR14_dhyggs_u-3']	sa jayati viśuddhavikramaḥ🔽kanakābhaḥ kamalāyatekṣaṇaḥ /	sa jayati viśuddha vikramaḥ  kanaka ābhaḥ kamala āyata īkṣaṇaḥ 	He is victorious, of pure valor,🔽Golden-hued, with eyes elongated like lotus petals,
['SA_GR14_dhyggs_u-4']	varajānulambisadbhujo	vara jānu lambi sat bhujaḥ 	With excellent arms hanging down to the knees,
['SA_GR14_dhyggs_u-5']	bahudhā bhaktirasābhinartakaḥ // //	         	Dancing in many ways with the rasa of devotion.
['SA_GR14_dhyggs_u-6']	śrīrāmeti janārdaneti jagatāṃ nātheti nārāyaṇe	śrī rāma iti janārdana iti jagatām nātha iti nārāyaṇe 	Rama, Janardana, Lord of the worlds, Narayana,
['SA_GR14_dhyggs_u-7']	tyānandeti dayāpareti kamalākānteti kṛṣṇeti ca /	tyānandā iti dayā parā iti kamalā kāntā iti kṛṣṇā iti ca 	Blissful, compassionate, beloved of Lakshmi, Krishna -
['SA_GR14_dhyggs_u-8']	śrīman nāmamahāmṛtābdhilaharīkallolamagnaṃ muhur	śrīmat nāma mahā mṛta abdhi laharī kallola magnam muhur 	Immersed again and again in the waves of the great nectar ocean of your glorious names,
['SA_GR14_dhyggs_u-9']	muhyantaṃ galadaśrunetram avaśaṃ māṃ nātha nityaṃ kuru // //	muhyantam galat aśru netram avaśam mām nātha nityam kuru 	Bewildered, with tears streaming from my eyes, helpless, O Lord, always make me so.
['SA_GR14_dhyggs_u-10']	śrīkānta kṛṣṇa karuṇāmaya kañjanābha	śrī kānta kṛṣṇa karuṇā maya kañjana ābha 	O Krishna, beloved of Lakshmi, compassionate one, lotus-naveled one,
['SA_GR14_dhyggs_u-11', 'SA_GR14_dhyggs_u-12']	kaivalyavallabha mukunda murāntaketi /🔽nāmāvalīṃ vimalamauktikahāralakṣmī	kaivalya vallabha mukunda murāntaka iti  nāma āvalīm vimala mauktika hāra lakṣmī 	Beloved of liberation, Mukunda, slayer of Mura,
['SA_GR14_dhyggs_u-13']	lāvaṇyavañcanakarīṃ karavāṇi kaṇṭhe // //	lāvaṇya vañcana karīm karavāṇi kaṇṭhe 	I shall place around my neck this garland of your names, which is as beautiful as a string of pure pearls,🔽And which surpasses the beauty of all other garlands.
['SA_GR14_dhyggs_u-14']	kṛṣṇa rāma mukunda vāmana vāsudeva jagadguro	kṛṣṇa rāma mukunda vāmana vāsudeva jagadguro 	Krishna, Rama, Mukunda, Vamana, Vasudeva, Guru of the world,
['SA_GR14_dhyggs_u-15']	matsya kacchapa narasiṃha varāha rāghava pāhi mām /	matsya kacchapa narasiṃha varāha rāghava pāhi mām 	Fish, tortoise, Narasimha, boar, Rama, protect me.
['SA_GR14_dhyggs_u-16']	devadānavanāradādi munīndravandya dayānidhe	deva dānava nārada ādi muni indra vandya dayā nidhe 	O treasure of compassion, worshipped by gods, demons, Narada and other great sages,
['SA_GR14_dhyggs_u-17', 'SA_GR14_dhyggs_u-18']	devakīsuta dehi me tava pādabhaktim acañcalām // //🔽he gopālaka he kṛpājalanidhe he sindhukanyāpate	devakī suta dehi me tava pāda bhaktim acañcalām  he gopālaka he kṛpā jalanidhe he sindhu kanyā pate 	O Son of Devaki, grant me unwavering devotion to Your feet.🔽O Cowherd, O Ocean of Compassion, O Lord of the Daughter of the Ocean,
['SA_GR14_dhyggs_u-19']	he kaṃsāntaka he gajendrakaruṇāpārīṇa he mādhava /	he kaṃsa antaka he gaja indra karuṇā pārīṇa he mādhava 	O Slayer of Kamsa, O One Who Has Crossed the Ocean of Compassion with the Trunk of the Lord of Elephants, O Madhava,
['SA_GR14_dhyggs_u-20']	he rāmānuja he jagattrayaguro he puṇḍarīkākṣa māṃ	he rāmānuja he jagattraya guro he puṇḍarīkākṣa mām 	O Younger Brother of Rama, O Guru of the Three Worlds, O Lotus-Eyed One,
['SA_GR14_dhyggs_u-21']	he gopījananātha pālaya paraṃ jānāmi na tvāṃ vinā // //	he gopī jananātha pālaya param jānāmi na tvām vinā 	O Lord of the Gopis, protect me. I know no one but You.
['SA_GR14_dhyggs_u-22']	śrīnārāyaṇa puṇḍarīkanayana śrīrāma sītāpate	śrī nārāyaṇa puṇḍarīkanayana śrī rāma sītāpate 	O Narayana, O Lotus-Eyed One, O Rama, O Lord of Sita,
['SA_GR14_dhyggs_u-23']	govindācyuta nandanandana mukundānanda dāmodara /	govinda acyuta nanda nandana mukunda ānanda dāmodara 	O Govinda, Acyuta, Delight of Nanda, Mukunda, Bliss, Damodara,
['SA_GR14_dhyggs_u-24']	viṣṇo rāghava vāsudeva nṛhare devendracūḍāmaṇe	viṣṇo rāghava vāsudeva nṛhare devendra cūḍāmaṇe 	O Vishnu, Raghava, Vasudeva, Narahari, Crest-Jewel of the King of Gods,
['SA_GR14_dhyggs_u-25', 'SA_GR14_dhyggs_u-26', 'SA_GR14_dhyggs_u-27']	saṃsārārṇavakarṇadhāraka hare śrīkṛṣṇa tubhyaṃ namaḥ // //🔽bhāṇḍīreṇa śikhaṇḍamaṇḍana vara śrīkhaṇḍaliptāṅga he🔽vṛndāraṇyapurandara sphuradamandendīvara śyāmala /	saṃsāra arṇava karṇa dhāraka hare śrī kṛṣṇa tubhyam namaḥ  bhāṇḍīreṇa śikhaṇḍa maṇḍana vara śrīkhaṇḍa lipta aṅga he  vṛnda araṇya purandara sphurat amanda indīvara śyāmala 	O Raft in the Ocean of Samsara, O Hari, O Krishna, I bow to You.🔽O One Adorned with a Crest of Hair in the Shape of a Peacock's Tail, O One Whose Body is Anointed with Sandal Paste,🔽O Lord of the City of Vrindavana, O Dark-Blue Like a Vibrant Slow-Moving Blue Lotus,
['SA_GR14_dhyggs_u-28']	kālindīpriya nandanandana parānandāravindekṣaṇa	                	O Beloved of Kali, O Delight of Nanda, O Eyes Like Blooming Lotuses of Supreme Bliss,
['SA_GR14_dhyggs_u-29']	śrīgovinda mukunda sundaratano māṃ dīnam ānandaya // //	śrī govinda mukunda sundaratano mām dīnam ānandaya 	O Govinda, Mukunda, O One with a Beautiful Body, Delight This Poor Devotee.
['SA_GR14_dhyggs_u-30']	Padyāvalī 	padya āvalī 	A Collection of Verses
['SA_GR14_dhyggs_u-31']	samudramekhale devi parvatastanamaṇḍale /	samudra mekhale devi parvata stana maṇḍale 	O Goddess with the ocean as your girdle, with the mountains as your breasts,
['SA_GR14_dhyggs_u-32']	viṣṇupatni namas tubhyaṃ pādasparśaṃ kṣamasva me // //	viṣṇu patni namaḥ tubhyam pāda sparśam kṣamasva me 	I bow to you, O wife of Vishnu, please forgive the touch of my feet.
['SA_GR14_dhyggs_u-33']	tato bahir gatvā maitrakṛtyādividhiṃ kuryāt /	tatas bahis gatvā maitrakṛtyā ādi vidhim kuryāt 	Then, having gone outside, one should perform the rites of doing good to others, etc.
['SA_GR14_dhyggs_u-34']	dantadhāvanādim ācaret /	dantadhāvana ādim ācaret 	One should perform the rites of brushing the teeth, etc.
['SA_GR14_dhyggs_u-35']	śuddhaāsane pūrvābhimukhī upaviśya niścalamanāḥ 	śuddha āsane pūrva abhimukhī upaviśya niścala manāḥ 	Seated on a pure seat facing east, with a steady mind,
['SA_GR14_dhyggs_u-36']	smaret śrīmad gauracandraṃ svardhunyā dakṣiṇe taṭe /	smaret śrīmat gauracandram svardhunyāḥ dakṣiṇe taṭe 	one should remember the glorious Gaurchandra on the right bank of the celestial river.
['SA_GR14_dhyggs_u-37', 'SA_GR14_dhyggs_u-38']	cintāmaṇicittadhāmni śrīnavadvīpanāmake // //🔽svardhunyāṃ cārutīre sphuritam atibṛhatkurmapṛṣṭhābhagātraṃ	                svardhunyām cāru tīre sphuritam ati bṛhat kurma pṛṣṭha ābha gātram 	In the abode of the wish-fulfilling gem, named the glorious Navadvipa.🔽On the beautiful bank of the celestial river, with a body shining like the back of a large tortoise,
