segmentnr	original	analyzed	translated
['SA_GSP29_udnyku5u-0']	śrīḥ //	śrīḥ 	Śrī (Lakṣmī)
['SA_GSP29_udnyku5u-1']	śrīmate śrīnivāsaparabrahmaṇe namaḥ //	śrīmate śrīnivāsa para brahmaṇe namaḥ 	Salutations to the glorious Śrīnivāsa, the supreme Brahman.
['SA_GSP29_udnyku5u-2']	nyāyakusumāñjalau pañcamastabakaḥ //	         	The fifth bouquet in the Nyāyakusumāñjali.
['SA_GSP29_udnyku5u-3']	nanvīśvare pramāṇopapattau satyāṃ sarvametadevaṃ syāt /	nanu īśvare pramāṇa upapattau satyām sarvam etat evam syāt 	If the proof of the existence of God is established, then all this would be so.
['SA_GSP29_udnyku5u-4', 'SA_GSP29_udnyku5u-5']	tadeva tu na paśyāma iti cet nahyeṣa sthāṇoraparādhaḥ yadenamandho na paśyati /🔽tathāhi kāryā'yojanadhṛtyādeḥ padāt pratyayataḥ śruteḥ /	tat eva tu na paśyāmaḥ iti ced na hi eṣa sthāṇoḥ aparādhaḥ yat enam andhaḥ na paśyati  tathā hi kārya ayojana dhṛti ādeḥ padāt pratyayataḥ śruteḥ 	But if you say that we do not see that itself, it is not the fault of the post that a blind man does not see it.🔽Thus, from the effect, the arrangement, the support, etc., from the word, from the Vedic injunction,
['SA_GSP29_udnyku5u-6']	vākyāt saṅkhyāviśeṣācca sādhyo viśvavidavyayaḥ // //	vākyāt saṅkhyā viśeṣāt ca sādhyaḥ viśva vid avyayaḥ 	from the sentence, and from the specific number, the imperishable knower of the universe is to be established.
['SA_GSP29_udnyku5u-7']	ku / / kṣityādi kartṛpūrvakaṃ kāryatvāditi na bādho 'syopajīvyatvāt pratibandho na durbalaiḥ /	kṣiti ādi kartṛ pūrvakam kārya tvāt iti na sya upajīvya tvāt pratibandhaḥ na durbalaiḥ 	Ku. The earth, etc. have an agent as their antecedent, because they are effects. This is not contradicted, because it is to be relied upon, and the connection is not weak.
['SA_GSP29_udnyku5u-8']	siddhyasiddhyorvirodho no nāsiddhiranibandhanā // //	siddhi asiddhyoḥ virodhaḥ no na asiddhiḥ anibandhanā 	There is no contradiction between what is established and what is not, nor is non-establishment baseless.
['SA_GSP29_udnyku5u-9']	ku / / tathāhi atra ye śarīraprasaṅgamudghāṭayanti /	tathā hi atra ye śarīra prasaṅgam udghāṭayanti 	Ku. Thus, those who raise the issue of having a body here,
['SA_GSP29_udnyku5u-10']	kasteṣāmāśayaḥ /	kaḥ teṣām āśayaḥ 	what is their intention?
['SA_GSP29_udnyku5u-11']	kimīśvaraṃ pakṣayitvā kartṛtvāccharīritvam / tataḥ atha	kim īśvaram pakṣayitvā kartṛ tvāt śarīri tvam tatas atha 	Is it that having made God the subject, one has a body because of being an agent? Then,
