segmentnr	original	analyzed	translated
['SA_K12_manjnspu-0']	advayaparamārthā nāmasaṃgīti	           	The Name-recitation of the Supreme Truth of Non-duality
['SA_K12_manjnspu-1']	oṃ namaḥ śrīmahāmañjunāthāya	om namaḥ śrī mahāmañju nāthāya 	Om. Homage to the glorious great Mañjunātha.
['SA_K12_manjnspu-2']	atha vajradharaḥ śrīmān durdāntadamakaḥ paraḥ /	atha vajradharaḥ śrīmān durdānta damakaḥ paraḥ 	Then the glorious Vajra-holder, the supreme tamer of the unruly,
['SA_K12_manjnspu-3']	trilokavijayī vīro guhyarāṭ kuliśeśvaraḥ // //	            	The hero who has conquered the three worlds, the king of secrets, the lord of the thunderbolt,
['SA_K12_manjnspu-4']	vibuddhapuṇḍarīkākṣaḥ protphullakamalānanaḥ /	            	With eyes like fully bloomed lotuses, a face like a blossoming lotus,
['SA_K12_manjnspu-5', 'SA_K12_manjnspu-6', 'SA_K12_manjnspu-7']	prollālayan vajravaraṃ svakareṇa muhurmuhuḥ // //🔽bhṛkuṭītaraṅgapramukhair anantair vajrapāṇibhiḥ /🔽durdāntadamakair vīrair vīrabībhatsarūpibhiḥ // //	prollālayan vajra varam sva kareṇa muhur muhur  bhṛkuṭī taraṅga pramukhaiḥ anantaiḥ vajra pāṇibhiḥ  durdānta damakaiḥ vīraiḥ vīra bībhatsa rūpibhiḥ 	Shaking the excellent vajra again and again with his own hand,🔽With countless Vajrapāṇis headed by Bhṛkuṭī and Taranga,🔽The heroes who tame the unruly, who have the form of heroes and the repulsive,
['SA_K12_manjnspu-8']	ullālayadbhiḥ svakaraiḥ prasphuradvajrakoṭibhiḥ /	ullālayadbhiḥ sva karaiḥ prasphurat vajra koṭibhiḥ 	Shaking their own hands, with the tips of the vajras sparkling,
['SA_K12_manjnspu-9']	prajñopāyamahākaruṇā jagadarthakaraiḥ paraḥ // //	             	With great compassion through wisdom and means, working for the sake of the world, supreme,
['SA_K12_manjnspu-10']	hṛṣṭatuṣṭāśayair muditaiḥ krodhavigraharūpibhiḥ /	hṛṣṭa tuṣṭa āśayaiḥ muditaiḥ krodha vigraha rūpibhiḥ 	With joyful and contented minds, delighted, with the form of wrathful transformations,
['SA_K12_manjnspu-11']	buddhakṛtyakarair nāthaiḥ sārddhaṃ praṇatavigrahaiḥ // //	buddha kṛtya karaiḥ nāthaiḥ sārddham praṇata vigrahaiḥ 	Performing the activities of the buddhas, the lords, with bodies bowed down,
['SA_K12_manjnspu-12']	praṇamya nāthaṃ saṃbuddhaṃ bhagavantaṃ tathāgatam /	praṇamya nātham saṃbuddham bhagavantam tathāgatam 	Having bowed to the lord, the fully enlightened, the blessed one, the Tathāgata,
['SA_K12_manjnspu-13']	kṛtāñjalipuṭo bhūtvā idam āha sthito 'grataḥ // //	kṛta añjali puṭaḥ bhūtvā idam āha sthitaḥ gratas 	With palms joined, he said this while standing in front:
['SA_K12_manjnspu-14']	maddhitāya mamārthāya anukampāya me vibho /	mad hitāya mama arthāya anukampāya me vibho 	For my benefit, for my sake, out of compassion for me, O lord,
['SA_K12_manjnspu-15', 'SA_K12_manjnspu-16']	māyājālābhisaṃbodhiṃ yathā lābhī bhavāmy aham // //🔽ajñānapaṅkamagnānāṃ kleśavyākulacetasām /	māyā jāla abhisaṃbodhim yathā lābhī bhavāmi aham  ajñāna paṅka magnānām kleśa vyākula cetasām 	May I become one who attains the perfect enlightenment of the Net of Illusion.🔽For the benefit of all beings who are sunk in the mud of ignorance, whose minds are troubled by afflictions,
['SA_K12_manjnspu-17']	hitāya sarvasattvānām anuttaraphalāptaye // //	hitāya sarva sattvānām anuttara phala āptaye 	For the attainment of the unsurpassed fruit,
['SA_K12_manjnspu-18']	prakāśayatu saṃbuddho bhagavāñ śāstā jagadguruḥ /	prakāśayatu saṃbuddhaḥ bhagavām śāstā jagadguruḥ 	May the Blessed One, the Fully Enlightened One, the Teacher, the Guru of the World,
['SA_K12_manjnspu-19']	mahāsamayatattvajña indrayāśayavit paraḥ // //	            	The knower of the truth of the great pledge, the supreme one who knows the faculties and intentions,
