segmentnr	original	analyzed	translated
['MBuddharakosaHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['MBuddharakosaHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be otherwise copied, republished, redistributed, or resold, either in whole or in part, in any form, without the prior written permission of Muktabodha Indological Research Institute. Entered by the Muktabodha staff under the direction of Mark S. G. Dyczkowski. Catalog Number:
['MBuddharakosaHK-2']	Uniform title / uddhārakośa	uniform title uddhārakośa 	Uniform Title: Uddhārakośa
['MBuddharakosaHK-3']	Main title / uddhārakośa śrīdakṣiṇaamūrti viracita	main title uddhāra kośa śrī dakṣiṇa amūrti viracita 	Main Title: Uddhārakośa Śrīdakṣiṇāmūrtivirācita
['MBuddharakosaHK-4']	Secondary title / A Dictionary of the Secret Tantric Syllabic Code / Daksinamurti Uddarakosa	secondary title a dictionary of the secret tantric syllabic code daksinamurti uddarakosa 	Secondary Title: A Dictionary of the Secret Tantric Syllabic Code. Dakṣiṇāmūrti Uddhārakośa
['MBuddharakosaHK-5']	Editor /raghuvīra	e t itoḥ raghu vīra 	Editor: Raghuvīra
['MBuddharakosaHK-6']	Editor /Taki Shodo	e t itoḥ taki shodo 	Editor: Takishaoda
['MBuddharakosaHK-7']	Description / A short dictionary of Mantras /	description a short dictionary of mantras 	Description: A short dictionary of mantras.
['MBuddharakosaHK-8']	Notes / Data entered by the staff of Muktabodha under the supervision of Mark S / G / Dyczkowski /	notes data entered by the staff muktabodha under the supervision of mark s g dyczkowski 	Notes: Data entered by the staff of Muktabodha under the supervision of Mark S. G. Dyczkowski.
['MBuddharakosaHK-9']	Revision / Feb / /	revision feb 	Revision: Feb 2018
['MBuddharakosaHK-10']	Publication year /	publication year 	Publication year: 1936
['MBuddharakosaHK-11']	Publication city / Lahore	publication citi lahore 	Publication city: Lahore
['MBuddharakosaHK-12']	Publication country / India	publication country india 	Publication country: India
['MBuddharakosaHK-13']	śrīdakṣiṇāmūrtiviracita	śrī dakṣiṇāmūrti viracita 	Composed by Sri Dakshinamurti
['MBuddharakosaHK-14']	uddhārakośaḥ	uddhāra kośaḥ 	The Treasury of Extraction
['MBuddharakosaHK-15']	ācāryaraghuvīreṇa tadantevāsinā takivaṃśodbhavena śodavena ca pariṣkṛtaḥ	ācārya raghu vīreṇa tad antevāsinā taki vaṃśa udbhavena śodavena ca pariṣkṛtaḥ 	Purified by Acharya Raghuveera, his resident disciple, and Shoda born in the Takisha lineage
['MBuddharakosaHK-16']	Original edition first published in	original edition first published 	Original edition first published in 1936
['MBuddharakosaHK-17']	uddhārakośasya	uddhāra kośasya 	Of the Treasury of Extraction
['MBuddharakosaHK-18']	viṣayāḥ	viṣayāḥ 	Contents
['MBuddharakosaHK-19']	prathamaḥ kalpaḥ prakāśam	prathamaḥ kalpaḥ prakāśam 	The first chapter is revealed
['MBuddharakosaHK-20']	ślokāḥ	ślokāḥ 	Verses
['MBuddharakosaHK-21']	bhūmikā śārikāmantaḥ	bhūmikā śārikām antaḥ 	The ground, the parrot mantra
['MBuddharakosaHK-22']	tripurāmantraḥ sindhurabījāni	          	The Tripurasundari mantra, the Sindhu seed syllables
['MBuddharakosaHK-23']	lakṣmībījāni ākāśabījāni	         	The Lakshmi seed syllables, the space seed syllables
['MBuddharakosaHK-24']	hrīṃbījāni kalyāṇabījāni	        	The Hriṃ seed syllables, the auspicious seed syllables
['MBuddharakosaHK-25']	madanabījāni prakāśam	       	The Madana seed syllables, revealed
['MBuddharakosaHK-26']	vāgbhavabījāni rājñīmantraḥ	          	The Vāgbhava seed syllables, the Queen mantra
['MBuddharakosaHK-27']	śaktibījāni agnibījāni	        	The Śakti seed syllables, the fire seed syllables
