segmentnr	original	analyzed	translated
['SA_GV05_mand_upu-0']	Śāntipāṭaḥ	śāntipāṭaḥ 	The Section on Peace
['SA_GV05_mand_upu-1']	oṃ bhadraṃ karṇebhiḥ śṛṇuyāma devāḥ bhadraṃ	om bhadram karṇebhiḥ śṛṇuyāma devāḥ bhadram 	Om. May the gods hear what is auspicious with their ears. May the worshipful ones
['SA_GV05_mand_upu-2']	paśyemākṣabhiryajatrāḥ /	paśyema akṣabhiḥ yajatrāḥ 	see what is auspicious with their eyes.
['SA_GV05_mand_upu-3']	sthirairaṅgaistuṣṭuvāṃ sastanūbhir vyaśema devahitaṃ yadāyuḥ //	sthiraiḥ aṅgaiḥ tuṣṭuvām saḥ tanūbhiḥ vi aśema deva hitam yat āyuḥ 	May we enjoy the life that is beneficial to the gods, praising with our firm limbs and bodies.
['SA_GV05_mand_upu-4']	svasti na indro vṛddhaśravāḥ svasti naḥ pūṣā viśvavedāḥ /	svasti naḥ indraḥ vṛddha śravāḥ svasti naḥ pūṣā viśva vedāḥ 	May Indra of great fame be auspicious to us. May the all-knowing Pushan be auspicious to us.
['SA_GV05_mand_upu-5']	svasti nastārkṣyo ariṣṭanemiḥ svasti no bṛhaspatir dadhātu //	svasti naḥ tārkṣyaḥ ariṣṭa nemiḥ svasti naḥ bṛhaspatiḥ dadhātu 	May Tarkshya with the unbroken wheel be auspicious to us. May Brihaspati grant us well-being.
['SA_GV05_mand_upu-6']	oṃ śāntiḥ / śāntiḥ / śāntiḥ //	om śāntiḥ śāntiḥ śāntiḥ 	Om. Peace. Peace. Peace.
['SA_GV05_mand_upu-7']	oṃ pūrṇamadaḥ pūrṇamidaṃ pūrṇāt pūrṇamudacyate /	om pūrṇam adaḥ pūrṇam idam pūrṇāt pūrṇam udacyate 	Om. The full has come from the full, the full is taken out from the full.
['SA_GV05_mand_upu-8']	pūrṇasya pūrṇamādāya pūrṇamevāvaśiṣyate //	pūrṇasya pūrṇam ādāya pūrṇam eva avaśiṣyate 	Only the full remains.
['SA_GV05_mand_upu-9']	oṃ śāntiḥ / śāntiḥ / śāntiḥ //	om śāntiḥ śāntiḥ śāntiḥ 	Om. Peace. Peace. Peace.
['SA_GV05_mand_upu-10']	Māṇḍūkya Upaniṣad	māṇḍūkyaḥ upaniṣad 	Mandukya Upanishad
['SA_GV05_mand_upu-11']	Verse	verse 	Verse
['SA_GV05_mand_upu-12']	omityetadakṣaramidaṃ sarvaṃ tasyopavyākhyānaṃ bhūtaṃ	om iti etat akṣaram idam sarvam tasya upavyākhyānam bhūtam 	Om. This syllable is all this. Its exposition is the past,
['SA_GV05_mand_upu-13']	bhavadbhaviṣyaditi sarvamoṅkāra eva /	bhavat bhaviṣyat iti sarvam oṅkāraḥ eva 	the present, and the future. All is indeed Om.
['SA_GV05_mand_upu-14']	yaccānyattrikālātītaṃ tadapyoṅkāra eva //	yat ca anyat tri kāla atītam tat api oṅkāraḥ eva 	And what is beyond the three times, that also is indeed Om.
['SA_GV05_mand_upu-15']	Verse	verse 	Verse
['SA_GV05_mand_upu-16']	sarvaṃ hyetad brahmāyamātmā brahma so 'yamātmā catuṣpāt //	sarvam hi etat brahma ayam ātmā brahma saḥ yam ātmā catuṣpād 	For all this is Brahman, and this Self is Brahman. This Self has four feet.
['SA_GV05_mand_upu-17']	Verse	verse 	Verse
['SA_GV05_mand_upu-18']	jāgaritasthāno bahiḥ prajñaḥ saptāṅgaḥ	jāgarita sthānaḥ bahis prajñaḥ sapta aṅgaḥ 	The waking state is external knowledge, with seven limbs,
['SA_GV05_mand_upu-19']	ekonaviṃśatimukhaḥ sthūlabhugvaiśvānaraḥ prathamaḥ pādaḥ //	ekonaviṃśati mukhaḥ sthūlabhuj vaiśvānaraḥ prathamaḥ pādaḥ 	The first foot is the gross eater, Vaiśvānara, with nineteen mouths.
['SA_GV05_mand_upu-20']	Verse	verse 	Verse
['SA_GV05_mand_upu-21']	svapnasthāno 'ntaḥ prajñaḥ saptāṅga ekonaviṃśatimukhaḥ	svapna sthānaḥ ntar prajñaḥ sapta aṅgaḥ ekonaviṃśati mukhaḥ 	The one who is in the place of sleep, inwardly wise, with seven limbs and nineteen mouths,
['SA_GV05_mand_upu-22']	praviviktabhuktaijaso dvitīyaḥ pādaḥ //	praviviktabhuktaijasaḥ dvitīyaḥ pādaḥ 	The second foot is the one who eats separately, the radiant one, the one who is in the place of deep sleep, the one who is unified, the one who is solely an aggregate of wisdom, the one who is full of bliss,🔽The third foot is the wise one, the one who enjoys bliss, the one whose face is the mind.
