segmentnr	original	analyzed	translated
['SA_MB_ratnatrayapariksaHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['SA_MB_ratnatrayapariksaHK-1', 'SA_MB_ratnatrayapariksaHK-2']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /🔽Uniform title / āṣṭaprakaraṇa ratnatrayaparīkṣā	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  / uniform title ratnatraya parīkṣā 	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in whole or in part in any format, nor may any part of this text be copied for any purpose other than private study without the explicit written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalog Number:🔽Uniform Title: Aṣṭaprakaraṇa Ratna-trayapariṣkṣā
['SA_MB_ratnatrayapariksaHK-3']	Main title / āṣṭaprakaraṇam ratnatrayaparīkṣā	āṣṭa prakaraṇam ratnatraya parīkṣā 	Main Title: Aṣṭaprakaraṇa Ratna-trayapariṣkṣā
['SA_MB_ratnatrayapariksaHK-4']	Secondary title / ratnatraya bhogakārikā nādakārikā mokṣakārikā paramokṣanirasakārikāḥ	bhoga kārikā nāda kārikā mokṣa kārikā para mokṣa nirasa kārikāḥ 	Secondary title: Ratnatraya, Bhoga-karika, Nada-karika, Moksha-karika, Para-moksha-nirashaka-karika
['SA_MB_ratnatrayapariksaHK-5']	Author /śrīkaṇṭha	authoḥ śrīkaṇṭha 	Author: Shrikantha
['SA_MB_ratnatrayapariksaHK-6']	Commentator /aghoraśiva	aghora śiva 	Commentator: Aghora Shiva
['SA_MB_ratnatrayapariksaHK-7']	Editor /kṛṣṇa śāstrī	e ditoḥ kṛṣṇa śāstrī 	Editor: Krishna Shastri
['SA_MB_ratnatrayapariksaHK-8']	Description / Etext of the ratnatrayaparīkṣā from the ratnatraya bhogakārikā nādakārikā mokṣakārikā paramokṣanirasakārikāḥ in the devakottai series /	description etext of the ratnatraya parīkṣā from the ratnatraya bhoga kārikā nāda kārikā mokṣa kārikā para mokṣa nirasa kārikāḥ in the devakottai series	Description: Text of the Ratnatraya-pariksha from the Ratnatraya, Bhoga-karika, Nada-karika, Moksha-karika, Para-moksha-nirashaka-karika in the Devakottae series.
['SA_MB_ratnatrayapariksaHK-9']	Notes / Dataentered by the staff of Muktabodha under the supervision of Mark Dyczkowski / Revision / December / /	notes data entered by the staff muktabodha under the supervision of mark dyczkowski 	Notes: Entered by the staff of Muktabodha under the supervision of Mark Dyczkowski. Revision: December 2008
['SA_MB_ratnatrayapariksaHK-10']	Publisher / śivāgama siddhānta paripalana saṅgham	publisher śiva āgama siddhānta paripalana saṅgham 	Publisher: Shiva-agama Siddhanta Paripalana Sangham
['SA_MB_ratnatrayapariksaHK-11']	Publication year /	publication year 	Publication year: 1939
['SA_MB_ratnatrayapariksaHK-12']	Publication city / devakottai	publication citi 	Publication city: Devakottae
['SA_MB_ratnatrayapariksaHK-13']	Publication country / India	publication country india 	Publication country: India
['SA_MB_ratnatrayapariksaHK-14']	ratnatrayaparīkṣā	      	Ratnatraya-pariksha
['SA_MB_ratnatrayapariksaHK-15']	śrīkaṇṭhasūripraṇītā	śrīkaṇṭha sūri praṇītā 	Composed by Shrikantha Suri
['SA_MB_ratnatrayapariksaHK-16']	aghoraśivācāryakṛtaratnatrayollekhinyā sametā	aghora śivācārya kṛta ratnatraya ullekhinyā sametā 	Along with the Ratnatraya-ullekhi written by Aghora Shiva Acharya
['SA_MB_ratnatrayapariksaHK-17']	śivaṃ śivakaraṃ natvā siddhāntārthaprakāśakam /	śivam śiva karam natvā siddhānta artha prakāśakam 	Having bowed to Shiva, the bestower of welfare, the revealer of the meaning of the Siddhant
['SA_MB_ratnatrayapariksaHK-18']	ratnatrayaparīkṣārthaḥ saṃkṣepeṇa prakāśyate //	ratnatraya parīkṣā arthaḥ saṃkṣepeṇa prakāśyate 	For the examination of the three jewels, it is being revealed in brief.
['SA_MB_ratnatrayapariksaHK-19']	kaiścid vedadṛśā'paraiḥ kuladhiyā nyāyānuvṛttyetarai	kaiścid veda dṛśā aparaiḥ kula dhiyā nyāya anuvṛttyā itaraiḥ 	By some with the view of the Vedas, by others with the mind of Kula, by still others following logic,
['SA_MB_ratnatrayapariksaHK-20']	ranyaiśca svamanīṣayā malinitaṃ mohena ratnatrayam /	sva manīṣayā malinitam mohena ratnatrayam 	And by others with their own polluted intellect due to delusion, the three jewels have been defiled.
['SA_MB_ratnatrayapariksaHK-21']	tasmāt karṇavibhūṣaṇāya viduṣāṃ bhūyo'pi sadvyākriyā	tasmāt karṇa vibhūṣaṇāya viduṣām bhūyas pi sat vyākriyā 	Therefore, for the ornament of the ear of the wise, I shall again make that brilliant,
['SA_MB_ratnatrayapariksaHK-22']	śāṇollekhanasaṃskṛtaṃ tadadhunā so'haṃ karomyujjvalam //	śāṇa ullekhana saṃskṛtam tat adhunā saḥ u ham karomi ujjvalam 	Now refined by the scraping of the whetstone.
