segmentnr	original	analyzed	translated
['SA_GS24_paninipu-0']	vṛddhir ādaic // / / //	vṛddhiḥ ā t ai c 	The increase is in the Ādīcī.
['SA_GS24_paninipu-1']	adeṅ guṇaḥ // / / //	a t e ṅ guṇaḥ 	The syllable 'de' is a quality.🔽🔽
['SA_GS24_paninipu-2']	iko guṇavṛddhī // / / //	i kaḥ guṇa vṛddhī 	The vowel is subject to the rules of guna and vriddhi.
['SA_GS24_paninipu-3']	na dhātulopa ārdhadhātuke // / / //	na dhātu lope ārdhadhātuke 	Not in the half-verb in the case of a verbal root.🔽🔽
['SA_GS24_paninipu-4']	kṅiti ca // / / //	k ṅ iti ca 	And in the Ktvā and Ktvā suffixes.
['SA_GS24_paninipu-5']	dīdhīvevīiṭām // / / //	dīdhī vevī iṭām 	The two with the Dīdhi and Vevī verses.🔽🔽
['SA_GS24_paninipu-6']	halo 'nantarāḥ saṃyogaḥ // / / //	ha laḥ nantarāḥ saṃyogaḥ 	The conjunction is immediately after the syllable 'ha'.🔽🔽
['SA_GS24_paninipu-7']	mukhanāsikāvacano 'nunāsikaḥ // / / //	mukha nāsikā vacanaḥ nunāsikaḥ 	The nasal is the sound that comes out through the mouth and nose.🔽🔽
['SA_GS24_paninipu-8']	tulyaāsyaprayarnaṃ savarṇam // / / //	tulya āsya prayarnam savarṇam 	A horse of the same colour as the horse on which the king rides is savarna.
['SA_GS24_paninipu-9']	na ajjhalau // / / //	na a c ha lau 	not in the mouth,🔽
['SA_GS24_paninipu-10']	īdūdeddvivacanaṃ pragṛhyam // / / //	ī t ū t e t dvivacanam pragṛhyam 	The dual form īdū is used as a particle.
['SA_GS24_paninipu-11']	adaso māt // / / //	adasaḥ māt 	May the Adhvaryu priest be free from disease.
['SA_GS24_paninipu-12']	śe // / / //	śe 	Śe🔽.🔽
['SA_GS24_paninipu-13']	nipāta ekaajanāṅ // / / //	nipātaḥ eka a jana āṅ 	The nipāta is one that is not a person.
['SA_GS24_paninipu-14']	ot // / / //	o t 	Oṃ.🔽
['SA_GS24_paninipu-15']	sambuddhau śākalyasyaitāv anārṣe // / / //	sambuddhau śākalyasya etau anārṣe 	These two are the Sambuddhas of Śākalya, not in the Ārṣa metre.
['SA_GS24_paninipu-16']	uñaḥ // / / //	uñaḥ 	The letter u is the supreme.🔽
['SA_GS24_paninipu-17']	īdūtau ca saptamyarthe // / / //	ī t ū tau ca saptamī arthe 	And the dative case in the sense of the seventh case.
['SA_GS24_paninipu-18']	dādhā ghvadāp // / / //	dā dhā ghu a dāp 	Dādhā ghvadāp
['SA_GS24_paninipu-19']	ādyantavad ekasmin // / / //	ādi anta vat ekasmin 	As in the case of the beginning and end of a single entity.
