segmentnr	original	analyzed	translated
['SA_GP10_bhpc101u-0']	unatriṃśe tu rāsārtham uktiprātyuktayo hareḥ /	tu rāsa artham ukti prātyuktayaḥ hareḥ 	In the thirty-first chapter, there are statements and counter-statements of Hari for the purpose of the rasa dance.
['SA_GP10_bhpc101u-1']	gopībhī rāsasaṃrambhe tasya cāntardhikautukam // //	gopībhiḥ rāsa saṃrambhe tasya ca antardhi kautukam 	In the rasa dance of the gopis, there is His disappearance and the wonder of it.
['SA_GP10_bhpc101u-2']	brahmādijayasaṃrūḍhadarpakandarpadarpahā /	                 	The destroyer of the pride of Cupid, whose arrogance is increased by the victory over Brahma and others,
['SA_GP10_bhpc101u-3']	jayati śrīpatir gopīrāsamaṇḍalamaṇḍanaḥ // //	jayati śrīpatiḥ gopī rāsa maṇḍala maṇḍanaḥ 	The Lord of Shri, the ornament of the circle of gopis in the rasa dance, is victorious.
['SA_GP10_bhpc101u-4']	śrīśuka uvāca	śrī śukaḥ uvāca 	Shuka said:
['SA_GP10_bhpc101u-5']	bhagavān api tā rātṛīḥ śāradotphullamallikāḥ /	bhagavān api tāḥ rātṛīḥ 	The Lord, seeing those nights when the jasmine flowers bloom in autumn,
['SA_GP10_bhpc101u-6']	vīkṣya rantuṃ manaś cakre yogamāyām upāśritaḥ //	vīkṣya rantum manaḥ cakre yoga māyām upāśritaḥ 	made up His mind to enjoy, resorting to His Yogic Maya.
['SA_GP10_bhpc101u-7']	śarado mallikāvikasahetutvābhāve 'pi hetutvoktyā 'bhinavatvaṃ tena ca sarvapuṣpavikāso vyajyate /	śaradaḥ mallikā vikasa hetu tva abhāve pi hetu tva uktyā bhinava tvam tena ca sarva puṣpa vikāsaḥ vyajyate 	Even in the absence of the cause of jasmine flowers blooming in autumn, by stating the cause, freshness is expressed. And by that, the blooming of all flowers is implied.
['SA_GP10_bhpc101u-8']	nanu viparītam idam /	nanu viparītam idam 	But this is contradictory.
['SA_GP10_bhpc101u-9']	paradāravinodena kandarpavijetṛtvapratīteḥ /	para dāra vinodena kandarpa vijetṛ tva pratīteḥ 	Because by enjoying the wife of another, He is known as the conqueror of Cupid.
['SA_GP10_bhpc101u-10']	maivam / yogamāyām upāśritaḥ /	mā evam yoga māyām upāśritaḥ 	Not so. Resorting to His Yogic Maya,
['SA_GP10_bhpc101u-11']	ātmārāmo 'py arīramat /	ātma ārāmaḥ pi arīramat 	He enjoyed, although self-luminous.
['SA_GP10_bhpc101u-12']	sākṣān manmathamanmathaḥ /	sākṣāt manmatha manmathaḥ 	He is the destroyer of Manmatha (Cupid).
['SA_GP10_bhpc101u-13']	ātmany avaruddhasaurataḥ /	ātmani avaruddha saurataḥ 	His amorous desires are confined to Himself.
['SA_GP10_bhpc101u-14']	ity ādiṣu svātantryābhidhānāt /	iti ādiṣu svātantrya abhidhānāt 	And so on. Because of the statements of independence.
['SA_GP10_bhpc101u-15']	tasmād rāsakrīḍāviḍambanaṃ kāmavijayakhyāpanāyety eva tattvam /	tasmāt rāsa krīḍā viḍambanam kāma vijaya khyāpanāya iti eva tattvam 	Therefore, the truth is that the imitation of the rasa dance is for the purpose of proclaiming His victory over desire.
