segmentnr	original	analyzed	translated
['SA_T11_dhkprviu-0']	d anvayam āpādayati /	c anvayam āpādayati 	He [Dharmakīrti] implies the positive concomitance.
['SA_T11_dhkprviu-1', 'SA_T11_dhkprviu-2']	pratiṣedhaniṣedhasya vidhānarūpatvāt /🔽asataḥ sapakṣān na nivṛttir ity asapakṣa eva nāstīti cet /	pratiṣedha niṣedhasya vidhāna rūpa tvāt  asataḥ sapakṣāt na nivṛttiḥ iti a sapakṣaḥ eva na asti iti ced 	Because the negation of negation has the form of an affirmation.🔽If it is argued that since there is no exclusion of the non-existent from the similar instance, it does not exist in the dissimilar instance alone,
['SA_T11_dhkprviu-3']	neti saiva nivṛtter nirvṛttiḥ asataḥ katham iṣṭā /	na iti sā eva nivṛtteḥ nirvṛttiḥ asataḥ katham iṣṭā 	how is that exclusion of non-existence of the non-existent accepted?
['SA_T11_dhkprviu-4']	abhāvapratiṣedho hi bhāvo	abhāva pratiṣedhaḥ hi 	For the negation of non-existence is existence.
['SA_T11_dhkprviu-5']	'saty apy asti /	satī api asti 	It exists even if it is non-existent.
['SA_T11_dhkprviu-6']	bhāvapratiṣedhas tu na saṃbhavatīty askhalitaprajño devānāṃpriyo yas tadviṣayaṃ pratiṣedhaṃ necchati /	bhāva pratiṣedhaḥ tu na saṃbhavati iti a skhalita prajñaḥ devānām priyaḥ yaḥ tad viṣayam pratiṣedham na icchati 	But the negation of existence is not possible. Therefore, the beloved of the gods with unerring wisdom does not accept a negation that has that [existence] as its object.
['SA_T11_dhkprviu-7']	asad abhāva iti ca vyavaharati /	asat abhāvaḥ iti ca vyavaharati 	And he speaks of non-existence as non-existence.
['SA_T11_dhkprviu-8']	nirloṭhitaś cāyam artho 'sati nāstitety	nirloṭhitaḥ ca ayam sati nāstitā iti 	And this meaning has been thoroughly examined: In the non-existent, there is no non-existence.
['SA_T11_dhkprviu-9']	arthāntare /	artha antare 	In another meaning.
['SA_T11_dhkprviu-10']	tena neha pratanyate /	tena na iha pratanyate 	Therefore, it is not elaborated here.
['SA_T11_dhkprviu-11']	na cāsann ātmā sattāsādhanavṛtteḥ sandigdhaḥ syāt /	na ca asān ātmā sattā sādhana vṛtteḥ sandigdhaḥ syāt 	And the non-existent self would not be doubtful due to the operation of the means of establishing existence.
['SA_T11_dhkprviu-12']	na ca pareṇa tathopagata iti //	na ca pareṇa tathā upagataḥ iti 	And it is not accepted by the opponent in that way.
['SA_T11_dhkprviu-13']	apramāṇād abhyupagamāt tathaiva bhavati /	apramāṇāt abhyupagamāt tathā eva bhavati 	It becomes so only from the acceptance based on non-valid cognition.
['SA_T11_dhkprviu-14']	atiprasaṅgāt /	atiprasaṅgāt 	Because of over-extension.
['SA_T11_dhkprviu-15']	na copagamabalena sapakṣāsapakṣau vyavasthāpya pramāṇapravartanaṃ yuktam /	na ca upagama balena sapakṣa asapakṣau vyavasthāpya pramāṇa pravartanam yuktam 	And it is not proper to establish the similar and dissimilar instances by the power of acceptance and then engage the means of valid cognition.
['SA_T11_dhkprviu-16']	evaṃ hy āgamasiddha ātmā syāt /	evam hi āgama siddhaḥ ātmā syāt 	For in this way, the self would be established by scripture.
['SA_T11_dhkprviu-17']	nānumānasiddhaḥ /	na anumāna siddhaḥ 	Not established by inference.
['SA_T11_dhkprviu-18']	tasmād avyatireke 'py asataḥ /	tasmāt a vyatireke pi asataḥ 	Therefore, even if there is no difference, it is doubtful whether the non-existent
['SA_T11_dhkprviu-19']	sapakṣād vyatirekaḥ sandigdhaḥ	sapakṣāt vyatirekaḥ sandigdhaḥ 	is excluded from the similar instance.
['SA_T11_dhkprviu-20']	syāt prāṇādīnāṃ /	syāt prāṇa ādīnām 	It would be doubtful whether life, etc.
['SA_T11_dhkprviu-21']	ātmanaḥ sandehāt /	ātmanaḥ sandehāt 	are excluded from the non-self, because the self is doubtful.
