segmentnr	original	analyzed	translated
['SA_GK16_visa07cu-0']	saptamaḥ paricchedaḥ	saptamaḥ paricchedaḥ 	The seventh chapter
['SA_GK16_visa07cu-1']	iha hi prathamataḥ kāvye doṣaguṇarītyalaṅkārāṇāmavasthitikramo daśitaḥ /	iha hi prathamatas kāvye doṣa guṇa rīti alaṅkārāṇām avasthiti kramaḥ daśitaḥ 	Here, first of all, the order of arrangement of faults, qualities, styles and figures of speech in poetry has been shown.
['SA_GK16_visa07cu-2']	saṃprati ke ta ityapekṣāyāmuddeśakramaprāptānāṃ doṣaṇāṃ svarūpamāha	saṃprati ke te iti apekṣāyām uddeśa krama prāptānām doṣaṇām svarūpam āha 	Now, when there is a need to know what they are, the author of the Vyaktiviveka states the nature of the faults that have come up in the order of enumeration.
['SA_GK16_visa07cu-3']	Vijñapriyā /	vijña priyā 	Vijnaptipriya.
['SA_GK16_visa07cu-4']	vi / ka iha hi prathamataḥ prathamaparicchede doṣānāmavasthitikramo 'vasthitiprakāro darśita ityarthaḥ /	vi kaḥ iha hi prathamatas prathama paricchede doṣānām avasthiti kramaḥ vasthiti prakāraḥ darśitaḥ iti arthaḥ 	Here, in the first chapter, the order of arrangement of faults has been shown, meaning the mode of existence has been shown.
['SA_GK16_visa07cu-5']	te doṣāḥ /	te doṣāḥ 	Those are the faults.
['SA_GK16_visa07cu-6']	doṣāstasyāpakarṣakā' /	doṣāḥ tasya apakarṣakā 	The faults are the detractors of that.
['SA_GK16_visa07cu-7']	ityuktyā apakarṣakatvena doṣāṇāṃ prakāro darśitaḥ /	iti uktyā apakarṣaka tvena doṣāṇām prakāraḥ darśitaḥ 	By this statement, the mode of faults as detractors has been shown.
['SA_GK16_visa07cu-8']	utkarṣahetavaḥ proktā guṇālaṅkārarītayaḥ' /	utkarṣa hetavaḥ proktāḥ guṇa alaṅkāra rītayaḥ 	The qualities, figures of speech and styles are said to be the causes of excellence.
['SA_GK16_visa07cu-9']	ityuktyā ca guṇādīnāmutkarṣakatvenāvasthitiprakāro darśita iti /	iti uktyā ca guṇa ādīnām utkarṣaka tvena avasthiti prakāraḥ darśitaḥ iti 	By this statement, the mode of existence of qualities and others as promoters has been shown.
['SA_GK16_visa07cu-10']	atra ca rītyalaṅkārāṇāmiti pāṭhastu uddeśavyutkrameṇa lekhakapramādaparamparayaiveti lakṣyate /	atra ca rīti alaṅkārāṇām iti pāṭhaḥ tu uddeśa vyutkrameṇa lekhaka pramāda paramparayā eva iti lakṣyate 	And here, the reading as styles and figures of speech is seen to be due to the mere transmission of the writer's mistake in the order of enumeration.
['SA_GK16_visa07cu-11']	tata eva uddeśakramaprāptānāmityuktam /	tatas eva uddeśa krama prāptānām iti uktam 	For that very reason, it is said that have come up in the order of enumeration.
['SA_GK16_visa07cu-12']	Locanā /	locanā 	Locana.
['SA_GK16_visa07cu-13']	lo / a kāvyasvarūpaṃ nirūpya doṣān nirūpayitukāmaḥ tatprastāvaṃ darśayati /	kāvya svarūpa nirūpay doṣa nirūpayitu kāma tad prastāva darśay 	Lo. Desiring to describe the faults after describing the nature of poetry, he shows the introduction.
['SA_GK16_visa07cu-14']	iha hi iti /	iha hi iti 	Here, indeed.
['SA_GK16_visa07cu-15']	svarūpaṃ svamasādhāraṇaṃ rūpam itaravyāvarttako dharmmaḥ /	sva rūpam svam asādhāraṇam rūpam itara vyāvarttakaḥ dharmmaḥ 	Its own nature is its own uncommon form, a quality that excludes others.
['SA_GK16_visa07cu-16']	rasāpakarṣakā doṣāḥ /	rasa apakarṣakāḥ doṣāḥ 	Faults are detractors of rasa.
['SA_GK16_visa07cu-17']	asyārthaḥ prageva sphuṭīkṛtaḥ /	asya arthaḥ pragā iva sphuṭīkṛtaḥ 	The meaning of this has already been clarified.
['SA_GK16_visa07cu-18']	tadviśeṣānāha	tad viśeṣān āha 	He states its distinctions:
['SA_GK16_visa07cu-19', 'SA_GK16_visa07cu-20', 'SA_GK16_visa07cu-21']	Vijñapriyā /🔽vi / kha prāgeva sphuṭīkṛta iti /🔽śrutiduṣṭatvādīnāṃ śabdadvārā /	vijña priyā  vi kha prāk eva sphuṭīkṛtaḥ iti  śruti duṣṭa tva ādīnām śabda dvārā 	Vijnaptipriya.🔽VI. Already clarified means🔽that the faults of being defective in sound and so on are through the medium of words.
['SA_GK16_visa07cu-22']	apuṣṭārthatvādīnām /	apuṣṭa artha tva ādīnām 	The faults of having a weak meaning and so on
['SA_GK16_visa07cu-23']	arthadvārā /	artha dvārā 	are through the medium of meaning.
['SA_GK16_visa07cu-24']	vyabhicāribhāvādiśabdavācyatvādīnāṃ ca sākṣāt rasāpakarṣakatvamityarthaḥ /	vyabhicāri bhāva ādi śabda vācya tva ādīnām ca sākṣāt rasa apakarṣaka tvam iti arthaḥ 	And the faults of being expressed by words that are figurative and so on are directly detractors of rasa. This is the meaning.
['SA_GK16_visa07cu-25']	prāgeva sphuṭīkṛta ityarthaḥ /	prāk eva sphuṭīkṛtaḥ iti arthaḥ 	The meaning is that they have already been clarified.
['SA_GK16_visa07cu-26']	tadviśeṣān doṣaviśeṣān /	tad viśeṣān doṣa viśeṣān 	Its distinctions are the distinctions of faults.
['SA_GK16_visa07cu-27']	te punariti te doṣāḥ /	te punar iti te doṣāḥ 	Those again are those faults.
['SA_GK16_visa07cu-28']	Locanā /	locanā 	Locana.
['SA_GK16_visa07cu-29']	lo / ā rasetirasāpakarṣakā āsvādavinghahetavaḥ /	rasa iti rasa apakarṣakāḥ āsvāda vingha hetavaḥ 	LO. Rasita means detractors of rasa, causes of obstruction to enjoyment.
['SA_GK16_visa07cu-30']	pragevetiprākaprathamaparicchede /	pragā iva iti prāk prathama paricchede 	Already means in the first chapter.
['SA_GK16_visa07cu-31']	te punaḥ pañcadhā matāḥ /	te punar pañcadhā matāḥ 	Those again are considered to be of five kinds.
['SA_GK16_visa07cu-32']	pade tadaṃśe vākyer'the saṃbhavanti rase 'pi yat // / //	pade tad aṃśe vākya īrthe saṃbhavanti rase pi yat 	They occur in words, their parts, sentences, meanings, and also in rasa.
['SA_GK16_visa07cu-33']	Locanā /	locanā 	Locana.
