segmentnr	original	analyzed	translated
['SA_GSP28_shabara-0']	athāto dharmajijñāsā //	atha atas dharma jijñāsā 	Now, therefore, the inquiry into Dharma.
['SA_GSP28_shabara-1']	loke yeṣv artheṣu prasiddhāni padāni / tāni / sati sambhave / tadarthāny eva sūtreṣv ity avagantavyam /	loke yeṣu artheṣu prasiddhāni padāni tāni sati sambhave tad arthāni eva sūtreṣu iti avagantavyam 	It should be understood that in the aphorisms, when words are well-known in ordinary usage with regard to certain meanings, they have just those meanings, if it is possible.
['SA_GSP28_shabara-2']	nādhyāhārādibhir eṣāṃ parikalpanīyo 'rthaḥ / paribhāṣitavyo vā /	na adhyāhāra ādibhiḥ eṣām parikalpanīyaḥ rthaḥ paribhāṣitavyaḥ vā 	The meaning of these [words] should not be imagined by supplying [unstated] terms, etc., nor should it be defined.
['SA_GSP28_shabara-3']	evaṃ hi vedavākyāny evaibhir vyākhyāyante /	evam hi veda vākyāni eva ebhiḥ vyākhyāyante 	For in this way, the Vedic sentences are explained by these [aphorisms].
['SA_GSP28_shabara-4']	itarathā vedavākyāni vyākhyeyāni svapadārthāś ca vyākhyeyāḥ /	itarathā veda vākyāni vyākhyeyāni sva padārthāḥ ca vyākhyeyāḥ 	Otherwise, the Vedic sentences would have to be explained, and the meanings of their words would have to be explained.
['SA_GSP28_shabara-5']	tad yatnagauravaṃ prasajyeta /	tat yatna gauravam prasajyeta 	That would lead to the fault of great effort.
['SA_GSP28_shabara-6']	tatra loke 'yam athaśabdo vṛttād anantarasya prakriyārtho dṛṣṭaḥ /	tatra loke yam atha śabdaḥ vṛttāt anantarasya prakriyā arthaḥ dṛṣṭaḥ 	In ordinary usage, this word atha is seen to have the meaning of after this and for the sake of undertaking.
['SA_GSP28_shabara-7']	na ceha kiñcid vṛttam upalabhyate /	na ca iha kiñcid vṛttam upalabhyate 	And here, no this is perceived.
['SA_GSP28_shabara-8']	bhavitavyaṃ tu tena / yasmin saty anantaraṃ dharmajijñāsāvakalpate /	bhavitavyam tu tena yasmin sati anantaram dharma jijñāsā avakalpate 	But it must exist, after which the inquiry into Dharma is possible.
['SA_GSP28_shabara-9']	tathā hi prasiddhapadārthakaḥ sa kalpito bhavati /	tathā hi prasiddha padārthakaḥ sa kalpitaḥ bhavati 	For in this way, it is imagined to have a well-known meaning.
['SA_GSP28_shabara-10']	tat tu vedādhyayanam /	tat tu veda adhyayanam 	And that is the study of the Vedas.
['SA_GSP28_shabara-11']	tasmin hi sati sāvakalpate /	tasmin hi sati sā avakalpate 	For when that exists, it is possible.
['SA_GSP28_shabara-12']	naitad evam /	na etat evam 	This is not so.
