segmentnr	original	analyzed	translated
['MBbhagavadgitavirashaivabhashyamHK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['MBbhagavadgitavirashaivabhashyamHK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be modified or re-uploaded in any way without prior permission from the publisher. Texts may not be used commercially in any way. Text Input by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['MBbhagavadgitavirashaivabhashyamHK-2']	Uniform title / bhagavadgītā	uniform title bhagavadgītā 	Uniform Title: Bhagavadgītā
['MBbhagavadgitavirashaivabhashyamHK-3']	Main title / bhagavadgītāvīraśaivabhāṣya	main title bhagavadgītā vīra śaiva bhāṣya 	Main Title: Bhagavadgītā-Vīraśaiva-Bhāṣya
['MBbhagavadgitavirashaivabhashyamHK-4']	Commentator /Dr / T / G / Siddapparadhya	commentatoḥ dr 	Commentator: Dr. T. G. Siddappa
['MBbhagavadgitavirashaivabhashyamHK-5']	Description / A modern commentary on the bhagavadgītā from the vīraśaiva point of view /	description a moden commentary on the bhagavadgītā from the vīraśaiva 	Description: A modern commentary on the Bhagavad Gita from the Vīraśaiva point of view.
['MBbhagavadgitavirashaivabhashyamHK-6']	Notes / Data entered by the staff of Muktabodha under the direction of Mark Dyczkowski /	notes data entered by the staff of muktabodha under the direction of mark dyczkowski 	Notes: Data entered by the staff of Muktabodha under the direction of Mark Dyczkowski.
['MBbhagavadgitavirashaivabhashyamHK-7']	Revision / Dec / /	revision dec 	Revision: Dec 2016
['MBbhagavadgitavirashaivabhashyamHK-8']	Publisher / śrijagadgurumurugharājendravidyāpīṭhagranthamālāyā	publisheḥ 	Publisher: Sri Jagadguru Murugharajendra Vidyapeetha Granthamala
['MBbhagavadgitavirashaivabhashyamHK-9']	Publication year /	publication year 	Publication year: 1930
