segmentnr	original	analyzed	translated
['SA_K07_bsu033_u-0']	Vaidya 	vaidya 	physician
['SA_K07_bsu033_u-1']	Sukhāvatīvyūhaḥ /	sukhāvatī vyūhaḥ 	Array of Sukhāvatī.
['SA_K07_bsu033_u-2']	vistaramātṛkā	vistara mātṛkā 	Extensive Mother
['SA_K07_bsu033_u-3']	om namo ratnatrayāya /	om namaḥ ratnatrayāya 	Oṃ, homage to the Three Jewels.
['SA_K07_bsu033_u-4']	om namaḥ śrīsarvabuddhabodhisattvebhyaḥ /	om namaḥ śrī sarva buddha bodhisattvebhyaḥ 	Oṃ, homage to the glorious all buddhas and bodhisattvas.
['SA_K07_bsu033_u-5']	namo daśadiganantāparyantalokadhātupratiṣṭhitebhyaḥ sarvabuddhabodhisattvāryaśrāvakapratyekabuddhebhyo 'tītānāgatapratyutpannebhyaḥ /	namaḥ daśa diś ananta aparyanta lokadhātu pratiṣṭhitebhyaḥ sarva buddha bodhisattva ārya śrāvaka pratyekabuddhebhyaḥ tīta anāgata pratyutpannebhyaḥ 	Homage to all the buddhas, bodhisattvas, noble disciples and pratyekabuddhas established in the endless and boundless world systems of the ten directions, past, future and present.
['SA_K07_bsu033_u-6']	namo 'mitābhāya /	namaḥ mita ābhāya 	Homage to Amitābha.
['SA_K07_bsu033_u-7']	namo 'cintyaguṇāntarātmane //	namaḥ cintya guṇa antarātmane 	Homage to the one whose inner qualities are inconceivable.
['SA_K07_bsu033_u-8']	START Sukhv /	start sukhu 	The Sukhāvatīvyūha Sūtra begins:
['SA_K07_bsu033_u-9']	evaṃ mayā śrutam /	evam mayā śrutam 	Thus have I heard.
['SA_K07_bsu033_u-10', 'SA_K07_bsu033_u-11']	ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭaparvate mahatā bhikṣusaṃghena sārdhaṃ dvātriṃśatā bhikṣusahasraiḥ /🔽sarvairarhadbhiḥ kṣīṇāsravairniḥkleśairuṣitavadbhiḥ samyagājñāsuvimuktacittaiḥ parīkṣacittaiḥ	ekasmin samaye bhagavān rājagṛhe viharati sma gṛdhrakūṭa parvate mahatā bhikṣu saṃghena sārdham dvātriṃśatā bhikṣu sahasraiḥ  sarvaiḥ arhadbhiḥ kṣīṇa āsravaiḥ niḥkleśaiḥ uṣitavadbhiḥ samyak ājñā su vimukta cittaiḥ parīkṣa cittaiḥ 	At one time the Blessed One was dwelling in Rājagṛha on the Vulture Peak mountain together with a great assembly of monks, with thirty-two thousand monks,🔽all of them arhats whose defilements were exhausted, who were free from defilements, who had done what had to be done, whose own goal had been achieved, who had laid down the heavy burden, who had attained their own welfare, who had untied the fetters of existence, who had attained their own goal, who had conquered the enmity, who had attained the highest self-control, who had attained the highest thought control,
['SA_K07_bsu033_u-12']	parikṣīṇabhavasaṃyojanairanuprāptasvakārthairvijitavadbhiruttamadamathaprāptaiḥ suvimuktacittaiḥ	parikṣīṇa bhava saṃyojanaiḥ anuprāpta svaka arthaiḥ vijitavadbhiḥ uttama damatha prāptaiḥ su vimukta cittaiḥ 	who had attained the highest thought control,
['SA_K07_bsu033_u-13']	suvimuktaprajñairmahānāgaiḥ ṣaḍabhijñairvaśībhūtairaṣṭavimokṣadhyāyibhirbalaprāptairabhijñātābhijñaiḥ	su vimukta prajñaiḥ mahā nāgaiḥ ṣaḍabhijñaiḥ vaśībhūtaiḥ aṣṭa vimokṣa dhyāyibhiḥ bala prāptaiḥ abhijñāta abhijñaiḥ 	They were well-liberated in wisdom, great elephants, with the six higher knowledges, in control of themselves, meditators on the eight liberations, who had attained the powers, and were recognized as having attained the higher knowledges.
['SA_K07_bsu033_u-14']	sthavirairmahāśrāvakaiḥ /	sthaviraiḥ mahāśrāvakaiḥ 	They were the elders, the great disciples.
['SA_K07_bsu033_u-15']	tadyathā ājñātakauṇḍinyena ca /	tat yathā ājñātakauṇḍinyena ca 	Namely, Ājñāta Kauṇḍinya,
['SA_K07_bsu033_u-16']	aśvajitā ca /	aśvajitā ca 	Aśvajit,
['SA_K07_bsu033_u-17']	bāṣpeṇa ca /	bāṣpeṇa ca 	Bāṣpa,
['SA_K07_bsu033_u-18']	mahānāmnā ca /	mahānāmnā ca 	Mahānāman,
['SA_K07_bsu033_u-19']	bhadrajitā ca /	bhadrajitā ca 	Bhadrajit,
['SA_K07_bsu033_u-20']	yaśodevena ca /	yaśodevena ca 	Yaśoda,
['SA_K07_bsu033_u-21']	vimalena ca /	vimalena ca 	Vimala,
['SA_K07_bsu033_u-22']	subāhunā ca /	subāhunā ca 	Subāhu,
['SA_K07_bsu033_u-23', 'SA_K07_bsu033_u-24']	pūrṇamaitrāyaṇīputreṇa ca /🔽urubilvākāśyapena ca /	pūrṇamaitrāyaṇīputreṇa ca  urubilvā kāśyapena ca 	Pūrṇa Maitrāyaniputra,🔽Urubilvā Kāśyapa,
['SA_K07_bsu033_u-25', 'SA_K07_bsu033_u-26']	nadīkāśyapena ca /🔽gayākāśyapena ca /	nadīkāśyapena ca  gayākāśyapena ca 	Nadī Kāśyapa,🔽Gayā Kāśyapa,
['SA_K07_bsu033_u-27']	kumārakāśyapena ca /	kumārakāśyapena ca 	Kauṇḍinya Kāśyapa,
