segmentnr	original	analyzed	translated
['MBnetratantra_HK-0']	Muktabodha Etext in UTF	muktabodha etext in utf	Muktabodha Text in UTF-8
['MBnetratantra_HK-1']	MUKTABODHA INDOLOGICAL RESEARCH INSTITUTEwww /muktabodha /org Muktabodha Indological Research Institute All Rights Reserved /Etexts may be viewed only online or downloaded for private study /Etexts may not / under any circumstances / be copied / republished /reproduced / distributed or sold / either in original or altered form / withoutthe express permission of Muktabodha Indological Research Institute in writing /Dataentered by the staff of Muktabodha under the direction of Mark S / G / Dyczkowski /Catalog number /	muktabodha indological research muktabodha indological research institute all rights reserved texts may be viewed only online or downloaded for private studye texts may not under any circumstances be copied republished reproduced distributed or sold either in original or altered form withoutthe express permission of muktabodha indological research institute in writing data entered by the staff of muktabodha under the direction of mark s g dyczkowskicatalog number  /	Muktabodha Indological Research Institute www.muktabodha.org Muktabodha Indological Research Institute. All Rights Reserved. Texts may be viewed online or downloaded for private study. Texts may not be distributed or sold in any form, including by electronic means, without the express written permission of Muktabodha Indological Research Institute. Text entered by the staff of Muktabodha under the direction of Mark S. G. Dyczkowski. Catalogue Number:
['MBnetratantra_HK-2']	Uniform title / netratantra	uniform title netratantra 	Uniform Title: Netratantra
['MBnetratantra_HK-3']	Main title / netratantra with commentary by kṣemarāja	main title netratantra with commentary by kṣemarāja 	Main Title: Netratantra with commentary by Kshemaraja
['MBnetratantra_HK-4']	Commentator /kṣemarāja	commentatoḥ kṣemarāja 	Commentator: Kshemaraja
['MBnetratantra_HK-5']	Editor /śāstrī m / k /	e t itoḥ śāstrī m k 	Editor: Shastri M. K.
['MBnetratantra_HK-6']	Editor /malaviya sudhakar	e ditoḥ sudhakar 	Editor: Malaviya Sudhakara
['MBnetratantra_HK-7']	Description / The etext was converted from devanagari typesetting files of Dr / Sudhakar Malaviya / His files were based on the edition of the Kashmir Series of Texts and Studies volumes and /	description the etext was converted from devanagari typesetting files of dr sudhakar malaviya his files were based on the edition of the kashmir series of texts and studies volumes 	Description: The text was converted from Devanagari typeset files of Dr. Sudhakara Malaviya. His files were based on the edition of the Kashmir Series of Texts and Studies volumes 1 and 2.
['MBnetratantra_HK-8']	The devanagari files were converted to roman transliteration by computer programs created by Muktabodha /	the devanagari files were converted to roman transliteration by computer programs created by muktabodha 	The Devanagari files were converted to Roman transliteration by computer programs created by Muktabodha.
['MBnetratantra_HK-9']	The photographic facsimiles are of volumes and of the KSTS series /	the photographic facsimiles are of volumes and of the ksts series 	The photographic facsimiles are of volumes 1 and 2 of the KSTS series.
['MBnetratantra_HK-10']	Notes / Revision / //	notes revision 	Notes: Revision....
['MBnetratantra_HK-11']	Publisher / Electronic publisher Muktabodha Indological Research Institu	publisher electronic publisher muktabodha indological research institu	Publisher: Electronic Publisher Muktabodha Indological Research Institute
['MBnetratantra_HK-12']	Publication year /	publication year 	Publication year: 2010
['MBnetratantra_HK-13']	Publication country / United States	publication country united states 	Publication country: United States
['MBnetratantra_HK-14']	śrīḥ //	śrīḥ 	Sreeh.
['MBnetratantra_HK-15']	śrīnetratantram	       	Shri Netra Tantra
['MBnetratantra_HK-16']	mṛtyuñjayabhaṭṭārakaḥ	         	Lord Mritunjaya
['MBnetratantra_HK-17']	śrīmatkṣemarājaviracitanetroddyotākhyavyākhyopetam	śrīmat kṣemarāja viracita netroddyota ākhya vyākhyā upetam 	Along with the commentary called Netroddayota composed by the illustrious Kshemaraja
['MBnetratantra_HK-18']	prathamo'dhikāraḥ	prathamaḥ adhikāraḥ 	First Chapter
['MBnetratantra_HK-19']	" netrodyotaḥ "	netra udyotaḥ 	Netroddayota
['MBnetratantra_HK-20']	dvāreśā navarandhragā hṛdayago vāsturgaṇeśo manaḥ	dvāra īśāḥ nava randhra gāḥ hṛdaya gaḥ vāstuḥ gaṇa īśaḥ manaḥ 	The doorkeepers, the nine orifices, the heart, the Vastu Ganesha, the mind,
['MBnetratantra_HK-21']	śabdādyā guravaḥ samīradaśakaṃ tvādhāraśaktyātmakam /	śabda ādyāḥ guravaḥ samīra daśakam tu ādhāra śakti ātmakam 	The teachers beginning with Śabda (Sound) are the ten directions, the support is the Śakti (Power),
['MBnetratantra_HK-22']	ciddevo'tha vimarśaśaktisahitaḥ ṣāḍguṇyamaṅgāvalir	vimarśa śakti sahitaḥ ṣāḍguṇyam aṅga āvaliḥ 	The Lord of Consciousness along with the power of discernment, the six qualities, the series of limbs,
['MBnetratantra_HK-23']	lokeśaḥ karaṇāni yasya mahimā taṃ netranāthaṃ stumaḥ // //	lokeśaḥ karaṇāni yasya mahimā tam netranātham stumaḥ  /	The Lord of the worlds, the senses, we praise that Lord of the Eye, whose greatness is such.
['MBnetratantra_HK-24']	yanmantrāvalināyakaṃ bhavati yat svaṃ vīryamantarbahir	yat mantra āvali nāyakam bhavati yat svam vīryam antar bahis 	The one who is the leader of the series of mantras, who is one's own power internally and externally,
['MBnetratantra_HK-25']	yantrāṇāṃ bhavināṃ vibhūtikṛdaṇau yadviśvarakṣākaram /	yantrāṇām bhavinām vibhūti kṛt aṇau yat viśva rakṣā karam 	The one who bestows prosperity to the mantras and the worlds, the protector of the universe,
['MBnetratantra_HK-26']	jyotistatparamaṃ parāmṛtamayaṃ viśvātma turyaṃ trikaṃ	jyotiḥ tat paramam para amṛta mayam viśva ātma turyam trikam 	That supreme light, which is the nectar of the highest, the universal Self, the triad of the fourth state,
['MBnetratantra_HK-27']	netraṃ pañcakasaptakātma śivayornauṃmyekavīraṃ mṛḍam// //	netram pañcaka saptaka ātma śivayoḥ nauṃmi eka vīram mṛḍam 	The eye, which is the nature of the five and seven, we bow to the single hero, Mṛḍa, the two Śivas.
['MBnetratantra_HK-28']	yo'ntarviśvaṃ jhaṭiti kalayannakṣacakreśvarībhiḥ	yaḥ ntar viśvam jhaṭiti kalayan nakṣa cakra īśvarībhiḥ 	The one who, in an instant, makes the universe within himself, along with the goddesses of the nakṣatra cakra,
['MBnetratantra_HK-29']	svātmaikātmyaṃ gamayati nirānandadhārādhirūḍheḥ /	sva ātma aikātmyam gamayati nirānanda dhārā adhirūḍheḥ 	Unites it with his own Self, having ascended the stream of bliss.
['MBnetratantra_HK-30']	yaḥ pūrṇatvādbahirapi tathaivocchalatsvātmarūpo	yaḥ pūrṇa tvāt bahis api tathā evā ucchalat sva ātma rūpaḥ 	The one who, due to fullness, externally also rises in the form of his own Self,
['MBnetratantra_HK-31']	bodhollāso jayati sa guruḥ ko'pyapūrvo rahasyaḥ// //	bodha ullāsaḥ jayati sa guruḥ kopya pūrvaḥ rahasyaḥ 	The rising of consciousness, that Guru, who is somehow unprecedented and secret, is victorious.
['MBnetratantra_HK-32']	sarvābhāsavikāsi cinmayamahaḥ svacchasvatantrasphurad	sarva ābhāsa vikāsi cit mayam ahar svaccha svatantra sphurat 	The light of consciousness, which expands and manifests all appearances, shining with pure freedom,
['MBnetratantra_HK-33']	yaddvaitendhanadāhi yacca paramādvaitāmṛtenocchalat /	yat dvaita indhana dāhi yat ca parama advaita amṛtena ucchalat 	The one who burns the fuel of duality and rises with the nectar of supreme non-duality,
['MBnetratantra_HK-34']	dvaitādvaitadṛgandhakāraharaṇaṃ dhāmatrayaikātmakaṃ	                   	The eye of Shiva, which removes the darkness of the views of duality and non-duality, which is the oneness of the three abodes,
['MBnetratantra_HK-35', 'MBnetratantra_HK-36']	śaivaṃ netramanugrahāya jagato'mutraiduddyotate // //🔽abhinavabodhādityadyutivikasitahṛtsarojānme	śaivam netram anugrahāya  abhinava bodha āditya dyuti vikasita hṛd sarojān me 	shines forth here for the grace of the world.
['MBnetratantra_HK-37']	rasayata sarasāḥ parimalamasārasaṃsāravāsanāśāntyai// //	rasayata sa rasāḥ parimalam asāra saṃsāra vāsanā śāntyai 	May those who are full of rasa taste the fragrance of this, which arises from the lotus of the heart blossomed by the light of the newly risen sun of enlightenment,🔽for the sake of ending the desire for worldly existence, which is insubstantial.
['MBnetratantra_HK-38']	ihānujighṛkṣāmanāḥ	iha anujighṛkṣā manāḥ 	Here, one who is desirous of following,
['MBnetratantra_HK-39']	parasaṃviddevīprabodhito'vatitārayiṣitasarvāgamarahasyaitacchāsanānu	                            	awakened by the goddess of supreme consciousness, wishing to bring down this teaching, which is the secret of all the scriptures,
['MBnetratantra_HK-40']	guṇyena namaskāryanamaskāraṃ kaścittantrāvatāraka	guṇyena namaskārya namaskāram kaścid tantra avatāraka 	by the grace of the lineage, the one who brings down the tantra,
['MBnetratantra_HK-41']	āha tridhā tisṛṣvavasthāsu rūpamāsthāya śaktimān /	āha tridhā tisṛṣu avasthāsu rūpam āsthāya śaktimān 	says: The powerful one, having assumed three forms in the three states,
['MBnetratantra_HK-42']	udbhavasthitisaṃhārān kṛtsnaviśvasya śaktitaḥ// //	udbhava sthiti saṃhārān kṛtsna viśvasya śaktitaḥ 	by the power of creation, sustenance, and dissolution of the entire universe,
['MBnetratantra_HK-43']	vidhātā yo namastasmai śuddhāmṛtamayātmane /	vidhātā yaḥ namaḥ tasmai śuddha amṛta maya ātmane 	to him, the creator, I offer salutations, to the one whose essence is pure nectar,
['MBnetratantra_HK-44', 'MBnetratantra_HK-45']	śivāya brahmaviṣṇvīśaparāya paramātmane // //🔽tasmai śivāya cidānandaghanaśreyorūpāya paramātmane namo	śivāya brahma viṣṇu īśa parasmai paramātmane  tasmai śivāya cit ānanda ghana śreyaḥ rūpāya paramātmane namo 	to Shiva, who is supreme to Brahma, Vishnu, and Ishvara, to the supreme self.🔽To that Shiva, whose form is the essence of consciousness and bliss, to the supreme self, I offer salutations.
['MBnetratantra_HK-46']	dehaprāṇādimitātmaprahvībhāvena taṃ samāviśāmi / kīdṛśe	deha prāṇa ādi mita ātma prahvī bhāvena tam samāviśāmi kīdṛśe 	I merge into him with the humility of the limited self consisting of body, life force, and so on. What is he like?
['MBnetratantra_HK-47']	brahmaviṣṇvīśebhyo brahmādyanāśritāntebhyaḥ parāya prakṛṣṭāya	brahma viṣṇu īśebhyaḥ brahma ādi anāśrita antebhyaḥ parāya prakṛṣṭāya 	To Brahma, Vishnu, and Ishvara, to Brahma and the rest up to the Unmanifest, to the supreme,
['MBnetratantra_HK-48']	etatpālanapūraṇakartre ca / īśaśabdaḥ sāmānyena	etad pālana pūraṇa kartre ca īśa śabdaḥ sāmānyena 	to the creator of the protection and fulfillment of this (universe), and to the Lord in general,
['MBnetratantra_HK-49', 'MBnetratantra_HK-50']	rudreśvarasadāśivānāśritāntānāha /paratvādeva śuddho🔽mahāmāyayāpyakaluṣo'taścāmṛtamayo jagadānandātmā ātmā svabhāvo	rudra īśvara sadāśiva anāśrita antān āha paratvāt eva  mahāmāyayā api akaluṣa utaḥ ca amṛta mayaḥ jagat ānanda ātmā ātmā svabhāvaḥ 	the word Ishvara refers to Rudra, Ishvara, Sadashiva, and the Unmanifest. Because of being supreme, he is pure,🔽and because of being unsullied even by great illusion, he is full of immortality. Therefore, the Self, whose nature is the bliss of the universe,
['MBnetratantra_HK-51']	yasya / īdṛgeva hi paramātmāgragranthe varṇayiṣyate	yasya īdṛś eva hi paramātmā agra granthe varṇayiṣyate 	is such. Indeed, the supreme Self will be described in the first chapter of the text.
['MBnetratantra_HK-52']	"paramātmasvarūpaṃ tu sarvopādhivivarjitam /	paramātma svarūpam tu sarva upādhi vivarjitam 	But the nature of the supreme Self is devoid of all limiting adjuncts.
['MBnetratantra_HK-53']	caitanyamātmano rūpaṃ sarvaśāstreṣu kathyate //" 	caitanyam ātmanaḥ rūpam sarva śāstreṣu kathyate 	The nature of the Self is consciousness, it is said in all the scriptures.
['MBnetratantra_HK-54']	iti / kasmai tasmai ityāha tridhetyādi / yaḥ śaktimān svatantraḥ	iti kasmai tasmai iti āha tridhā ityādi yaḥ śaktimān svatantraḥ 	Thus, to him, to that (supreme Self), it is said in three ways and so on. He who is powerful, independent,
['MBnetratantra_HK-55']	śaktitaḥ svātantryaśaktyā tisṛṣu barhibrahmaprakṛtimāyāṇḍarūpāsu	śaktitaḥ svātantrya śaktyā tisṛṣu barhi brahma prakṛti māyā aṇḍa rūpāsu 	by his power of independence, in the three forms of the sacrificial grass, Brahman, Prakriti, Maya, and the egg,
['MBnetratantra_HK-56', 'MBnetratantra_HK-57']	antarhṛdādijāgarādyātmikāsu tenaivāvasthātrā ābhāsitatvādavasthāsu🔽tridhā brahmaviṣṇurudrarūpaṃ rūpamāsthāya gṛhītvā māyāntasya	antar hṛd ādi jāgara ādi ātmikāsu tena eva avasthātrā ābhāsita tvāt avasthāsu  tridhā brahma viṣṇu rudra rūpam rūpam āsthāya gṛhītvā māyā antasya 	in the states of the inner heart and so on, and the waking state and so on, by that very controller, because they are illuminated in the states,
['MBnetratantra_HK-58']	kṛtsnasyodbhavasthitisaṃhārān yathāyogaṃ vidhātā vidadhāti tacchīlaḥ	kṛtsnasya udbhava sthiti saṃhārān yathāyogam vidhātā vidadhāti tad śīlaḥ 	in three ways, taking the form of Brahman, Vishnu, and Rudra, having assumed that form, by Maya, of that entire (universe), he, who is of that nature, creates the origin, persistence, and dissolution, as appropriate, the creator, he creates.
['MBnetratantra_HK-59']	tathā tisṛṣu layādhikārabhogākhyāsvavasthāsu tridhā	tathā tisṛṣu laya adhikāra bhoga ākhyāsu avasthāsu tridhā 	Similarly, in the three states called dissolution, lordship, and enjoyment,
['MBnetratantra_HK-60']	anāśritasadāśiveśvarātmarūpamāśritya śuddhādhvātmanaḥ	anāśrita sadāśiva īśvara ātma rūpam āśritya śuddha adhva ātmanaḥ 	Relying on the forms of Anāśrita, Sadāśiva, and Īśvara,
['MBnetratantra_HK-61', 'MBnetratantra_HK-62']	kṛtsnasya viśvasya yathocitaṃ yugapadudbhavādīn vidhātā /🔽sthitisaṃhṛtiviśeṣātmānau vilayānugrahau sthitisaṃhārābhyāmeva	kṛtsnasya viśvasya yathocitam yugapad udbhava ādīn vidhātā  sthiti saṃhṛti viśeṣa ātmānau vilaya anugrahau sthiti saṃhārābhyām eva 	The creator of the entire universe, in the pure path, of the proper creation and so on simultaneously.
['MBnetratantra_HK-63']	svīkṛtau iti pañcakṛtyakṛd devadevaḥ /	svīkṛtau iti pañcakṛtyakṛt devadevaḥ 	The two states of dissolution and grace, which have the nature of preservation and withdrawal, are accepted by preservation and withdrawal themselves. Thus, the god of gods performs the five acts.
['MBnetratantra_HK-64']	etadvyākhyādvayānurūpaścāgrimo granthaḥ	etad vyākhyā dvaya anurūpaḥ ca agrimaḥ granthaḥ 	And the subsequent text is suitable for both explanations of this.
['MBnetratantra_HK-65']	śṛṣṭiṃ sthitiṃ ca saṃhāraṃ tritanurvidadhāmyaham /" 	śṛṣṭim sthitim ca saṃhāram tri tanuḥ vidadhāmi aham 	I perform creation, preservation, and dissolution with my three bodies.
['MBnetratantra_HK-66']	ityasti / kiṃ ca / tisṛṣu parāparāparāparābhūmiṣu tridhā	iti asti kim ca tisṛṣu parāparāparāparā bhūmiṣu tridhā 	And what is more, in the three stages of the supreme, the middling, and the inferior,
['MBnetratantra_HK-67']	kriyājñānecchākhyārūpamāsthāya ya udbhavādīn vidhātā / yadvakṣyati	kriyā jñāna icchā ākhyā rūpam āsthāya yaḥ udbhava ādīn vidhātā yat vakṣyati 	Assuming the forms called action, knowledge, and will, he who creates creation and so on, as will be stated
['MBnetratantra_HK-68']	"evaṃ mamecchā jñānākhyā kriyākhyā śaktirucyate /" 	evam mama icchā jñāna ākhyā kriyā ākhyā śaktiḥ ucyate 	Thus, my will is said to be the power called knowledge and action.
['MBnetratantra_HK-69']	iti /	iti 	Thus.
['MBnetratantra_HK-70']	"kriyāśaktyā tu sṛjati jñānaśaktyā jagatsthitim /	kriyāśaktyā tu sṛjati jñānaśaktyā jagat sthitim 	But by the power of action, he creates, by the power of knowledge, the preservation of the world,
['MBnetratantra_HK-71']	saṃhāraṃ rudraśaktyā ca /" 	saṃhāram rudra śaktyā ca 	And the withdrawal by the power of Rudra.
['MBnetratantra_HK-72']	iti / api ca / parāsu meyamānamātrātmikāsu tisṛṣvavasthāsu	iti api ca parāsu meya māna mātra ātmikāsu tisṛṣu avasthāsu 	And moreover, in the three states of the supreme, which consist of the object of knowledge and the means of knowledge,
['MBnetratantra_HK-73']	naraśaktiśivabhedāttridhā rūpamāsthāya kṛtsnasya viśvasyodbhavādīn	nara śakti śiva bhedāt tridhā rūpam āsthāya kṛtsnasya viśvasya udbhava ādīn 	Assuming the threefold form of Nara, Shakti, and Shiva, he is the ordainer of the origin and other aspects
['MBnetratantra_HK-74']	vidhātā yaḥ / yad bhaviṣyati	vidhātā yaḥ yat bhaviṣyati 	of the entire universe. What will he speak?🔽As stated thus: All mantras are threefold in essence,
['MBnetratantra_HK-75']	"evamuktena vidhinā mantrāḥ sarve tritattvataḥ/	evam uktena vidhinā mantrāḥ sarve tri tattvataḥ 	from the perspective of the three tattvas.
['MBnetratantra_HK-76']	bhavanti sarvataḥ sarve /" 	bhavanti sarvatas sarve 	They are all-pervading and all-encompassing.
['MBnetratantra_HK-77']	ityādi / api ca	ityādi api ca 	And furthermore,
['MBnetratantra_HK-78']	tisṛṣūccārahavanaviśrāntyātmikāsvavasthāsvakṣarabhedāt tridhā	tisṛṣu uccāra havana viśrānti ātmikāsu avasthāsu akṣara bhedāt tridhā 	in the three states consisting of utterance, offering, and rest, he assumes the threefold form
['MBnetratantra_HK-79']	sāntaṃ rūpamāsthāya kālāgnyādeścaramakalāntasya kṛtsnasya	sa antam rūpam āsthāya kālāgni ādeḥ carama kalā antasya kṛtsnasya 	through the division of the syllable, from the end of the world fire up to the final kalpa, and is the ordainer
['MBnetratantra_HK-80']	viśvasyordhvam	viśvasya ūrdhvam 	of the entire universe above.
['MBnetratantra_HK-81']	bhavanacidagnyantaḥkāraprakāśānandasadbhāvarūpānudbhavādīn	                                                                                                                 	He is the essence of the light of consciousness, the inner radiance, and bliss, and is the ordainer of the origin and other aspects
['MBnetratantra_HK-82']	yo vidhātā / yadabhidhāsyati	yaḥ vidhātā yat abhidhāsyati 	of the universe. What will he speak?
['MBnetratantra_HK-83', 'MBnetratantra_HK-84']	"praṇavaḥ prāṇināṃ prāṇaḥ /" 🔽ityādi "pūrṇayā" / ityantam / anyacca tisṛṣvantarvāmadakṣiṇa	praṇavaḥ prāṇinām prāṇaḥ  ityādi pūrṇayā iti antam anyat ca tisṛṣu antar vāma dakṣiṇa 	The pranava is the life of living beings.
['MBnetratantra_HK-85']	madhyabhūmiṣu bahiśca niśādinasandhyārūpāsvavasthāsu tridhā	madhya bhūmiṣu bahis ca niśā dina sandhyā rūpāsu avasthāsu tridhā 	And so on, up to with the full (moon). And furthermore, in the three inner states of the left, right, and middle, and externally in the states of night, day, and twilight, he assumes the threefold form
['MBnetratantra_HK-86', 'MBnetratantra_HK-87']	etranāḍīsañcāraviśeṣarūpaṃ somasūryavahnyātma ca rūpamāsthāya🔽kṛtsnasya viśvasya āpyāyaprakāśadāhādirūpān udbhavādīn yo vidhātā	etra nāḍī sañcāra viśeṣa rūpam soma sūrya vahni ātma ca rūpam āsthāya  kṛtsnasya viśvasya āpyāya prakāśa dāha ādi rūpān udbhava ādīn yaḥ vidhātā 	in the form of the movement of the lunar, solar, and fiery breaths, and is the ordainer of the origin and other aspects
['MBnetratantra_HK-88']	yadādekṣyati	yat ādekṣyati 	of the entire universe, in the form of nourishment, illumination, burning, and so on. What will he show?
['MBnetratantra_HK-89']	śūryācandramasau vahnistridhāmaparikalpanā /	           	The sun, moon, and fire are imagined as the three eyes,
['MBnetratantra_HK-90']	trinetrakalpanā mahyaṃ tadarthamiha dṛśyate //	trinetra kalpanā mahyam tad artham iha dṛśyate 	and the three eyes are imagined for me, that is seen here for that purpose.
['MBnetratantra_HK-91']	dahanāpyāyane tena prākāśyaṃ vidadhāmyaham /" 	dahana āpyāyane tena prākāśyam vidadhāmi aham 	By that, I perform the burning, nourishing, and illumination.
['MBnetratantra_HK-92']	iti / sūtre'vasthāśabdo bhāvasādhano'dhikaraṇasādhanaśca yathāyogaṃ	iti sūtra ivasthā śabdaḥ bhāva sādhana udhikaraṇa sādhanaḥ ca yathāyogam 	Thus, in the sutra, the word state should be connected as a means of existence and a means of basis as appropriate.
